Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,NY.GNP.PCAP.CD
MDA,-1.331541044147703,0.522365784825253,1.2183442727896039,18.615400637937757,8.721239011317254,-5.4948543737447855,-15.726691067251927,-8.761727297556916,-64.33556686071489,-2.055842860037152,6.162871329584966,-0.7540840427030938,-2.348868186033124,-2.187638647893122,9.283506825742705,4.468689103766072,-2.785374283590583,8.037369949772353,-0.3281497755319891,-12.050980129872311,2.2576546447285035,-1.3652878640408384,-0.7784114192025137,0.7836143454857694,-1.6072152225178453,-3.050710365195303,1.883023693462929,-0.10828451695289976,-2.4604408453024624,-0.18843655589379216,-2.128212649762233,-2.7976060078304905,0.9825902101267667,0.3527820257897381,-1.3307454698630106,1.9780843602461036,0.6751323644317009,-0.4982077832836335,-1.6927232486968447,630.0
GNQ,2.7052368558532396,1.2215662395629616,3.9971758405120803,-1.4017166436549853,-2.819727309875215,31.324200149430183,18.50475163893578,9.919958226554353,15.221697241372208,4.231268266145678,-5.961277663144799,-1.1893352476214594,-5.851552545742894,-2.2816625775919643,-1.356710993060623,10.143828786900823,0.7807454784676516,-6.282404089092766,0.3601104074292839,-4.659792293290615,3.727470504229515,-1.6367869574904237,-1.385549432958493,1.4722792915426712,0.5075809371720197,-2.112830123140196,0.05974228595299058,1.0020080693673548,-0.8156599170226315,0.6374371783074559,-0.6922025556214226,1.4028366881876884,2.1342559486881947,0.5631633064950659,0.5019350175970805,-1.1297881930112788,-2.3160311313374344,0.24686156391608172,-0.2795621553833568,420.0
TMP,0.9692150622317739,-0.5487429949653267,7.995557294006327,6.281809413222803,-4.76575366537009,2.610683834515943,2.4624317921981045,-7.697869401966316,-20.427580047081815,4.20408106675946,-4.907918656427429,-2.3964814474450553,3.1565525328415784,-0.6604568693211572,-1.8683704570804291,2.8035859836530044,-0.8300188372128351,1.5814718624199646,0.2183661282677873,0.42492206138300115,1.5797733282894353,-0.5507367271498212,0.2424840173961163,0.9246204585962048,4.6212954781167,1.3670699767921306,-0.7106708754541678,-5.243981292298065,0.4996683359995642,2.1772522562509735,-1.3722227086274092,-1.9672013067105896,-1.8033023742756336,-1.3065675500511662,0.9931931252245463,-0.42681542630899383,-1.5403284314654895,1.6441639392198288,3.1095776785437765,4555.9647269281195
TUN,-0.11922638049975304,0.24230788052722663,-3.267834431627064,-1.3384654991983393,-2.805645486146643,-10.864130019775923,-4.543989343553752,-9.590880650540292,-40.28541002984663,-1.7378873289656198,-3.984886302275543,-2.2076703405646287,-8.716357538569454,-1.5616932603426803,-3.800994747448517,-3.5417176362108655,-1.4957269931803012,37.764836014710085,-0.6105618334488764,-2.0742208791224495,-2.144206148146517,-1.17037653913017,-0.09583284147567536,-2.0124923777807346,-3.9525986501843917,-1.6502865805885463,0.16497716855421185,-2.2588376056691386,-3.6440423252994085,-2.599271624260058,-0.5850547213504135,0.9493421509519715,0.9836554980178474,-1.1237387979958324,-0.6358822278417531,0.6517522427581737,-0.20490163152401072,-0.1783579625414986,0.6089008101137945,1700.0
YEM,0.15748326832779097,-0.15631743037921786,-7.325367898844608,-1.978621348207092,-1.8455540167631481,-23.429158981205802,-7.885833865453879,-8.14962074606159,-42.60722353352446,10.197612943952864,-4.633599635194672,-0.13074722623823054,-5.695580155851712,-1.9571599974002298,-9.621054950258515,-12.857755896326143,-2.4292606905125944,10.08749388729355,-0.15942825234201335,-2.6187604164573908,1.7482762800657339,1.565571314683367,-0.7355314939082732,-1.0996455183462674,-0.2710621663878552,0.7757237869588316,-0.12204773352092779,-0.3067952707088224,2.4646012311261645,0.2818154313032687,3.8037100642755917,1.7011733283818415,0.8914145053258199,-0.5036316909288607,-0.3826708438831641,0.7311534753812036,-1.966634549400652,0.12131152962034958,-1.8904884837212048,500.0
BDI,12.700303451624402,-0.6603790802373145,5.96199797591217,-43.166424383355505,-5.669717659470116,51.29781404237896,-6.5637960757406715,-9.744035902864315,-28.111492470001277,-0.3945814813108839,3.3986365939656467,4.38724302255385,-8.100960735210768,-2.574602721394795,2.2697164212686576,5.072645546361248,-0.49544875733669763,7.9918017175565685,-0.5572068574284643,-6.437960373553912,-1.6224114444476077,-1.1534469213542824,-0.504421174969177,-1.6114994007493568,-3.231336766332933,-1.507663673607874,1.4128886973170545,2.8318727151733416,0.09446844918908615,0.625348001525815,-3.4875621670712325,-1.005573452142917,-1.0244678952981547,0.3814285100540501,-0.6180641138487649,0.3253451982713242,-0.17830003111005502,-0.6662500464383017,-0.8989829041060866,200.0
CUW,6.521235564452816,2.1130122157753575,-1.8453165584406506,-6.7088843300566365,-6.33479140867265,-1.500261110694543,-5.611942321564447,-15.596433993772399,26.26522272843858,3.7041522782710494,-8.793193472589026,1.5625334190148137,-10.216904176448244,-0.44773648892646944,-3.4346980481537184,10.713090264345233,-1.9826273604955358,-2.236356835852018,-1.3606685800997629,7.971639457925418,0.004278608504144632,-2.4153048020151147,-0.12148203985296696,-0.2657928078093702,-4.017029636056438,-2.0328825056975157,-1.0846064782203728,0.8970352297064642,-3.019718409746569,1.1959111630618222,-0.7276850550169447,-2.4735406259124626,1.066737289997779,-1.846397516064136,-1.7603819695031393,0.9151050064762498,-0.37184126335511875,0.800839796398305,-1.593264154028976,5121.12980318896
CRI,-4.477417914402747,-0.14889904281209032,-9.85763904392204,3.662419663710783,-5.2530293331417335,-27.072854488241845,-1.9879668087417395,-7.6677674145571775,-55.826771123457895,-2.3078171592539047,-4.255769498809946,2.000220299083633,-8.814463539645232,-1.9516939284354187,-1.622827676408973,-10.394142560944193,0.10861133128872967,-12.10026480923025,0.5379870620759992,-0.5177753505882676,0.9789878266540435,-0.8987829981107551,-0.7473300127244853,-1.3334871896094644,5.341079690746672,-1.8766573200898096,0.2263187660720859,1.4317525959387887,0.4417326029597607,-2.3668281477030386,-1.4886351781535798,0.11205632378960458,-1.40854411046211,-0.4299001303496903,-0.6215228456262472,-0.7831398097543784,-0.6696338643392792,-0.1714857927528828,-2.428271507604689,2580.0
WSM,-3.970745235266241,0.6949374756471942,4.499949827066464,26.021286365025986,4.266017853446455,-1.936305012280968,5.017695420389147,0.9796572829138221,-41.50078887676911,-2.046983146624651,-6.4954704777764825,1.4621836983478245,0.617859911436564,-1.6174234959695784,-3.4110668233397954,-5.930709647906811,-1.8167274437618814,7.246754148405381,0.3402930465105917,-1.865638316537317,2.7251573638126314,-0.6399563074955963,0.7468768388483785,-0.5160701484860132,-5.1971475733232495,1.812899495252836,-1.4627559578359461,6.570382139135587,-2.0190589434297843,-1.6501241657957877,3.4361143832577725,-1.0320015143928685,-1.8255926521564552,1.0165134495298487,-0.48223631138696055,-0.9189586034123689,1.160305250188528,0.47666922753589724,0.13319807446691811,11415.053126693265
NPL,0.7596234080087743,-0.5127813725887983,-11.265584476875864,-17.665144853566712,-8.156355277092972,35.842624576379414,5.576703853738901,-6.871145991441429,-40.95169616880214,1.970497829041336,6.785581978709585,-1.0959279321101314,-8.61852511637198,-2.5659661846384068,-5.351479081092154,-14.881915956652845,-2.001960423489071,4.215561258359165,0.6526887936427311,-2.7302238078491676,-0.07803543485022868,-0.9204633474054447,1.4410476396164578,-3.431795160766648,1.9669712974751827,-1.0465006930144618,-1.408814805006181,-6.5161264533295356,-1.1452076673653129,-0.3035516432745307,-1.7393872755994302,1.96843852958482,-0.8265594879914296,-0.783449637324896,-0.6261156569253221,-0.4267523723046723,0.23617740429380873,-0.6629983072941383,0.5512025421052851,200.0
