Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,NY.GNP.PCAP.CD
EAP,2.2438124148221927,-0.6341255202047009,-4.551797800161245,5.681026005457123,1.3665332462717057,-5.977357499192129,20.738759710785146,161.68283528342292,2.848534875172877,-3.1599090810218877,-0.8190326037798804,-4.465795647054861,14.92372982586398,9.194849093088946,-0.26242870429266685,6.215446671319622,1.350060723359856,-0.6785129478326687,0.17117151926524757,2.8365612717587716,-1.1518580987326743,-1.3890916600994767,-1.5559099302044457,-2.1447513561949867,-1.0130458284566446,-0.22154362202301842,-1.0726801001930224,-1.358010477257901,-0.11296115470041002,-1.5291153981817525,0.07011993647021032,-0.3119449340051592,-0.6960584161161061,310.57725893767997
ERI,0.7462272115932074,0.7164760405179733,-3.7559577567749405,-0.08502297693784011,-4.2360200167025335,-2.597310276019128,-3.5143538771884586,-0.5183893039094198,3.0256582935628646,5.751418032924292,-0.23696597246433299,-1.979958031191848,4.4171785777950925,-6.704368122400553,1.7250121838656098,-1.5435623511808845,-3.7169115517826503,-1.1273269079183077,0.10510786720100758,4.359226555987032,-3.2107499179133177,3.354705722577978,1.195532150752989,3.266561663942766,3.419946123898309,-0.4502864176541824,-0.06463495624118132,-0.9796165333643142,0.028792229785528645,2.6842188591310303,0.8770713660055488,0.07935273109817716,0.6454747000417345,9407.696601895583
QAT,-6.129681961978202,0.5610468508274075,13.536763620687973,11.37827654813185,6.511464795475271,5.02463228159876,15.355003556551877,-1.5649849113057699,1.8263977535197995,-2.270611176213272,9.11664343237041,-2.933394440400031,3.500238695880706,-1.7707648532265368,-0.923309691129985,-8.258327899820639,-1.1135869296514178,1.5110807879260162,-0.02358250330449086,-1.4593510529454812,0.8952768515250948,-1.2514798094951174,-0.4663042161175735,-1.2243278516477762,0.6088355043428211,-0.7030809532089788,-0.805725530731763,-1.9078970334663143,-1.5357176296437813,-1.5188867613562709,-0.1709712141079783,0.14662862379794653,-0.7557926297777339,11894.473746535463
LDC,1.411685128120154,-0.7981117866029998,-38.84609325819955,-5.217113892522161,4.780140338207146,1.9189671741826229,-6.464750451242282,51.33688134035097,4.3828323212999125,1.7356931452175102,-3.95783580484929,1.2051958091250485,38.76220516529327,-1.0004130580895985,1.8603314493596663,1.2596958147462538,-1.2548627242524544,2.0177224815396024,0.48474119428486717,1.236577095941328,-1.2472078950563135,-0.33080692313156235,-0.8563694196341438,1.8611425918073143,1.0446854113168071,-0.8913811481777407,1.7511915478725286,3.461347484044246,0.7762317579225494,-0.16438136863231856,-0.7437722945957574,-4.586611049191697,1.7643080425545468,313.60393146951697
UZB,-2.2833304794119513,0.30913946038935014,-2.3377733313009257,-9.63395170227972,-3.5004392656577488,1.2108348802372855,-20.7775193103179,-4.977852852998417,1.4961191702979335,5.439745664066896,-3.2986874788562286,5.9167137154437635,0.8896780520269101,5.488406334249249,0.43853043118513635,-9.59360601391638,3.9223242503014886,0.20198670833429233,-0.9380031648299554,3.4860723244971874,-0.930817769204674,-0.8349831482219803,-0.042456390749137624,1.5927809631221437,-3.2515489448700032,-0.4690504087911477,-3.372029705458381,-4.054673023736151,0.15149266201346945,-3.3177211536200235,-1.4325814695386934,-0.011510667983727959,-0.581156949226782,11045.273451162298
CPV,2.213043379410621,-0.1453400789344994,-7.853448142889592,1.6121698700557792,9.461718290820293,-5.740162851849004,-12.470533032599189,-53.86535349008478,6.163997694008065,3.171267419151869,-1.6061016696938264,-3.081128629702204,-3.878437040910274,-6.159081986856944,-0.14064592813683693,-9.403384676341187,-0.385003682805521,-0.49514671221272194,0.04210177477967881,-2.371179946980205,-1.2360571546467751,-1.545842699780602,1.7616801792905372,0.015031332229995753,-3.2465866404536707,0.3954797416644726,0.39799275372702586,-3.19612739223519,2.946741778582539,0.38626518244159336,-0.17041060888202825,0.057209402483693404,-0.6276518247678411,500.0
MEA,-3.454880477759684,-0.019628982222018577,-16.19384362682541,-0.18512061186392678,-5.432674240356012,-6.727924427446671,14.757045898233754,0.41204066082296004,3.277726947272792,-1.3814493048931458,-2.247582501815628,-2.2359243750499758,7.654928119108372,9.985110450869952,-0.5543151064285099,-2.900097781172804,-0.7233406843095208,1.0714175148039167,-0.25640717342722463,-1.4947059845882356,-0.7525119499486891,-1.351659950843585,-1.463675379907642,-1.9000917594591713,-2.433147694665942,2.870790068681886,1.2459717117995524,-4.160569449439192,1.5629472845001504,-1.1552088468447932,0.9855841179484813,2.0525816847895073,-0.4553982242458631,8514.855815953651
GRC,1.2451142117063299,-0.8286267723446946,22.90460969104012,0.6566014474787494,9.959399190990304,-9.393211530770378,-7.469552091561452,14.460683180631193,-1.6025190451739122,-0.033283579664725504,0.021747547271489198,5.387586254695251,0.08322077245473108,-1.64450880649038,-0.6232404669723973,3.0373058485628643,-2.273142722530321,-0.3509714865519792,-0.7496352926181603,0.6897964841227662,0.792002613378163,-1.906688215809796,-0.03950471279684509,1.6817730051077826,-1.4664480526115313,-1.6807121538968013,-4.553223318968284,0.1187571950148697,-1.4506923062949528,-1.6669833894573847,-0.03142924158569218,0.1553382502641653,0.5790656697743427,5900.0
BEL,5.506463923866442,1.4609591665461998,47.19747536607309,1.8210260141516066,-0.7012913367210933,-2.0344618566221335,-3.546396442956173,1.0861262855820575,-5.04311782610691,2.653360648256953,4.947163400049128,-0.8466707010667157,4.557035507760237,-1.3547173940251336,-0.7254872571054396,-2.155099811760392,2.047433155420119,2.2817249276533715,0.8972544775812177,3.501720767097223,0.9284341713867845,-1.5981764428381657,-1.0908016256159725,-3.0553446895131886,-0.1394829170078892,-0.8600370780480793,-4.720424106004612,-0.24251285116818078,0.4203941153381961,-1.522601695507964,-0.030567911432274428,0.08188022481394641,1.0730714276607978,11240.0
WBG,-1.5707577686736278,1.8467660676228093,-3.8390646512447484,-4.496750343789982,14.530855239481442,11.528342824041546,-13.573696574893203,-0.8246825917649261,-4.589864316567341,3.097159587353825,0.424583284550214,-2.6394965140181137,5.29334193204574,5.8017259648101,-1.2697335836652741,-1.6062270656703825,-1.1259563652143596,-0.2507033323146535,0.4491640759260099,-0.8352056826032386,1.2766482585642382,0.6637001999293,0.001986421068211036,7.17565265751395,-0.0437487432764474,1.0626952447282099,1.6827960836376952,0.5151901028746068,-1.0949340474183178,-0.40582101381175184,-0.8152038009890328,0.32444129348339573,-0.24828557903333698,2725.5855047265977
ECS,4.375714569005848,-0.38074783714425486,31.986704151537136,6.034107888532686,8.085216332014507,37.713274731623244,21.411321419246608,9.953581583634877,2.4129618021741397,6.292271241392315,-1.8308519251014357,6.617211362374181,-5.579838268477123,6.588617129340389,1.4815983329300901,6.707654025941056,-0.926429537636155,-0.8607057903910053,-0.317540005597858,-1.7811999355712318,8.808242572922877,-0.2805844485281105,0.26266989747554687,-0.6179692671423429,2.7562741792518315,3.3306772071648183,4.776064981414705,0.73423356564565,3.580464922608087,0.6800375121051903,0.37554071026110925,0.6809247245422784,-0.3137314423816139,5314.483895418071
ARB,-4.816417733975963,0.20580040974001357,-19.65497435901001,-1.514311719183629,9.783669570231893,-9.314333623471665,2.008055312069355,22.84685154522809,3.3440906344986625,-1.159523790443145,-2.5757893709950483,-2.9583644671034715,10.088593464968854,0.8336974476010748,-0.5760937655896516,-1.6926705354076534,0.3670064714919218,0.8072107963459905,-1.0695993728920365,-3.0851773371799953,-0.8632437142206146,-0.49493689931931095,-1.1577990413028223,-6.927914053714653,-1.0798549864184397,2.5653018738756694,4.7454721294640585,-1.7532695428299445,1.681811100758388,0.07052869657433569,0.9473101061708855,0.1477944850610586,-0.476818972584439,2165.6098162896697
AGO,5.395008142301893,0.7559734318725793,-24.48516745926172,-7.469571497762005,7.502923889441548,0.627006535426039,-1.5903202964615448,0.8714372219268596,5.436901915758417,-10.20753163345876,-2.099168853243183,-4.403111406076574,-4.481308504449882,8.176784941613189,-0.9754363786791431,-5.347192593582918,-1.4729795778232528,0.7587094464132975,-0.5619432471690812,-1.8274082454010467,-1.2308301455630573,-2.0801806944280394,1.9695084290127651,0.05465037252127729,-0.11259495654987989,-0.5028840131004226,-3.5972199056156775,-4.657611064253227,2.3531895103739493,0.7759147399581527,0.4762272228217032,0.2430912249987451,0.292024042219087,301.2332818369796
OSS,2.014551158561847,0.8043122939464269,-13.968415002852602,-5.381383910162255,4.544554556533495,-0.30751288265954857,11.583709662434666,17.28405527082358,2.5178325490325735,-1.5980932276457933,0.12031340843359856,-3.7719815583089833,-2.5173378167277574,-5.818103399704245,0.27330838266955826,-4.110306024764592,-0.9454637832599488,0.7009067548472091,-0.47821546181246544,-4.208055279674628,-1.1783382325938203,2.260501598466966,0.6551684144942354,3.052799704425844,-4.516508722687208,-2.1510096712823175,0.31851550077967083,0.4504273385579124,0.7599976280038367,-1.3247139742549823,-0.014121483585808451,0.03861479192447183,-0.5344502323327402,1162.18159159373
SLB,-1.7346133881001053,0.2086869871755284,-23.083180931665087,-1.1179225403952664,-0.5989107951468878,-2.231652069360295,-32.58413183785064,-48.528155423833425,4.146156807716169,9.238937373537272,4.681246806461462,-2.1702688290885623,-3.8216009938896995,-5.816922829247973,-0.9615297006912651,-3.6057856604878156,0.34502198057644606,-0.2808560198457414,0.16575524428630956,-2.515217842506254,-1.2313683876834003,0.6264233513790141,0.4760720299998903,1.0737323067965405,0.26203905442147946,-0.18220293395733522,-0.8284020755323865,-2.6922597181254626,1.8390524817950293,4.329571879678253,-0.023078238955742167,0.07204710547638281,-1.5643346150896529,-6183.320722138402
STP,-3.7273323042711626,-0.4404938278209725,16.92902584904361,-3.6960568608185533,-7.016886117748986,-9.403179288633105,-11.613895660734707,-57.107492180503435,2.5922984134028777,8.717989287899197,-1.0019775662547528,4.36601896265714,-5.377341996080242,1.9487047324153863,-0.38831514369599696,3.0087582968882716,-0.033893229967456695,-1.8300787492611506,0.3020693953664232,-5.152812553852179,-1.1824646950388575,1.4717222699132573,0.21096000361555384,1.503605306063911,-3.031075383269025,1.267765464544702,0.3141895672479067,-0.43461262410129375,1.034868535082059,-2.959950845196994,0.6278453476491047,0.06766562937604059,-0.43890955317897695,789.4612235342902
BTN,-3.7436811202822335,-0.07091319981457463,-10.514187499925796,-6.467047946894237,6.575947458582405,-5.128576046437706,25.92162577095252,-63.98987048339444,3.1205859632316866,0.40810554878725713,-1.7640687806800006,-9.513788858804377,-4.642514816317295,-10.526395959052694,-0.8399898104315002,-4.506850026228202,0.08563140803930278,-1.6586566013165327,1.4841439267008962,-2.4773100064038305,-1.2554566388958952,-3.406552721837514,-0.27353651023408176,-0.9727706343527073,-1.8465562747772957,0.9663622348435092,-0.3940732833683347,-0.8779861940333318,-0.32367094095193605,0.3965388279969392,-2.1473063899298146,0.07263003610793883,-0.6271478708598324,280.0
COM,5.307589519646242,-0.2571301377068125,-5.497128250117788,-0.1451932346607533,9.971042356707693,1.8927020552871463,-12.691883254723775,-49.6608872670732,3.3250400099848014,11.466458040795528,0.14706773179569455,-3.6305902904072114,-4.5714393293709294,-4.159223248236739,3.7303356371977188,1.3018525790304685,-1.079283743426392,1.0352408373771946,-0.5278279755472164,0.03590443003068011,-1.2531092618734707,-2.385456801064185,-0.5344528841503163,1.8477722316094738,-0.3805717598346694,-0.3654316017842628,-2.061416095863928,3.137808859634309,-0.7189622260097617,2.4083603553937163,0.08133988661698624,0.06876063315636953,-0.6158649471104286,380.0
BEN,8.650314313766362,-0.5273051446931096,-35.25015916411175,-6.939034296112395,13.025208071667167,-22.4927486625338,-17.051157109881338,-54.6318264928395,0.997190045535097,1.5577407881965306,-2.595987454040867,0.6227224546093904,-7.887473467460787,1.582717615166853,3.7303755139740726,-6.406461668094592,-1.2535787450712614,-2.114686883061223,-0.5642209489057872,0.9102540450338624,-1.259387647439471,-1.661754040373711,-0.32763248699683234,-0.9061855335814704,-2.3151446134346383,-2.0972015734663647,-1.9934173179260886,-0.45322507658171596,0.3786526176357473,-0.005842761855877621,-0.2967657745410665,0.06412348572639748,-0.6698364032366929,360.0
PNG,-3.0804829718893725,0.5401325640625847,-30.918276361529625,-5.713681797655052,-18.383312088082246,2.2515348283450747,-1.9907071406291617,-43.302825369272426,-0.6733080801548419,-0.13787023490719597,-7.11310395186251,-7.109747531085958,-4.3499023854927765,-6.8140287132858415,-0.964860894826553,-5.130124884072631,-0.8025491070769003,-0.6121227237745069,0.35219413442024716,-1.057686096283102,-1.220365903209282,-0.6671465841788874,0.4198183993188802,-1.5908598898083377,-0.18037551272745492,-0.05671394358059101,-0.4287447726456618,-2.6865139410437004,-2.0607930302692536,-1.5933242032023895,-0.025256706745868145,0.07204783596589603,-1.1567445606658064,720.0
UGA,-0.5075769597064204,-0.6538481462903803,-49.5246016149528,-5.393690883383828,17.230564129522016,-21.774297923563978,-10.073552785077586,-46.30447614515287,7.642125976066065,2.7419462323264807,1.2315688713588822,-2.861444011870045,-11.940889823801726,-5.016250090131818,-0.9523531434308119,-1.5966763329564286,-1.1447021640695605,0.14929389803610937,0.4650631337169302,1.320784169559165,-1.2648429380070283,-2.023420181148699,0.9907487335398544,-4.738134103300453,-0.016479479635613692,-0.6325430759349029,-0.12805332964504032,0.3305981580615122,-0.08189528045988337,-1.2531219054320537,0.027268656708756146,-0.012206824489834348,-0.7196858998088574,4284.5348560414095
LSO,-2.169318695967665,2.7421061120775563,2.7200953701079733,0.3367462663411443,1.7933649918478711,10.615737681309419,-6.85902261446428,-56.858158753237355,0.43294759534605176,-1.0151482720260057,2.6418158704714543,3.694095364984924,-5.954882290918112,-6.689002519720317,-0.9598869334745446,-2.6526513569164853,-0.7891555112181435,-1.0267054629956327,-0.37640735932823816,-1.3561954343494889,-1.2510722281466489,1.3419708958524386,-0.3849894547127802,-2.518004083112544,-0.059069244923949826,0.21490953426855025,9.080086083557706,3.5497072998656964,-0.17166151704402327,-0.597841137894662,-0.018628833963034684,0.05323042610513988,-0.6659960964122676,620.0
MNG,-0.8648814774813215,-0.17264793383777327,-8.942796841243444,7.37065541774487,-9.828872908108613,8.778826582481427,12.0147651473048,-15.909862209108518,-0.10049276022205222,2.751393741844456,2.778508505598934,2.1766032610783976,-6.904879268914691,-3.931189676892909,-0.9578813198988075,2.2879945424593915,-0.31769797957943563,0.8408820623473402,1.3959037812527813,8.495667129561276,-1.0899490705499413,-2.2427532165763817,1.0118637733246743,-0.8514422200347712,2.9573899351827118,-0.6324422777380063,-0.18334995653963174,-3.2762039156227942,0.2792704527031057,0.3503035701109587,-0.08302871011863129,0.07204783596589603,-0.3041828103167648,1140.5102464399242
KSV,4.069697214379651,-1.4747275824986696,7.2655769832109645,-0.04576403655896444,5.8732753521561545,-6.93469506775042,20.900562093732212,-24.90624613510775,2.09936152198325,-3.2933559486120414,-2.4709973931501317,4.994237591648249,1.8420702041667514,4.634233817549604,0.7727396981702743,1.6062130318825227,1.18712026176572,3.808284449233998,2.2908471734345297,-4.262073360457662,-5.384184497451889,-1.1745016683669738,0.45870925076380936,-4.496605100851597,0.6195176912436682,0.06666622630830961,-0.9855538616764037,0.19352972221608633,-1.6747224190449375,-1.0546171732613954,-0.6198164556357644,-0.45708772582108126,0.0159247342427924,1440.5629942012602
COG,-0.12963442025125438,0.5280878575242482,23.554205913654496,-3.786389030963407,3.7160369105359727,30.718296111751897,40.967010190516156,-46.2697515241153,1.99042887308614,-7.085258142241054,-7.1219248509092825,-0.8839140559659064,-7.847771586293477,1.737573632765256,3.7303755139740726,-5.971990077464051,-1.2358578692907474,0.10159514118107937,0.11250257991852008,-3.687548038731571,-1.2419531516780737,-2.077988371574221,1.157110598105761,-0.9306697746308739,3.8699654463615256,0.4899199691922395,-1.5824091719795352,-0.9055849699669667,1.1385922411665965,-2.7189399936052894,1.0989827619163806,0.07357967247513539,-0.6703426548963729,1210.0
TGO,8.640009174176312,0.23422257483463507,-19.052689592869406,-5.344379879408423,12.215593254920055,-8.423203160584702,-13.970193918807837,-39.54457065848467,4.5598128170974945,0.1794118454058598,-0.8904347496757272,-3.361182873678083,-3.9154414022530126,-8.66124701244935,3.7303755139740726,-1.063377583880716,-1.0104205472161685,0.7012816948092301,-0.11149998188753515,1.029265417362906,-1.2587777303118952,-0.3764054975475404,-1.0079829513725083,-0.4713676151379464,2.9984970926146324,-1.635547869929753,-1.397598024754586,-0.2042768712441606,0.6504616668754404,-1.701648374628892,-0.02347956661862505,0.10857304211681483,-0.6706651734352789,320.0
CHE,5.83303818222952,-0.2671160812278878,8.735817270926587,-2.3607474678386233,9.628334996400604,-4.4230150908605195,6.536627204464677,6.531273874829854,-3.684512724503975,-3.718105597406371,4.521603327199604,-4.322694347657805,0.9190053098627222,-4.831484931968261,-0.9463615617122343,7.141869773401642,5.299999208758587,3.406324053557986,-1.1188574154245579,-3.8776972419762457,2.4835149055324646,-1.448468587249478,-0.5554474061554796,0.08280832403634,-4.343464533210726,-0.8202758725073902,-0.8714112872735726,-3.3868777329819153,1.759732613521139,-1.5401169406231263,-0.03143817825778116,0.13124670611790218,-0.23291033759701107,19100.0
MNP,2.951909619542717,1.466463412074718,-11.65030387293357,0.8489923749851844,-1.1377621333150154,-2.308890500451859,-5.6550077353950945,-29.228376846561304,17.87385270054734,0.6844797680035599,-0.9600343039320808,-6.397875856710492,-3.4284247950470106,-5.764070037987171,0.02938006202624044,5.590551851686563,0.08171224237644635,-0.741745266748585,0.4004733872728913,4.324536464445574,0.3819298442455493,0.586250084560416,0.7878300420777303,-1.6166638017810413,7.445070439344321,0.9015693143011139,2.8098646567673016,4.4807526545914484,-0.2524146467351115,0.7821351629884346,-2.0427507504633615,1.4834133904762967,-0.3104644539243772,978.9136765599105
LBR,10.57443377741238,1.0434715948622653,8.707202011576374,-5.675671702515151,16.493205070311305,12.343386169070426,8.726414292501547,-46.29908535995693,6.448703988684657,2.144120097296415,0.9478239536608745,-1.48369520542904,-4.678649963128669,-6.991946270612463,-0.9611158592451534,-2.467868477290404,-1.2618545418438818,1.074864338165154,-0.39498497390257575,6.954619060318741,-1.2518553298072606,-0.04819774185190656,-0.681426795101504,-0.8354733463712907,1.9484325281987793,-0.3307563888843259,-0.4940419282071967,2.3229712204784105,0.9156688972773537,0.2291886222984051,-0.596667883943369,0.07204783596589603,0.540093059931149,440.0
PHL,-5.139726002008282,-0.5976893561299066,15.160343649673147,-2.52837216936907,-20.31722142779748,-9.169526943790382,-9.768802457416905,-13.455210342290217,-0.9984168701804836,-6.204219025408873,3.193167666974147,-5.645510383538844,-6.023961143619196,-2.0987619755520184,-0.8531391521921661,-0.6494151089524132,-0.9155048959504706,-0.9773232299212332,-0.8372363956533194,3.076366205608163,-1.1932762586035972,-0.49594011090663664,0.31006851518877243,0.22098367234151803,-2.1952184027678268,-0.367614629626052,-1.4817148681803476,0.5508373518341435,0.13272081424244947,-1.8123814158012843,-0.025855176764178655,-0.05700993780465411,-0.5611750965565597,740.0
MNE,4.170065652585064,0.03411335100888584,-9.776183659625838,-7.125150959204739,22.013027160566878,6.642108583213521,3.145538787218575,-70.39019923761279,-2.8586450641111627,-7.106743928889822,-2.594647833101292,5.0626734489598375,-2.744304280791905,0.4085931170165969,-1.0094327815853719,-0.19850781858330946,-1.4402668060741812,-0.05135048088349503,-0.037784908293147776,-5.623729629787076,0.5595424784830731,-3.396922976053533,2.3399243230364215,-0.2991535700342054,3.8679852443567166,0.9511300296724996,0.2246451895564589,-2.7375288193659135,-1.1577079742851994,-0.08146885586160402,-0.4473227469224009,0.07058612644992658,-0.3529516252551398,1430.8173479773322
KOR,1.8070670355034026,-0.08563385075476398,15.082544125310246,6.27517427352094,-4.435645828969973,28.52576043411443,46.30711118631061,-11.36621714732404,-7.826952164800124,-3.2996067890578304,-0.007256181772981485,3.0874307745015965,-5.7961264060139595,18.211302047717595,9.49403008009973,-1.4221217636258072,-0.3280640838055459,0.7784920696085321,-0.22000764485342797,-0.39662064060033075,-0.3662138450370296,-0.9219719179194754,-0.03775771956920293,1.0212910712634413,-1.7728002116631298,-0.8058897508575779,0.10206109306398545,-0.3280981729748106,-1.5927503330150974,-1.026741966118908,-1.5136071431412925,0.3036444227082762,0.09807253183066258,2080.0
PRI,-7.0315049691729365,0.050200021315968575,0.7149047008662403,4.843089962784301,-14.3419070787118,-6.566374334717177,-5.53679843973956,24.033028643936156,-3.6947260771658526,0.46795513758395657,-1.753221474709847,1.4411970245991892,-3.043781113880184,-0.21760855905893572,-0.5847733225188732,8.71958608614674,-1.052125250758608,1.6787506216401709,-0.20515002379931407,1.1185374654246891,-0.14003712420601067,-0.270692810210045,-2.883264770669431,-0.7018829251686884,0.38934798532282144,-2.274830532198917,1.7144093695857836,-0.34709137224534475,-0.14475555351498975,2.938482589966855,0.7211959403939489,0.03667753373539087,1.6139851034198267,3770.0
