Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
MDA,-1.3315410441477027,0.522365784825253,1.218344272789603,18.615400637937753,8.721239011317254,-5.494854373744783,-15.72669106725193,-14.744827484290516,-64.33556686071486,-2.0558428600371506,6.1628713295849655,-0.7540840427030939,-2.348868186033124,-2.187638647893122,9.283506825742707,4.4686891037660725,-2.785374283590583,8.037369949772351,-0.3281497755319891,-12.050980129872315,2.2576546447285035,-1.3652878640408384,-0.7784114192025137,0.5694584851874271,-1.607215222517845,-3.050710365195303,1.883023693462929,-0.10828451695289998,-2.460440845302463,-0.18843655589379216,-2.128212649762233,-2.7976060078304905,0.9825902101267667,0.3527820257897381,-1.3307454698630106,1.9780843602461036,0.6751323644317009,-0.4982077832836335,-1.6927232486968447
GNQ,2.7052368558532387,1.2215662395629616,3.997175840512081,-1.401716643654984,-2.819727309875214,31.324200149430176,18.50475163893578,3.5699522725000423,15.221697241372219,4.23126826614568,-5.961277663144797,-1.1893352476214591,-5.851552545742893,-2.281662577591964,-1.356710993060622,10.143828786900823,0.7807454784676515,-6.2824040890927675,0.3601104074292839,-4.659792293290613,3.727470504229515,-1.6367869574904237,-1.385549432958493,1.2061212778703352,0.5075809371720198,-2.112830123140196,0.05974228595299058,1.0020080693673548,-0.8156599170226315,0.6374371783074559,-0.6922025556214229,1.4028366881876884,2.1342559486881947,0.5631633064950659,0.5019350175970805,-1.1297881930112788,-2.3160311313374344,0.24686156391608172,-0.2795621553833568
TMP,0.9692150622317731,-0.5487429949653267,7.995557294006327,6.28180941322281,-4.765753665370089,2.6106838345159438,2.4624317921981027,-6.90470248719095,-20.42758004708181,4.204081066759459,-4.907918656427429,-2.3964814474450558,3.15655253284158,-0.6604568693211573,-1.868370457080429,2.8035859836530053,-0.8300188372128353,1.581471862419964,0.2183661282677873,0.4249220613830015,1.5797733282894353,-0.5507367271498214,0.2424840173961163,1.0172235526477689,4.6212954781167,1.3670699767921306,-0.7106708754541678,-5.2439812922980655,0.4996683359995642,2.1772522562509735,-1.3722227086274095,-1.9672013067105896,-1.8033023742756336,-1.3065675500511662,0.9931931252245463,-0.42681542630899383,-1.5403284314654895,1.6441639392198288,3.1095776785437765
TUN,-0.11922638049975331,0.24230788052722663,-3.267834431627065,-1.338465499198334,-2.805645486146643,-10.86413001977592,-4.543989343553753,-14.441214408770204,-40.285410029846595,-1.7378873289656185,-3.984886302275543,-2.207670340564629,-8.716357538569454,-1.56169326034268,-3.8009947474485175,-3.5417176362108664,-1.4957269931803014,37.7648360147101,-0.6105618334488764,-2.074220879122449,-2.144206148146517,-1.17037653913017,-0.09583284147567536,-1.6924945304029246,-3.9525986501843917,-1.650286580588546,0.16497716855421185,-2.2588376056691395,-3.644042325299409,-2.599271624260058,-0.5850547213504136,0.9493421509519719,0.9836554980178474,-1.1237387979958324,-0.6358822278417531,0.6517522427581737,-0.20490163152401072,-0.1783579625414986,0.6089008101137945
YEM,0.15748326832779183,-0.15631743037921786,-7.3253678988446085,-1.978621348207091,-1.8455540167631481,-23.42915898120581,-7.8858338654538755,-13.535119527352638,-42.60722353352443,10.197612943952862,-4.633599635194672,-0.1307472262382301,-5.69558015585171,-1.9571599974002296,-9.621054950258516,-12.857755896326143,-2.4292606905125944,10.087493887293547,-0.15942825234201335,-2.618760416457391,1.7482762800657339,1.5655713146833667,-0.7355314939082732,-1.2709700524509646,-0.2710621663878552,0.7757237869588316,-0.12204773352092779,-0.30679527070882207,2.464601231126165,0.2818154313032687,3.8037100642755917,1.7011733283818415,0.8914145053258199,-0.5036316909288607,-0.3826708438831641,0.7311534753812036,-1.966634549400652,0.12131152962034958,-1.8904884837212048
BDI,12.700303451624404,-0.6603790802373145,5.961997975912168,-43.16642438335549,-5.669717659470118,51.29781404237897,-6.563796075740674,-18.093139268018096,-28.111492470001263,-0.3945814813108872,3.398636593965646,4.387243022553848,-8.10096073521077,-2.574602721394795,2.2697164212686585,5.072645546361249,-0.4954487573366977,7.9918017175565685,-0.5572068574284643,-6.437960373553912,-1.6224114444476077,-1.1534469213542824,-0.504421174969177,-1.1984769544145522,-3.231336766332933,-1.507663673607874,1.4128886973170545,2.831872715173342,0.09446844918908626,0.625348001525815,-3.487562167071232,-1.005573452142917,-1.0244678952981547,0.3814285100540501,-0.6180641138487649,0.3253451982713242,-0.17830003111005502,-0.6662500464383017,-0.8989829041060866
CUW,6.521235564452817,2.1130122157753575,-1.8453165584406515,-6.708884330056632,-6.334791408672651,-1.5002611106945454,-5.611942321564449,-15.367308911196417,26.26522272843857,3.704152278271052,-8.793193472589028,1.5625334190148132,-10.216904176448242,-0.44773648892646944,-3.4346980481537193,10.71309026434523,-1.982627360495536,-2.2363568358520167,-1.3606685800997629,7.971639457925418,0.004278608504144521,-2.4153048020151147,-0.12148203985296696,0.5165433598068305,-4.017029636056438,-2.0328825056975157,-1.0846064782203728,0.8970352297064637,-3.019718409746569,1.1959111630618222,-0.7276850550169449,-2.4735406259124626,1.066737289997779,-1.846397516064136,-1.7603819695031393,0.9151050064762498,-0.37184126335511875,0.800839796398305,-1.593264154028976
CRI,-4.477417914402748,-0.14889904281209032,-9.857639043922042,3.662419663710785,-5.253029333141733,-27.072854488241838,-1.9879668087417377,-10.28715911744119,-55.82677112345792,-2.307817159253905,-4.255769498809948,2.0002202990836326,-8.81446353964523,-1.9516939284354184,-1.622827676408973,-10.394142560944191,0.10861133128872967,-12.100264809230254,0.5379870620759992,-0.5177753505882676,0.9789878266540434,-0.8987829981107553,-0.7473300127244853,-0.9760455488150896,5.341079690746672,-1.8766573200898098,0.2263187660720859,1.4317525959387885,0.44173260295976047,-2.3668281477030386,-1.4886351781535796,0.11205632378960455,-1.40854411046211,-0.4299001303496903,-0.6215228456262472,-0.7831398097543784,-0.6696338643392792,-0.1714857927528828,-2.428271507604689
WSM,-3.970745235266241,0.6949374756471942,4.499949827066462,26.02128636502599,4.266017853446455,-1.9363050122809675,5.01769542038915,-2.0745961596104037,-41.500788876769114,-2.046983146624651,-6.495470477776482,1.462183698347825,0.6178599114365637,-1.6174234959695784,-3.411066823339796,-5.930709647906813,-1.8167274437618817,7.246754148405379,0.3402930465105917,-1.8656383165373174,2.7251573638126314,-0.6399563074955963,0.7468768388483785,-0.4340916742880683,-5.197147573323249,1.812899495252836,-1.4627559578359461,6.570382139135587,-2.0190589434297843,-1.6501241657957877,3.4361143832577725,-1.0320015143928687,-1.8255926521564552,1.0165134495298487,-0.48223631138696055,-0.9189586034123689,1.160305250188528,0.47666922753589724,0.13319807446691811
NPL,0.7596234080087743,-0.5127813725887983,-11.265584476875857,-17.665144853566712,-8.156355277092974,35.842624576379414,5.576703853738903,-11.291416574262879,-40.9516961688021,1.970497829041337,6.785581978709587,-1.09592793211013,-8.61852511637198,-2.5659661846384068,-5.351479081092155,-14.88191595665285,-2.001960423489071,4.215561258359166,0.6526887936427311,-2.7302238078491676,-0.07803543485022868,-0.9204633474054448,1.4410476396164578,-2.4824229078498314,1.9669712974751823,-1.0465006930144618,-1.408814805006181,-6.516126453329535,-1.1452076673653127,-0.3035516432745307,-1.7393872755994297,1.96843852958482,-0.8265594879914296,-0.783449637324896,-0.6261156569253221,-0.4267523723046723,0.23617740429380873,-0.6629983072941383,0.5512025421052851
