Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52
ARB,-16.11927001280023,13.84158918614093,0.6483099824101516,-1.1870030391080983,2.7389767909434473,-1.2082858146433757,-0.23358498790317667,-0.4406110114632159,1.9429406758859002,-0.42186376806630876,-4.497502780453809,-5.937934181894353,4.505190214964662,-0.7434630489814203,-3.1128826866807175,-15.236935292888727,0.8142160500448297,0.7508039641714072,-1.1259034974836226,-1.0930715944108613,-23.65336040424642,0.8202989729734477,-2.5681589253436834,0.16114885464762074,-0.41632256208673285,-0.2925638536004814,1.219529280305765,-1.005672119776262,0.21712955152911034,20.262121958132525,6.6192221116831895,-0.716846958064586,-2.876946415804758,5.151606044840317,-0.534796352205916,3.8469146449440226,-0.2927765582208029,-1.1635365203091357e-16,2.2633652972651656e-15,-7.767014215296906e-16,-2.0946452807963723e-15,-1.1597865525102082e-16,8.220499626693137e-17,-5.379953434533476e-16,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
CSS,4.358552332088678,-0.9621562878353935,-3.067201229465287,-4.769458123534492,4.857207487464872,-3.859432017969316,-4.716044122524435,-0.4069526127743689,-4.309313082443667,-1.128271262350609,-2.405320308283822,-2.8815244638500936,-1.8668031036713533,-0.6042310678405257,-3.951773877736693,16.90014216410343,-2.1440286630132483,-3.056042296919979,8.457950994023452,-1.320780124453641,2.484358538110244,-1.6237177133134417,-0.6479887360821222,-0.32243541452675056,2.8678604560865013,-0.2713388197782601,-1.7653574671390182,-0.4641597672809833,0.19017957551852202,-7.003164583602631,-4.997941364381038,0.05484468937070827,-0.49122782892356714,-0.5677747130558644,-0.5857975329028574,0.05679292913861418,-0.012420762201274459,-0.7392943000318537,0.04276419996718701,-0.938628902124133,-0.9303739243467336,-1.1597865525102082e-16,8.220499626693137e-17,-5.379953434533476e-16,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
CEB,12.984157078247048,-3.2365067541490613,-3.3432023489052805,0.22669999424871617,1.0119073858223688,-2.5965751535552792,-3.946906011578968,-0.23383099154364922,1.215443253691599,-1.0468052939481445,-1.675983687086192,2.845367807934725,-1.1773321255590607,0.23487909018291464,-4.091566264692288,0.5504916447661677,-0.37088842507996045,0.6401638810209928,-2.3746284157273174,-8.941826629332589e-17,-22.60675107132517,-0.3188946818476138,2.112995876766802,-0.5734955408052749,-0.5382412037424606,-0.6465866811317045,0.03978708816186467,0.990516531995945,0.46115761921163206,-7.097855083186785,-5.87021198187224,-0.01352353427158579,1.4811401887662594,-0.48180024222615314,-0.8853309438658359,-0.6292725518217112,-0.28824399086022584,-0.276492299556906,0.02872889135442151,0.42604443996435426,-2.149551927162348,-0.2573513319652087,8.220499626693137e-17,-5.379953434533476e-16,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
EAS,22.356118889598,23.677885718574927,3.386070953305093,11.962522901396143,22.363460738899274,8.657288429319054,8.79720420024234,-0.5542679711367416,19.59789056467543,8.298145057308208,-1.7503868440621075,-3.7805800129956713,3.4825916423085,-1.89864655810099,-4.574867622716328,-1.3506038716829298,8.980372015078954,8.710795061644346,-2.9645452582370644,-0.13460984807035015,11.83808918631182,28.12384280772602,9.567060429594434,-0.32779523182479586,-0.8883650237959217,-0.48970985772595726,9.618863238972828,0.590607155494205,-0.2686339459046097,11.42025515291889,1.3016892274843772,0.10604562681982828,-0.6242147767677717,0.1513830236788109,14.40322273822171,2.215431657473725,-0.4853244833693284,-1.1635365203091357e-16,2.2633652972651656e-15,-7.767014215296906e-16,5.182261084424328,1.4761893520737148,8.220499626693137e-17,-5.379953434533476e-16,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
EAP,20.390558751451792,20.40957836523804,1.7829742390335737,9.415592602327461,20.563224860296636,3.6814589813601453,1.2210896841939534,-0.5651947155127197,15.283844118764229,3.75971086060024,-2.6970288120873804,-4.0307633274602095,1.8904650568166448,-1.2015630759191736,-3.206594461672655,-2.019258458691782,1.627262542614762,6.15856863457051,-1.4333505010147598,-0.07290492736258763,12.729484649507286,12.26293139681568,5.095326774694311,-0.012500510140436565,-0.8838894019890255,-0.3804217254171035,1.8740191124293084,0.009212385357671871,-0.2143762587582934,11.42025515291889,143.1147643687938,0.13082164605318575,-0.8222478875599788,0.13755986670845846,6.353695467758122,2.7433450714314516,-0.558096105138257,-0.16186099599724477,2.2633652972651656e-15,-7.767014215296906e-16,1.0569195371022255,0.39640881651376564,0.6846435452441529,1.0492620137466486,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
EMU,24.266793349617334,24.309698188943983,3.035097589049484,0.47277955152797263,1.880540473063323,7.316922891605116,5.375899922079858,1.3370033210854555,8.514974136833757,4.8554681267479625,3.445553931651591,8.717097580911382,0.5072308489825536,0.7462545142338768,-7.2076257164124495,2.0227347601737344,18.507255744153994,14.837176975575995,-0.7432578273717034,-8.941826629332589e-17,0.4957600894162514,27.554080679109422,9.516493520730197,-0.9132555743037323,-0.5937413116006088,-8.452133618748468e-16,16.359365093643177,1.521160736540139,-0.1823108534241665,-0.29630617047171215,-0.5921522518400432,0.8069916973300051,2.1785896464350714,-0.08847417948714495,2.871347038804243,-0.7122785201382775,-0.25854758063302385,-1.1635365203091357e-16,2.2633652972651656e-15,-7.767014215296906e-16,2.5553216669423455,0.8788344911347449,8.220499626693137e-17,-5.379953434533476e-16,-0.0778510821550061,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
ECS,21.95998643302303,34.925760856357584,2.74659517313062,10.137971007817583,14.66606109911973,11.851128648336541,8.113844176498016,-0.03478797825984868,16.927658579603587,9.879394734446603,2.1297863166629716,3.7684606643750755,4.956987918184224,0.08935493021485857,-1.5104038690063342,15.918405448901494,29.95840103378345,32.59416935091684,-2.153735666373008,-8.941826629332589e-17,-2.119026925860103,50.72621647028065,12.193084358915192,-0.677896519386338,-0.3701088756785597,-0.33961141450449933,29.079029046237146,-0.13010769589613924,-0.26291546956628226,10.079679667914322,-0.21644707677741554,0.44336272222483863,1.346171497536572,0.7665502762700365,8.73109603411747,-0.40966078797697764,-0.27929655915814217,-1.1635365203091357e-16,2.2633652972651656e-15,-7.767014215296906e-16,4.4071525183558995,0.7208886119231402,8.220499626693137e-17,-5.379953434533476e-16,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
ECA,8.290434750726856,-5.5380263191977885,-3.3156548475566865,2.6394922647479566,5.054660009547042,-1.561894200018203,-5.9281549136814995,-0.35553455807327616,0.32690675424089544,-0.43474684385754053,-2.851145040866494,0.19088922661425806,0.15363183629599914,0.6007242544191604,6.256472254305629,16.91803442732918,-1.076051024510993,0.17117212465232745,-2.270933261245527,-8.941826629332589e-17,-7.49755180520134,-4.450662508651804,-0.27312947639168245,-0.028683927454254677,-0.29551659321899976,-0.13922031989215927,-0.43605689108762047,-1.5169600492449795,-0.2116276072186593,8.662710986908953,211.69212305993312,-0.27070266152440986,0.41341886275796186,-0.09491788529504402,0.20518525636231533,-0.476346751790651,-0.46296721299456384,-0.3264658035447101,-0.5711871732820846,0.09961691964412389,-1.3113405440203367,-0.4414407897681572,1.452719838032417,-2.0980720958473116,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
EUU,23.75233052733223,30.72669529139617,2.708315643254669,1.7346035663315906,4.886976755497686,9.543618862229982,-4.357110508667142,0.6369147605951427,12.52767553599761,7.133457838672098,3.607916814356124,6.992939092660703,1.5807221513462388,0.40617372287409015,-6.1913400426520475,1.64905790547538,24.85006237432121,26.637019763714257,-1.4707251405017083,-8.941826629332589e-17,-1.7010609333648463,40.84276003003496,11.742263103704824,-0.8939856059679206,-0.5905573777922117,-8.452133618748468e-16,24.06091843573384,1.1680220857987518,-0.232520124010149,-7.097855083186785,-4.640245012893874,0.6839700817374496,1.882857910730767,0.1928569154247181,4.974775588388023,-0.608306999042383,-0.24604071850001963,-1.1635365203091357e-16,2.2633652972651656e-15,-7.767014215296906e-16,3.600878295254389,0.8339015723489639,8.220499626693137e-17,-5.379953434533476e-16,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
FCS,-43.07374119913079,0.2646587815477467,5.163006533985054,1.7782838804998051,-2.5767179977202126,-1.6778287445704172,1.8625199235729637,-3.285353848380565e-17,-0.5865051521313325,-1.0020058113751009e-16,-2.3970480621919448,-2.75694117986833,1.0043981869810945,-2.984824146997879,6.2849782050841645,-24.069808453867466,-1.6698702561496133,-1.5071105212964835,-2.0719127641459568e-15,1.1892721551449101,-0.48759713200623833,-3.229604738995489,-4.165707107718719,0.032687567588752985,-3.7522596399344146e-16,0.4381529629757276,-1.6387984627816545,-1.0381854133989028,-0.1787351540137496,39.90188220651794,16.83491421559769,-0.4759599726768453,0.31860928444325604,6.71162603205895,-0.23525642658597595,3.068671200209224,-0.3212724907756133,-1.1635365203091357e-16,2.2633652972651656e-15,-7.767014215296906e-16,-2.0946452807963723e-15,-1.1597865525102082e-16,-0.03760856351256619,7.792294802924533,4.966943168559329e-16,-1.4500201299186288e-16,6.453872229007854e-16,6.838973831690964e-16,-4.867900954125685e-16,7.645166551111078e-16,-5.033011044967376e-16,5.763711021458259e-16
