Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
MDA,-1.3357189538287986,0.9132410483228331,-4.055509883005558,19.811831520662334,-3.1972999094382115,11.09598567200512,-7.724826820066221,-4.836009540472188,-14.757629748851429,-5.906539369205795,1.7553139493906302,2.5841536601326385,-4.282171913845478,-5.2441579825662545,-2.495297117685623,6.985930636283381,-1.135737648703121,-1.2121693191938219,-2.7204704234663355,-9.625624276566409,-1.1138955228203837,1.4483519353673528,0.45709775865078633,-3.690608686343422,-0.22761312124181493,3.934762583345803,-2.1081821679235704,-1.2444868650700556,-1.5326352915982668,-3.171064290501727,-1.019701307416693,1.5426192539195176,-1.015351316752238,1.1105623621718268,0.069861587887325,0.1387536309505256,1.254454754353456
GNQ,-2.3224020767125113,1.3074820802847311,1.844878070536514,11.404639055562258,-4.925141933758602,23.688463898479107,38.483333736030715,4.099867254330347,-4.448367559610438,3.545125667408408,2.9516645589319457,2.5204867027883724,-6.913950078253507,-2.8918355970329075,-0.9074900091862619,24.160281807746333,2.101833350746281,-1.8157608938530643,-1.2949116712107855,0.7188459912773887,-1.903021851779602,-0.6933612822090656,-1.7573996618208956,-1.0754152200864053,-0.5699544637385112,1.5528569934137095,1.9989630393751174,-1.0874478860360277,-1.5233234303119458,0.13823246343493284,0.9256892809162385,-0.16496746860793154,-0.7505818521559737,-2.396004984499492,1.610469529772891,-0.8167450461191607,-0.6274590442074571
TMP,-4.692892318407868,-1.3993450577416684,1.4884835008455823,-8.415841670740694,-6.994889495195503,9.187451128773642,-6.474957923074125,-0.18402431699798105,3.4714717260062695,1.556901414845868,-0.5126277959220886,-4.7855733916337915,0.39237999354257114,-3.1791684542019683,6.632323124738936,1.9421656830988887,-2.591535563529203,0.19868504676953966,2.4066130380734654,-0.5689432777223713,1.960584347076834,0.43242315307476764,0.26591257293823434,-0.20396305855250474,-0.5618967105694153,0.9932324546260354,-4.03293439491073,-2.7203084078572775,-1.1893174847608865,-0.598444828184267,-0.25362142467552495,-0.8282033480761586,0.9053564719088676,-0.22349677540943233,0.32688635622585394,1.0375412984811736,-2.150777215304334
TUN,-2.8435852295678377,0.4192329854042222,-1.9911679379987595,6.267456021780583,-5.15746986417912,-44.955000360212956,-8.567981064331898,-4.787678404809739,-10.070744733340701,0.9409704263623206,-3.259797703916049,-0.1825925862887472,-7.167555351950749,-3.087902043811024,-2.773060129252575,-0.2154816285597611,-1.8049701239660778,-1.5983688594210137,0.006426931262788163,30.800236051645513,-1.025835368577299,-1.1050750551467732,-2.088764260506958,-1.7318088096943338,-0.6320225486313561,-1.085508785034068,-2.303019363801401,1.5378232111509014,-1.7387649880915754,-0.9838118701532701,-2.092617599132673,-0.20646383083407066,0.42223665717522585,-0.07124215988878548,0.5417851996268336,-0.2847619548928016,0.4399863520639707
YEM,-5.69336228927322,-0.3484387722275771,-4.133790525647411,16.03562208901197,-5.525053131123735,-50.49606595436327,-22.189550048802456,-7.268125070952165,5.4742644391938295,17.325231644004422,-2.476066053389784,-4.4256770050833705,-9.805053413534223,-8.65566905198348,-2.7551476425713113,-5.396523690865043,-1.078137012226794,-1.772551913816339,1.3874432332073736,-0.7581984811762323,-0.571004934948681,-1.8277767060118832,0.6443317036970171,-2.240547564233397,1.0709694182582163,-4.132693836832955,0.9062765430496877,-2.236525829366743,-1.2741694596051416,1.2288490972005177,-0.4903890296170796,0.6149595005282076,0.8491565979145169,0.013874785993047353,-0.38648480904637544,0.4600145421692801,2.5601569198392777
BDI,4.434227286994325,-0.647584785125624,1.1801023739981402,-59.60984250007553,-7.391928254770829,-32.876443187510056,39.679847716086535,-0.19107951244083754,-21.02414829004233,6.437704600749289,-1.46427189445332,4.234542653075858,-2.1092439334452497,1.4087289956381355,-6.117153199598103,15.79720071491106,-0.18131287553236752,-1.8276440961627232,0.5552406535920638,5.216593235533139,-1.1000744974283632,0.16329980622000703,-1.9145083696001386,-4.382677115814419,0.39598070945001373,-2.6812381320479277,-2.098735316380753,0.6233174372032932,-1.4529110504893106,-0.05314636219975412,0.041823127936772064,0.6526325009606122,0.6673609571803573,0.5494699450315952,-0.618092255878745,-0.7120195221357465,0.6302297950137145
CUW,0.47241382164998735,1.6346732947658305,2.3224034271463436,3.4863910154170363,-0.34686372974670987,19.422547715404015,-11.273921272819887,2.828535746782443,0.023584159090211998,1.6273600814442613,0.35527235521970774,0.7362902795864936,3.8784865840681553,5.495831135592418,0.2595648146656989,-4.830303601708702,-0.9305721392835767,-1.1538441729001745,1.6161489301148844,5.646701639404677,-2.887897552047278,-0.8788271538844441,3.0079996859275875,-5.09030398200547,0.15168178876099744,3.584471633749807,2.73666277179242,-0.9493939010797572,0.3146006120118767,-3.5561642343057205,2.0164754740512443,0.11106853525471644,0.4133987140959219,0.49744268783224815,0.050679326713432934,-0.5842188741467089,0.9661811507772624
CRI,-4.2356714042871175,-0.20245340989391744,0.19604722439864647,4.286279240005559,-11.450082280802414,-52.69346343555373,-12.965448051367721,-9.295357192945145,-21.68352279733456,-5.821456406894596,-5.126771547810376,1.6655487699188176,-4.7821971739264875,-3.5540958400848854,-3.508699001418068,-13.94510198297445,-0.1778914833081035,-1.2992708708736227,1.0147388739219203,-10.559789162544291,-1.0231052082290044,-0.6015931074962859,-2.0227670177436594,-0.8995512712318685,0.30066482446354487,-0.013353337502090723,-2.4456535559233172,0.5536559329065316,-1.5208848900353118,-1.392988450939331,2.8950659506517766,0.17345506964652743,-0.6651785587451454,-1.1823642103022154,-0.940957300751437,-0.25958015387668865,-2.510489028642349
WSM,-2.2924016959335436,0.37375555521746573,-4.619650604841861,-4.82983712107556,-3.461210171299456,-43.191764422600514,-4.713837589168835,0.6444233140933295,-20.887478315692483,-9.560071821692262,-1.0958497118378325,-2.395699385185484,-2.9566519612736504,-2.816395610035446,3.353728211617309,-10.078401934028381,-2.051923693934225,-1.6893882892241452,-2.088311308787969,-4.401284269721326,-0.02498714273401592,-0.685145219337363,-0.8265797126624292,-4.097861793591594,1.7438900084547817,-2.022542446252221,-3.1791884279465057,-0.9606972658610229,2.4450519085890496,3.439355160268129,-2.0589951794517205,-0.6319689607285914,-0.7087146327952945,-0.09571005079797615,-1.6389953958195294,0.05836244905496344,0.21152649275069135
NPL,2.357793133048864,-0.7136586247424653,-8.543993922673316,-22.581448436103532,-9.590734783248319,-49.08987836416743,17.517638086645217,-8.132176584933521,-18.70712883750867,10.258458714506258,2.3991429194822165,-1.3760442177554868,-7.561712951978069,-5.6109096480871425,-4.303476413636045,-10.307999840746755,-2.047611529045546,-1.816686407309156,-0.27729184003058727,4.941174063290438,-0.9105941986328414,-0.36717233508127856,-0.7511052649394755,-0.9228186606471438,0.2649804208006699,-0.988791050800712,-0.5078029688308132,0.3687911734857726,-1.4018289525611927,0.9369664310151469,0.1430820985103388,0.12989805207147587,-0.5047617458326991,-0.05568153919912621,-0.34628630260083054,-0.7065324971161766,1.079948369190441
EAP,13.706195199961021,-0.19384236370700625,3.5054449081270427,12.62194668307234,19.703201532696344,241.63189306991296,21.339595779935348,0.6313871368876685,8.954434400197375,1.531448013054761,-6.399503588167528,-1.157308738988795,15.613942799462453,5.419276917714326,12.250713354020885,-2.997965977006556,0.9492191022695841,-1.4575050450481257,0.8056479153225038,-3.642754954190844,0.3013615558525115,2.2974878659007305,0.4585593266330785,-1.8078265563815847,-0.7209718821709933,-0.5601886141785388,0.9934561353382778,1.3931999717871502,-1.6225768167452113,2.7318963264781777,-0.04909473686368934,0.7023530858107941,-1.3454495393872077,-0.36386889322257177,0.24444473734183633,-0.6906592253381691,0.8052673434563316
ERI,1.1346307410586256,-1.499374375673293,6.462763691411106,0.4112293698576176,2.0143531145064193,0.9514689117928044,25.135020142649285,-10.715643599739323,-4.064758120709227,4.583564857460939,-2.3146816779313566,0.959696610705077,10.268169962804993,0.6755315603021805,-0.2599439424179282,5.027670981841314,0.25413390464112007,-0.08096549371659649,-3.804137339318413,3.3650879749912725,-3.4075174018318632,1.5291049923804567,-3.7343858439535476,-0.8184401424502488,-1.1655050802280853,4.466177150929715,5.666890682905817,1.7435001353665576,-1.6049212045441577,-3.5657013264335307,-0.4242605632805625,1.0084811627132522,0.7316464955116396,0.36073103430649855,1.3079067407176252,0.3800975312484232,-1.1251925913112764
QAT,1.0753427886594755,0.4727730344975584,3.030190127444513,6.424976321803305,2.293598170715137,-2.1070400201914454,4.659666331918611,3.4761429216417725,19.00108854702629,-18.44347255767987,-4.496565513152698,6.628764518381527,-1.9065734212126841,-8.643457624302588,7.199461367263991,5.023757472286762,-1.09324472074452,0.3482197118551559,-0.6127305027238565,8.766713109093862,0.6327640747686067,3.8734034050359702,1.0270557622579581,-4.374587181091789,-0.0875089499324968,1.3192742004141356,1.5788766751017431,-2.2186632168037814,3.6874654681165238,-1.544919830677796,-1.8280436493939947,0.7264987164892032,-0.1064789122318651,-0.26795110976661174,-0.47263735240533694,-0.3196049085105521,0.6326450870231441
LDC,1.640225388462612,-0.5807155930640937,-6.504756561441104,-61.857008956838214,-8.984527040317445,28.960317386476557,11.060518335148064,-11.190435004174834,-23.415476946642993,6.581985326640686,-5.366551368707812,-7.96024948706164,44.53870357172833,0.7073163571178415,-3.4247899090219773,1.134845262456712,0.8574988902035383,-1.7986823912258234,-0.1136812504545226,4.3112782122562034,0.10165857853110982,0.09264303334182816,0.7288904685908466,-0.6380861501654133,1.4650176683573237,1.1660119614462072,-0.825016011240361,0.14491785583769337,5.240780640666235,-0.5595186959893771,-0.3299280613078175,-2.0525173774382877,-0.7777541756057906,1.4708656188113174,1.0404881360985363,-0.7013597138949543,-1.2175076856830127
UZB,2.77408225160747,0.5298189465339768,-8.698542900678373,5.238176147616756,-5.274867647202776,-1.0789578929466246,5.467194056242931,-7.4080599852277595,-3.7190238618110447,-2.7282997793896335,3.5998062586009505,6.0337338821263815,2.9950427571518743,1.6491185248320985,-10.04433575061706,8.86347058227595,0.2091382695752091,-1.416284885159444,-0.3615680314679507,-1.0279337631338028,1.5818921481165105,-0.1781393796113429,-6.302798628360362,-0.10446982837806529,-3.6172046198001855,4.42164031598049,-0.7602556498982798,0.5132735378800373,-1.0411193919923853,-1.749268500028363,-1.533630781629988,1.4014574218888782,0.6788664056744707,0.1709004187827192,0.0741930063331999,0.5972015121417897,1.7484180271145895
CPV,5.719795808464035,-0.20628997185191875,6.000407055171858,8.827642269634602,4.271837664939584,-47.01375149607943,32.60142524931584,-0.8008144815818325,-13.131844335944603,2.7486265042788416,3.124572464153381,-2.3894545562910996,-6.5292255192778414,-8.722875242647206,-0.7874566558445911,1.758981802732738,0.8239453011019304,-1.6994847126818773,-0.8121298201699141,3.286794785151972,-0.32730540440360545,1.781871061648675,-0.09524541409662624,-2.1260259876018637,-0.4185955565427899,1.2247224728731925,-1.5011257901725492,-0.9002945894850439,1.6785113374552147,0.6056902957927889,-2.5591390924551707,-0.9045225970706114,-0.03307809685463588,-0.3697525614926847,-0.3721504727095181,-0.5911989688844553,0.6564144095265265
MEA,-3.144980440952968,-0.31252976577364355,-2.5123183199128185,-15.247532421352837,5.4204032323333795,-4.402150145093099,-22.9543035507049,5.4187140009085635,11.889319077549093,4.9955494230745945,0.6120978444526219,-2.769583840276697,0.8600077223540178,-5.8822559775754595,5.93993928026116,-5.849317170025581,2.4048295066171472,-1.2460551466243939,-0.7173019524438319,-3.469092447430778,-0.5632837381374081,-2.528091663161593,0.10088617397825009,2.817562909401198,-0.47273068392032513,-0.36145645348807304,3.866063484444525,0.14659384257390984,2.7475398170032004,-1.8875441709148,-1.4937804142252546,2.1657707017908243,-0.1742886005118899,0.3783528044300256,0.2188425192635067,-0.43878336007642343,-1.623231840677732
