Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
MDA,2.2332836020288074,0.4381774326537269,-7.96218750090113,0.03389527505187717,-3.4055647845832717,6.915215678662647,1.9535909329388,-9.381333528175983,-4.10612720492626,-0.6285255251800955,-5.06574561078043,4.091041274986999,3.9320462295294565,4.196383787712722,-3.8375580280429844,-8.38012189190882,-4.425462490357879,0.38730069801181977,-1.1733342410166927,-3.313853863505003,-0.9530327015424243,-0.11015580267757075,0.8493780617235688,3.7245213824368824,0.5397801270941007,3.8204536566087555,-2.89083026283311,0.43322173522486385,-1.1560874838651278,-1.3533240752529994,0.152789810909335,1.4721860668056965
GNQ,-2.055821536817794,1.8416440198849255,-1.9192663283935758,-1.2426057411313174,9.856454440744224,12.760184581311725,-22.814388400229404,-35.86790803569924,3.047883150322625,1.6912565241353419,-9.468113354121758,-4.343231124228667,-8.552955439752216,5.377500638642268,3.104461864176705,-3.0350096857059894,-3.1852756341539994,0.1626282015147203,-0.4766133460704167,-4.042287147935662,-1.4706856667589063,-0.30160745939209055,2.8169132968056223,3.5684310982098832,0.034395412167758765,2.4723782226153452,-0.16416887176687453,2.288809304008044,0.0656765411455959,-0.13094399693189113,-1.7360852850748223,-1.9845869739132795
TMP,0.053168232209148125,0.6588468179230412,-8.876035914645158,-0.5041509473754385,2.7404040772735314,5.706260064294215,4.355832320999245,-1.52939860359379,-0.34100118209581337,-1.87110222301165,-2.8614158100873497,5.002551724388563,6.363593589451194,0.5777626347319029,0.16021942514807952,-5.023301165997268,-2.2055769230292777,0.47867086511206014,1.3925552091009992,2.5914735785082206,-0.45907375973610554,-2.82275025057239,2.2448272479692433,-2.5615668782973238,2.422869630394776,-1.5917823117814358,-1.3449584866585933,-2.8647274939054985,0.6153228360888058,2.112381976965573,0.8795517018044374,0.5156865341170931
TUN,2.712875229158968,-0.013085785080092865,-5.0795296466548185,-1.8731914808562002,-1.666136020547849,-13.939326361559415,-18.707579988103888,-35.129897653382244,-3.8515089849086204,-1.2851487807448692,-0.5964574526849227,-0.21067396476359568,-3.7119795854617905,-0.6333809785259091,-0.7640165200260274,-2.0044151193898254,-6.641532952576775,-1.0433666564294102,-0.032208043508883594,-2.2793810293397483,0.7998078290131766,-1.9844907877911715,-0.9121678085502859,0.9341192914244616,1.3952516899317005,-1.153795668180328,-1.462407825756526,-1.7387594455473951,-0.03118403158318558,-0.12903487628942978,-0.1442834990835204,-0.17509973928573047
YEM,3.5372372117953548,0.07221250588250863,8.337984059726702,-3.1332645433341146,1.133290587511083,8.235346096133764,-1.3544216985331892,-33.28025316717398,10.02047744872288,-4.495258002360413,-0.22048605732556426,-0.3148887790629682,-5.940100309287728,-7.153904316653876,-1.4678634929229772,-6.52610467678454,-7.696097038748542,0.5120260239163399,0.7977772045529704,-3.502184054134593,-1.4394457192255286,-0.8034281050629093,1.3224117462018563,1.388789005218261,-1.861887940373741,-4.00596864331716,-2.108824462109909,-0.6558350256668621,0.0319098762329334,-0.5440961311793766,-1.4767213119613447,0.16594314039023322
BDI,3.683800978121659,-0.6658475775950976,-86.90747909159555,1.5117195325053523,19.5199321125179,-10.819496666108725,-17.710135551703015,-42.14854736158389,5.1553510107756955,-0.6797392210687838,1.841703226466366,4.414625415301264,-7.564541169369354,-0.01973203133449497,0.5053877214166045,2.2886162163812895,-8.747313225127261,-0.9696289616654631,-1.792058306083631,-1.1926398899063755,-1.4821745519219345,1.9112787521309313,0.6601819499222128,-1.5141931899551917,-1.16217010307682,-1.4355065896396608,0.7066254776832235,0.687960083236223,0.8366851504355581,-0.12873080945474533,3.8357446182408608,-0.5924248262742379
CUW,-0.1180151886723726,-1.219162707290288,2.0122879962365383,-2.283596145432633,-5.315460494600311,-1.5064629461949273,0.12836189396210806,-26.867443845697004,2.0470935680020528,-1.7552145886351371,2.6824290291978095,5.575600365445552,-2.081297418220684,-5.18494880914961,0.4481788786033978,2.7351270585851424,5.943875814081757,-0.7087897971367114,-0.5714471071813262,3.8406086967303135,0.5640594876732377,2.5964252010654163,1.8300221853743452,-1.92746992242591,0.4055365777971424,1.242299987368368,0.10081434611395756,-0.2241764700640183,1.329945146926662,-1.254860703399438,-1.3142009707841107,-0.27221175635051226
CRI,0.48890988675952807,-0.314696011302262,3.5032300934019993,-4.002784025811553,2.385706306362916,-8.65597785644343,-7.65204585132884,-40.30689343688938,-0.3798426434511328,-3.455870628550973,-4.6012464258073225,-3.737355334796656,-3.5469425919016704,4.551826784553823,-0.14728276444120372,-4.5900861408508415,-3.2715619985388544,-0.9042878405364485,-2.5577518215937807,-2.263099750371528,-0.959855381482198,-2.5120342425466187,-0.19851129949200547,-1.2233043366808865,-2.120509333425853,-1.550230392090226,0.6802404379416122,0.9819643386983055,-0.6546046794609134,-0.13118683663751887,-0.2215757117891145,-0.0941589084691584
WSM,2.226230426962491,0.16255806577623236,3.456351609780012,-0.5133465408027185,22.36422583616344,8.652262084320874,-0.3347619769392698,-44.21470465401625,-6.493687399272552,-0.21063041330580357,0.12234139413306833,6.100012112567807,-5.437502660840326,-0.12346990576435812,-0.7478743753472917,0.9137009867368528,1.0532700792882028,-0.6433241953234066,0.19485367172735588,-1.4732191482340022,-1.3323320739750852,-0.7660951713121982,0.5715800709569399,-2.9562951621949525,0.9091000836583772,1.1273296745996448,0.2229085551772606,0.5490438744578544,-0.0807763700669792,-0.13129414375970525,-0.5201602433351453,-1.0925267843243476
NPL,7.129497119481621,-0.9201151754338097,-21.10299834811465,-6.286535337455346,-2.898391972334411,-11.395603385126215,-11.64827462166827,-42.45282451772915,1.6232202510600247,8.542353246975456,-2.9756657491640466,8.001428184779197,-7.063784460446668,-4.783143595458221,-0.5462065447838934,-5.84826563038955,-2.8981307842453377,-0.8475907336239521,-0.4015236142691021,1.5530500613252163,-1.4802227849051326,1.9517458738846751,0.8978211637025869,0.1806259349073196,0.5531136858782344,-1.8345334153683488,0.2249201948211822,-0.12650403961006967,-0.5309653973018864,-1.542458852856345,-0.39804037673733633,-0.5912316433656379
EAP,4.830586299232585,-0.613200989226686,-1.1168769193345267,5.427086345302439,17.30377184880739,-5.121364188844172,6.607103685299243,185.51874875127368,3.467772602527589,-2.3704512122891517,-0.9648371115059223,-6.563842788955818,12.964581439675985,-3.6131481612430383,0.8011577983769289,6.56638844551298,9.457276251055758,1.1325831322622832,1.252242270715887,0.18647726919547072,-1.2295036620404254,-1.5684924895437549,0.24103396444227213,0.9734658908881042,0.06608665459131179,2.9577098202573824,0.19921838423854657,-2.5232309525519936,-1.1997398826142163,-0.43524326767014837,-0.7262881114157844,-0.5708365945384997
ERI,2.368941334941615,0.5466624619312426,-2.1836206091032233,-5.097919623156775,8.530834499596809,-1.3769507870057085,9.53202939501907,-1.611375264216581,0.4502922341540202,-3.1166053667929896,-1.0694584829181217,-3.1294222067700828,-1.3315896428772676,5.317312093751891,-2.0053328159674995,-2.46577837557342,0.7182049468022842,-1.9200032136463512,-2.4964209403085107,5.447084453158762,0.06902536634402742,-0.08627843513481248,0.5967072077451028,1.4465779165114054,-0.5158818204353727,4.042285103466998,0.5816492638670564,-0.9454737329698675,1.9705283901302413,-1.6222242052000715,-0.3215814628442362,-1.598423006297966
QAT,6.79444267738388,0.18895918697769737,29.07090102750353,6.086945581637206,6.039822514894203,-5.817273451260728,17.673119737166576,-9.904314521328677,-7.5291231590112595,-1.5804838465488276,4.277906761717482,-0.5980303944007201,-3.0545231243920714,-8.793152570917885,-0.7321519853921885,-7.640986439252507,-0.08609596940715808,-0.2543391695148428,-0.5820780894039563,-0.5505222703479844,-0.8997472093486374,-2.528071145198792,1.44497848609318,-0.273471276116271,-1.950091073404928,-1.8519453614060157,-0.7170995647783831,1.0800246085432494,1.583061959730849,-0.9959196805980965,0.5198603431325813,0.6070491928392358
