Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
ARB,-18.29256481080801,2.506905154260309,0.9797334714523747,-2.645801466391367,-0.9838235612940605,-0.4026088878004673,1.8912847135831927,-0.16743714803040885,-4.499928014035701,4.046628607507946,0.39946757176505315,-1.5750946857418082,-14.938533521283935,-1.4886171572637816,-2.9464122776466373,-1.8391974056546683,-0.1587586402961561,-0.1082438216892417,0.05761032373634588,-0.602376171227511,-0.13091270143303735,-0.07150786617170553,6.000860317960029,4.711737514870401,-0.7339427995162683,1.0126385522521237,2.606597051474645,-0.08966813990627875,-0.047311957424684935,-1.1171023951688147e-17,-2.3014546399659176e-15,6.389799860562808e-17,7.291016878135356e-17,-8.157988484636748e-17,-1.9219567441968765e-15,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
CSS,13.487395738451674,-2.470708973788186,-1.9853300370470321,-0.606100798865241,-4.28346918219423,-0.2038620757141751,-3.7497742435862635,-0.699581018216729,-2.0488173861957644,-1.252330899195769,2.3317161858680566,-1.4541347229265371,10.050975459089468,-2.1913500347748647,-0.9046618696684392,-1.0979117239169165,-0.3040302136147502,-0.11516013811133374,-1.9464125347549737,-0.9415396419737938,-4.73651975763257,0.08588743987575777,-6.054801530185499,-5.6945737055337755,-1.2014270986896287,-0.26596360926801843,-0.6205732421610274,-2.1659120368000996e-16,-0.1791865660109868,-0.24572335212338706,-2.3014546399659176e-15,6.389799860562808e-17,7.291016878135356e-17,-8.157988484636748e-17,-1.9219567441968765e-15,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
CEB,15.038271211081453,-3.6299558551698015,-3.9358554496165565,4.8444090211403585,-3.839760532428478,-0.2577461501272064,-0.08867584260183918,-0.6477382936892829,-2.22367135506009,-0.6905010468749604,3.2114191843217976,1.4987064350747691e-15,-0.691163793759841,-2.9043598435352327,1.3754805242955865,-0.4280558590280213,-0.8349843059525549,-0.05775886534595671,0.180774304676291,1.3290184852994786,-3.0707309474689746,-0.06991220359778139,0.7134877816435712,-0.13285406860835994,-0.0834622692695135,-0.22959287764234806,-0.332510819743096,-1.721547789134909,-0.07761054960818298,-0.16765963445898072,-4.251144952837936,-0.3597497064953752,-0.41744655875777587,-8.157988484636748e-17,-1.9219567441968765e-15,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
EAS,10.024890317984493,20.656042113646805,4.15954524980533,10.734276941327291,4.671966119469719,-0.5869462111775284,25.321604666085566,3.7151804802066497,-1.587900637600043,3.7178438046582096,9.078621918001737,-0.23975942869662237,17.616528260450924,28.03089969176706,-5.324904446473795,3.5937376223807367,4.200656186090993,-0.10491377096963173,8.280149476450577,0.2706112986870564,5.174766259216142,-0.4598125432458867,18.494424711559347,6.017454053863651,11.679566929348992,0.37037738948295673,0.1447560445622667,2.2039107714119734,0.09380582869775236,-0.396376435894321,-2.3014546399659176e-15,6.389799860562808e-17,1.4576562369044437,-8.157988484636748e-17,-1.9219567441968765e-15,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
EAP,6.889948906929405,5.434841187616668,2.656647410043685,6.034845850535489,-0.6958316729479335,-0.6076493479476055,11.360732918168948,0.29778190625983225,-2.6567953750308524,1.669477513156828,8.288451327697686,-0.16912771649828082,19.209893752640657,1.8144666929241018,-5.431313511343098,-0.5233519390810853,4.143570718503704,-0.09911436501709678,1.0366126366620638,0.12465764536064328,1.8862957558949893,-0.2216195154387942,17.092191654433076,275.381047852464,1.7780055073820304,-0.15663750349276037,0.10587537198796451,-0.024835758081889415,0.09380582869775236,-0.34070188502435,0.8709693280515135,6.389799860562808e-17,-0.7579293382417408,2.742607771686415,2.552842861523549,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
EMU,30.920416875241575,29.64984150419542,0.705226474760376,7.722745843642002,4.448906457458056,1.6488741343192765,18.036212850444077,3.82244437474255,0.9400916219204934,0.28372255430364623,1.8456431064411614,1.4987064350747691e-15,-1.6012125627307725,30.781960115771184,7.7465176514249965,5.326898533683125,4.212737395701538,-0.11273568343566967,14.406393700154908,0.9583333611423905,3.6144826012079267,-0.2977739280883747,-6.140596478362727,-4.761862095989384,4.967831328668406,1.7117968284121752,0.2504475062654116,0.7716184286753975,1.099739494516467e-16,-0.35369702646969026,-1.376190540513018,-0.44697789942636945,0.8183338601801514,-8.157988484636748e-17,-1.9219567441968765e-15,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
ECS,30.6987560941154,34.31821648584729,2.3169705957691544,15.719248638256644,7.0454487826041605,0.06384501510010217,28.411489772776566,5.161512705730194,-0.17698287539187763,4.53259418974333,9.454429437525866,1.4987064350747691e-15,-1.2372527487716591,49.04541282311143,2.0953449552876324,6.1082504723860005,7.765631997818799,-0.10349469259857204,26.121414555911606,0.2959034867966033,4.452702814935529,-0.29492808892295985,20.20519656574169,11.019401404388569,11.088530030222591,2.9350268358976175,2.359503483542075,3.1443037768597897,-0.13369831260264142,-0.24531624744584138,-0.22423580244428695,-0.35170926004027503,0.7368538445718662,-8.157988484636748e-17,-1.9219567441968765e-15,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
ECA,9.831804089150294,-6.183905276787953,-2.320404249550546,3.069416474524753,-1.5237667282015193,-0.3422207686167352,-0.005313548169394264,-1.1042211566083429,-2.418873465010038,0.8005065779639625,4.970035270688663,1.4987064350747691e-15,-4.67826791907238,-4.885574242826845,-0.998846122061901,-0.9053619165619694,-0.9620997420234944,0.004891991975906539,-0.9367553272953857,-1.3966806097744062,-7.069674767349697,-0.20525995789842652,9.563664525787601,46.77675172512485,-0.370095559247995,-0.2323986119481706,0.7443981249607401,-0.11917909701993983,-0.1640413562662361,0.9985218859938769,-2.3014546399659176e-15,6.389799860562808e-17,-0.6868386176003201,0.23732590335690787,-2.9468478342188464,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
EUU,29.589247162185977,34.556179603774694,0.6503372933554917,9.222512541241176,5.876927121080845,0.7829739251909905,24.08321556502863,6.6477745207597145,0.83005021360735,1.6602733962236218,4.393407918924572,1.4987064350747691e-15,0.465460079142879,42.721518673058185,5.64980492364888,6.470116052880297,6.2215487341846725,-0.1115580770491446,22.72076575461851,0.9032532059414071,-5.893316765407763,-0.295484758647774,1.2177666630212676,-0.904695739905088,8.107553019365524,1.9386493940908731,0.711175809134184,2.695091827201422,1.099739494516467e-16,-0.3170424970534744,-0.9866937310900256,-0.4419846847734412,0.7719095502305617,-8.157988484636748e-17,-1.9219567441968765e-15,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
FCS,-41.55956549175525,-3.572478674592647,4.20076721788918,-1.3350604000179487,-1.2103845021609163,1.2369332611312885e-16,-0.6067819275300469,-0.43327445164556866,-2.4859364771540235,0.5822182211316617,-1.9046353870737978,0.9377491754419226,-2.7102209050983985,-3.6714330509536506,-1.6579211409438126,-1.7581873919585613,-0.858026821014312,-8.841563476086877e-16,-0.38694287885577927,-0.8689364417103455,-0.7655965043998038,-0.12228662252201479,14.23150368447972,10.235549755654239,-0.21979096044418453,-0.217348207842044,5.812034275717468,-0.13033613181791343,-0.25500514115330264,-1.1171023951688147e-17,-2.3014546399659176e-15,6.389799860562808e-17,7.291016878135356e-17,-8.157988484636748e-17,4.811615196214511,7.917220297646085e-16,7.162729191130042e-19,2.9762002768565945e-15,-1.2283318570320881e-16,-3.8635761256955447e-16
