Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
MDA,-3.937474744197621,-4.59899891668885,1.0502546667859962,4.084222600797455,0.21776505873667368,4.977704741191996,-5.209954850595219,-7.446569622588734,3.8377232536710792,-4.437146196678996,5.766915398397624,-6.064692101370873,2.4429651533017247,-2.158375022257703,3.4631860770357963,-1.4319646572760403,0.982886467596783,0.00897948534414647,-0.9307351169157064,-0.23134909935240375,-0.10966168125184866,4.1952109256590875,0.16962187732128992
GNQ,-3.107663470278156,-8.645281059084102,1.9429990715052352,-3.126251610364921,0.7127026114865893,-1.4841444063727274,-5.5282699532876745,-4.38364808096237,-8.736569308937078,-1.302558118469174,4.300547390920393,0.8451609554860917,6.531384968234342,2.507217465540306,0.9356912968511637,-4.4553922494902665,-1.6056382227661607,-0.9094421079991815,-0.23431164095821863,1.2391364858302432,-0.05673643042507496,-1.3053538484599425,0.04972577840973928
TMP,8.153469793851118,5.954300242669077,-0.43726880406794666,-1.2496106491027117,0.9188187412732148,-2.9850136911637035,-1.8440183953278124,2.043386643644805,0.8812144508323478,-4.928585641326662,-7.558475346586428,3.294220070893345,1.8402699859338223,0.927360710857466,-4.0566028592338155,-1.5295722237843685,-0.8794763134349328,1.8462496904324146,0.8367675852273214,1.6259615151543492,0.4291783929838968,1.486763318710175,0.05111720380779137
TUN,-9.191889313784845,-18.70634613197017,-0.11118851128601635,0.2307870882767265,-0.5613735719998595,-3.762951114839112,-1.301517152979685,-8.4806209172846,-3.454864521078981,-0.5571841141097739,-2.0288653534968644,-1.549917227006178,-3.0145166784461965,-0.9704097554069002,-8.443731701618102,-2.006682878918828,2.5319924192817878,2.7268505243520895,-0.5954934056411297,-0.8137074528822572,-0.06577229927982708,-1.3369798501385721,-0.10571930688676706
YEM,7.724356207942098,-5.235333382132908,-0.5381342646361226,-2.9717398831430635,-0.10903566460885916,-7.655008989840548,-0.772465621410555,1.593951601706229,-4.441956189267946,3.1050538218631516,-8.688705585664707,2.597840104189287,-0.6552361700760874,0.11683999021926372,3.5953360898267723,-2.2413032354419467,2.6633472221549885,-0.8000919789662204,2.3339034416110858,0.6052900275838909,0.770871246587619,1.1225428720409947,-0.34589962221094533
BDI,-3.9283828509026755,-0.35550996425727144,-0.7953729159518406,1.1225625421939789,-0.22388092796515924,0.6562501074734596,-0.9336941934716976,5.200510434100252,-1.7013733521433798,1.781309380653318,-2.792159205025112,1.295114432178029,1.793021149621737,1.1394570951522012,-4.1033847822728164,-0.8001666122410369,0.24907049229418765,2.0368084633632106,-0.5166846970887268,-0.8898560059826333,-0.18785820378788906,0.4162180686102872,-0.0435190486125012
CUW,-6.692073198544031,-2.3280434534204253,1.2824309312712063,-0.9877753824966937,1.4043770488162588,2.7310790311758577,2.2670134614083937,-0.37863541990952787,-3.5397854571288017,-7.516568213753057,-0.44039386735863856,3.8311260693108804,2.771976971696444,0.5974940318614242,1.1810716708853368,-2.612155859613617,3.394662795014682,-3.018069695863859,2.8781800121172396,0.32334349200061197,2.014268987578693,-2.608350492194548,0.04243689953059144
CRI,-4.842646977698556,-14.952573527692143,0.255017960971375,-2.1716272526018083,-0.46036772909766166,-3.408034400441824,-0.11360877490164384,-6.2767744869852855,-4.438994242967237,0.8145420551033992,-0.8208469004567933,2.422740941174929,-3.239068963674515,-0.8224340406803177,1.5913378537480807,0.4153766133708221,-0.31685613914592614,0.7429718928483248,0.8520748621529849,-0.8623558724404505,-0.4340326152862881,-2.0842990111984845,0.06233073974139863
WSM,-9.420408121047487,-4.7158836791175,-0.2600906981607958,-0.6036787798250112,0.8335243006389903,0.4118073079793703,0.4645684758158204,5.387226544439648,-2.1077089346840503,3.2904891181733844,2.1927664859568408,6.001141967102893,7.791469194844142,-0.9656914371690506,0.4350095539129555,3.3624160190912944,-1.8259233032828903,-5.597426464423641,-1.148604748539999,-0.8967295930628367,0.16153904195994326,0.485621839132267,0.04160429891624777
NPL,-4.8883320135736845,-12.05393686832319,-1.0118172568418022,-1.5592582062674123,0.8171808740490406,-5.149258736742335,-1.0819085217836686,-12.030596289148443,-7.474777821917979,-1.8562993080880819,6.5475900857751075,-1.5972487669622604,6.757586263687657,-0.7938293266306728,-1.7613293670262773,3.5176242279817185,2.5141767799618027,-0.6010742946117861,0.6704742747876326,-0.797372201554635,1.0341055040285672,-0.28884265857357805,0.015785627641281285
