Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
MDA,-1.883541653235444,3.551945030937179,-20.714108816181472,0.8483159176672023,-10.739409411237467,-1.4378021822051354,-6.06815310789035,-0.6092221121379172,-7.676689196431725,-5.096989686169312,3.105105314077727,0.05560113171477021,-0.37492673445307834,0.22661282280341727,5.142306731761628,0.2141725488373336,-2.605708804135654,-0.599462524534436,-2.0814783474769203,-0.9186304869545174,-5.544125313857707,-3.91381182191834,-8.705430182222532,1.3209738193577243,1.0631950939269168,0.004755467390580201,1.5782583686591796,0.12177736699224788,-1.0464036206595906
GNQ,-2.7900761651257224,-3.897685964881441,2.326797353887623,-0.5208593996273234,-3.766749784797592,3.119228778917198,-0.593426331994034,5.614738330222713,14.986429214675693,-6.701497192744775,2.2145392460889486,1.807501661905532,6.084095758361547,-0.38468215201964,1.1064550164347318,2.0822557166007405,-2.0790970424581903,-1.8782084913493895,1.7390973415113602,-0.5715444699186519,-1.6939819686226363,-2.900138522687437,-4.589008496128139,-1.8348922401011412,-1.4464501398242544,0.0019380993085239824,1.2279526017224804,-0.28795608102497683,-0.5350434519373536
TMP,1.7176672536478106,3.8286839291294417,-3.744923466566325,-1.0628257449011245,-16.43757621615797,-3.1593877748727053,-4.522328016634344,3.9801114108639704,5.428843097026918,-13.542784991521362,1.8308728704336397,0.8088916662954387,3.1733927860977067,-4.4283244850662005,3.7100262348160244,2.2012841621590935,-4.29507664879147,-1.0061423387056034,-0.12681172371793104,1.6018617000583584,0.34095853078057103,-1.0651842618971303,-2.109872958876312,0.8735377751961553,-2.392543423547367,-0.04817428377733041,0.31996666754522674,0.6589534419966526,-0.4440235176021423
TUN,-0.7674610823998024,-13.576489381137506,-10.98009262997168,-0.115389259379949,-13.464425374445764,-0.9171426821317048,-2.172249023231189,-2.326248620780997,-36.10720762271445,0.10656365013881064,0.08894661559198053,-3.391604508422665,-4.115767158414382,-7.14607656745131,-7.2004703407073665,-0.8596795675643181,-1.590481679233687,-0.8952715470352942,-1.1352094182142072,-0.991061089444302,2.3975415495472094,-3.744549871153936,-1.9111753885308167,-0.3001640498626737,-0.7656486196792697,-0.031112943768983266,-1.242796356161142,-0.4191199569333822,-0.6833725129230206
YEM,-2.3115649703843824,-2.234491674934146,-5.059872672250029,1.6618765710674577,-4.097717025279674,-3.2051405003190796,-7.4980525258608415,-4.655586140579179,-42.397377311742744,8.670064443394486,0.23385350141812922,-1.4569809656419621,-0.6784460168764177,5.838742288672657,-2.987191557129487,0.4382060739490839,-1.1507351662569694,0.6846970129709313,-1.2875491015056055,2.952368228994584,-1.9596792912785606,-0.19305618102906474,0.1289704817954177,0.12743351441267076,-0.7789845120733345,-0.033416491793687345,0.6767859389648958,-0.5580362390604391,-0.48003811603248225
BDI,0.15199747553691445,-10.381743625441116,-15.862609964231758,-0.42930801845053573,-52.349800021171745,-1.6175238369264981,2.485997500723329,0.9121862782534984,-51.758126170376435,2.6073829706066287,0.07264230335545671,-1.6548512593127094,2.6723374073402066,-4.48728693228331,-8.58574295247192,0.9989082547749185,-0.6326048269122676,-0.6441065573856134,-1.6582213883914378,-0.7317226356153288,-0.12130887613583874,-0.9489237566254736,-0.6287589142929014,-0.5340149869671911,0.4394715701557722,-0.09256707968042706,0.4257546723666905,0.3187557088832031,-0.7750998472507478
CUW,3.27916009421605,-8.372242383273958,8.706586476557863,-0.4406802260097088,7.904656031510791,-5.148044943869161,4.405055710137836,1.9823450454593043,19.364144347035165,-3.3012272472953517,1.1580168641731545,7.765981769661233,0.8100508367326281,2.9158616183609367,5.9372468409064645,-1.0596942436376446,2.1112554744689005,2.119955074935888,0.3777814310056684,-2.4570618348662725,0.8580979825726254,-2.4217383797557246,1.59778572113481,-1.2243396161303872,0.25155486355472756,0.015097078116767039,-0.565833385811292,-1.092487703392879,-0.5596767333598646
CRI,-1.4508721503087334,-9.593845887795,-6.586209868769459,-0.032707422136127366,10.377460561522522,-4.204629351560736,-1.1098491858012378,-3.1959257322973134,-45.14828412324672,-0.8842440127773185,-0.3439738354270907,-0.038979057116037885,-3.6026213269153082,-2.1452450744836487,-7.365651458933327,-0.6907538259860626,-1.5426763495294749,-0.5643129062578989,3.1094180295363145,-1.054168812532632,3.758354762300402,-0.7415632017724436,0.5502840756064942,-2.911106968278266,-0.7700788136847838,0.03919791004235448,0.6179476827173028,-0.43216326446898196,-0.24179389948666638
WSM,0.7166871071343138,-9.379777455286984,4.037609792560062,0.8658905288938493,-8.887471277261785,1.785959016640235,-0.8966623038533283,-0.3972896967453685,-49.72325236351067,-2.0314323789580433,0.3372264405099613,2.3751627647519546,0.7598374964570969,-8.12235761147943,-6.057738330398214,-0.8522692236918074,-2.028831024245478,-0.2290911579991284,3.144287394424378,-1.091726920359177,2.0055092011614626,0.25752259376993414,0.5491843389705153,-0.0958287713097081,-1.1437156305134528,0.011709322631595145,-2.5006756748736776,-0.28028001730277974,-1.401249557385685
NPL,-0.6212524829731951,-9.180957972341334,-11.333993044626226,-0.5855864219716538,-37.9773468216493,-1.3781015602830071,-5.096025858336751,-5.9063202184900545,-55.206116023920735,0.41807769488863833,1.2648436496715503,8.108219035556267,-1.57527259118964,-4.902780929789108,-8.508070647937718,-0.6092068251606535,-1.6464570594697665,-1.0160221507952367,1.7894911993498237,-0.7937710924273864,-2.633021053732152,-5.064091645217848,-0.30219585177014385,-0.19048138434577377,-0.7749416357370293,-0.006705705387176663,1.3439936328955673,0.8298320570432601,0.4223043554054691
EAP,-0.31117941406621186,-3.486654007847466,4.390099001379183,-0.5372868597589296,10.569584791502713,-1.909752867858606,1.8056656664341497,7.751472463604523,102.35179804847846,5.059178393670351,-0.867098769788893,0.7815420057883158,-1.2350763977736843,9.866362185662041,10.959001037593561,-1.0485362381594492,0.30496473733145646,-0.9124866446064629,2.485474251180383,2.1104177600337626,-1.5047593347211643,2.0559512130907263,-2.5998497263990554,1.7505905856924182,-0.2025640484247256,-1.4768132416811077,1.3669763500428553,-0.4078590765035314,0.17601631758628633
ERI,2.7686868063071537,-3.6023002978667993,2.886167954648026,-0.07071703013846875,8.125969829358569,-1.5668961627934905,0.005098465974245514,7.6690744806782005,-17.6427493899067,2.1399342579419756,-0.8890441081264467,8.80060195418215,-1.1020175679926782,-1.9977737526476602,-0.6097154057663526,-0.5484092003144074,-1.2667778828133085,-2.1184647955351585,1.0350960870070154,0.3141530435710766,-0.18077095410020738,2.1958718721494064,-3.0420095841714567,0.6720778465404813,-1.5720046210369771,0.03336440251048961,-0.20463433545997223,-0.41099315765410305,-0.9926606963310586
QAT,-1.2749031517175498,19.634281804696545,10.51371830274374,0.3728664210105133,23.101950784461998,1.9103752258864635,-8.258875468250485,9.26743880193959,-24.290235045008835,-7.3217722822576885,-0.08383814390433497,0.33901346772681107,-2.80993371010375,4.455932400417361,0.7079171671718106,-0.7864313455219609,-1.2051399011650772,-0.15369292049489577,0.7552968624632338,0.3931276874776636,0.3701925549218037,0.5142256557494547,0.6755349938861714,-0.7674265358896954,-0.776634681062866,0.04775372108908962,2.411933596717832,-0.510190422619313,0.14174302896517688
LDC,-0.45488197489725524,-13.617163576643824,6.0262089728744535,-0.4661444155508748,-38.10685939247059,-4.72940014609257,0.8756918936877612,-2.9075943717606267,41.92106545591629,4.2753000723746855,-0.7363702345170184,0.41432154963003476,1.7898259169411506,-8.13678827781197,32.52489771511675,-1.62016963605854,0.6039133537104286,-0.9944364973270066,1.7379928176231068,-0.3241954874921054,1.497690039267985,1.23665759804787,2.0546361370566344,3.0449286687002974,-0.4866347594712034,-3.3922919899805555,-0.836575395182868,-0.33676789001225405,-0.5241271964030506
UZB,1.4530905725672016,1.0283657811330464,-8.69447215731564,1.1381415741913823,-6.612805761053878,-5.94520012289675,-4.719609994323843,-6.697225128262913,-18.893709742710044,3.103434094073803,1.7735126181945704,4.043495792486264,1.4531301270093635,-7.289504121162677,0.9961944468944481,-0.33102672686012635,-2.5435331655751447,-0.7209048970521826,-2.0393824448169755,-1.990688553830978,-0.49521071594074695,-2.191600882379464,-1.2649956504789932,0.7636539606731938,1.7861281199199746,0.08731943682036433,0.9298087224188425,-2.0034488259189875,-2.133565866931067
CPV,2.0610784304562606,-2.8904132514538152,-0.6796257552461789,-0.9365325772947701,1.7300391358794789,2.07690586846318,-9.77613263097384,-3.953569068712672,27.27513753444375,3.1462611972813868,0.9581930248169082,12.266678137544531,-1.2065293203521468,3.1470947156142457,-3.618030554949531,-0.16211977563343188,-0.46669255632185913,-0.6706929193951212,-1.3606307307993257,-2.042400591670523,2.9340558111432062,2.433700310739188,4.392558899407527,-0.058088560461217575,-0.786262883512882,0.003523556305063148,0.6059191194533069,-0.7255897300501658,0.6542595423077199
