Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
MDA,-3.637701720630125,0.27791935670393103,-2.726764368514334,4.20283152853073,8.31458651954884,1.9406065170747422,-8.102472276399569,-27.122618556793924,-50.907904213596545,-3.707541629296048,1.1166586305271178,0.1997572647025465,7.266657236444411,-3.3629882511039906,9.072853251255015,-2.6357175205448566,-1.0258685241529848,-1.79537198614118,-8.973202664146411,2.06858218377609,-0.8632430583403784,0.22220379042010333,-1.7918079672656968,-3.5812998397361926,1.1609130538431898,1.7118017996077644,-2.120438730889311,0.302456637305204,-1.1441178246917398,-2.0741045766217754,-0.9785485449357376,0.36222594081469306,1.0059154369649752,-0.4452411794172976,-1.3033934948827386,0.517253940551402,-0.5563102225836651,-2.5526113525285465
GNQ,-6.480527703260783,0.8930451657321985,5.336971414842163,0.4684173924090458,-1.4020653875689393,25.06707683553708,18.957712828298224,8.255630751428797,-7.1419465595745795,5.53270443371648,-1.687927055238716,-0.813743583861545,2.9843082970878116,-7.140097753712561,-3.3607862818692515,-1.9687493618369372,0.7792631687408801,-2.3526378934817362,-4.044661344556276,2.1599047489144327,-0.760321588287326,-0.5820530064551017,1.643737846872209,-1.4141914499416524,-0.3971596725547729,-2.0340320191594756,-2.263253353901915,0.01534542452900205,1.8825600485788692,-1.2962960671957071,-0.04117295002032398,-0.4410526017668568,0.5510212848326534,-1.4618991386887266,-2.7199605021797932,-0.5504443183292598,-0.47212806090422726,1.718204109808232
TMP,-4.095873838636845,-1.8606460537498661,-3.0975769765371215,-4.6638829465089815,-0.8164463047505841,-16.355680683540257,-0.850991927959591,-11.706010827256975,3.6003142182957086,0.2207559926467319,-0.7586592046541869,-3.1140593375419257,9.952486655037912,3.1178870138421257,-1.3253802814087245,-0.2451893345228987,-1.7378454369251886,-2.081040705531718,-0.7562774475319365,-0.09941338563108482,-0.7609283048383912,-0.1411518762659902,-2.525106334163836,-1.0809478005272104,-0.404052777308272,-2.8222520738515255,1.0183676226313596,1.9022074149587886,-0.3548199990769525,1.248710266267225,0.20848775784862367,-1.4116903556987082,-1.4257654908425728,0.971950439773643,2.2057171952757186,-1.3715220048848116,-0.9519240786131061,-0.5859931465720354
TUN,-1.6825538216961546,0.2763242259854778,-1.87942722499173,11.279812544621102,-1.995264834298555,-43.89265038103571,-10.433055813192656,-14.086678566355758,-34.67958721667733,-4.0986972166756654,-3.943977078227916,-1.9127408554539453,-3.3131816014847493,-5.640925713525957,-4.408689530461627,-1.1448752007732632,-1.5829948762516002,-2.1466365694423546,-3.047803340690272,-0.6850683519043244,-1.0356722314814404,0.056286042795944694,-1.8044201094390988,-1.758986377917683,0.7111412230861793,-1.5356819734870046,-3.14644475701101,-2.5448771718097243,-0.7784040547698422,-2.2077072280423904,3.4284566906138,-2.2817782106780298,-0.6294741739949217,0.7141916997456466,-0.4226196540931,-1.2460797063454534,-0.2272816330465883,0.561969262231852
YEM,6.304482135919525,0.28858505026809284,-1.8187871287442854,-10.327461193168173,-3.284684067268893,-74.61041544919195,-5.8740761069527965,-9.997939431766781,-48.634017663802474,13.889868138385122,-2.0610585833028807,-0.290320257988093,10.16230227805108,-5.484162961247291,-8.697168922472196,-12.62600941711399,-2.212488947714173,-2.102845202569817,-4.81265783731913,0.490438292880493,-0.1256465833404692,-0.43752439815799044,-1.0968888491061035,-1.4312267655698654,2.8676815193151928,-3.39976455981234,3.5059580670604285,-0.187518677984939,2.615544553874843,-1.8199715163464099,-3.6927863453548326,0.5536684674710324,-0.6080157356503836,-0.009930445713241242,-1.6470543864966223,0.09940200817822875,1.5915083091551874,0.47360092193865566
BDI,6.891191410693192,-0.42154977945614086,2.665918873227044,5.678387407649173,-0.6265270876243039,29.237424193091844,-3.82317931136001,-17.346486055549878,-22.51902786555675,5.37800245061484,-3.8780177540295053,5.5041044268009545,-5.989207938587442,-6.833264568155593,3.229593222925801,4.076139768243728,-0.6276094404968746,-2.4329205468241892,-7.192686270074133,-1.0080246371838542,-1.139857139837634,0.5756972916246722,-1.1109352089914464,-5.001872658201948,-1.5103551985955181,1.081773662827139,-0.5620893520150396,1.3818542693809182,0.02472865758602122,-0.8997815161383915,-1.2647107112661233,1.0046488430891978,-0.3133891419571695,0.6270435160517602,2.75835683288961,-0.4543067559007048,-0.6128658087575027,-0.6463679581708045
CUW,2.3909321315300125,0.9082440983098555,0.7307078103541962,0.5415723312053715,2.452320637830694,9.434702911595974,-3.361850610744037,8.253671755058086,20.479138412461964,-2.6622414806955854,6.419207687656994,-4.176989345296349,2.959534274941617,-8.095581419586146,2.197391080825413,5.193190371895183,-0.28311180156894356,-1.4648349603289286,-5.7050742487605435,0.8975077626601846,0.4958991265798498,-0.31788816664340064,-0.5384568888559245,1.221706583857719,-0.419848266703739,0.3942657657833555,-4.100941527766491,-3.569851788085882,-4.477492151077017,0.3377378672888631,-1.4356254721397368,-0.48162496036976465,-0.7969276196137094,-0.8181073089176059,0.3340242377029358,-0.73603565505144,-0.18961813249710496,0.10679059576019934
CRI,-7.055477959385243,0.0989421104286778,-12.84601118247725,1.610666807129185,-3.5915360346819134,-27.46510753703046,-8.598497928089216,-14.768879369768765,-47.542079144861326,-1.5783881337656755,-5.753316087038064,3.1158463948132105,-6.990562288136153,-7.12640026091199,-0.6482830915743845,-13.606617104037658,0.1527204470087356,-1.4637755522925695,-2.079246321018747,-1.0333750837568492,-0.992917341185322,1.3012175950258051,-0.28598470754083427,-2.0129352284432565,0.5794456721391393,-3.0725182923593723,0.11380033211643092,-1.7860733699964182,-1.7411441937816017,3.481414875357452,2.02898446363324,-1.5436843851471722,-0.618517244448829,-0.5124940476970139,-0.23158533696956618,-0.6851822318351175,-0.10604015564398048,-2.750818110686819
WSM,1.033550061722076,-0.3962752408314586,-5.509063344160861,6.744321086273062,-5.354424969885661,-20.541842198015434,-16.67761075122632,-3.1137355350532,-58.377944550569076,-6.27124129912982,-8.439843260282645,10.350077761731784,-5.377422863674753,-4.079217816550814,-3.163472659593504,-2.954272518150437,-1.145066021920166,1.1773141926612993,-4.628692310505299,2.282885298452576,-0.9263528274127883,1.0776658215240131,-0.015285005760624415,-1.8745489078718127,-0.2055007368185766,3.199883587507171,1.1642102007549981,-3.0980422402742747,0.4527077977429348,-2.227423199202621,1.0448266035393179,-1.8914487515822218,-0.3851729259225525,-0.5893555347955293,0.12033125198946035,0.8165208485735316,-0.24430987280171412,-0.5152265034385971
NPL,5.050805398161035,-0.4192502335540701,-4.122035940525752,-11.432071209044645,-7.336133130648246,28.66740296185386,-15.433079245984716,-13.695890664984281,-38.14938673320267,7.458223822112712,-5.878738725148506,-1.1799962548858463,9.42243525234494,-6.9574278645237095,-5.595021561953528,-7.8985772751437935,-1.9999834716687066,-2.428499228742395,-0.23657208128405804,-0.3641062620561615,-0.857000373701469,-0.1319991309645228,-1.6050425770932355,-1.071594959799991,-0.3674804375991903,-2.84860583247432,-0.028478060446401332,-1.5382882673619225,-1.4710379037704464,2.5656151520453414,-1.0599135739937036,0.5508309586558238,-0.5747250659659178,0.7488251688074937,-0.2623540512185151,-1.460648732324401,-0.6038689237197352,-0.38456869936431637
