Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
ARB,-16.13925522934339,7.72209916116855,0.7393643239168464,-1.1832395391339263,-1.4494112378640134,0.4434147881839729,-0.41948817225322915,0.164211640593359,-0.09824282855689324,-4.434396821384239,-3.471437520845706,3.321107066791189,0.7359572804072946,1.3189060721663086,0.7971822740057131,-1.4173388773214413,-15.840321256922701,-2.320065132620269,-2.5904012589191194,-0.09985351174034877,-0.37678913804559877,-0.35361956870161615,0.6076988602292717,-0.14910131774020274,-0.8628034405662508,0.005424563147270223,7.0831043155695355,3.418941278538281,-1.2202370940626943,0.9349200810899199,-0.8601012730808257,3.612467833840157,0.2310404750564937,-7.211757375251449e-16,-1.892403315928337e-15,-8.608624677707604e-16,4.397666202050057e-16,-1.3154501025184959e-16,7.205975857944413e-16,1.8426056402174016e-16,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
CSS,7.962863426482516,-0.8963185484171563,-3.4924769654356576,-0.05353973803334805,-4.691466263801683,-4.102402085112456,-0.3294765148624736,-1.3467872046212208,-0.751687106354698,-2.5838006737731845,-3.3536922584435542,-0.9616896405319112,-0.6636931024739832,3.043209179511961,-1.9808163350829437,-1.6265759010516645,0.7736169811745499,-2.094017756564003,-1.1877658622004708,-0.14485989438799396,-0.3799236196957425,-0.11947380489825869,-1.6019241748337691,4.87376955911766e-16,-0.40549270371713036,-0.07464011420742302,-6.460655196907822,-4.85912076889712,-0.23287296760689288,-0.24695331051841815,0.22041832049108542,-0.6050642661901986,-0.2362832771639165,-0.4581114745992695,0.4692095105260169,6.83930901757113,0.2721493441189663,1.7879192395521004,7.205975857944413e-16,1.8426056402174016e-16,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
CEB,15.966845157970582,-4.156457548994518,-4.271698959123341,2.057686554709203,-3.173240535136992,-3.00136260903595,-0.25402780389105095,0.20332122715377215,-0.7536208490946319,-2.212660604258313,1.9897417278409255,-1.7031864456132029,-0.6958390305438381,1.7410067225122854,-1.1995244488566106,-5.567751359018422e-16,-11.325385159862732,-1.1671898979297748,0.4674580898377683,-0.9670722133297667,-0.38835260009586686,-0.5248044481377949,0.44553036933758083,-2.3980739476257167,1.018479877793605,0.4319142291003216,0.728463068284265,-0.4857053262130229,0.04122416452738434,-0.18735270469957718,0.25442790722182484,-0.3932544085384027,-0.12038266715601507,-7.211757375251449e-16,-1.892403315928337e-15,-1.9404182597628015,4.397666202050057e-16,-0.5194118981723522,-0.2707005537912409,1.8426056402174016e-16,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
EAS,16.278374016665552,22.017940634581866,3.5181484463054398,10.41726500750484,6.849914550427824,7.1751541173361035,-0.5529052144992744,17.769849522377356,7.084872969061828,-1.7001450128969458,-4.660161037369882,3.1937570642940196,-0.5420765445733053,10.281532951915906,-2.2847017885826584,-0.22447262159821613,16.08572975612629,27.434426840102354,8.154784927719893,3.555404441663505,-0.3091112600389028,-0.4482437752942203,9.027963028481127,4.936271655452801,0.288401040405614,-0.441494539224919,14.949784655023166,-1.5441489672095854,13.376678245259734,0.6034157699646221,0.23430090699910097,0.2106313126743195,0.675148131189722,2.1908167708074915,6.716977301068698,-0.8771062103427669,13.76687381711853,-0.5307185786257226,1.6116432875924964,1.8426056402174016e-16,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
EAP,13.60981681074216,14.841589184872163,2.063247346764644,7.01315827379574,3.015720833439593,-1.2200596130369652,-0.5648645213622698,12.334099334542168,2.030891939995174,-2.797032676429041,-4.963381549972869,1.9550194655951842,1.5281161324362336e-15,9.228125831391509,-1.471135051551187,-0.15674423171637758,17.3908094994952,7.679836077739661,2.346305624648283,3.8730472774847673,-0.12000080080702338,-0.36935431773677113,1.747414179470335,-0.22966715299161988,0.17361822065681837,-0.0065578406095826115,14.030831461185004,143.6200353577315,4.441074273479106,-0.012826963226111635,0.31494002506627605,0.17161640248952625,0.675148131189722,-0.14085886106990053,-1.892403315928337e-15,-1.0900470584881057,4.397666202050057e-16,-0.5210364479749784,0.04476633035245601,6.550560045892751,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
EMU,25.91693580053103,28.225173043928763,0.9981510211039588,5.415800123272932,5.524592608618408,3.6676294292518357,1.2143017809464005,8.933212500729857,4.571974016142393,2.7072267564462384,6.66092981866359,0.6629938322642688,-1.4335537712488895,1.5127233886938614,-1.084994627835629,-5.567751359018422e-16,-4.170151021053904,30.726224894968734,8.857094437839583,6.414025713658381,-0.3931485525285472,-0.6830099010059594,17.25291363359129,3.664711367338704,1.4754506560813525,-0.2088714623644527,-6.376227510247755,-1.8511865678908894,4.073050737185739,1.7223085468141457,0.7416604011133914,0.1638160150525858,-9.727438700049626e-17,-7.211757375251449e-16,-1.892403315928337e-15,-2.631724323971281,4.397666202050057e-16,-0.6052892605777974,0.9305460106526868,1.8426056402174016e-16,-0.3007928644771436,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
ECS,26.851878301749018,36.03133275359545,1.9264128584437035,13.891744996033824,8.032203963742306,4.656134333766915,-0.04042006573011676,16.755155322610783,5.702257609566301,1.4274317432911285,3.3584627467429993,5.276523967077716,-0.8507042583590783,8.297811109358227,-1.487278860151876,-5.567751359018422e-16,-5.9752579892561375,50.86673609968881,9.779365989008438,9.058357044496105,-0.39075057631220705,-0.4454525007634653,29.014883238807816,5.531993059674715,-0.003217031147747851,-0.26796227154029045,17.617086642180475,8.250391577298132,9.999192396925137,2.8527781460329913,0.4210761036920925,1.899721147367442,-0.16339111272335088,-7.211757375251449e-16,-1.892403315928337e-15,-2.113652498773613,4.397666202050057e-16,-0.47910880502333375,0.8544503567798709,1.8426056402174016e-16,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
ECA,9.6709454994933,-3.597959229562454,-2.6187769400835945,1.3597147733324595,-1.2975359310123467,-11.42203560353184,-0.35880795171533375,1.0230307762416877,-1.1497519266028844,-2.7182673244000357,-0.20602194706098342,0.2511349383477436,1.1560511746118842,4.405356816362945,-1.0706901295352032,-5.567751359018422e-16,-10.349301804688187,-1.460805730319487,-1.1739836250978681,-0.7894046105367916,-0.11239477477858312,-0.17999102892517632,-0.27184554727260946,-2.185892348739621,-1.4942061823595838,-0.1745832697516378,9.04233417180868,123.8813603861547,-0.2817286860562212,-0.20883646284743007,-0.46574879159476534,0.5348939078758601,-0.1526454280456334,-0.9828419453058128,-1.0510606109250793,-2.764929520957883,-1.2355264130150365,-0.1951835276958636,-0.5219148885458028,0.384318369979328,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
EUU,26.460148669319313,34.92047982210579,1.140783294957059,7.056017906209632,6.755535005698812,-7.370545733050179,0.5699440489090288,13.205497086647924,6.967365082556746,2.8046378084507175,4.999509164596856,1.9936026218234117,-1.3559457482927142,3.5048659094741543,-1.6523575491769638,-5.567751359018422e-16,-3.8388502851246065,44.10592524584551,10.737213326613182,8.097310592191919,-0.3945143149447891,-0.6422223556341973,25.094584468996917,4.7919338100829005,1.1693987733647848,-0.2654176250406385,0.4450947457878235,-0.051095538551024125,7.0865723681493975,2.0042620358306555,0.7806434970846892,0.6382881935272242,-9.727438700049626e-17,-7.211757375251449e-16,-1.892403315928337e-15,-2.1049117941584052,4.397666202050057e-16,-0.5914917872563308,0.9247771863090929,1.8426056402174016e-16,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
FCS,-45.74985207902658,-10.13879301844231,5.471106064911568,0.2569025933814892,-0.22707834081556508,0.8465821680053387,1.8784076426738759e-16,-1.1341352824940567,-3.1100415772262726e-16,-2.6935669256656984,-2.374332632939552,0.5397073136015772,1.5281161324362336e-15,-1.1604472808450979,3.3865524975601975,1.0455288441087285,-1.3534856643728543,-3.636623403420619,-2.9436837243938885,0.3925404892343659,0.0033147435526103917,0.39432237948948157,-1.1362417373568587,4.87376955911766e-16,-0.9756768324424707,-0.27716547714200057,28.71600347010116,14.30469280570121,-0.22628978049093532,0.0014699901919421597,-1.1626915344100408e-15,5.767037288585952,-0.2012871324232073,-7.211757375251449e-16,-1.892403315928337e-15,-8.608624677707604e-16,4.397666202050057e-16,4.315784285689239,7.205975857944413e-16,0.021142203125871218,7.095365880894039e-16,-2.4836358542085633e-15,1.1564823173178714e-17,-3.1133488222467155e-15,4.281058174763969e-15
