Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52
MDA,-6.599096432384687,-3.0377182372531326,-7.093444781977279,14.681988279245056,-6.632147507953579,0.6724508307390226,-62.39105540628204,3.352708159820736,-15.156440937005303,1.7938100641397074,-19.21820907002603,-7.563779469543325,-1.5821181133183777,-1.1257464884305024,1.2722275017848843,7.881052729790133,-0.012023374703043516,0.17428303522975996,-7.333801491546281,-0.6216166669182606,18.196182852309292,-0.7718576722295732,-2.0592326131982337,-0.9434511057826345,-2.312258783040008,-2.4030560391310027,-3.4678081383489396,1.3636062033726835,-2.4837426139792322,-1.0721022977283021,-1.2474586207803104,-1.3553586524303554,-1.7953848636506868,1.2620577877070658,-2.43025472955478,1.269331242246089,-1.8956071750664523,-0.7403136608861431,-0.7643409670760328,-1.9102393241048203,0.31138317054713693,-2.376043064124671,-2.148805496327936,1.1016757448677736,-0.5621837760555517,-0.4577225591759432,-0.2208315444805201,-1.3585974343553342,-0.5032587281396542,-0.4054478744701724,0.8618099553838189,0.17432652273044857
GNQ,13.754978615281503,1.3142652699544142,6.278105498181182,-7.215360641058198,-8.389122242394315,-0.3395084561122603,30.916973109943456,24.914416990855948,4.745726768577841,-1.5686621935705378,-3.665904029690852,3.852231673911726,0.14604132808376702,0.9493917260918212,-0.6280796128399175,8.204538461989186,-8.161505062718968,3.0619213604310436,-4.915332405554543,-3.566059485746353,-6.812564435786626,-6.529510851330127,-0.2815763831153143,-0.29154144404863047,-0.7675096414502904,-4.852635251216297,0.7519570071407111,-0.09462776509412707,-6.49219030741008,0.7467289123177918,-1.679006413553159,-12.914923455108903,-0.49741952381572974,-1.3052688118447935,2.647117593783848,-1.765102056337462,0.6208544450445249,-1.3216643338331764,-5.046797032929728,2.321510480208639,-0.04074834363467534,1.077412521023046,-5.108890864769429,-4.046262517306442,-0.988714123233183,3.39566480135806,1.07251920315777,-1.0496627237092435,1.344452358492718,2.03040144779976,0.9064504865830941,1.034949319228681
TMP,0.3741152544002112,-1.0791060498689664,2.5938752472830764,2.312887222213305,1.1299406108879648,-3.779413665772286,-34.51448793764128,-8.972856552303568,6.286692996823501,-2.2521561057466917,-2.5295168511284065,6.086055713605061,-3.0629050598718948,4.6805945743129485,0.4650859428287617,-1.6581131200397654,-5.4683459801800485,-2.117787931864678,-8.499219213028388,-0.8314534385458666,-36.38456955747819,-18.29146423957836,-0.11582842045504887,7.379050506855587,-1.756566576994577,-6.411197511239462,1.0966993644142264,1.1798689705466816,-9.902986236315101,-0.945616265533114,-1.569875431896212,4.856266058548496,-1.4403998175816959,-0.3674005486478965,1.9911270280619497,4.095564131032096,-1.9347895931411156,0.44557828241827757,-1.7652538853118878,-2.184928144255754,0.4104862930918518,-1.8651422230523118,-0.5192555074406779,-0.4949390234949562,-0.570097382976388,0.20274945724276927,0.04905170114794685,-1.150625848147982,-0.566998456408245,-0.6072977585223753,-1.100660738948695,1.2374775816097727
TUN,-3.6248990712398257,-4.828493480552951,-4.759504926813539,28.67027328533212,36.05212904730542,-2.509811546265739,-16.36548547705276,-8.23253218386166,-13.72964791255274,1.2047188304100391,-25.672520704154614,-2.687458801441131,-3.105812084011619,0.6335227671284158,-0.31057419678836734,-16.18991311516376,-4.946363184180871,-3.1400693162676414,-6.76711997650496,-1.8348603166174529,6.927535385347871,-20.009753880099343,-1.7053375716771089,-0.42251674862449556,1.0669363284025801,-2.526627955651931,-0.08086403831253287,-0.14001625585954025,-0.6857818660183937,-1.4738585788592218,-0.8034791979665754,5.1229340839618756,-1.7993431394377317,0.12679912419683934,-2.788212183040914,-2.5203201441411336,-2.490506389961317,-0.3802616410796999,4.199587009474697,-2.525223223304319,1.1013290169379646,-3.712278570733386,-2.684006499116165,-0.7793643787999643,-0.5682716756240165,1.0387299703356323,-1.2065035515127542,1.0479228049409373,-0.33131279479811654,-0.6650320789405756,0.12931721027043747,-0.2590934154367769
YEM,1.4109870939882523,-3.5754823200659986,-6.791627131369831,-3.1860068071007284,-0.6589970343932939,-2.761136711034511,-40.84689861318501,-19.379235449212963,-5.532604400521409,-1.4620709710464521,-43.63335623456364,-5.410974558333289,1.9650933518368565,0.45859656102278146,-5.213580838883185,3.5123057653153684,-3.5332893488604533,-3.575424048675939,-2.5408209617735382,-6.698856945809828,-5.535617606330386,-17.976162197183953,0.19905254984419063,-0.042169226193145434,1.7181671062594315,-5.012666160220767,-1.2409726655897626,-0.4848718174428094,-4.38545933503574,-0.762821058019194,-0.819190812287744,2.5919629269023465,-1.830445651012501,4.489165315344521,-3.5683338878463564,-0.5486555268757685,-2.5731093239591596,-0.7699006884725396,0.944166885646152,2.6757335096297026,1.3850453434635133,-2.487421472111593,-0.7588127961361573,-1.320022151764174,-0.5169926461059041,1.1646208283291808,-3.394810744228005,-0.7742963834866085,0.05825820479339159,1.239468768482525,-0.12017221691051301,-0.5057253370924671
BDI,26.39225086242064,-1.8849519889594877,-4.305887683196479,-13.893391744014114,16.205569494592183,-3.5572678183009874,37.889214515097564,-13.101958370540753,-13.923135719988423,-2.8542871725302996,-12.894976396445774,2.8751973350293,-2.4939059026388186,-1.5641743643266068,2.033935689410376,16.66169289591825,-6.680506893862128,1.385000979075175,-5.765491832457463,5.353294872593342,-18.40340046839991,9.944045480072813,-0.26697430001966993,-1.1789222965530308,-0.9794502941079707,-5.531272494427754,1.693866297563246,-0.10634445896856826,-1.5776080610297223,-1.4906943037595597,-1.273836905217075,-3.0790107231386017,0.9775602682678259,-2.467136469019507,-0.6403651359306742,0.7146727182558106,-1.8833646883308832,-0.6281612537756143,-0.7702323593513811,-1.1566172471996994,-0.372529718043076,0.22282384612868888,3.2683279484095475,1.6426978580638323,-0.291495819006051,-0.9830274692772516,1.570454972045363,-0.41434815571301864,-0.5867998662234238,0.25690158093117604,-0.7636911393524446,-0.27298321555106575
CUW,8.811246790241219,3.9569416048819672,-4.551037139063179,8.036482042315734,6.436557766307929,2.472708411386437,21.972325097674393,6.271452866475588,5.098358813902676,1.375279708003482,-13.304176652572197,8.356666555387292,-2.285588357994633,0.6532891281918786,-2.876539303605565,-1.2568631997514939,-3.679836689874758,-0.9218437451884149,-4.11556869737558,-4.178955275528039,6.791239888975932,-2.809485727777736,-0.9639583739577441,4.194449854279152,1.499369395075938,5.011384384779614,-0.07552106554278978,-3.637294385466133,-2.123264667733323,1.148387962829412,2.689892599229341,-3.7997534225878136,-4.778968292075639,-1.0400589142935623,-2.3238510221267914,-0.6793235317961297,-0.8701568143571361,-0.34194542722004695,1.119310965704191,-0.37695842755560993,1.1573544803211824,-2.671183447904774,-0.6892552636639345,1.2983182042175057,1.3637083396555107,0.34814523376125994,1.34232099913477,-1.0300581571887477,0.0617092469032731,-0.05915599478075071,-0.5553452111986992,0.5259254923429234
CRI,-7.427930472908647,-2.777585138686014,6.984782903970159,19.818067961685536,1.4977593456880012,-4.764733850686098,2.569231708625466,-8.91147871639575,-9.299720629988364,1.7592295399916402,-43.44115159470769,2.667736417088501,1.9326307286921485,-1.869411101057269,2.703773735138622,3.927490436400572,-5.287759171348757,3.030314551742865,-10.066539057348832,0.31119373545620177,4.778826692799761,-3.386313082077197,0.021853605229935846,-0.6201627043554152,2.2502640135640064,-1.7096280725930746,-1.1598306994184129,1.1552504517660505,-0.09643794882910389,1.5680142096438048,-0.983249873787647,-0.8748575524336846,-2.4004785353160476,-1.2371618659511507,-2.038616750314217,-0.8870284048688979,1.9421337109519246,-0.7081258651171163,-0.25186712845415066,-0.7325782672812454,-1.0354240386414986,1.439452048908638,-1.6279320911590862,-0.3624395727960976,-0.5637841865852259,0.2607160368276667,-0.5371372313901789,-1.1925677539677155,-0.2312159230942472,-0.8290177983492072,0.3567007602567412,-0.030864874040936536
WSM,9.022690947477608,-2.866116188250881,5.377136037237482,-0.46197877081141797,-0.4380695279055602,2.038692921477165,-31.350988017177453,-4.120944964142311,-7.967032381333367,0.08383287040567053,-32.28428840533745,-4.343109068045879,-7.830063764618366,-1.3683738566252945,1.5835267787247722,-12.912594260039779,-2.3356677593512076,3.0331115841674006,-5.323381899844935,-9.453658577437277,23.90700317417672,-1.8803572669193245,-1.0984295141586515,-1.2238490149444197,0.8628502736349519,-4.54978222029216,-1.6126762218871318,-0.15880244871778804,-10.13701117953052,1.5473555494979334,-1.1710675608125403,-2.447839281835055,-0.8288699528640846,-1.475255923408336,-4.0717394138795395,-4.34544141595899,-2.334887858381527,-0.33969154894167874,2.1062147073985686,2.0643591071337113,0.3445707325915182,-0.9261631468638897,0.8440334750233518,0.7542545215084401,-0.4223092582040927,-0.7619675411498174,-3.2144581180256093,-0.6721759577050369,-0.4015561025740635,-0.6034341131483251,-0.10735475077764185,0.6115190379376394
NPL,8.157300703929257,-2.262168773777902,-3.8089015665888626,23.355225487012024,16.93980755912899,-6.0118283778549415,24.42800323114052,-15.251348417113135,-18.213265468103504,-2.917155999299031,-33.371132181662105,-5.044700365540502,2.27797785771882,0.9098744460534124,-7.542608352364508,2.4813183413073703,-2.2963413081783055,2.2031560646667883,-6.214764417635882,-2.0738256774509765,6.563933751830601,-0.6664926504167881,-2.2340104473869777,0.3089811082410728,-1.3631845477451843,-5.3969680356549175,0.15466610506012946,-2.3993733704804114,-5.116256662976992,-0.8133572405927341,-0.20322642307282274,-1.9614107834843004,-0.8133714618620629,-0.6720983014159967,0.29374461666813656,0.9140222540577563,0.2746080057341487,0.6264159944808414,-3.0574772127643017,-0.13591538771310885,-0.9814811251863282,-3.6730020264451966,-1.7689308816323885,-1.9754403224138042,-0.4984183866951908,-0.7402891764945463,-0.4737156747563377,0.6237777115852573,-0.5790146719554974,-0.9086833066528635,-0.7999115159484493,-0.6176795005851604
