Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51
MDA,0.2053980022407244,-2.759287298831995,-5.652533813898878,11.448290061856817,5.562177350007221,-1.7531086096502655,-41.76027436856238,-45.868712160771125,8.086854391788883,-10.150149020016713,-8.547020176402874,-2.430655444290848,-0.7172183165048229,-4.466900044518734,2.305340410929417,-0.277165339643157,-0.054606643562693846,-10.336482383424443,3.7279370540654577,13.426501770921378,-3.856137079937728,-2.7262262638736865,-0.564002661616707,-0.8153122573139351,-2.7756159120761277,-0.655155607205167,1.9344318181960594,-1.3371090960202316,0.7580306665472862,-0.10862955782367745,-1.3288188854835983,-1.994897229039625,-0.7108419042688001,0.32689560500212933,-2.825004563512299,-2.137476297554816,-0.7332127262942112,-1.1607867755640489,-4.64757625279723,2.3943012046322067,-0.7612020267205419,-2.5638666916570068,-1.5570483578907266,0.025362408556542093,2.566138306730414,-1.407543091545332,-0.5089371918794066,-0.4406089037221163,1.0239784974000636,-0.602926765692964,0.22695177290417837
GNQ,-5.102122946546671,-1.8792885749560857,15.663359245219345,-23.491329408662068,32.46543106916411,-5.013110394437025,8.459283667232572,20.36937429478152,-51.39407030937149,0.9698174346564369,6.369029468269693,4.877436929915945,2.6007590070846485,3.6632360001276223,8.293646351396905,0.8585384212220113,-2.3500398229905444,-9.50980342845444,0.42166923165727116,-4.369661301846499,-10.360817464937261,0.18588032615706584,0.18665090966644482,-1.3963076104411312,-3.671744219686844,0.33214072275910844,-3.5176078713682237,6.179183622019392,-13.749774642719997,0.3442232417541705,0.27433728902713667,2.617710396161031,4.044610363071559,-2.3906860795235048,0.7952736875284607,0.7118698535498604,-0.456236203021665,-3.9766456994943766,-1.2697600209510627,-1.5512258363290483,0.07758419736353206,-4.262558813235622,0.32707191305496186,4.044882521218316,-3.3973267576660025,-1.0319148463583285,0.7226339689777495,2.1220370890813034,0.7609275563140859,-0.37275094621866667,0.7979761319629399
TMP,-6.430261622120606,0.7900306508232919,2.4525288960281992,-11.908965237857181,3.746048694993284,-10.524429514096505,2.7499155280238043,-35.09325015690395,-21.535168188633182,-2.0227165215046914,8.937902947193257,-2.024077321384086,0.8102990589395984,5.888929804730964,2.8862515780772195,0.08047887574063817,0.5698875426294312,-4.513052185916257,-5.20045567988935,-8.530907158505363,-9.034990932986842,-3.0499702639836617,-0.5641159452803239,3.3598671557995883,-5.423092421384949,-3.6300525417114597,-1.7101630076394292,-5.098901657749779,1.7970081480305966,-0.014609964137953457,-1.5659867691009777,0.3573812570682324,1.5429461882050026,-3.883346532480954,1.8729270375344478,3.4680196337204086,-1.2361757293009035,-0.9505199134582616,0.7701867607512182,-0.6365567881413027,-1.4922868969594458,2.7742171847336126,-1.6969311943169962,-1.1625981754818964,-0.2975186948007872,1.128011510787703,-0.6027576628712958,0.44831597401276324,-1.0555935709634066,-3.269117128072906,0.7641343118428985
TUN,1.109519809305335,-2.7005411341343093,-5.5195730212450185,22.321286889112663,20.746080671793365,-5.74388895997141,-27.27972965462304,-27.223766095114257,-13.81296765582312,-15.551016944175528,-4.704058925754509,-3.4077568012732025,-0.04733671273984097,1.252044409993098,-13.013389985541721,-5.268378888052426,-2.8854791175306502,-4.1503521810261255,-1.7664086117963378,6.521680501424353,3.35935474567783,-2.318817389007109,-0.016051857871423367,-1.5862809636096338,-2.8313385470377037,-1.6394362265652593,-1.464461317324411,-2.1772790907340753,0.21600399383820357,0.6422618335345338,-1.1131214154766338,-2.010263902965014,-3.653612988530945,3.1686064335582627,-1.1467656122110939,-1.61277250133797,-0.3374098196443416,2.254819913849349,0.751853400206185,-1.3655970042936703,-1.5439823410415134,-2.7992648003312772,-2.844667773828231,-0.9838844386469527,-1.3504075537681142,1.0556605486139843,-0.3767751584212747,-0.513900916401645,0.09609243898373089,-0.24299606218674458,-0.24184897709863218
YEM,-2.5117912507323297,-1.1223901597399437,-5.1973210807199415,-60.48737091655758,5.424309444912129,-5.043487412776701,-44.80522936606632,-25.58930038234573,-13.995794535349713,-6.893411820593432,5.066751146120636,2.0031028808930036,1.19574766024992,-7.340164392744737,-4.076133655474436,-2.534197584716473,-3.5014295907456363,-4.57285909663761,-10.980050191463139,-5.881617611212883,-16.720744816195936,-3.6573183483238947,0.6429992698843872,-0.6224418284634872,-4.931462359453467,0.48962385226053107,-1.1809957819267358,-5.003401073503619,1.6925510390850862,-1.8619619120482551,-2.664240722216033,-2.039355283164418,-0.5763322268322628,-2.2672100816832637,4.5554171588468835,-2.02230517296106,1.6050093512556136,1.3223694726748527,1.2391700950845332,-2.7613889325465095,-1.3536032891326586,-3.0962207276112417,-2.7513596426991307,-0.6293210505259873,-2.9371952015649274,0.664673618457905,-0.5766734724241077,1.4425915750210705,-0.08489654299141464,-0.08229187295230561,-0.6346208831957948
BDI,3.5515405801160105,-2.963876505995878,-10.620038315245754,-55.28806765805383,22.970650047353487,-1.6861739714625812,-1.104249967682487,24.397365846289983,-2.8726362893674104,-4.703703371356017,8.916198747204643,-1.6399967129765938,1.785390312003516,5.244726417715054,15.379035046735131,-5.436315635271138,9.875420848015711,-9.216491076206738,-0.8827633094327095,-20.65747322876939,8.989140118336048,0.378801600240312,-0.5816786424479192,2.6434351577891624,-2.106165197237026,-1.5447554162808639,-1.8880972038923893,-6.791644281867793,-5.237949352449467,-0.725924848873901,-1.3155375631967643,-0.6845138150436041,-0.9950569199334214,-3.1781578931384264,2.356362108603633,2.2699763100058696,-0.34733419353692224,-4.198412940170625,3.608645048631685,0.21512729348843332,-1.1483095724676429,-0.4886723814107377,-2.789476400582709,-0.942733705960575,-2.6149324871265005,-0.6425054589602291,-0.6226696214241704,0.2804975313734109,-0.9293990569895484,0.6186216896717418,-0.3928331128081605
CUW,9.38216726353464,1.6451325239865655,8.84156761586886,-14.142903842303767,-1.4753049602099235,8.79644253154099,-7.430353828907002,11.685223601261738,-6.37245009416518,1.5728154373030545,-3.254951035792222,1.6432678720744167,-0.6071543096736465,-3.863385571738206,1.187276955114898,-0.27362237192035643,4.411961551169316,-4.799744003904736,-5.792298605044714,5.227107001329106,-5.497467653294144,0.0624808605182563,1.3926118384337862,1.5517942730847538,0.2908051242870394,-0.48688956547610296,0.6280382647732334,2.2256332644855714,0.7872106185486143,-1.1791946470909345,0.9577335876292915,2.765145864197613,-1.0438355795201248,0.009275213344175776,0.019963787111673542,-0.3910253469862562,-0.09766445943552166,2.8203969803594355,-2.2716029156107593,2.8424860789673314,2.5010672788007127,-3.0084290993106553,0.3903502697787523,0.744541621872286,-0.6003735247949491,-1.0302880108140506,-0.2013021299177305,1.317241667038062,0.34177175932208814,0.19466064878732786,0.380352802198249
CRI,-2.736782545997548,-2.579110251628483,-1.2370699061419872,15.755183528260092,-10.268137942298441,-10.557486498701115,-43.567512908024376,-6.0699674351438055,-7.939276693280282,-10.088277147150302,-7.6501220397811585,0.9200193823903595,-1.5617365095821218,2.2052550558504294,7.6304563588779875,-5.062948148261308,3.0903686829543218,-11.950888107053117,-4.284226735558947,-0.6524820848906101,9.779250855181736,0.09955581560864762,-0.5079973491813373,1.1153450092610966,-1.804263662373912,-0.8900227280545729,-0.14662719960240922,-1.3449125852477735,0.7532271607456882,-0.7597748498183458,-1.1085161956914429,-1.9566255148581473,0.609380592705484,-0.16789699373403533,-0.799128808860392,-1.215873546367141,-0.6707681952995664,-1.4705578280889096,-0.9881204235307337,1.8751452291674915,-0.8789024156718699,-1.4950460432449688,2.222953678443507,0.17228683108511242,0.4499642842433301,-1.107292633293539,-0.2976746342316722,-0.7683071012267725,0.35342882141841697,-1.0407234666524565,0.061120295014024634
WSM,-2.3246695014386454,-1.619437565114108,-1.9172361386314325,3.222988834444024,-1.6352056137756295,-9.145772878877167,-37.35273012290297,-2.636482726942448,3.3937707012460807,-17.077289832151177,-6.999028418583371,-8.732671111771037,-2.196860363128439,-2.3115718574121984,-8.041500455437683,-2.087031285641698,-0.8393578623458904,1.7621840597874283,-0.029845547890227198,27.935125787639123,-11.617590770880218,-1.825448963973035,-0.8673052586704816,-0.24726575843820336,-4.4445702193828165,1.4624024645240024,1.5179222840289937,-1.6437336896039372,-2.4401521292680526,0.46564507157895346,-1.0270016122772576,2.9349944532450714,0.5449199650946774,-0.6423042812351832,-1.6921411222555984,-2.3705018051931495,0.8928220837402232,-0.5750713661371165,1.0587586334318049,-1.4577946058178477,-1.3722850028313414,-0.048447843985719885,-2.6017872519864764,-0.47123895882596123,3.929066108693388,-0.5652721058199494,-0.42239530308558315,-0.5632394351066448,0.01781801648299948,0.7509782723295186,0.8189435459607485
NPL,1.1262267755664124,-3.7272992271416316,-6.605871332320287,-17.053184027655675,23.023468536085645,-4.653498111952105,-33.606604358861325,35.33068141291942,-15.464999322412204,-9.704688995014612,-0.9045260842886809,3.8075184152783548,4.171577802286055,-2.406124090107766,7.048074780993789,-2.203141392505172,1.4855760902782063,-6.272251957398273,-1.4230166476332582,1.3952167286992556,-2.713723988047435,-2.8046578465090444,0.06637968578606254,1.2763037473178882,-3.628983406988345,-2.425044108928888,-1.2055193202259724,-6.0544675766625815,-4.603235162226147,0.44985568368339435,-0.21580488119456548,-0.11231992069487662,1.070486447170873,-2.7774603174757244,-4.750876395049124,0.28223809196655725,-0.10894311273357023,-2.391835181818236,-1.2957859103678997,-1.4781968628913595,-1.2437140840308958,-2.0807786134689716,0.6125481175224304,-0.8975834340854357,-0.8870753664014527,2.2295950964567046,-0.614301000283227,-0.9857851523750076,-0.7103288449095954,-0.2652532713648896,-0.617232856019387
