Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
MDA,0.7701454600106759,0.7764143783180635,-3.437823911812437,15.445736436788518,-9.546562746577889,10.079814223131763,-4.246691885431118,-1.9798046534431437,-13.409036849525636,-50.164830408407745,-6.510007668145432,5.448028453608034,-0.6091160420277039,-9.185486385229394,7.035255989882452,6.1876972753159425,-2.155810473188825,-1.675507952067925,1.0863114219393395,-0.6843541006189457,-4.763467242629759,-2.3680461264960027,-0.6977635008882775,-1.757517616327344,-0.2980857355760571,1.618763308958911,-1.2404055072338191,-0.17361002865647113,-1.7474477342073125,-0.34779406871976803,-0.6710376098781812,0.08173132362067445,-1.1820768145529608,-1.307567489522738,-0.603191267172216,-1.2650915260205302,-1.231534352502792,-3.7056951559849556,-0.6162707009648123,-2.1481816526135984
GNQ,-0.4550696551057055,2.723971711649382,-3.141262410440355,12.130825312223017,-8.228700977697331,-2.381277530493084,32.301027286557236,110.11033950348144,-20.612454102878793,-7.2579406864811915,2.2907541132654416,-6.569236071869245,4.5483238754514606,-4.8861542946106065,-0.444819337687533,9.580911038800702,0.09639690106789156,-2.1071717964574783,1.8899377966149185,-1.0179810044351578,-6.983925009886133,-1.0158250977660839,-2.5589469368975624,1.5870898129847828,-3.3040407142850508,-1.4282665294001777,0.7777179203777723,-1.9384357571059834,-3.114152393995111,-0.7775904755679828,-4.9424110823183165,1.159777940466247,8.253725148485758,-1.2914643963152468,0.9864693948169039,-0.6130887026178242,-1.5639842296509685,-2.220573837385371,0.32593155699760085,0.3801562269598914
TMP,-6.234551669820593,0.35754589286161925,-4.505193862421838,5.616709461451565,5.054013602980892,2.047830838288371,-10.143487433934855,6.808015649090474,-0.9187288869324232,-6.708802568230441,1.1234256255544826,1.384970455196525,1.4467981384621549,-2.7428485422091917,-3.867700459854606,0.38415467887980737,2.043103684061368,3.0664806341902215,0.9748253094637489,0.3349038447445367,-2.3202346166005032,-0.05868094082303077,-1.876605186990398,-2.127874527386319,0.7819632019435697,0.21302078181142686,0.4249042210119639,1.1101955278142435,0.4160586927872776,-1.0778432649762322,0.9755170727397098,-0.43615304265719923,0.6865168771705614,-0.43381377318475023,0.37385959062119056,-0.41642403639434394,-0.13439761084317012,1.9027898818042572,-0.07279827403773104,-2.0653252702342835
TUN,1.2524626909670564,0.05761084477623731,-3.814350423584453,3.850972538792983,1.6338258631094118,-3.3551175639415214,-19.518529908265197,-12.845527721123037,-11.36522583535482,-32.63200401697524,-6.791042261310547,-5.362430364112705,-1.9909667060415142,-7.4861432452535395,-0.7725876503691542,-10.216829500108123,-1.565999723808269,-2.024698044655753,2.1428117520985714,-0.8315926357532165,-0.05698658315399471,-2.2125016116152,0.04543376360008236,-1.7744271645383567,-0.14731785921183602,-1.8134310158995386,1.5944047350029815,-4.5121676581833325,-1.662150303735953,-1.2295393029970443,-2.9755581757412832,0.25972967579160566,-1.2069756493872394,-2.2282178670697963,0.18786345523413178,-0.6303596177136062,0.8124327508731184,-0.6727332500155856,-0.2801000408177554,0.7623334580776849
YEM,4.469164527419842,0.2939095817678097,-7.916022726543247,-25.88374485517416,4.587469870322918,-3.0504783913185567,-13.159372100799432,-11.024182156842427,1.9748606311119974,-38.82332984885656,8.613888652390573,5.962067106236168,-0.18264133253363202,-8.745345709126944,-9.746538121155778,-7.068888818429471,-0.6815776576914091,-2.2933888238553015,1.8603114127867324,-1.3396619682618194,0.4746026503115801,-2.950236935412179,-0.1172011075707838,-3.075588849536753,1.8359681021832033,1.042461374799109,0.4670471745857607,-0.44642204191079354,1.5803353685755246,1.83711876359987,2.6309363156325984,2.793761485497151,1.9476238444110077,-2.310605326991562,-0.370120656729218,-0.6018592358404622,0.014127309687101033,-1.3391417867104711,0.31123796017531347,-1.357225102795788
BDI,-1.023217836613897,-0.7595426325218116,-3.962528242509735,-12.836712271740815,6.5828677850704445,-1.730009225953669,35.66894526167473,-12.090368714718512,-7.866712635142347,-37.72975215374901,4.872369603138272,-2.5925697376637684,7.503840581452012,-9.356068409826783,0.14747999428659953,4.311743231281767,-0.7417010314964501,-2.357982961196004,0.46263928820336897,-1.0426714694121475,-6.886695457448206,-3.8862655898459337,-0.14571879826765827,-1.820645706600455,0.86255456111886,-3.3860051407614677,2.232572162288552,-1.0519136849185613,0.15461165851773084,1.5406320870794625,0.80232360931396,-1.5615872067808871,-0.621392775074463,-1.5312601414833673,-0.09096797555367689,-0.37228117283406725,1.0173462230824843,-1.6980496001349414,-0.6722120090548244,-0.048985890540552086
CUW,2.5631280619347074,-1.7272636198068263,2.1749478190613014,2.9876944971138344,4.414893637963865,1.8524160638971705,-0.12611583908134444,-1.193037333765107,12.679624468841885,16.502718172631862,-2.3654368704137134,0.9884242272679689,3.4652744639413045,0.7322871658940415,-3.7804205626229597,-1.0437669488294405,-1.2859609332263338,1.611659826560233,-0.5105895012787897,-0.30265935846199155,3.3815509775258428,-1.285039523547437,-0.48098124409073967,-2.2225040894490515,-1.4476108265162435,-5.4997669130157085,-0.4699930045079035,1.6554469624116002,-0.8819366557543558,-0.8677572719107229,-0.03449638501214003,1.6275795462053704,-0.293332243490032,-0.7181659621617158,-1.8997125303750684,-0.1280206473783212,0.05409173875675439,-0.5387446085603179,0.9721786446291307,1.157906054385501
CRI,-3.8999835593486964,0.06318988300420239,-4.543595520612267,-8.653251539624819,-4.879644696675304,-3.5213208771300835,-19.75929361851556,-11.75293339699349,-18.247520359695535,-44.89620891627294,-3.7852446905008232,-5.207103352392053,3.630277112501189,-7.340326279801074,-3.678892572650205,-11.996646319438705,0.05735196303037339,-1.127321733019284,-0.189855892569409,-0.7512207295707116,-4.306628997179333,-2.316914554007943,-0.13880357546490582,-0.810793853470361,-0.15161234906552165,-2.9692192435305156,0.1827420224879539,-0.053872870872559486,-0.8148197647196995,-1.239982694187056,-2.926309797318261,-0.5674687888222134,-1.7518860206575353,2.9515991004758297,-0.17763445452551774,-0.6184175395138677,-0.7254976404385494,0.13577863220386588,-0.1811431342615176,-2.5923583422573864
WSM,-1.4298816016572216,-0.3386490146095156,-1.9040564901151777,9.479029887089162,-6.7092600255064,-4.326006804297483,7.142554764451715,-1.7295887084169888,-1.2545424441727473,-38.50801928073973,2.0508887878463002,-4.126803619329394,-5.818203333112599,0.7172747206022541,-4.016014760609605,-5.178648342115146,-1.360732312111831,-0.8461966499954192,-3.222564747618238,-0.6690842403347531,-5.72329482008376,-0.5693141450061197,0.8517197858182112,-1.214739417043989,-0.1477027148913791,-1.1361352347338647,-1.8566003525880617,2.4931094510043614,-1.4913878963852882,-0.45359848197888,-3.9997451741354206,2.91575543711539,2.6393582414250814,-2.2190006475522868,-0.2044151311989835,0.20897948813388278,-1.0835199424849238,0.12708323739490862,-0.26799930514111286,1.560961076004659
NPL,-2.24110578388426,-0.4160709812971965,-5.133737024350743,-25.799596234902722,4.386723562760302,-6.987607543100505,39.547193239448326,-3.8294666575642653,-8.586607888532273,-31.988622089322476,1.8825819641471047,6.062526142903451,-1.5931220614894648,-7.0783894248356845,-5.878938461444781,-7.841543437247216,-2.123001436720785,-2.342765215174245,-4.224575767675156,-0.8163842017311833,-3.27808368367923,-2.3495929188179576,0.4745481372064444,-2.363648122170538,-1.201415538096541,-2.112416689040643,-0.17282912763354066,-2.6540358549596577,-1.2778406417962054,0.26246051260243497,0.41120702440407886,-1.73675384573182,-1.8830276234774512,1.1244623805083143,-0.6533638346271906,-0.5639662386448987,0.610077502510095,0.3401921568924351,-0.6631184324905626,-0.7156777291640003
