Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
MDA,1.3313730987458225,2.442343274750111,4.740042270699098,0.1648998272709363,-2.7319187816470945,-2.3134147441775763,3.049611646752803,0.8002787377437948,0.8895616099029123,-5.060533912138553,-1.3149923486468573,5.2608668981751485,-3.8845821896487585,-0.3506457142222499,4.633298963245801,0.7709607445136204,-0.3977226627254217,-0.5960456218522893,0.7233147648533977,-0.4589076273467666,-1.2833618768535215,5.430264894842205,-1.4624647753054458,0.49895275798733285
GNQ,-0.19754753700805894,-10.915629027258564,-1.6289359188010302,-0.08907832257639102,-7.250591661941511,0.5839528610535281,-1.062281058759083,0.17916291547334767,32.75384935248519,-12.558411674813957,0.05254366514046378,-3.554748247770384,-3.565729105483227,-2.6810111342563605,-5.617011041637523,0.39162694245046126,1.7110970169281103,-1.2629911878421525,0.5569650931231355,2.403097626403409,0.39102893442713127,-1.4820400307690542,0.7556353396569845,-0.8455161462984058
TMP,1.1225933936072832,4.023346111205909,4.901157802878387,0.8340523631326768,-8.173370021597753,1.2974967619368296,-3.9212671737349787,0.7803787551291788,0.7967399031938497,-7.870936203743305,-0.08748251923202632,0.029488015953652885,1.3766148954827226,3.645103530262195,1.7309826254101475,-5.711851081439843,-0.42940187211714065,0.0769111858561124,2.387805831083314,0.4466544263680716,-4.035150600402563,-0.8177615948403065,1.8642998883443433,2.1462094771389295
TUN,0.2814046776831445,-7.912063899303004,-14.695372729585166,0.026302908051386128,-7.668250023720951,-0.0075746464483676945,-1.1510957200562035,-2.3356479786116617,-42.51743094919937,-2.072861909356057,-0.6865887988838536,-0.10329492233964316,0.1341701399794219,-1.8590155226381766,-0.30996797497416173,3.216762104572407,-0.9610341704062746,-1.7505122338901316,-0.09307802434654544,0.13466372449888758,-0.838271239918409,-1.2261996507309956,-0.8104544684619672,0.05778014624646302
YEM,-2.866770690915982,-3.705072025400731,5.363973179377177,0.43678244151497825,-16.249892479102733,-2.9834422832660854,-6.3696115035774294,-6.556336015715248,-46.06109119605439,5.028179106578014,1.5385800343886589,-0.9188265293464994,-3.1769519086526627,-3.6629799423300566,0.7004519524700863,3.3698919887534626,1.0352693033195008,-0.976943099369745,-2.2189843622790555,1.4166208542652499,-0.27115752022902573,-0.4568094017026232,-0.8260620532206207,0.9060583930586955
BDI,2.8328093555563827,-0.8702104429349276,-11.668949370558622,-0.7183096295041009,-35.022723861724344,1.6612003901787733,1.788895598071027,0.26806098262677924,-42.805086727426094,0.6861069032440048,0.6096281330733241,0.27038525545755115,-9.92015235865651,-7.298224443728396,-4.632173505261561,5.148286134611966,0.5082653486081951,-3.2291936856568135,-1.7810382702519214,0.3893998239274247,-0.8354294953602988,-0.780042984273575,1.5149508163058796,0.24048037805708508
CUW,-0.789978783560813,-2.330388080969821,-4.862251327719611,-0.024242073051667725,-2.494995914301315,0.7657878894129813,-5.549708648099482,5.93477950449488,-19.78818745308509,-5.078702747264789,0.20435486133532507,1.1676852392732573,-5.602980259960298,-3.1384065390019336,5.177586491526981,-1.9495528997573852,0.34363952039600976,-3.204342910629441,-0.9762037072184293,-0.26416315895561715,0.3980008497343715,1.0176566680743835,1.2437802098000865,-0.776591410415598
CRI,1.15044953873498,-15.512713456407585,-10.316787851699758,0.26818642255703723,13.738459378289441,-3.9370560271001716,-4.837518932083124,-3.7495412767844494,-40.759530192713044,-1.8601086063305037,0.2538969056750806,-2.4182653706558996,-2.9786960550164423,-4.378037718714692,1.6111112126423,-1.0065338803882249,-0.8204430627034505,-1.6465677187222343,-0.9608946185316379,-1.143536440548405,-1.0774601631849134,-0.7892210825312873,-0.8106891184419076,-0.7220870834037819
WSM,-4.673043099092866,16.2922051327686,7.925967526039215,-0.07950094611863497,-1.1918128342411864,3.895747686916236,-1.9253786529894867,-4.085405996925867,-37.30382509250485,-0.5807669214938143,-1.130893110272918,4.517471529371729,-1.7283893069569847,-6.372344420538978,-1.1258842437037004,2.5004525153730133,-0.9578433418276989,-3.415748129562442,0.6638957015230866,1.3117270871039337,-1.033609682506522,-0.7847858085618306,1.595581873842218,0.7259715176421934
NPL,-1.2989173406058754,-10.488974288710745,-7.859804205321469,-0.820655153301298,-28.448215449384044,-1.6334423938726141,-5.311893753334432,-5.350308862622952,-48.92745942290331,-0.14198232589217727,0.4587625362118391,-4.068161444414757,-11.110727110258514,-4.545267425861671,0.19846160372569338,-2.5698789835922335,-0.7715409242729875,1.5849395913571258,0.3494668937253733,-0.27858902884908254,-0.11156858174561557,-0.33798375083744525,-0.8162447496958716,-0.9886897089587382
