Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
MDA,-2.748698723188799,6.574756798073517,-0.08246814463489512,0.18993447548920428,0.2396449683291052,0.1221824503215907,-2.625103692833934,2.2008953339056916,-2.2068864529793433,1.4077250479143906,-4.167134246501168,4.294274884900155,7.27937342504644,5.125793809172974,1.8602514682465563,1.4624197254235667,2.72217389067199,3.3004504541270854,-0.6507362074301641,-2.39224651760797,0.7314032116462666,1.4600469106233018,3.801524658673676
GNQ,-0.09638150336705181,-0.7886996124079231,1.3271596015450582,-0.09851264905354828,1.5731520829608097,-0.5221146709129578,-0.0722709578972971,-3.7350500643357227,-0.4665974306427163,-3.79912586279678,-2.428087056898914,-4.224034751699836,4.289591439762085,-2.6071804409847084,-1.0538132587516889,2.5821637756069515,2.658597229716117,-0.11266733666816175,-0.6687773254927734,-1.3888622033381475,0.6627576842564215,-0.8797743198141893,0.3601148208591176
TMP,-1.1707204749743416,5.88056311494961,0.8054020429854226,1.4774295701237765,-0.14421838482181082,-1.067954770283383,8.713150214764775,5.742597974786784,-0.8038626719448185,-1.404239528388808,-4.575491978226971,-3.417585835459038,-3.9650204865579135,0.9444211810511356,1.9563354312305803,-1.0788580944490644,0.46105516002766334,0.3392331232301127,-0.587712455218327,0.02251883485488293,-0.352327953769233,-0.9600831863878274,-1.1955399539027396
TUN,-5.29279384465772,-14.177639247841999,-0.24079905570576976,0.42286864227972626,1.1598543890971835,-5.4181016922324545,-4.696673051944373,-7.411790048890362,-0.7735750265308543,1.9970116759292114,-0.1154648746826521,-2.2635935184570206,-2.2567311401420422,0.34542955677963993,-3.554414030474957,-0.9153091586037784,-1.9926360823433462,-0.055623207201596525,-0.6628955184994221,-0.8145714313051248,1.4647054576709584,0.2024922393872326,-0.22793794963661274
YEM,10.94397136656484,7.302439025670653,-0.8417428046544022,0.27552330597596086,-2.990055855448238,-6.597805930882001,6.041916753914171,0.566564667908554,-0.6267691192490981,-0.6683062717648168,2.3189367178349403,-6.308908691107297,-4.555287004676467,1.2576584094445717,1.2045656006532492,0.7616846939139504,0.9984912185678001,1.3034717123122814,1.8301046983069025,-0.9438012621063375,-0.6479667949650832,1.322062394407618,0.10500659960997227
BDI,-15.27191463275987,-4.096638800660521,-0.9354132173190622,-0.8818214264134944,-1.77471331894737,0.7176800014611019,0.24917069620334042,-2.509676462384258,-0.37231655404409825,-0.0722255908224747,0.14426128111635428,0.17289866910598994,-1.6464197787092447,2.9573554463223815,2.177191269526314,1.1315450396757571,-1.998830217811075,-0.8060647309423794,-0.7556138759868662,-0.878170185246334,-0.10686328286398156,1.5150345545734207,-1.0134297224117657
CUW,-3.914556135672136,-6.566551551622494,0.11772059275693271,0.5801466117743597,0.6462788157680868,4.56301408643488,-9.791501620258607,4.1407408769239655,-3.857281488915493,5.4289304167241195,5.9509427562212664,2.752336499671637,4.5079252354063,-2.945026173085626,1.807516868811343,0.9733275758076284,4.854772567580615,2.4515543676302385,-0.6850542533661785,-2.6402722141872834,-0.4021253108481522,-0.7323347180681012,-0.9515948004455124
CRI,-8.492327330740826,9.655825918331029e-05,0.1779781188853566,-2.1464752489546197,1.6075055820344288,-1.4257715675941922,-5.357466143850504,-3.2840550500632926,-0.746453190421078,-0.504894454253752,1.6798787742422443,-5.588571485207783,-4.690460692730473,0.047273202594432406,0.12508489115234783,-0.7664026516303222,1.0347805742061869,-1.8500933129094528,-0.5960780538429891,-0.854228386702824,-0.8937787735901943,0.7129015286314482,-1.971451243369271
WSM,3.2728367436765224,7.137541360707194,-1.2446143153361982,-3.935600290784101,0.347577920401144,-0.8597731790923718,8.08733014271092,-1.1158227268434784,-0.6885688720817158,1.629694375198799,2.8344392297122214,-4.21166836967428,3.945191130182676,2.1062054529779024,0.20615319717804603,-0.9105688053725663,1.2303526900331923,-0.5713548766159533,0.06758671862068644,-0.893269651888838,0.83191883808724,-0.6340490885327852,0.5042919802464709
NPL,-10.513836112177017,-12.81840579615426,-0.7470301841057312,-1.4637435153210814,-0.9992663801130469,-5.595636001318179,-9.770118325669824,-4.522246844905328,-0.6044485586322247,0.7871349326314867,-2.304657922788714,-5.300336087976748,-4.208416954261547,-5.096961362980911,-2.0020592921153204,-0.7421382148249679,-0.019905346780388466,-1.2793869579609307,1.3741962805920471,-0.7501690331000045,-1.3186192333462465,-0.11266106662375364,-0.9188010511192806
