Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
MDA,-1.8835416532354445,3.801472442750012,-20.71410881618148,0.8483159176672023,-10.739409411237467,-1.4378021822051352,-6.06815310789035,-0.6092221121379172,-7.8435029861087555,-5.096989686169311,3.105105314077727,0.05560113171476999,-0.37492673445307884,0.226612822803417,5.142306731761627,0.2141725488373336,-2.605708804135654,-0.599462524534436,-2.0814783474769203,-0.9186304869545174,-5.544125313857706,-3.9138118219183395,-8.705430182222532,1.3209738193577243,1.0631950939269168,0.004755467390580201,1.5782583686591796,0.12177736699224788,-1.0464036206595906
GNQ,-2.790076165125722,-1.7916833787405924,2.326797353887625,-0.5208593996273234,-3.766749784797593,3.1192287789171975,-0.593426331994034,5.614738330222712,16.531774349839708,-6.701497192744774,2.2145392460889486,1.8075016619055324,6.084095758361547,-0.3846821520196404,1.1064550164347322,2.0822557166007405,-2.0790970424581907,-1.8782084913493895,1.7390973415113602,-0.5715444699186519,-1.6939819686226363,-2.9001385226874365,-4.589008496128139,-1.8348922401011412,-1.4464501398242544,0.0019380993085239824,1.2279526017224804,-0.28795608102497683,-0.5350434519373536
TMP,1.7176672536478106,3.4565637457914278,-3.7449234665663234,-1.0628257449011245,-16.437576216157982,-3.159387774872707,-4.522328016634344,3.98011141086397,3.4752301509229024,-13.542784991521364,1.8308728704336397,0.8088916662954388,3.1733927860977076,-4.4283244850662005,3.7100262348160244,2.2012841621590935,-4.295076648791471,-1.0061423387056034,-0.12681172371793126,1.6018617000583584,0.34095853078057103,-1.0651842618971306,-2.109872958876312,0.8735377751961553,-2.392543423547367,-0.04817428377733041,0.31996666754522674,0.6589534419966526,-0.4440235176021423
TUN,-0.7674610823998024,-10.436853252134886,-10.98009262997168,-0.115389259379949,-13.464425374445762,-0.9171426821317048,-2.17224902323119,-2.326248620780997,-36.278963394307894,0.10656365013881114,0.08894661559198053,-3.391604508422665,-4.115767158414382,-7.146076567451311,-7.200470340707367,-0.8596795675643181,-1.590481679233687,-0.8952715470352942,-1.1352094182142072,-0.991061089444302,2.3975415495472094,-3.744549871153936,-1.9111753885308171,-0.3001640498626737,-0.7656486196792697,-0.031112943768983266,-1.242796356161142,-0.4191199569333822,-0.6833725129230206
YEM,-2.3115649703843824,-3.2119485032603614,-5.059872672250027,1.6618765710674577,-4.097717025279676,-3.20514050031908,-7.498052525860843,-4.655586140579178,-41.51521398610246,8.670064443394484,0.23385350141812922,-1.456980965641962,-0.6784460168764179,5.83874228867266,-2.987191557129487,0.4382060739490839,-1.1507351662569696,0.6846970129709313,-1.2875491015056055,2.952368228994584,-1.9596792912785606,-0.19305618102906483,0.12897048179541748,0.12743351441267076,-0.7789845120733345,-0.033416491793687345,0.6767859389648958,-0.5580362390604391,-0.48003811603248225
BDI,0.1519974755369144,-5.592775554853449,-15.862609964231755,-0.42930801845053573,-52.349800021171724,-1.6175238369264981,2.4859975007233284,0.9121862782534983,-50.24954529956972,2.6073829706066305,0.07264230335545671,-1.6548512593127094,2.6723374073402066,-4.48728693228331,-8.585742952471922,0.9989082547749185,-0.6326048269122675,-0.6441065573856134,-1.6582213883914376,-0.7317226356153289,-0.1213088761358384,-0.9489237566254733,-0.628758914292901,-0.5340149869671911,0.4394715701557723,-0.09256707968042706,0.4257546723666905,0.3187557088832031,-0.7750998472507478
CUW,3.2791600942160497,-8.108257077921756,8.706586476557863,-0.4406802260097088,7.904656031510788,-5.148044943869161,4.405055710137835,1.9823450454593043,22.2214003528062,-3.3012272472953508,1.1580168641731545,7.7659817696612325,0.8100508367326282,2.9158616183609363,5.937246840906463,-1.0596942436376446,2.1112554744688996,2.119955074935888,0.3777814310056684,-2.4570618348662725,0.8580979825726256,-2.421738379755724,1.5977857211348103,-1.2243396161303872,0.25155486355472756,0.015097078116767039,-0.565833385811292,-1.092487703392879,-0.5596767333598646
CRI,-1.4508721503087336,-7.436569782352781,-6.586209868769462,-0.032707422136127366,10.377460561522518,-4.204629351560736,-1.109849185801238,-3.1959257322973142,-45.726419417965744,-0.8842440127773177,-0.3439738354270907,-0.03897905711603766,-3.6026213269153082,-2.1452450744836487,-7.365651458933327,-0.6907538259860626,-1.5426763495294749,-0.5643129062578989,3.1094180295363145,-1.054168812532632,3.758354762300402,-0.7415632017724434,0.5502840756064943,-2.911106968278266,-0.7700788136847838,0.03919791004235448,0.6179476827173028,-0.43216326446898196,-0.24179389948666638
WSM,0.7166871071343139,-8.600347843374333,4.037609792560059,0.8658905288938493,-8.887471277261781,1.7859590166402353,-0.8966623038533283,-0.3972896967453688,-48.420685318898876,-2.0314323789580433,0.3372264405099613,2.3751627647519555,0.7598374964570966,-8.122357611479432,-6.057738330398214,-0.8522692236918074,-2.0288310242454775,-0.2290911579991284,3.144287394424378,-1.091726920359177,2.0055092011614626,0.25752259376993414,0.5491843389705151,-0.0958287713097081,-1.1437156305134528,0.011709322631595145,-2.5006756748736776,-0.28028001730277974,-1.401249557385685
NPL,-0.6212524829731952,-4.910152920274725,-11.333993044626226,-0.5855864219716538,-37.9773468216493,-1.3781015602830076,-5.096025858336751,-5.9063202184900545,-53.11624548528065,0.4180776948886369,1.2648436496715503,8.108219035556266,-1.575272591189639,-4.902780929789107,-8.508070647937718,-0.6092068251606535,-1.6464570594697667,-1.0160221507952367,1.7894911993498237,-0.7937710924273864,-2.633021053732152,-5.064091645217848,-0.3021958517701442,-0.19048138434577377,-0.7749416357370293,-0.006705705387176663,1.3439936328955673,0.8298320570432601,0.4223043554054691
