Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
MEA,-8.303486965887958,2.13371614527136,0.09461279811793327,-3.4027774553356793,-0.7860037530417588,-0.38762576722704606,1.0830630836887336,-0.21576452022504944,-4.364406730050211,4.350806329029156,1.8609286135983596,-1.7996349081022824,-17.470332876745452,-0.82714531028298,-0.8504922679848314,-1.541571313628583,-0.28138444183161615,-0.3978159113533397,0.3895509372761438,-0.561058120065991,-0.5552792358365555,-0.3300462597191987,5.184742866188677,4.529421785173155,-0.910822751252619,1.2355372181750661,-0.9274970693751347,-2.1098891141014304,3.165009409430394,0.0381362175790614,-0.6585602109623572,-0.04122514213449174,7.045946846216657e-16,-7.55404407269333e-17,-0.31568073727327484,1.249000902703301e-16,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
MNA,-8.518969564826916,-0.3938121380401147,0.19583848860527237,-4.560181548637765,-1.5289933667158986,-0.4244678518216684,1.0211504206760458,-1.0527340157116047,-3.512868872138606,1.7139754162349705,1.4891142872122218,-1.7410279911981972,-17.459973763244136,-5.70469339548431,-0.3118737689763835,-1.950255261641114,-0.5189300934759113,-0.35072527276376275,-0.6861093394036087,-1.7439745131721176,21.576247411454855,-0.6715699894466174,3.614785137046751,22.977071820996624,-1.2333593381526766,-0.2340810881129592,-0.9412069351197411,-1.9528781700318576,3.1578693309879093,0.0381362175790614,-7.402688514981567e-16,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,-0.5512956915615578,1.249000902703301e-16,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
MIC,22.96480014201764,16.796889773944695,17.296723645294474,28.932485461298416,0.33925819406128155,-0.5613051873765448,16.997944237390215,2.715896419063811,-1.234662772061241,5.98421197020356,11.960854840199007,-0.5361872570646654,6.501373925067256,17.49997291098552,17.77069384303595,2.029429604645496,10.896056363365002,-0.08282076442639384,6.656122841277424,-0.050672763350086976,10.398713564283112,-0.6218176051207079,78.02679396885094,862.6273233074593,3.629422903384615,0.2563512366840412,0.06828636392786591,-0.9530392639387588,7.451355090024821,-0.061574923105636774,-0.03357933885891024,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,1.8399551584409422,1.249000902703301e-16,5.936673552604253,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
NAC,20.127035901831373,48.059938236625555,1.4356487904210644,10.390218353995872,4.340069760126158,2.2884392586028537,12.650578214192183,11.421080899702803,5.109272602089038,1.8626862600230583,11.136952159158355,-5.115733544841408e-17,16.722889786562483,38.556123806201086,10.90838674918098,13.77145896496878,1.8390925790918011,-0.5244019311693316,8.492274097973272,0.6227828807848435,2.9389793518221867,-1.063685290782026,-1.413781328953681,-1.7318960185002934,7.149537901790831,1.5849307503853565,0.5408154036770098,-1.0892490853115888,-0.2545396285946388,-4.236155994477845e-16,-7.402688514981567e-16,-0.85836635230031,1.7007860127366792,-0.19366556019907266,7.74182275875948,1.8019209086566081,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
OED,28.337852613140424,91.2785893020476,4.550837220110965,21.894594315783007,15.899127684326785,0.4562333924638012,41.66944518748057,21.43866220357307,5.87437364981431,8.398052096147651,18.71935790446429,-5.115733544841408e-17,1.3188999822391647,115.06799830023748,4.6068435466875854,16.27659076420583,14.389247081399507,-0.48444248030784154,40.40850466514189,0.4824204923400677,3.4145230632250083,-0.7338396212959276,-0.6532416338963044,-0.47711585052716726,27.955733359011447,4.953578631341794,0.6706648175032076,2.3212466064622888,0.8512721248602837,-4.236155994477845e-16,-0.6484483626176656,-0.6065985199789498,-1.1780465659331025,-0.31735669027124813,12.526190211677905,1.4648802700374501,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
OSS,-21.801816810145976,-4.725952655652516,1.389089442934953,-3.8738762333448147,-3.9883438164256355,-0.5294769808607933,-1.5347653817318396,-0.47302839908757155,-3.7463588541870165,-1.1607224973474313,-3.166629007563829,0.31797797453381427,3.914060340084604,3.9997180450771057,3.211185936401742,-2.2101992897311065,-0.6550979088282906,-0.14233449120611943,-1.4322009988066104,1.7100756418498897,0.3665174045794125,0.654730085532649,-2.247161471584685,-2.6311025984832677,-0.22621808740251673,-0.25704240223230446,-0.4613257557687275,0.030628645872163456,-0.5034963746922387,0.42723357300761533,-0.2040814710000107,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,-2.2522606683494557e-16,1.249000902703301e-16,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
PSS,-2.659115182172146,-7.557497563424677,-2.9628201092238524,-3.322940101839669,-3.9147757413294797,-0.4205748335840316,-4.364367009245829,-0.7374341798736821,-0.3716679194125335,-7.7983096136725e-17,-3.255492480494811,-1.8285569058753168,-2.6937571777765372,-1.1877632745090534,-2.629688278943287,-2.1478533861353895,-0.8551873752322301,-0.38583336007157204,-1.5929575565151817,-2.4379214009766077,-4.279988962375875,0.08161051638603137,-2.9822164626808325,-2.528837235341401,-0.22761081125160346,-0.27211222564974286,-1.101032407048715,3.9239628595217173e-16,-0.6079471496539813,0.6442635263191836,-0.24500409484930522,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,-0.4587312019287504,1.249000902703301e-16,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
SST,-12.050723165215286,-4.292390477497856,0.1284823931817788,-2.9438577297349178,-3.3435754123949386,-0.484325671660703,-2.7026737486734724,-0.3497187376515322,-1.6127665698796347,-1.035111352710476,-0.7487222447358994,-0.3429777923895662,3.7050568651955302,0.24625064419002185,2.4406260656427654,-1.8865238846466725,-0.3700921537243443,-0.3417977170195443,-1.3316715859142292,1.2475922964408424,-2.775517396847552,0.3122306095237261,0.6301447535794376,-2.900827116895155,-0.22416775407116407,-0.23292721411167738,-0.4451820100915052,3.9239628595217173e-16,-0.5007931622208223,0.2164696557242368,-0.23481304142618678,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,-2.2522606683494557e-16,1.249000902703301e-16,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
SAS,-20.850357529595616,-3.2178598719613283,2.415022148070034,4.124132636605715,-1.784152877235761,-0.5739196961978278,2.0374028239395714,-0.8449009418393622,-1.1213652582622022,1.0554918978547183,-0.032988073844665206,-0.21565710090221485,-10.389473922686193,-4.1502759492354135,5.8563945671044575,-2.1584733270159617,-0.7035620932862225,0.0757151147470562,-1.5674425260580445,-1.2522625387189827,57.8593562413863,-1.0560654014552717,3.25498985865064,80.68328724616644,-0.708945495319306,-0.27069064426178835,-0.622749358166011,-0.6436475022141808,2.117285594951217,-0.12724474605591418,-0.5094434499941181,0.6434066825990317,0.8374052705613829,2.429062794889448,0.9082004869241516,-0.4450151484943584,-0.8866778175874381,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
SSF,-43.53147186573981,-7.8409004648704945,7.81755919556916,4.052707616811206,-1.4438819602574628,-0.5789768386552799,-1.800368531018726,-0.46972397890937995,-2.5523970267334883,-1.3385663102461836,-2.3297694580536423,0.9912780064223559,4.571481748267016,-7.17526537661163,0.8619704838665564,-2.2516674269097416,-0.8760292445832666,-0.18378853907323042,-0.9897730041161479,0.2922329417301421,-1.5710936449931707,-0.3651922412644019,45.86930529653192,24.631023156684037,-0.17785663141555288,-0.12969483017762637,-0.012142543749233113,0.26731981666456894,3.313354012498439,-0.22664995062152724,0.44254878920434326,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,-0.6443320634131764,1.249000902703301e-16,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
SSA,-43.554732715561066,-7.8494815330449015,7.806169221488947,4.041981856759816,-1.416174896854942,-0.5789860683954027,-1.8200378316401091,-0.48081304811261555,-2.506773539839538,-1.339237330288888,-2.3253881159031256,0.9912780064223559,4.553622651825185,-7.771266074436942,8.37563919773604,-2.252257496100271,-0.5552557156060657,-0.18378853907323042,-1.0179018448739823,0.29346706603271866,12.173180129422875,-0.3718366536875449,45.75029551549525,134.98575313574656,-0.17789436931761665,-0.12972744299250205,-0.017702892221591587,0.26731981666456894,3.3130552018774453,-0.22659584105406616,0.44254878920434326,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,-0.6443320634131764,1.249000902703301e-16,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
UMC,15.531571118169289,8.088751418337335,4.161346173576025,15.950008071469968,-0.003080131864005993,-0.5588717246839736,12.033714853471738,1.7693195813296665,-2.2014120552900076,2.6238657612473966,9.203951650818603,-0.8411800637895783,13.864811598699433,8.621706347441705,-3.3009252373243054,1.513158615010272,7.331948753944305,-0.13752062250447294,4.201729651830686,0.18973306187758573,8.748616647964525,-0.6514715470672863,25.92469837918985,501.39903744611377,5.83442455670308,0.16243552237415804,0.43925008003227456,-1.1296765760170282,3.6510771866548275,0.0024624329697660588,-0.17741576126596068,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,0.19320618533083694,1.249000902703301e-16,6.167020191688923,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
WLD,42.89669136881506,108.21253878709766,26.211335561186253,63.786991118258356,14.512047549361208,-0.5283603013744659,61.917749050932755,22.06488483628878,4.62450259261835,15.48021070675009,36.45357332286315,-0.3692965916202224,9.851971334623173,146.28674753351555,36.907399075519024,16.52323033811896,20.399885264418316,0.21620258273816906,56.5156590695387,0.355818457389371,12.689577413366715,-0.6565034757773425,175.3453466947554,91.47031099552453,32.64638337799479,7.027165216431335,0.25711852982514855,-0.26031150253176455,16.743401467492795,-4.236155994477845e-16,-0.24500409484930522,-3.7624224723408085e-17,7.045946846216657e-16,-7.55404407269333e-17,17.54725406582201,1.254320391656557,3.6498581934552026e-17,4.3986871685845766e-16,1.898123235649461e-17,4.3968893566709707e-16,4.133809134242604e-16,-5.963439618660181e-15
