Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
MDA,25.4216709366624,1.7496126637977738,-1.572218805177724,4.328637646281637,9.169541781618861,1.332470781469572,7.679606786840512,-7.788340966702544,-8.276732622201688,-3.9736697821825984,-2.3674607407437156
GNQ,-1.5716283286154062,4.898079839472364,2.836190730975493,10.032093178701873,-4.677796966846504,2.4563997030916944,0.8673270476279403,-0.22368748980662193,-4.40513610368859,6.509683576821467,-4.546293475651055
TMP,16.0739448110261,0.7830133117161477,-3.693888298036698,0.5444774183023543,1.3602398422433897,-1.2469900607669229,4.192161076197334,-3.2480279584358396,4.035916462819961,0.2898803294006205,-4.150620563613736
TUN,20.369156657829006,-3.1683679352591825,2.892757427547584,2.4867361220235686,-0.7235042814140923,0.3534794938554764,-0.9881496723575002,-1.429165050786129,3.045562462078575,2.7492572913842355,-1.7807971545438024
YEM,-4.336926239801946,3.09414512123369,-3.3494252702692213,-3.2983649251641434,-12.737055566477379,-2.920746728800538,-1.404763028702613,-0.7164270761013086,-1.1659341078414083,-2.918499869931671,0.6267000208565662
BDI,21.45507703044249,-9.213186739193107,-1.4059751016714557,5.103655079766274,7.845751457400527,1.4874175278666117,-1.640392678221836,-1.5475699882724243,-3.246730802359377,2.8478019226703317,0.8706896356313465
CUW,-7.955215387589332,3.204169955765359,6.885220455401047,-6.251114070911375,-5.897951255489268,-2.375321577623915,-3.798065914911226,5.1290867171189065,-4.647248430917005,-6.122463581379493,4.530068059560243
CRI,13.63564242761931,-1.759105752863396,-0.7410485358855026,2.45115755752396,-3.3533968816231736,1.0069509647748818,-0.6098726466644013,2.25901187182279,1.2986321971731212,-1.2235835778105264,1.012738081657719
WSM,1.521326825824843,0.9940719518637888,3.561147616599947,-3.984817267021033,0.8908105115293785,-3.837519128904909,0.5681863058073116,1.2375214428815344,-3.729246131896929,-1.6119276959318711,-0.002798019051946498
NPL,22.759436414795125,1.933561218711741,1.856477405587942,-1.1170004486548217,-2.009438136295851,0.3361106257840961,0.7972173934528438,3.208963213128764,-0.02851955519795223,-6.231256362730624,-0.8097423437663162
EAP,-5.993731629436907,-10.145332656715185,-4.443775269373422,1.709631734547226,8.988856247632674,-3.7374422477534783,-3.2023857612717705,0.5224181891006255,2.991324664193888,-1.4680838606795492,1.0838337416197656
ERI,-6.912347586149358,-1.2031234360242948,0.23379889039291693,-6.24558108060898,3.264119356613048,-1.4628129009329964,3.835947839560747,-4.187531121109771,8.775018091166045,0.5527574965074321,1.5152994807719442
QAT,3.6207756698150644,-3.005019898673354,-0.7844716796232039,-5.212263010050157,8.973886864949602,-6.616856625872678,0.008383810374523043,14.708424283782819,-1.3028173696915555,1.4194206120415558,-4.034358490056847
LDC,-11.427835035442815,-8.378449289657407,1.8772575949100436,2.1748035922161395,-11.824923410163425,1.7223038599118394,-0.3819613439030821,-2.415824790282963,-0.24314697545282785,1.07396545583525,-0.856969072516572
UZB,-12.378322719331344,9.789022840042172,1.9931137699093122,-6.989239085469827,-1.3711704191459357,-7.346017244635733,-1.963860031559458,5.034301340118297,-3.58670040063094,0.12460106802863449,6.710093275120014
CPV,10.51263407045979,-0.4376874696428002,-2.65746641007739,2.0112566365217455,-2.371114082482227,-4.71307186625795,-8.613383704600542,1.7910692378736341,4.277534769986916,-2.3650939093207874,-2.7460782009204525
MEA,-10.413276065314275,0.2671404838257547,-4.013758250217126,3.6141924022210756,-7.29750955055688,-1.5091992699155545,-1.9927289737175844,-1.6475227949021596,-7.833932739858715,3.2752233365221604,-2.6484989641149697
GRC,4.24527948656289,2.7036841140313355,2.420644728630288,3.318443906500701,1.5448466958253535,6.757290652286518,1.9843274038782721,2.8227802140697418,-1.130762569001474,0.8991248885175057,0.6663519372877126
BEL,-8.732483124285032,2.78282399269269,0.9489681199888664,-2.517114104080992,-3.1457104363891144,-2.1505420002154674,9.106378814403953,8.087937431617986,0.7384656174481715,1.675359565488621,0.531574694797553
WBG,10.269517976838808,-4.175347901301936,-6.345272352500547,5.5238749835566106,5.271349228158822,-2.3080321605937892,0.07699856238233277,-11.025754311813616,2.3980795277335094,-1.278387555367712,0.717754367536479
