Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
MDA,-2.2119378426724525,8.621920230191808,-15.696246890229158,-1.5837355772308221,-3.8988340119607456,-3.284348223023632,0.7561886486980431,4.508188760412773,-0.9725527303402237,-1.345386310462725,-4.672321005182244,1.4391485428053472,2.4876368268209066,-6.424442035253177,-2.1701194415070515,-1.3608602065552307,-1.6519912049740308,2.993294630582451,-0.5065721238632042,0.791255593115209,-1.2664368122770338,-0.9474348218665422,-0.09955253694513276,-0.6271573483593925
GNQ,2.543426040590544,-12.391404394148099,-9.214664947784303,1.2109481167304013,-3.9995239020438524,-1.0128593413179892,4.500022257209899,1.877866909041616,-15.940806463407297,1.1260609433735618,-9.264770779483634,-0.4527703338057662,-0.9232892349851975,6.233069449604789,-0.8861849914052446,2.363344787926061,0.13467939756002986,3.0226403640914663,0.8399646084647079,-4.769408868217957,0.3713838081117881,-0.9136474859751818,-1.6070394147316867,0.7789702150678216
TMP,-0.14061971847827387,1.1081710337593103,0.801884968374227,-0.5876901236781393,0.7991998579976565,-1.454909279058763,-4.0597789669026305,-7.4225287444408705,7.20169323807883,-6.443480793803827,-4.235252065431031,4.604517866407151,6.122315897238421,-9.192698744236631,-3.4060887138055014,1.2396653092548344,1.2156703347649542,-2.2609822352607707,0.6593216308065835,-1.81278135324881,1.8904926736392276,0.4483105601383327,-1.533141255818317,-0.8568053808888981
TUN,-0.18685205576674913,-4.338575890453968,-12.41113574139935,-0.38610474474622375,8.231768336224546,-0.8509342869533315,-1.5607696027528681,-2.8352655777285274,-33.42780656005281,-4.412899631767703,-1.5024836993996107,-3.354685189725881,4.664062597599232,-10.685903419988156,-0.45314378867331184,-0.9247356260574218,-1.6315497679483177,-2.3503120151606676,-1.0875322538271437,-1.0948081428562662,-1.371764467145316,-0.7491463917038377,-2.2893127308931986,0.5841714714015446
YEM,-0.4681263934507933,1.1532778425114398,-0.8302028499351705,-0.40771493529493946,7.167692225012538,-3.0922422373370657,-6.419348906213008,-3.8007386854407663,-51.49881948080746,-3.825886045436266,5.343579746024414,-0.0542125398490067,1.6767323966954268,3.4177851176269716,-0.37232671910576365,-0.379432082878485,-0.9333099179000635,-0.5418160303438314,0.6165341984701287,-2.8554309872996377,-1.2139067540883346,-0.7571805840171784,-0.08054286795316679,0.15961250914454814
BDI,-1.0054038480983576,-6.311515843787605,-14.97035752641756,-0.8132681241931398,-48.70627486179049,-0.682441934715764,1.6161505561652594,-5.052411832913261,-71.03999128669676,-4.8284481974012445,1.1863657978411586,-3.286810640351545,-11.274058914494555,0.26349881130426867,-1.3358225807704074,0.9502502143497941,-1.7031800588932686,2.9146973270677026,-1.9270042212754506,-0.4455247927899899,-2.5623200425839756,-0.6958747492914742,-0.8730661071049237,-0.18675737335053236
CUW,-3.363878037108628,4.477433854711586,-4.66726952259941,0.051815193909483186,10.12393878493191,-0.3562685509583542,-1.1595302359844961,-5.134285157434319,0.4547603522473852,-2.919877244727863,0.9122054183402709,1.4186072277815853,-8.828440922830616,-1.1360904811119688,1.8537567112367055,-1.93465904867075,-1.8197711297810841,3.2183443532158567,0.1797800343705761,0.9389001688275336,1.2777283659144456,-1.8970973853355826,0.1687486606040662,-2.032729056541906
CRI,-2.1817011599216443,-9.587359864013488,-8.155677250239837,0.21523036909564508,5.678460260735242,-4.297465283568609,-4.779802236421797,-3.368980733301715,-43.67306717879857,-1.4048387546350336,-1.5483191171302446,-2.051234730783509,-4.390285398349205,5.477221563491492,-0.4946496512570655,-0.793174024900972,0.2071015580158727,4.768082539075557,-0.46364064644086644,-1.296804070263086,-2.2328882030701904,-0.7387566967812838,-0.6645184841271453,1.5410535461741932
WSM,0.5385089592274587,8.745631895461846,2.104326198046704,-1.1903714431782277,-9.139057704471124,1.9296004521501955,-0.932596887017676,1.9450868652262412,-46.13765979627763,-0.39076386048554385,-0.5873440439688464,4.381049886899156,3.136733496193057,3.4020251365677914,7.191349138674416,-0.9205068560807306,-0.9146976348726682,0.368939558474487,-0.5359581782677652,0.3600359282734349,-0.470784480948073,-1.3652379694663601,-0.8088519932603304,0.0758312695189739
NPL,-0.26180944350158797,-16.887263311565373,-5.89764643263305,-0.9381700220246999,4.889431192632393,-3.1786290854079318,-5.598243759691936,-4.794098939248001,-61.59994877367593,-8.059432505318558,-0.46464692419621234,1.8067580457364054,-5.937347461353321,3.404165135307563,-1.9368209779272396,-0.7177412105891661,-0.7702773257119772,1.794480835053168,0.28904343746679917,6.592359416015731,-3.5887958881852384,-0.7477081282876561,-1.8228240484626095,-0.2547997114283765
