Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
ARB,-14.061082972660058,12.831123342007425,0.8448555975143439,-1.119470186718634,-0.4124847485191517,1.8091003324436656,0.5958520445018093,-4.9540725470319185,-7.066547817737705,5.691367132130022,-0.294756543164708,-2.7539135615252506,-17.53667752422897,1.566602133928368,-0.5006278835948019,4.1253070859490215,1.7406142990623397,1.6439424185901947,-0.09049866303539306,-0.9797868958972527,-15.768932379317459,-0.7174677389484398,-2.023419366549293,-0.28875573718629505,-0.32103428280621976,1.5041640971287282,-0.21402081158994546,0.16326870799810037,4.224051111138711,3.0636535265421068,-0.6620443762803823,4.895053959628909,-0.10212596362743663,3.52672501524603,-0.3818107767869564,-2.963721463844885e-16,-4.909706818311263e-16,-7.16790559776534e-16,-1.7638348009851791e-16,-1.2866135986310224e-16,-7.066585142326142e-17,-8.923158287491298e-15,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
CSS,0.8359832615563884,-1.4889803048479666,-3.4832558718096553,-4.297284053667461,-0.37553466865046914,-5.2132001152590615,-1.106295163947556,-1.6124533730287292,-1.0783963111609383,-0.9012151368563458,-0.624929789823628,-3.2552910296570126,16.903704327376477,-2.6227400129703047,-1.7473127103988702,5.682936933766028,-3.958076667493821,-2.321742262307254,8.71164462309385,-1.1660405805784855,0.7813884319630217,-4.237038777904397,-1.2157622960130345,-0.5065887803232976,-0.15319433125763385,-2.254599087011601,-5.995455626927611e-16,0.07802063811300484,-7.196014261927284,-4.5594236977413445,-0.2366940060902127,-0.5556149018884993,-0.21246084795433137,-0.3569937882987265,0.44863867905852606,-0.7882105415778009,-0.00887860356986907,-1.1212831758807278,1.8091275110291685,-1.2866135986310224e-16,-7.066585142326142e-17,-8.923158287491298e-15,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
CEB,12.501733821136666,-4.493339394496759,-1.5203599421594898,-0.7331816634934845,-0.22042058653412205,0.19129117784158012,-1.104524736359917,-1.0550362927626356,3.1574727737419837,-1.2901453366196711,2.0467825150656536,-2.354766472589259,0.28519116815647894,-0.8341863573115301,-1.162829995765771,1.007349722925084,-2.797869187651042,-3.6056653494720026,-2.0199830353313213,-1.2026402012578799e-16,-16.57248093392081,-2.7849345123531393,1.9829782074736835,-0.38176413821171673,-0.26906583696219294,-0.6911636029851921,-1.6156919120523654,0.6882969984520029,-0.5704814419407209,0.01329895572838504,0.0055856384772819115,-0.49460235321431045,-1.0021754305968775,-0.44626837437334904,-0.2751216088331721,-0.09953259010581467,0.21117575448696868,0.658518542820294,-0.4797255751951119,-0.1591512492058552,-7.066585142326142e-17,-8.923158287491298e-15,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
EAS,22.1216123669811,29.453814599985694,4.2660851711830645,11.940713534843272,-0.5254792164293174,22.068209353072373,10.066435223018233,-1.2182674367592363,-3.8172432735561945,3.6064983716975494,-1.7873727978991747,-4.382008829833492,-0.9484252166211019,11.516235354018603,12.976820729776229,16.430367717225536,9.000960210903758,9.18903322415261,-3.217755436109079,-0.39452896408538296,10.246928154496574,36.56731936665757,10.75226645827981,-0.17520905961549546,-0.42043904258926945,11.882185236491514,6.617133790335455,-0.34638684427928573,8.988672892027079,1.2026971622561367,-0.06000428121410516,0.33946778241804765,18.054474677044382,1.7950440819121003,-0.5537878020376304,-2.963721463844885e-16,-4.909706818311263e-16,-7.16790559776534e-16,-0.49357813518752097,1.328259884113334,-7.066585142326142e-17,-8.923158287491298e-15,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
EAP,20.159333154541955,23.35998319206653,2.712361615354696,9.444759375145157,-0.5346741800322924,17.896653277968706,5.0250503267556414,-2.050491167663698,-4.6591165659206295,1.7236483364728166,-1.194782621758646,-3.214042435922801,-1.9498049087699494,3.281681941482989,8.88812796274589,16.196471605145916,4.028733385394964,6.273329354213761,-1.6950988609919189,-0.34442774081712535,11.412750650659124,20.041993214823428,5.947894304748079,-0.14807358010580932,-0.3767039697059991,3.123691267098347,3.2051632048806193,-0.3804717840360272,8.988672892027079,167.18493481935698,-0.04603242082145146,0.32433515432474336,10.427863533855774,2.0883927830945512,-0.6351984767965515,0.42222546928640925,-4.909706818311263e-16,-7.16790559776534e-16,-0.48761802213958677,0.5662572477831562,0.00162780512391715,-0.7509859119149186,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
EMU,20.044009255922422,23.732262620621377,3.7170998683382908,-0.12042008384925243,1.2242527786963822,7.272443489987754,4.298487880608863,3.8684895666953296,9.921594445783573,-0.03944132344471364,0.5866914633437843,-5.75696774218736,1.8590579863176429,16.88678057504666,23.291479560491684,-0.18172728682809647,6.453197253039323,4.64382210094836,-0.3390058172591957,-1.2026402012578799e-16,2.4412618512413746,24.825357194770675,8.985499268623977,-0.5374544342976849,-3.4320140171951826e-16,13.730163679140833,1.6522384345267165,-0.08805161254209626,-0.2883891144785901,-0.5801211604127461,0.7247009618054363,-0.03476184736148599,3.0466782720767105,-0.5473196619503616,-0.23422631119308815,-2.963721463844885e-16,-4.909706818311263e-16,-7.16790559776534e-16,-0.514590707384194,0.9356522148580059,-7.066585142326142e-17,-8.923158287491298e-15,-0.28327029268018983,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
ECS,21.045094536580496,34.02039504328559,4.297228241039531,9.72957666980158,-0.045471485765863934,15.478260050951,9.474963632048917,2.353565413971763,5.368335028666141,4.322263056850789,0.3701977785457048,-1.3803140845511808,15.28379033625069,27.577489223381892,36.65310723002072,5.987124788487098,10.818615207315148,7.212086244963434,-2.3023664021894525,-1.2026402012578799e-16,-1.236772355515533,47.491998502542145,11.686998245122997,-0.47038002753338576,-3.4320140171951826e-16,27.12269223454209,3.088480753161812,-0.18352904666491757,14.062196268247376,0.77850063053863,0.4092776346559872,0.6681371808005829,8.61639810919601,-0.345468419677897,-0.2727467600243186,-2.963721463844885e-16,-4.909706818311263e-16,-7.16790559776534e-16,-0.34958269439027506,0.7005968343769957,-7.066585142326142e-17,-8.923158287491298e-15,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
ECA,6.898834979638705,-2.9838859704706917,-3.394472666499873,3.407598358692799,-0.323303397108371,2.254345350403657,-0.3074521218223049,-2.613665955355609,1.243784637625233,-0.03464030694234245,1.4472455103289261,4.900119514268248,16.349632837026174,-1.0909703633613883,-1.4030422951769634,4.328560649347076,-1.352016109924062,-1.7433843822905633,-1.8144363718543524,-1.2026402012578799e-16,-10.511842628229674,0.5216077742950015,0.22837923739464613,0.2091810536674172,-0.04550767573281413,-0.4034182796096926,-0.00780936618576783,-0.15158675341900435,14.061068968056784,179.36194818656705,-0.2143941433056837,-0.17613742962029016,0.06080282855453001,-0.41624875243446413,-0.4849855414254789,-0.045734359126375135,-0.45204066271861193,0.41878817757826936,-1.7638348009851791e-16,-0.47354033712925747,1.454910834787361,-2.4427464131264207,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
EUU,21.275186528167197,29.517170860345367,3.3877483420458154,1.0406501508705739,0.5781862774961639,10.850736756642902,6.468010288882946,4.098966938637272,8.082825195166368,0.7185189081310561,0.45757361303513033,-4.956587264245422,1.5101720106396457,22.108039279417934,30.45661830075095,1.1945184883768882,8.546084658922716,-6.453746538266254,-1.0563788800549503,-1.2026402012578799e-16,0.9549899527086041,36.94342613225143,11.065180846871911,-0.5337257681786363,-3.4320140171951826e-16,21.52814483582319,1.7871906667294124,-0.12643010984071068,-0.5704814419407209,-0.5800899429232239,0.6125248698103513,0.17732886481880245,5.136268310298898,-0.44814139600322483,-0.22702261347971334,-2.963721463844885e-16,-4.909706818311263e-16,-7.16790559776534e-16,-0.5135178793496982,0.8646999219752436,-7.066585142326142e-17,-8.923158287491298e-15,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
FCS,-39.5347078106092,-10.151971278164812,3.9762917039329944,1.7543140046786783,9.843214445130253e-17,-0.4504684940746931,-0.7437719196406454,-2.588069964585676,-5.394159123777267,2.154418466947224,-2.986518855047081,5.398175593649362,-21.454300356368655,-1.3805466323718554,-2.018615219535963,-0.6008150724106761,1.3207780007385677,2.0824124888237083,7.0999830610422305e-16,1.0081820249473814,-0.5075509858375399,-2.3640355839992955,-3.925806040826111,-0.07400805668273507,-3.4320140171951826e-16,-1.5416810960258285,-5.995455626927611e-16,-0.23446238046028006,34.57069394490151,16.989043810378654,-0.4261823546164714,6.836772927452003,-0.20092640307569165,4.271211243827159,-0.30008521183625914,-2.963721463844885e-16,-4.909706818311263e-16,-7.16790559776534e-16,4.217306596690684,-1.2866135986310224e-16,0.1494612000343229,7.182680156565482,-2.8769648403155596e-16,-5.20160046722527e-16,1.6499147727068297e-16,1.5805384100682556e-16,8.272002611506375e-16,-6.614094614788166e-16,-4.3021142204224816e-16,1.7796222012373844e-17
