Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
MDA,-0.36944348006974836,5.311699631489007,-7.484612961025611,-0.6337519330874429,8.546866268793519,-1.1075016711291341,-3.4074634224973352,5.357241471838571,2.700756921114531,-6.314086114937123,-2.883780531514899,5.554277325010434,-3.1453809532196706,-3.3876223997773467,-4.097818126700563,1.073064868893615,2.0398699119855217,0.12439665824917401,0.22817568719067127,-0.697938059835667,0.8396522287890714,-0.4268135618389831,-1.0871654071913563,0.4950601753300231,0.04053709762583599,1.6993813200205985,2.216760829181199
GNQ,1.6637067405748955,14.583601346179238,-1.4062504623997651,0.7169238318255777,12.807596982074129,-2.167869741888474,-0.9538476009877871,-3.7232669615063356,-6.044162275682992,-5.874046204811925,7.753072720181455,-0.05269304082430104,5.477884603664055,5.674563464580361,8.636925272160212,2.106262598021389,2.0003178986977876,1.8531598407757897,2.788249312910975,4.455865222708484,1.271695773311793,-2.330240092650646,0.050766671139854336,0.31048130034360644,-0.15965603936072156,-0.8056032338383223,1.8330062566410799
TMP,2.273943920850149,3.5715067885671976,1.2958453188347299,0.5298855681994145,-4.4253569657390575,-0.616088281000291,-4.905939307991097,-4.336198911462932,-3.2312062668217236,-15.370422909196455,-2.526124198407216,1.1224518656870972,2.5643512991158826,0.0660216247793163,-5.520290823769542,-0.39602581581495966,-5.505389186434357,-0.8176337731384332,0.41780391087435836,-2.2156852651623775,0.1234229202013919,1.5531711901121188,0.9786009111388428,0.023684405528504468,-0.5151234916209264,0.6298450670027352,-0.9972307836938246
TUN,-1.0559070180632117,-12.995052233626332,-9.637534199628798,-0.106448390653018,-12.095560003704794,-0.4916761727375188,-1.4387696974019082,-2.3915285405768936,-43.096193699461715,-1.3333911471070223,-1.802431322557144,-2.7362433473576546,-4.663499508759769,-2.038765140552725,0.8617316964574747,-0.7638220605825683,-1.7934576155642377,-1.1578683822873506,-1.0325270189684619,-0.5722195058656914,-0.3462864362298711,-0.7348947115383102,-0.7427598733144724,-1.2114478121390708,-0.39327618581525187,-0.2915618459549012,1.026008068139566
YEM,1.6243504198948693,2.803405198076331,-7.71453397331967,0.12423536103168505,-3.701968674266734,-2.8405272235767662,-6.109675772625505,-5.218486985920368,-44.60229689226128,8.35025473485411,2.3800302542396032,-0.6708736780362162,-0.18684662232280425,3.53980719822635,-3.489144742749144,0.3103541382206006,-2.4943876897051407,0.42895964919986246,-0.7567158155812493,1.2248041157234568,-1.2473133737000055,0.707569993879877,-0.7567232245387934,1.6201955848004315,0.9383783213811666,-0.4260419014604703,-0.20861752230996375
BDI,-3.8977396973010667,-7.745742622994774,-13.671047873865154,-0.5155755619185975,-71.82068966171585,-1.6387067918712463,2.0874428546105657,2.9112694499820426,-52.26392570668978,3.331178127025069,-0.619695668184977,-2.1410107653737858,-6.414378861558237,0.4602768962399326,-1.07386864994071,1.1722594222474323,0.11519607210142452,-0.19868718273878283,-0.6328045909233866,-1.3838213938644206,0.15308754143890924,-0.9669258748196695,-0.42987595742561957,1.7527776758162692,-1.8992500496129268,0.6190651596019683,-0.004320793858748063
CUW,-4.104665048867193,10.923749012374065,-7.9026035805598145,-0.3276889793819729,7.739277321335115,-0.39765023442554126,-0.15974725586617122,4.9340318194485775,-7.580866923894142,-7.752386886681763,-8.966395006342072,-2.7649688941689647,-0.06146081789226032,2.323968077626794,-3.1911692657705313,0.09742438303503406,-2.614312777648505,-2.8796423833750535,0.0023915557917503216,1.1225963682018245,0.26675898385161717,-0.015650172634865678,-0.11850062012976104,0.20073575559182688,-0.4787215378564338,0.5324267751269306,0.6060272967187302
CRI,-1.95476998150916,-12.069868640909727,-8.745223672071782,-0.062305998318374446,8.599019326745683,-3.995792719518933,-4.48434396889613,-3.4686817704358335,-39.69464826731247,0.21899499790993396,-1.0684170097299512,-2.3238292378915517,-3.5145606506561045,0.9008496169998563,-3.4645126019057333,-0.5876018838625755,-1.7229010097005732,-0.4468072872970441,-1.1236669582779713,2.3167712949349717,-2.5347198407461757,-0.369172084170499,-0.7494599298771952,1.1921839605624798,0.47542989099137944,-0.4077677263002284,0.03577946538822093
WSM,-1.6429971804230732,-10.64304624109489,-4.2359428187409245,-1.3945373891875172,-6.511362224720591,-3.058014862839439,-2.0647154436421213,-6.054324326639831,-44.747161506383634,0.4200788831587303,1.8209719100577204,1.509907874742816,1.075062301557803,-0.22021515603688524,1.0574331242008286,-0.7569027210294608,-1.5816045066643531,2.1595580851637455,-1.177477290444633,1.109542660480272,-0.6186863009688879,0.20756183534527078,0.061108605481114964,0.07624076390010127,-0.2246561337806362,-0.7188777287169991,0.7831601763916791
NPL,-1.279223046432857,-13.923278868428605,-16.803828973747695,-0.6360831348933308,-40.513860938607706,-1.1805053931090554,-5.467616375277354,-5.935063676139423,-53.74589049658398,2.375233457831393,1.2293798946748868,0.7768015841445597,-10.502220280785249,3.4571495157810914,-8.436403277672404,-0.5085370441735438,-1.833438278879838,0.7298385170631063,-0.36890308250950415,1.7265307750361782,-1.872968193298259,-0.8610714726851636,-0.7527188440477678,-0.3203110044729362,-0.25281668333198304,0.2994792898449367,1.6208195215300614
EAP,1.554586036326466,7.498157804695678,-10.938249294483265,-0.5206246834593867,16.779132746040194,-1.5904063339778804,5.119853069549039,7.037588677053176,98.27299128783986,3.734648549594348,-2.790390922370631,-1.1118097627367907,19.032026082384615,-1.9143759995949003,11.944727351397042,-0.9654541734836607,-1.8103047172677247,-2.046596225469494,-2.313125508159366,1.6663711153481389,-1.531276191088537,-0.7591480806412891,-0.17245179860526838,2.2876696993695598,-0.4852495466496167,-0.2792453165741161,-2.4454959564308525
ERI,0.8810829588814422,-7.6401140945345,-0.12722705038228366,-0.4472957452108302,-19.402513281715677,-4.72993489319708,0.9184095043781524,-0.7146695421666007,12.293038489970506,2.883441481905753,-5.9798373206205175,2.2955588807480343,-2.117622979802462,5.510276614890679,-0.8238783953672062,-1.5129815478256379,3.78180997897333,2.680990337324692,0.28989653154253203,3.1114230058976493,-0.5372925872813462,0.8061977435879912,-2.3065136224641956,0.8241123495561882,0.2167374634652457,0.1778027396301,-0.1205136616987018
QAT,-1.7539755730131552,26.00866969170993,9.72244760920696,0.39762428527289917,9.940816587771542,3.0816972889500667,-7.012140035399738,7.872091238968495,14.167636599644219,-5.197602524159511,3.420054793291965,3.314548040419295,2.4253085656551545,1.2019717405840027,-2.2938752129640854,-0.6890289351885623,-3.684957059002667,0.25023135422796916,0.26814161578355133,3.5675739517626743,-0.059510998380086055,-0.025121862310327703,-0.753009759430287,1.007539644335286,0.2753678171422419,-0.7343166232463592,-0.8805258516590171
LDC,3.5592428367581608,0.8072510757105462,-5.60069076457107,-0.5603303780623355,-39.92135754601804,-4.528813129820395,1.6938905151609183,-2.7071749329361614,-4.580044691009759,4.114759545241113,-2.1837685615088667,-1.2571827747805528,-7.567617888495812,-0.6878647197887283,37.272243577028036,-0.7106984897852491,-0.7591299395894142,-2.6171919685941027,-1.2968125548634049,2.8853641133596373,2.355499372853624,-0.840351441290361,-0.47905704290998175,0.7429788906071452,0.5198806336511246,-0.20213784772329768,1.835628680018038
UZB,-2.8462215651960108,9.75982455787181,5.602038172827209,0.06530378972540905,5.9378424274151,-3.781957269979998,-2.5511576053963108,0.03453416515434249,-12.365727393170868,0.8513737814453081,1.784452164741898,-3.8109869439670945,-1.6119656834867315,1.2173344318842216,-8.425703011879634,0.23855421757511264,-0.052711355110350105,-3.3106435173122213,-1.1508155848848958,-2.513571302430856,1.814222771437383,-0.5601846135013226,1.7541192668355636,1.612871984579941,0.13246144054349043,0.39859099404074316,0.17731649675481573
CPV,-0.8402705848729392,4.004304403693776,5.8159361986464555,-0.8762834487796745,-8.983934571226529,5.163805266305892,-8.364715348268188,0.1588324946381955,-1.3745853259635967,3.3631805291692336,10.03174326836824,0.5264259974456853,-0.9187450216948201,-0.9890713758173535,-6.014963140733546,-0.005576457147682748,1.7072388532948668,1.9102481554311594,0.4621494873832629,1.0666906628650277,-2.448722077384376,-0.5523906749876611,-0.7636200558313788,0.8089497865770167,0.34909689626353746,-2.033297054083218,0.5389208381690114
MEA,2.559948230523125,-0.6871976447919681,0.9006745262558592,-0.05802369630194494,-7.575035099522124,-3.37894251807782,-3.0702445530701294,-2.5139188837253545,21.11154209683404,4.195575974394922,-2.8797059889766863,-3.707270165755762,-0.2007229073194426,0.5006554529833227,8.993321483866499,2.1814059658516105,-0.6890263378061703,-1.2042928672212658,0.08388235716523465,0.5756658901815177,3.0186181057411674,-0.599772881398095,0.11523347537710538,2.5470932921969807,2.38267207572826,1.144339803964313,0.05157322776687038
GRC,-2.1310188439237066,-2.561668586598912,-8.52576046045888,-0.5484121374886346,23.215475211260557,-0.17063084032417447,2.6334891281610835,-0.2571660088312133,10.412928099147173,-2.9074416196906983,2.3742681570018838,-0.09317966815963818,-0.4623720262335733,-0.2751892558863258,-1.2315633366987528,-0.46995154208544876,-1.5211002170744963,-0.4263786209829175,0.3386836831519433,-1.5998585205290863,-0.9139967881332166,1.1088060346646627,-0.6530697503872168,0.6626669436598183,1.0882843977824184,-0.2843035021788557,-0.13864809095873645
BEL,2.4628234526513872,-2.0008178448252245,-5.665107073777784,0.4528601435115979,37.38616142876959,7.030096553169393,-1.2059857522295347,0.43720610903921897,11.056684800676802,-5.379174843415709,-6.742162062373929,1.276540906257804,5.299709413867601,-0.7486449196538093,2.2224978340338795,-0.5040212066826375,-1.2226600651387456,-0.9598234027237544,0.6575817266311388,-3.7117273517334626,0.66060750690794,1.1698863272846394,-0.5980078256268758,0.36060149887208526,-0.9096549815254721,-0.025607020966756995,0.8020907974723888
WBG,0.41925215905196644,-1.3088380336601926,4.846365484677661,-0.022232831101625928,-4.905821881732305,3.541335051126421,5.33630421325644,2.109410759777988,-14.953871822215795,-0.5067686937867866,3.7542196314818868,-3.1717083741781504,7.441065732259165,-2.471328538167773,-0.09836854772265857,-1.1136601601147766,-3.0249442994914104,-2.083141881623187,-0.21234812795002334,-2.6402323167801174,-0.7839285545432056,-0.10247242438403681,1.8918083658434095,-0.2956479988090879,0.927268480075157,-0.13814122589265238,0.6575095440030778
ECS,7.360875631378341,18.845475571196275,52.49534198362303,-0.3302274813251256,25.60630868641047,0.79741503483443,5.228014513959225,-0.05595681768991678,10.386571583634826,1.8657807048115926,6.956409212588439,6.7207378568328116,-0.1144927664965728,0.23295032964504547,-9.119317677467366,-0.5182834458160434,-1.9035689713611692,-0.18215910098762933,-0.002623801394679437,1.2021783703554754,-0.5044130720646066,3.290028833068902,2.199955439190971,-1.352792331973091,3.020948084667273,3.335275743228175,1.2802346257265398
ARB,-2.3750859529522734,7.89313246938484,6.2025701474004675,0.04702481144600034,-21.59998110284088,-3.4127280853324025,-1.886358030427476,-1.2135518690686407,18.316457135367564,2.987758667692594,-2.882338865224457,-3.6326832029022773,-0.7875176626473741,-7.246517929589256,8.782356647249417,-0.8131130642890992,-1.2253548358994786,-1.9535191181204512,-0.3087533993421173,0.10531266898124603,0.6635264842772282,-0.7219692357393035,-0.05516680949194944,-1.180017746530041,1.3627707802482931,1.1444322412139436,-0.23093686288697163
AGO,-0.4700873170273209,16.623916012666218,-9.426982073995019,0.494000445746448,3.3266222370907057,-1.9734364981325687,-7.332387487298519,-5.007795591981288,-26.62297190522471,2.376020789427317,-6.86303090589229,1.2863539793167202,-4.607424718512531,0.5508065192780622,-5.3350393537076775,-0.7728163130862348,-1.978572766019305,0.20954218648065628,-0.6911384721801674,0.18985375760203804,-1.9250659085898758,-0.8354852530477846,-0.7541704631035828,1.7595239385264343,0.3704888926356881,-1.0942994463511748,-1.489150804442763
OSS,0.5034351705366054,14.325385784284201,11.054961214475926,0.35108788838236443,1.5433352856941354,-4.04389327792837,-3.723900904465122,0.6733504770596133,17.10313543605373,2.9185286997181517,-5.256152840594101,0.32420213400291364,2.524238081069922,1.5842258998585645,-3.7191352177652863,-1.2873240942164181,2.826173186269552,0.8344278233055156,-1.82916284806448,-0.9158000976000774,-1.2517853762977889,-0.7714597628950357,0.38612788605485576,0.1108632200493131,1.1967233371212616,-0.2672486782062675,-0.6043657316015045
SLB,-0.7565541746491714,-3.33996339090908,6.664121021639026,0.15720427309849197,-13.708054913930479,-0.18704249846966492,-6.416186278935008,1.232080585884507,-65.43598697331488,4.667904919461755,11.36415241162798,6.589700179125394,-4.699071283071166,2.6220693144876694,-2.408559481058197,-0.7539342925148156,3.0044329021223137,2.640147814318728,0.10024194770229022,-1.3708541426040473,-0.6626115158119077,-0.8853475167017213,1.4829394576176766,2.2010864937651027,0.43505202074688787,-0.7132920903253844,0.29077383625522263
STP,-3.3566721482198756,12.981078146213942,2.8376909754085267,-0.37307403627288543,10.481206916370299,0.8072910885628768,-1.1565128301522338,-0.7079306214754908,-63.837433919171865,5.172938545443456,-2.339922907629145,7.452941743156503,2.182680261497671,-5.076928311845757,-5.7515341151342865,0.008557877923797905,1.7831984295055854,-1.2057022492134517,-2.5886119550560314,-3.1919370516477077,-1.0605664247931061,-0.8077079013345991,3.035719192743306,-0.019379117665181855,-0.19071422906988122,-0.2995589299295441,0.14348240522703373
BTN,1.0820653330327215,5.734766949199622,1.814847007216785,1.1494479506403774,-74.75016330360623,-3.0149000367580063,-5.019603592990626,-7.2288429597258075,-28.205331289984112,1.4908143776049791,-2.556795606838513,1.8976992706634332,3.12552657574437,1.5410783780034158,-4.322047782384434,-0.59575358310737,-1.6820965920027757,0.7021848293643869,0.604288063200576,3.5148895203479302,-1.5545075955912537,-0.8517785996359839,2.9804901261943124,-1.0235282881114616,-0.8761258881286375,-0.5878717294729227,-0.018427648768754263
COM,-1.1136099284854146,-15.910593647163578,8.411612470739573,2.394321855415359,6.254054885279122,-0.10242535705288569,0.506185788317123,-6.249876331070747,-53.61108820342723,4.6813930537079465,2.930132921249898,0.7363917517806606,5.9448573130866675,-3.568316198197696,-2.1195126561842277,4.104006120260826,5.54381196539764,0.33003228900903303,-1.4030724501540117,-0.8225915303949066,0.20796580095387224,-0.8457501432655271,0.41376285771891064,-0.013544148070253448,0.038026357187614365,0.8166501849599282,0.6978497116827943
BEN,-1.6494713844613482,-25.090864472802686,-14.800184254427712,-0.3811472188449612,-43.56398519267744,0.14080644551616134,-6.30088816511138,-6.699651956005567,-56.34358363941057,6.198574890555652,1.155646829248403,3.955261954253503,-11.83907949634543,6.095729524500369,-7.637955934285114,4.104047446520747,-3.457215748538414,0.965134582076991,-1.197833732358622,-2.3668906452992653,0.5329943552209305,-0.8492117836882054,-0.7597323160077363,-0.3682650252214892,-0.47410255398266854,-0.2991412723023167,-0.5413647000354329
PNG,-1.2470340767368366,9.471128644428287,-6.274901523988629,0.21688133570902937,-20.376861529406483,4.210636161791584,-7.47656168914477,-4.212384993741912,-42.11646462339992,0.10488319986161099,-0.39822302483697225,-5.71264992996124,-3.2750666975629756,1.7265148775696793,0.019793366159358283,-0.7574953954545833,1.626672682185506,1.3098687443679573,-0.7577367622096964,4.515321635619461,-0.7758028259257228,-0.8060202883599775,-0.7421570574187824,0.5260489664320441,0.7844127818129998,-0.2905841251182798,2.474119647887532
UGA,-0.8732579570212659,-1.4262016231776435,-7.676885558367804,-0.5548437248598328,-17.92397600458958,-6.9547743042354275,1.2313591926335017,-5.33719007657073,-61.62599529975422,5.90218528454963,1.459787618682129,3.72273726398564,-11.228134245404332,6.0224506232393775,-4.009179297738619,-0.7690976838679334,-3.395714505614362,1.6612987583716219,-1.1607172608159235,2.111695538695228,0.6108010781768438,-0.8495464875203742,-1.585502846116829,0.9982666931151694,-0.27975221149071106,-0.19561308426275195,-0.5995580934517764
LSO,6.3279070690483445,-11.831841249557446,11.099224675912009,0.8344950618387281,2.396085995047552,7.433994478453831,-0.955731661546082,6.082927626373054,-56.19858332219389,3.6787783843818254,-0.8735613313416818,-0.16181248826382294,-2.7222938423081655,-0.14383575317951153,-6.376847419964973,-0.7540233114364769,-0.36897856894557857,0.37029810231494364,0.24726655346217363,0.17929180351138252,2.122243076113454,-0.8485175452351138,-0.7398135986451588,0.4340024754321418,-1.3960310690331306,0.3872517191117377,-1.1742237460965363
MNG,-1.3738711672125492,1.8722439650002163,-6.052913219301734,-0.004377571521445719,-9.4809206927159,-0.5997483913062209,1.6996350243161364,0.9899301587180688,-25.64463575044079,0.40624528233907453,5.58090871509876,6.165009190739942,3.982251760285234,0.14663236572135063,2.5460723512280503,-1.6041464213214771,-1.942867769544934,-2.9046965493105406,-1.3575199413018577,-3.1369458438144733,1.448424769526436,-0.5528686658468418,-0.6043780726335257,2.057543663055001,-2.2266422176278846,-0.8495230437955117,0.41560498570147775
KSV,-1.6036782220985186,-1.3709263764809763,0.6687536410681425,0.22922637855873032,6.525100395393865,-3.775724251122456,-5.234352789996177,-6.3277238960076945,-36.159213863703464,-3.2663462378716117,-6.857466563490677,-3.3926379790461505,5.566082318617618,1.3629921510232175,2.0930339487336607,1.0773217325286613,-0.6309668758567593,0.5236849096517033,-0.11465343807199246,0.414421036036707,1.408923127178059,-0.40217842693714756,-1.1285816785365463,-2.2782309279311557,0.0947552055734846,0.0513910728680717,1.7580628007047676
COG,-2.256735761896999,-12.437008461757191,3.1184648881382326,0.0420864058578555,27.26578986202389,-0.09975902507753481,-6.310033755394652,-5.386127017654032,-54.35880370802527,1.9286883247268247,-3.130819541239813,-2.311283447406104,-7.204067844112447,-5.205129892114253,-4.340712452532016,4.104047446520747,0.4849552603370002,2.514369891743893,-1.2291757732357154,-0.4871676107193988,-0.41535976725264756,-0.8305021714810022,-0.7567510740623737,-1.3226254484774225,-1.0374028324431999,-0.2969445086691054,-1.249232559124978
TGO,2.1996996374061104,9.954744752313907,-3.97865016138561,0.3183564690953731,-23.61478303166361,-3.306585529476998,-1.3176764081114403,-3.687971334268239,-46.06285090008764,2.780318677804659,-3.3434850437594466,-1.4318992068204235,-5.913398835629118,1.1558444885364239,-4.931562408784978,4.104047446520747,-4.257599862856966,3.1976495245826677,-1.1744707835619794,-2.051881480082027,-2.0152749536308976,-0.8476632550531169,-0.7594517590585562,0.2787549526873595,0.2685586962138561,-0.2965265459543955,-0.3225361432740453
CHE,-1.49863980954043,6.809438307502976,-3.6706545367287093,0.15979637455556833,14.094488044571522,5.274936763744894,5.631353313298145,-0.46475832278501805,-3.19125911184597,-5.668939795836586,-1.3737899786486232,-4.551343687650968,-6.563276458786588,-4.460168534875686,-3.1932556408129393,-0.7341739373781293,-1.3268437732762126,1.8801814378474986,4.864801251077545,-3.743640118642897,3.722407942888063,2.9853110744088407,-0.511353495705272,-2.067491900710289,-0.8998710465687836,0.2178409634329071,-1.0907738596526535
MNP,1.049952481227435,9.545775258132167,3.9874654826745046,-0.7770322162408221,-4.424416111716509,-3.3587174891098224,0.3451790706423786,-2.8804280702253147,31.147159777121054,-5.547680380449145,-4.639532063413269,-5.324953622471611,-2.540421379041172,-0.0446826177577192,-1.7034776215334966,0.7227445087106953,-2.8465284872370997,-3.983994080767669,2.9320100515807384,3.9239943361698995,-4.4491578345162495,0.7368295592663023,-1.5914108646308305,-2.6721083947243534,-0.4310418574580844,0.08157400178164259,-2.1244439610858636
LBR,6.5165945088786,16.024041720770263,1.3579090485032803,1.135494901579666,-41.155330516716866,2.327998784053731,-2.833053193770165,-1.1247048291764923,-48.05617860392148,4.0034306850932655,-1.163465121621246,-2.0742143797357295,-0.02560523149810756,2.488254138537151,-9.731413178774753,-0.7512043588474379,-0.8583919609240611,2.0485920324950766,-1.2133694820606244,-0.2443844977060787,0.8254200740727305,-1.8576332344616227,0.7760617433950285,0.27092739420323064,0.1641216358485425,0.6750747366415066,-0.2005548391631834
PHL,-1.6118268910110078,-7.304558464138919,-11.694460175211232,-0.36294783163825356,-10.052560186501632,-2.3007973516809077,-2.8048585257257033,-1.9249057180306175,-17.448259791064384,-0.5134362897355814,-3.5589960989856904,-0.6388010536681115,-2.803135886582062,-0.1967907947262253,-4.848708236394546,-0.613627892465332,-1.5994995066713882,-1.651964482875398,-0.6327474694729118,-0.4940135648521182,-1.9456596505472374,-0.7835715148360449,-0.6471172907791991,-1.3809033968892588,0.987565471054581,-0.29817346787228827,0.12745452538997423
MNE,-2.2735548462659856,1.9174176659109827,-6.926861114784629,0.9711789613428469,-0.7018791466332814,-1.2268390655365176,-3.1172391469090517,7.830705166692162,-72.28831623625467,-4.457461980944395,-1.5231658813042186,-1.594235475869659,-4.0025952199709804,-0.13826549667603194,-3.1188449294569978,0.837293835260865,-1.3333806573517073,-2.0372942971300203,1.7352568742937817,4.046341602900287,-1.3697779123940956,-1.4041243681023705,-0.753408251592145,0.6295363172155906,-0.3594938008280848,-0.25570089127899137,-0.09571330356282302
KOR,-1.7569657763527409,29.11476901016816,24.919793391755448,-0.16162745263379846,8.254860565914662,0.45975364382831796,-0.8466416514913453,4.66285575658851,-19.757477006611655,-8.174599643741331,-0.7135675834608904,4.1034346562849695,22.07264871748041,-0.10429027552832482,-5.791818744253146,9.687368755316543,-1.154247077509854,-1.4573618742936028,-0.8269188175767355,-5.341413408516191,0.46395340234087845,-0.35593031035400885,-0.5576584310352127,0.48242905102827977,0.13707484712435203,-0.29872826650002554,-0.8987479543655112
PRI,-2.1252298071466638,-0.5365709870514368,-1.5245807944412553,-1.3346039470326923,10.043878758968898,1.0462284479258108,6.820592973099008,1.293202491530649,1.2826768576268446,-1.016669757024983,-2.7281385821042146,-0.5114330912062767,-1.2193926920817697,1.1317186800804748,3.5894951825269796,-1.67970267658269,-3.1645149842515856,2.8208443885397756,-2.3988322032311222,0.2205823566905508,0.6199769850979207,0.12504820733582114,1.688291030449555,-1.7621567955509245,-2.0144958646415385,-1.066649078090053,1.4800399700557036
FRO,2.5890738253120853,-0.901060837966599,8.58017782091306,0.2870227925120577,21.64567512155784,2.795347902181426,-2.1432433663689388,0.9944802166488638,-20.650446846366556,0.19491781975802602,-2.089367918136903,-3.0137765206388574,3.1942053818122345,3.0157015186209364,-5.464503885904663,0.04586961481210944,0.347794910527216,2.9744583687899757,1.0316408043648608,3.171172175309353,-2.64387505193869,1.8389017101580265,-2.2694793540030798,2.0340441744459548,-0.5388532563397661,1.912494585076954,1.8746342066966895
DZA,-0.8154196898769538,7.943140234831489,-2.739887783105107,-0.08063889628144513,-13.484727319924083,-2.158216279831267,-6.671728719164402,0.9594296539069259,-0.4026608065591307,2.5059614378054382,-6.229199955921685,-6.711117278090994,-2.4746819779682276,-0.4599022106492096,-3.4486874929041873,-0.6871054715842343,-1.7683278111864393,-3.8284684588087177,-0.4830055347323114,-4.635778758341252,0.2917598287167429,-0.7609019293854986,-0.7103971632566598,-1.4542776022681194,-1.3314881824721174,-0.26822460222611577,-0.10800617906982735
SYR,0.868516465110453,-11.18684631365755,-12.238870490443052,-0.3584142852783382,-2.1586171374461935,-2.3564057518205446,-0.9499643290367994,-0.3388980309382523,-44.66018609331734,4.215538568074097,2.898455197068257,3.783906519575984,2.556539933576184,-3.6874942806176265,-3.1607598131021137,-0.6937955145889991,-1.779088355590401,0.9600900381124433,-0.9764809402481713,-0.622275630139027,-2.128089356694505,-0.6822951583454128,-0.7495211563215751,-0.13665938831206148,-0.4614125757178615,-1.0812171065829903,0.5283230715391312
CUB,2.6867081861372437,-10.81413176290986,-4.150115940910164,-0.14802774737854357,11.56789899469709,1.8947145314230098,3.080449911332276,-2.1478659480487816,13.854714339557372,-3.2817839955354158,-4.988425958328895,0.07696834444497036,-4.8685144901432515,-2.374692447447483,-4.284252831594387,1.1895810378988736,-1.8105706484147175,-3.9334353090689977,-3.697088528750831,-1.69288567564564,0.02873671508753438,-0.6817767482800455,-0.7415849666317462,-2.567776103807071,-0.887493102331635,-0.9896181901860035,-1.672789322600474
