Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
MDA,-0.5903060663780364,1.0277004901665752,-7.098468927284896,-4.707966411086032,5.587866434178745,1.820049882476645,-17.446826125333182,3.7849014191903203,-15.59940899893063,-46.47923204446534,-9.14815987457433,5.567763425819316,0.06571398321841626,-3.5769948810580057,-1.7304941199927413,6.563860568992254,1.8125892926246159,-1.9777859622634402,1.855479176122694,-1.4263584656506898,-5.975193385035829,-0.7931475724659605,2.699450221358671,-2.2307879944977898,-1.3958469600718644,-1.9896214127156249,-0.31617760846098836,-4.310955321960065,-0.23069651560709709,-2.2430421423581013,-0.21322057115745663,-0.25248040147650697,-4.6581329883136275,-3.6428840591147282,2.0351944163571165,-0.6591017838616975,-1.8155898794057275,-0.5426115951129009,-0.7467769431698207,1.020297559683802,-0.14973131138495133,-0.5945221673676448,-0.9115963811145319,-0.22717733021003245
GNQ,5.178145659978345,3.1434970615228783,13.053421689187811,-6.321528685591478,2.857167905128256,-15.742004249154961,26.272473462388042,60.34397334514153,32.041088394527094,26.483485436746033,5.882089201763295,-4.037724926894641,-1.4609178824951297,-2.117032695379342,-2.4151909071118043,-1.1013436262101564,-5.130324278106937,-0.1726031656995864,-0.5232888395001947,-1.3071711355155993,-1.1490364467598273,-0.20587905977669674,-0.8477729914816303,0.18214541977271037,0.3672138973203947,-0.901304227421204,-4.309348515504598,-1.1393090256853244,-0.4112483878547968,0.08433662410595749,-1.6934736637136714,-0.03202736736694721,-3.681544418847344,-0.4870219526713315,0.6790507772328276,0.04062763942463271,0.385755104858717,-1.3504758495540365,-1.6326335706501258,-0.6500408426131785,2.1217479085865225,-1.0308452968870307,0.04989545512298196,0.5935890857419257
TMP,-8.105578498017051,0.9157487012953602,-6.809976662733556,0.3951038275799461,-0.6427109685104497,5.4968897067992835,-11.348846173143867,11.65317986425365,5.320369331713313,14.609908344022665,-5.557077998056313,1.725694485008799,-0.3588331350860205,-4.555375332565537,-0.1068417601960881,-2.1769796321899095,-5.917540303072456,-1.203966991796605,-1.903491634370372,-1.227466649820729,0.18480346287730098,1.341099017208686,-2.0671273556504537,2.497021599325211,1.258970200280243,-1.172012754706717,-1.8643697631942644,-4.365704169212286,-1.818184378273263,1.3973554154654333,2.0508938492046784,0.8228928027264187,-0.14807133853014742,5.140187039207058,-4.8251778495875755,-1.2258801151336263,-0.3574920240789885,-0.1679508301703846,0.0026554601726379305,-0.6496851259931744,0.05851849816737009,-0.6180294378221693,1.3748577711342647,-0.8418042719625931
TUN,-3.4405737693805722,0.034125359962403214,-6.205375233100847,21.546325286940114,4.0113207590629925,-1.9532404500397544,-28.139090491286947,-12.170541776627843,-8.4949432334771,-31.01567426197138,-1.771749141956319,-3.0399718568966447,-1.9223595196762364,-6.544808522440663,-2.0963263002187293,-5.210486358706341,-9.895554762255522,-1.4244233277838836,-0.6277608388158111,1.7553535999153507,-2.3733875053963107,-0.8393477726329792,-5.107525611653818,-2.0750850765206517,-0.6393271405383232,-2.014003328779332,-0.5598211890552551,-1.7963442812171522,2.1383269502028592,-4.601949561360022,-5.249086022298453,-0.8595055480386581,-4.05672033500389,-0.8152915888415134,1.9912784869577713,-1.2857093282697147,-0.022578762359590443,-0.6040869487650431,0.7330508346678876,-0.9795268958142136,-0.6969772188210533,-0.34022960527819807,0.46064982159217127,-0.12148700915984621
YEM,-8.187447936572273,0.061267970404734536,-7.050170978684877,-6.4928169664522395,3.124994106622001,-3.0221376510280056,-16.550284925694193,-0.7292648457044941,1.7627278994081048,-33.79956629507015,9.497673861304339,3.965972025616648,-0.10502128692115065,-4.3666379191746145,-2.3882961239543445,-10.367377573263516,1.6555154769770706,-1.983187180946764,-0.7130341607577911,-0.4566098953784934,-3.1441234620832392,0.5627187309601756,-1.1948862492824606,-2.2697666892223056,0.36788921276149666,-1.9451395900675599,-1.7898541865095419,-3.0410211197552184,1.4463833419813497,0.3213343384329006,0.9112401100871137,-0.8368796091179659,1.018331933343346,3.0512244835065188,-1.5405849463239067,-0.21592231907081116,-0.746709915375986,-0.6046016300524222,0.29534296035237123,1.017020344912966,-0.9341026302298935,-0.17207098223932799,-1.5125818692061108,1.319487381545715
BDI,2.1464490905327223,-1.0236896853409512,-0.07356860218379818,-9.203308005443262,5.470735050050144,-3.167303140151139,18.301642751700747,-17.611273094848254,-9.51232600912938,-50.766511921855695,3.592824834424269,-2.8883744632146633,2.536067059363207,-6.032994381774539,-2.456205045997542,-0.20400790091300064,-4.143545604044007,-0.37549144897787823,3.6655554123354244,2.0553680438071678,-7.941242533388946,-1.0771579763749897,-2.087275569450264,-2.310253911236047,0.06356080253730079,5.258882577679331,0.26380316883156546,-2.184067535653942,-0.7439552438125211,2.4425768309330094,-1.682712258763864,0.2927701028760374,-4.782924859907668,1.6260807957622176,1.897613053346205,-2.393103013234177,2.1264199701638367,-0.396771062005032,1.8034541794067536,2.0894361133854753,-1.1231854985820244,-0.6493232104316222,-1.4607076495294795,-0.7581859339843919
CUW,-1.8187510700403808,-0.3445461402736403,3.826359329168083,12.081086342980065,-6.170518186867971,-8.486532039840869,-5.709023753174868,1.8396678820773555,-0.45892445389039715,39.72837712907343,-5.583800203594501,1.7151885796024133,-0.43911762621507555,1.6444129890985297,-1.5194094864370946,6.557778009842119,10.896699346409124,1.2087310305348045,-0.475716327477711,-0.7155923541759187,0.4518026190020379,3.4837066263853314,0.8693602884441618,-0.9972554188173395,-1.2215581883104225,-3.3294279588359146,-0.4615075401034413,1.1470509731244198,-0.1087633093374008,-1.2087884463321161,-0.14488253380591942,-0.3730305102831081,-1.0957624737589993,6.097442313781839,-1.8192933298336913,0.3256451361146969,0.9502502708013384,-0.06533433980917297,-0.8567317570768724,3.9605004304959914,0.15767344713713016,-0.20848163340787668,0.5363210438282436,0.513383470699481
CRI,-1.6307202277992336,0.1966511083243853,5.833034689252309,-1.0625909599187668,0.30212263147195295,-4.253976053464002,-10.040601579195217,-8.501011368918379,-14.816734589182923,-51.687580881376206,-0.3996158768407986,-5.147838319888527,4.180948377200645,-6.245399542381298,-0.9816240082900596,-0.3236420609681168,-9.714071978125224,0.3165456816825458,-1.6916724208217162,-0.46177907464199963,-2.292439514454317,-0.6963892804564236,0.31002041685488996,-2.171747562824517,0.8995376091495279,-1.4632874187564802,0.01934890879709185,0.5593711344169804,0.511432966751831,-3.0369091549662324,-2.7281487193126126,-0.9995392593615697,6.0354663868214535,-2.164201054084689,0.7366767341545816,-1.759250429432566,-0.119511271876698,-0.5435353015074798,-0.6391969057628364,-3.46978032775221,-0.5324111208873228,-0.2683024222544643,-2.6994400547214568,0.26598379342663336
WSM,3.6478647583976587,-0.5886890275696403,-7.527161540077804,7.27139716956497,-8.165500416693684,-2.780480453882355,-8.114431284181444,-0.3683388173077708,-9.459292760523203,-57.29418874362146,-2.842458029890714,-5.720564777455792,0.7038097201736095,-3.239449452242459,-2.1369676513572102,-2.712578952098838,-2.3204075374231383,-0.9652851415606243,0.3045841877544676,-2.442922241662833,-4.8049377542972,-0.6788751446328454,5.52040499649257,-2.2241985810013465,-0.4981840846941576,2.0315846225307124,-0.049686569724981054,-2.4672322829314846,-0.2479400615925939,-1.9487746710299438,-0.14108836292499016,0.44812690344694606,-0.9370894654673034,0.2612170961223562,1.6667574424818683,2.0292640512961886,-1.2270362451624899,-0.16651948424704632,-0.8314242773185121,0.8718699000375428,0.21888023842392834,-0.35722960326271147,-1.0938385419099732,-0.19732627925339935
NPL,-1.9706644482017774,-0.5053239407704673,-5.643941009429757,12.021519769793844,13.500772693670227,-8.057549710592776,29.190026170279918,-10.226883970672088,-10.731085300749017,-36.187877406483544,7.6385990658539,9.007064460803807,-1.095834508324232,-6.2455810693158025,-2.4337428954031237,-4.9369255459261545,0.03816168752373916,-2.059111264245724,2.3053555415180713,-0.8478206474199204,-2.7013581499805213,-0.8419005201419324,1.4281570062726852,-2.2139737908800825,-1.1189589065883137,3.3925832507938614,0.20874256970059576,-1.419676150067322,0.415469624830454,-3.835503001422989,0.9170512293952882,-1.2766983781220183,4.4858024476338265,-1.6484142182343964,-1.1615882804756015,-2.0037919911425925,-0.3108568152731443,-0.694734346921533,-1.2811920405562456,-1.1134381209401734,-0.8194416375342589,-0.6425666037846894,-1.3598220373609928,-1.2317464106260716
