Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
ARB,-13.296984092091312,2.2851489002835845,0.9022915245388048,-3.133072952277538,-0.608362260406356,-0.08630311286450683,-0.4258128628397977,-0.17021869422480299,-0.17261236399743532,-4.350470975356823,2.7792772880715497,0.505656748706943,-1.5030509498042128,-16.149097229833117,-1.7057825803220217,-2.6317609838077654,-2.001075278034183,-0.692999860030649,-0.240235606623274,-0.6894270881791225,0.1673463230501669,-0.7060422150374734,-0.2631788421520781,4.0608342642985615,3.6315105284028877,-0.7301258556711284,0.8952225656279871,-0.9601502360632783,2.9606857546519505,-0.026634455508406624,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,-1.6318389986220854e-16,2.439749362756517e-16,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
CSS,13.667033834842469,-2.8441474964074054,-2.761544168654237,-0.5924295351629691,-3.55183727601987,-4.474184825607201,-0.3047564923431571,-3.0126172665089093,-0.7064831067367416,-2.023185978945676,-1.2357332425158787,2.9398966626586294,-1.5182848983132398,3.9977408499774687,-1.8572313705232604,-1.4393756172617862,-1.1176820509812377,-0.21234845174211722,-0.275281420268685,-0.23642149189088607,-1.6108681601565147,-0.2897169252532256,-0.04974956113876094,-5.9012778512214075,-5.825224696332808,-0.2277142468928738,-0.2524190113894787,0.18175664199016311,-0.6013334734855318,-0.17661394824762353,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,-1.6318389986220854e-16,2.439749362756517e-16,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
CEB,17.73851665388829,-4.698943081829421,-3.849801576331299,4.256491178208783,-4.125463396070774,-3.7276688997897085,-0.27556786448634235,-1.2616451346024238,-0.5515073258312255,-2.2265554292187097,-0.8714874148250862,2.3107216986453563,-6.430261468257172e-16,-11.486052394929546,-2.62954222782642,1.2598466143785456,0.31335465148561087,-0.8439507913951027,-0.19611231421372716,-0.3275086819081524,-0.03247085702629809,1.350212639163676,0.1302176218260511,2.81088617320467,0.20715118014602993,-0.010734786550961176,-0.20211065414467208,0.0049309082094688575,-0.3418083787199298,-0.0367276871241059,0.0832207365011339,-4.2348385585527835,-0.3687852254259385,-1.6296100132215834,-0.3636506631884625,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
EAS,15.63678857256424,20.474051419266534,3.617392808728116,10.39656528531312,4.028799802623844,4.779286926799928,-0.5615315254189154,17.434096149940576,3.9644524521512734,-1.3658499641431618,3.8211852833269733,8.813225618017672,-0.37316527719868386,15.84601695360832,26.12676121080592,-4.734114160149303,4.009828758525416,2.617506107943136,-0.2611507858940406,-0.6514214617963755,7.5350492470443475,0.2767200675987549,-0.6330201416067276,19.748020178811167,11.891259430774353,10.381911991822616,0.30296621695164005,0.6694405403532442,0.36585835184196663,0.14225974715506448,-0.017229865093782673,5.902905629060424e-15,2.0561783568312847e-16,2.091555664145473,1.4936564841088324,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
EAP,12.100794281821369,8.990769091729655,2.188231606250208,6.958677788943383,-0.28670024302754743,3.218698245586497,-0.5773547079023369,10.407800761208666,0.3534487432318603,-2.4337563394836508,1.558484319662813,7.442781041283867,-0.3066855958941255,17.224717550693498,3.1002754279824085,-4.793182193193276,0.17303075538504628,3.3250921746049427,-0.18177874283051654,-0.5149681576939231,1.1632277551599153,0.1460873754080822,-0.2356310656979908,18.079933313240343,207.2942795365103,1.4874948476176328,-0.18176739315051216,0.872112686058953,0.3256761222118387,0.14225974715506448,4.803413902459861e-16,1.1491320512855914,2.0561783568312847e-16,-0.031566899427570204,-0.4093927661998168,2.1069246047310624,2.8821121770702116,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
EMU,31.587182647930174,32.81768064346261,0.12595459258667746,7.610879835713929,4.663275239283645,3.531224004585631,1.4186758839332407,10.723290455360283,4.19696822583049,1.5978469024769564,0.3518417409225008,1.8103960030287114,-6.430261468257172e-16,-0.8516908359191614,33.25500823338267,7.414387213481609,7.379893912258368,4.259943532674372,-0.2722046824957284,-0.694983772864043,15.824486331036994,1.1148588210330679,-0.24680370717717218,-5.604060440022988,-3.654412229038091,5.277898199119732,1.6424144676182832,0.8399879353377337,0.14168057499721343,-4.308899551568866e-16,-0.6725504564510951,-0.12312081390184744,-0.5586756863472893,0.9914579154239251,0.7968766078816298,1.567287426103058e-16,-3.631020196253287e-15,-0.2929604371512017,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
ECS,30.17097954802145,36.833458939935895,1.6660043045779425,14.674599405571497,6.862678754942617,4.2901859715167845,-0.01156746504870468,17.458220369286447,5.041102201515455,0.49398416240982335,4.8085404618559595,8.972379250942264,-6.430261468257172e-16,-1.4275048740104448,50.457110315087974,2.379230726390394,7.600701956187805,8.386250075920385,-0.2503924917342664,-0.3970720835769753,26.287987124336436,0.23538031081590388,-0.29051673291733804,28.41555014808928,12.691881881205791,11.55086972727117,2.5745830579728692,0.5677023073681293,2.031566426272428,-0.11556144120802551,-0.5529664069333373,1.0927253594075752,-0.41432713029070195,4.124184974065273,0.7456012217017418,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
ECA,9.914412351605778,-12.586228868518823,-2.771812785352357,1.9330382645506754,-0.8429202399255789,-5.942008100583783,-0.36983292949303176,-2.963655075960123,-1.071150166731889,-2.3054637266126172,1.02164224811019,4.366910960699365,-6.430261468257172e-16,-7.0774448975125175,-8.731216734092026,-0.6427883283432362,-0.7724367013558051,-1.0005113050732568,0.3485901221130879,0.8038532885640471,-0.9570265874616806,-1.4599894627871348,-0.5224115821478068,17.274277492484398,112.60784572618026,-0.5033830630159644,-0.22672562819645042,-0.5910991814314193,0.708723209992815,-0.1352463133334832,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,-0.4945402451426579,-0.6103646632511323,0.16598165476580734,-3.049983994162968,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
EUU,31.086497751176914,37.54940267443048,0.6474394720383133,8.996725270915798,5.809891832497041,-10.579083076213346,0.6564844528615448,14.594231669812677,6.823019129064476,1.6232421214693886,1.440279193819728,4.028433535152028,-6.430261468257172e-16,-0.9719445073723035,45.34946099859725,5.360518594384241,8.405849762895965,7.441060547769762,-0.2557065591238388,-0.6227356514793031,23.26440268766797,0.9696039800749072,-0.28845979149211876,1.974274754315612,-0.02464556938971361,8.57591194016516,1.9064459213752174,0.8095201473017979,0.5993303350961733,-4.308899551568866e-16,-0.6438502845668332,0.4449061994961719,-0.5288274753810931,3.796311247323514,0.8128749343896009,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
FCS,-44.888969580518456,-4.93741308467064,4.7749132287308065,-0.7077700802984558,-0.629895809832616,0.20976701944322398,-1.9354690161914495e-16,-0.6144654735187095,-3.828319440306626e-17,-2.7298784284588042,0.46712497626273525,-1.7030939657434399,1.1436957601436244,-2.9049877240945907,-3.436329290311223,-1.7770765806408946,-2.514021980747811,-0.9138787417993488,-0.20964181360686948,1.948263494072942e-16,-0.3748556382220337,-0.9433279505718263,-0.46961319587893036,10.125447446141488,9.11859614027416,-0.2220074829688231,-0.2176206907009683,-3.4679986868048554e-16,5.898829679631789,-4.308899551568866e-16,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,-1.6318389986220854e-16,2.439749362756517e-16,1.567287426103058e-16,5.357729705613527,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
HPC,-54.41475206383998,-10.819032646479114,7.898783030098265,2.2075872165008734,-0.682816612165038,-1.3364070006936974,-0.5880609609598358,-0.9593491597105436,-0.683067073626181,-0.1885622245705777,-0.993158346087512,-5.879229070420813,2.4177818548953383,9.678635139479299,-8.512226115814135,-2.3837825802568435,-2.600076910579265,-0.8329471988260383,-0.20276909612351146,0.5330959640580317,-1.2691896565134555,0.15493246809231584,-0.46794903622209183,31.96596813281771,21.09288817345384,-0.218001214478432,-0.19096825981315893,-0.28508337695478236,4.784613278925229,-0.2633796355129723,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,-1.6318389986220854e-16,2.439749362756517e-16,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
HIC,38.16311177882818,96.0683549596626,4.663533025547194,27.945827452874116,18.691672118103824,3.783029435642363,0.6565993420326264,44.1462610542294,17.85121229094738,5.3708797956682375,10.388423870180173,22.192720526205637,-6.430261468257172e-16,3.0750776357067653,122.71546741776193,3.69447887290237,16.419699024348986,15.153619013887917,-0.2709295519628175,-0.6564015093913563,46.417940201847586,0.7397621453088538,-0.680465477373613,6.49767820724378,2.1763889185692147,29.660299419120246,6.470606303192203,0.6993564325862917,1.1152599882957468,-4.308899551568866e-16,-0.5673164928754683,-1.6729676799316142,-0.39231216743595937,12.975907225785575,1.3461255183581957,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
NOC,14.620944540986319,8.148710337391218,-2.2242528249637243,5.597432785543852,3.8828247086502348,3.760918739638137,-0.1591195231826288,1.440500615997763,1.1310132294400304,-2.8538993355191145,2.5087894934028383,6.323250470633942,-6.430261468257172e-16,-2.8757143590711,2.5756233563179043,-3.0190256824982997,0.814349754622769,0.6789745325946979,4.9158487782089087e-17,-0.38183415349713945,2.9916904212823745,0.9512374551274028,0.5780961450486947,-1.3444426099556606,-1.431051785592462,1.2249624844353535,1.0046916276180162,-3.4679986868048554e-16,-0.29036216515770086,-4.308899551568866e-16,-0.2611813261100084,5.902905629060424e-15,2.0561783568312847e-16,0.6454656270436908,2.439749362756517e-16,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
OEC,35.615572447219776,92.22449456085232,3.7686107294912103,20.092929296905055,15.422080413927059,-4.393756677647847,1.0685785668888126,40.45831690849584,20.763278340032148,5.959606727629582,7.0342006742203935,18.30069864533901,-6.430261468257172e-16,2.9360479132531228,113.42062524049824,5.2599665951138626,16.29256931487028,13.727896304900316,-0.26965442142990664,-0.7072504164137833,39.34226309753026,0.5862628379838764,-0.7570935988031698,0.1359279886273995,-0.7943996469004219,26.43936781058116,5.19578120305302,0.827234435369283,0.8022715962401108,-4.308899551568866e-16,-0.8399681257759559,-1.6516842741560547,-0.4597604361644391,12.2673585246573,1.405240444929529,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
LCN,29.26065292762454,-5.140331898924234,0.6047005784813554,5.0305439351565235,-1.939395760456306,-3.1717653937424624,-0.3684210713161384,1.3493935431917792,0.6762641984924916,-0.2720896413708678,-1.3706084635490499,-0.7945851222897838,-1.1228505231279522,4.072555460030429,-0.7919034895402446,-1.8145751676306459,-0.029185323609979528,0.7133798780391072,-0.21270353533936748,-0.17732093075427854,1.0680445554864497,1.3364926404046953,-0.7713653255427328,9.020348397256592,6.546155949303256,2.5258504056927817,-0.16565154721888276,0.35643489311497734,-0.4990063998317323,-0.15904493178569432,-0.2803147740328497,-2.3040381428783347,2.0561783568312847e-16,-0.6313195362453332,2.439749362756517e-16,11.017597911918024,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
LAC,28.47514628167236,-7.642514478617771,0.0912158626728834,3.1368821917231293,-2.941898504045323,5.330984847206301,-0.40292283784012406,0.6331533253710686,0.2586285531109684,0.45758950859985115,-1.2598321515106137,-1.8253044171150536,-0.9946148857837476,-1.5097861389234184,-2.7946443215176577,-1.961090382554453,-0.5363739198266755,1.9043037048950804,-0.1457345652739111,0.010190966585128863,-0.19428334298277217,1.4168808768267593,-0.7297085613806779,8.573495885470004,230.78279167197485,1.1691085358630413,-0.20187732088569846,0.40674790448917925,-0.5023981003642314,-0.16701601292474968,-0.270748050071429,-2.4101232742468675,2.0561783568312847e-16,-0.7247407587014216,2.439749362756517e-16,3.842711741451918,-1.7009294014891971,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
LDC,-41.27935056897486,-10.739873985149895,7.055825895821614,2.500380841726732,-1.1471989155461242,0.4585464542718336,-0.5907759770416497,-0.6722191376779263,-0.665490964323116,-1.5918316628912406,-0.12241009414364354,-5.274428447822229,2.4221820351544245,10.481347844528964,-6.946390952423911,-1.6749866579467796,-2.634987744070803,-0.4428874644184279,-0.1669235548674136,0.3986346789935711,-1.2837922298719033,-0.02964946544446095,-0.5761242172677886,33.84580128657505,22.963184736524717,-0.21802479687870527,-0.1951133767675503,-0.40006986058567234,5.273277852622552,-0.25318801092130805,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,-1.6318389986220854e-16,2.439749362756517e-16,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
LMY,43.167956934252324,18.40846596437612,19.920285954592742,34.45069108882953,0.678469693509038,10.491311845456234,-0.5630943757106971,17.82743994419842,2.823104081477509,-1.0527772175539958,8.54104152998438,12.315746398157323,-0.3324393908892794,8.715033148124425,18.486779385640112,25.938044905926272,2.548309404328522,36.62934079425792,-0.1691065557104988,0.08620221935061766,7.189703664720397,-0.029072424474673036,-0.5643400005723392,163.08599451655846,933.4335315014949,8.043085437842343,0.1302987502599903,0.043175792493574276,12.191233930178836,-0.05177186344854377,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,1.6894778261699004,2.439749362756517e-16,8.431160847259763,2.311482051181004,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
LIC,-53.53694985810013,-11.173889496479127,7.303812307116466,0.07860775047470245,-1.043382609037139,14.447191444276307,-0.596330409118257,-1.0697058580585845,-0.7103405637355671,3.3105573605191587,0.03335548534024893,-1.89030696346802,2.8027961236245407,15.305493136171961,-10.045614886711093,2.81492370547292,-2.643381333243016,-1.4033274921852008,-0.2165145310902275,0.41771612451539336,-1.1034833081485855,0.11377339301013306,-0.6166870746168386,24.494561283207737,76.77873664581423,-0.22118434045826282,-0.22713053051837304,-0.06181247280641881,4.039608161307909,-0.22734807457392708,4.803413902459861e-16,5.902905629060424e-15,2.0561783568312847e-16,-1.6318389986220854e-16,2.439749362756517e-16,1.567287426103058e-16,9.42023458695983,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
LMC,5.012975274941125,3.973505978442208,8.936335093283638,9.24435990796195,-0.3262805856960233,12.775157761066938,-0.5629841600165242,4.715889441266904,-0.520230655339732,-0.7820655421585336,2.08069196945011,1.938140397782885,-1.7721358575236583,-4.278168018921917,-1.9967445149319758,12.736627242806446,-1.6229560634171578,2.222276536001691,-0.14064536173019596,0.08620221935061766,0.17427268196454815,-0.48685522881447596,-0.5863486111835027,41.3129668052143,331.6418267462228,0.474656464558898,-0.18828508442445221,-0.4253056400325787,3.3504482874224726,-0.14193646882963276,4.803413902459861e-16,-2.7223586371365114,0.8589773143455496,0.969464011358613,2.439749362756517e-16,1.4353744994439048,3.0366568879315876,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
MEA,-3.0410228779622073,4.491207004882605,-0.13211978287016546,-3.8606495201545923,-1.0104182671044077,-0.6973994908843011,-0.40322725277925975,-0.09320109639018806,-0.22173729619928093,-4.152806865129091,3.628790368602742,2.246811474184961,-1.7869283087956278,-17.927275562952584,-1.0464474973030256,-0.90355839457245,-1.590715998695901,-0.5412816806862133,-0.24028569166592886,-0.6894270881791225,0.5427735679129606,-0.6072957027296991,-0.33329441460132725,4.644453538359283,4.269690205773997,-0.9247046299243804,1.0895129600671256,-0.8915952993504371,3.1242983729651574,0.024247734437337503,0.11192090838539584,5.902905629060424e-15,2.0561783568312847e-16,-0.3203735751940795,2.439749362756517e-16,1.567287426103058e-16,-3.631020196253287e-15,2.913791042596215e-16,-5.703323118437296e-17,8.475605041650585e-16,9.92114192218225e-17
