Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
MDA,-9.557278862907392,-8.265143610569552,0.2336975775804101,0.23567523892767092,-0.7432054869902645,8.194596831948312,3.697250193530946,2.7290024728000497,2.2904617835975354,-4.742793968377533
GNQ,4.416252499421057,-0.786096957536768,1.8836047757340204,2.8602434953652938,3.936715580249682,0.05837936244830805,-3.3902250882170026,-3.187287411020321,4.913172566121527,2.076678229556104
TMP,3.738138584741454,-1.968565786808672,7.579091939564138,7.227764113739457,8.92928795985474,-1.2081116303744783,-3.7007953796102426,-7.220568753337825,-2.08266514825546,5.625992220651041
TUN,21.170526738778126,1.8507921423238973,-2.006722613733888,-7.988783538498539,-4.539103581006714,2.817344204070511,4.173653168304505,-1.3400180556750152,-0.6033159930166441,1.1206001993714314
YEM,23.69798741866619,4.854982323379998,-6.14715769651624,-6.514694232990913,-2.219977051023361,-4.4074663494498045,1.6304013255830763,3.155392455176705,-0.5602624866143624,-0.19351819705623002
BDI,17.8470428673732,2.2993021192009278,-2.236158343210328,0.39902892232419307,-13.594957132965359,0.7839140900517773,3.3351855097798766,7.783595060479552,-0.6703606275161186,-8.744111500136063
CUW,-9.399463710637992,-6.935207993345154,0.23038939971694203,-11.276317382840388,3.6744900407111043,-1.5478472991839272,9.876116650771538,-2.781893406705607,-4.902932662081721,0.8690960426816147
CRI,13.879839739316463,-3.012750913834675,-1.2016348616840613,-0.04785908719020598,-0.7526974260313177,-2.6325064434738477,1.317405813472182,-0.6949106529926775,-1.1985337863064394,2.2969565786773694
WSM,-5.107574523311523,-5.318601516770538,5.157774889113989,2.4944654316404953,9.946609452342168,-3.6799479983236387,1.2752097863422067,1.9820599551326297,-2.4233651150710216,1.6141237477706412
NPL,20.91485732669757,-2.6350064472464334,-1.1204539072354054,0.3057531183574588,7.719554927754297,1.8883604582054558,-5.298878864597895,0.9428393944306572,3.0089820582199684,-0.15032733674756546
EAP,-4.677477722979004,7.984698771019276,-8.041101770945627,5.914161476973968,-1.3893558307719438,2.3729459533379584,5.534240462284375,-0.9998524862706729,4.75653999085607,3.5832134545362164
ERI,0.9024861304651255,2.6597450332607457,-2.4762014007771564,2.8296279866752814,-4.075445480599501,3.1786989532509713,4.632033678671152,-6.87475669591232,-0.5920216840985335,2.3569023026604246
QAT,-4.386018606878648,0.6376992916390494,-5.961738899587892,4.067980809643696,0.3729519524988281,-0.8539219129747471,4.9593869490934726,-3.707070228947425,-6.134856777424244,-3.7425308235375225
LDC,-6.845263461510759,8.086194576654515,-1.181855841549836,-1.4546834550205452,9.406307392033975,4.835633060995665,-0.19379686720973738,-2.659393689364436,5.058588712360882,-2.463614764456403
UZB,0.7323110744940918,5.8343606194841175,-6.287233302163097,-13.580913844388647,-3.850771458297235,-0.9090162891677105,1.1733671998248898,5.244076174429527,2.7337278454363236,1.9168618520560834
