Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
MDA,0.7699298631509537,-0.9393888249901062,-2.5470303406632993,-4.8229304648234015,-18.32590309678287,10.00297272273443,-0.5907562499917556,-6.131283550778518,-4.540467209343803,4.488148843405151,-1.769057342278464,-0.0975336214019839,1.7884261031405502,-2.4000986751366122,1.5332580382629681,-5.391942382527429,-1.708299353096351,0.5766139988935595,1.8050856447921437,0.6889200019574769,-0.7859805778342872,-3.3228540124783583,-0.3300074927337111,1.201454300016355,5.182930380101306,-1.2447021737175563,-0.06349023198565762,5.541361534090487,-1.6197963834684541,1.058861178105143,1.3314479204279321,0.06533828978689583,-1.7198671363601201
GNQ,-0.23453987634479534,0.9117763112842874,7.232523614685313,-3.704418773292567,7.8353111335755505,38.79622658229005,-19.787616815476593,-15.010284903479693,4.845415571257339,4.357441831217849,-0.9940215972067418,0.9551119828415802,-1.4957877322792108,-3.8382497038139123,2.7422327236584967,-4.081054483527502,0.7051894591110952,-0.3666050032175405,0.4710199648797085,8.538769465712994,-1.260133138223703,0.22871864834012628,-0.7623094235604764,-5.080095951684177,1.6051262535716668,-0.8874442410225213,1.4123551978635827,0.6517644744869154,2.939844933398271,-0.6879886656594073,1.9096647586441844,0.11952965432572327,-0.6133455205545956
TMP,-4.030999874105314,1.0064604643196444,13.035097097299115,9.342613421603536,2.9241185771044154,-1.5502381275088295,-1.613038385347902,-0.2851082713227435,-4.72620198635289,2.7516645186636977,3.530446706193459,0.0306780293946034,4.040054346157176,-3.9290731463088995,0.8331218324579002,-4.693287815120368,0.9199753305791799,-1.7681573144263594,0.6470160279163887,0.8437149409861776,-0.2714883819607318,-1.9531595911736483,-0.0452837875395512,-1.0275327998679196,-4.1055009516280405,1.245990416491145,-2.1390908785764906,-0.5075514398265387,0.8957793089592236,2.354756006082135,1.0614755010120291,0.07957187795214558,-0.15540222880178498
TUN,6.768780412572077,0.15982756383413585,-9.757924725394636,-1.878815696236743,2.645089392703484,-8.663387576552074,-10.220604538118918,-45.35597620210711,-0.4944398763755609,-5.187397316389056,-0.5362245796803148,-2.23584724959093,-4.475032209456692,-8.075033367776589,-0.9669774052040296,-2.8500343796155736,-0.8980450396444848,-1.7502717394448353,-0.20581685001609884,-1.9521497517110475,-1.1133975534660197,-2.015651783743222,-0.46260887637524284,-1.0156782169504706,-2.4860513151977894,0.07779872327167903,0.25500911308694535,-2.3568550756468634,-2.3760960511396694,-0.06441713000993232,-0.014564465459378862,0.13456458948698427,-0.33358239577034626
YEM,-0.6741996632065423,0.4420485395981689,-14.978203363343809,-3.2385392803140265,-12.660509278484806,-5.674417094576615,9.740602712294395,-35.83923465039692,10.113735110230664,-0.011753838888995949,-1.3818229880344624,-4.467267618919093,-7.209374097657926,1.5766273184480804,-1.7355778084981173,-7.278030608802144,-0.8192699305807798,-1.621999006034302,0.40638949981542105,-4.8675145873825905,-1.2425984148992633,-0.8575671361662942,0.45482154785876405,-0.7988461079949258,1.0783486617892186,-1.0851817737578104,1.4164622470515562,1.4951300200197613,-0.9524465195060865,1.2283385164282068,1.1066986754192314,0.03552336030449046,0.11870076839161574
BDI,-5.8187765973391326,-0.743108858363138,-91.85760174285546,-4.0185646584186925,-13.431365326482293,-9.996201758521114,-14.601337164341768,-51.0400717487401,2.944582985993081,-0.032332774767965006,-1.3515257987966907,2.920115855569911,-6.795959179066469,-4.821201036304193,0.3134102782483391,1.9061600682568691,-1.0655988658640103,-1.1007140077047435,0.7030547883165628,-0.7725958680021141,-1.274793732092492,-0.9063435807122593,-0.5355406106340764,0.8539401370722681,0.22203839480254406,1.298728190400443,-3.474837231702365,-1.0385903044504619,-0.17297785630862728,-0.96687034732468,-0.013870994330339292,0.009224276849251986,-0.7156739906503098
CUW,-1.47019414960031,2.217966929595125,10.924746869434049,2.6121645231388326,-4.848796251516967,3.477373551135191,15.855664669324327,6.082756078645065,-6.338521050010775,-0.02863296770536594,-1.8081919992766353,5.3648224431886,10.7864363669589,4.489455179217499,1.000900414346729,-4.703724041229359,-2.5045836530653345,-1.7834589245107684,0.2612461345612454,-3.9014463045499586,0.5352913286879891,0.9104850525876167,0.6220338395182579,-1.36162012680548,-1.0139523912083817,-0.7725181984555644,-1.7564015945140765,-0.9639538423824874,0.923028456633167,0.054065298402783846,-0.33608551074750753,0.0658649727259333,-0.22763837291281508
CRI,-9.296770873479998,0.18479601472001614,6.941140900375154,-4.118967473146445,-14.305791722664074,-20.73531976977555,-18.512919860166583,-33.44479550744253,-1.6633733355297273,-1.7643648527656843,-4.0339922076688675,-5.6239721776518845,-3.1737097472539344,-11.376956983392825,-0.43975321654758326,-1.2160506684296222,-1.1355451860803056,1.6809288802712268,-0.8415824055513436,-0.5619521902003521,-0.6834881626806154,-2.0763345193268425,-0.20036014138398078,-1.1503068062304158,-0.26633717669010093,-0.21180589275034697,-1.8529190252254786,-3.169764898110512,0.6745162817780137,-1.599944774750985,-0.03291623715570156,0.08583655601758987,-0.19958859545054788
WSM,0.5093627305763626,-0.19618848691387802,6.384639372725245,0.3373776721673353,-6.02629500353019,-7.001096166384467,-3.3866101219065707,-57.32958546948036,-4.433319286710508,0.7423497580849104,-5.5119259384568,3.4219361690888874,-2.787313074126504,1.033514211812791,-0.9581467746050839,-0.7358106475962649,-1.2071995734019643,0.35540828123450896,-0.32571374131452663,5.9895632694213425,-1.1031226553208828,1.017351432103912,1.1101744995012794,-0.5121914814172892,-5.184947347750495,0.0365504551552035,-0.6907826279369396,0.6553360227711224,0.5845738154814679,-2.170153079660874,-0.02789004293872217,0.05931540375033005,0.46748646355224666
NPL,4.803146274050934,-0.9775432721918919,-22.60949138865618,-6.355562700960496,7.290746813134898,-11.89876452613341,-9.016475585710499,-48.22281919752283,-0.38114955460037475,16.589788657303153,-2.542623904766195,3.1718098071199643,-7.147255354522599,-6.729338649124121,-0.7885684575695959,-5.277343402436019,-0.2986150546257787,-1.1653442747195386,1.5518521414562243,-1.4329735078271923,-1.2710668874482955,-3.854577178864985,1.1055643294423507,3.583049172005274,4.021353857980541,1.1467133174016606,-2.4680858066218945,2.1562827577047314,0.3853145376136128,-1.950079155341778,-1.237468030511951,-0.0018389868285877621,-0.7150788235834445
