Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
MDA,-2.6977687731278115,6.901205776848282,9.987140573397056,0.6234411675365735,3.224119317323478,0.2696581590039915,2.502377112663364,4.380342360769413,-0.334614652646017,-6.0035880511991415,-1.5944550221053764,-7.6026572262485095,-3.58569794791834,1.4084524061930583,-1.2358849077242082,2.628018985135034,-2.3287834880910556,-0.16759582886192345,-1.479779957324211,-0.24321713739813727,2.2724300940399234
GNQ,0.028748946044504703,-4.525276249577535,-2.725896494193581,2.117337232452681,0.1668624965558675,-0.6268974642402607,-0.22024098480927679,-3.3448168399708944,-4.867777310743783,-0.7142722840001567,-5.37406797600968,3.4351966605762607,-1.1198094900760929,-2.029778016521307,2.7050418554768476,1.2743757928346,-0.1332296603598233,0.8792438138022503,0.29360983137288055,1.5596588929706692,-3.902555796515628
TMP,-6.031439735048843,-5.921966084696393,2.8237838094997896,0.7663348102207784,0.6059691550221721,1.2661966985531785,-3.2691385103328017,-0.8281992546320881,-11.150208924430197,1.289273268290985,-2.345002161297977,9.72327513112239,0.01392709862255992,2.7513893330804624,2.766434943683625,-0.9178892144347119,3.763986510591626,-0.2537556611244194,-2.190762919761541,0.215240566557804,0.07410868071731525
TUN,-1.6718619806394934,-4.51984481560876,-21.661898923415208,-0.3482780247360774,-1.1112882927809806,0.6821226404215881,-2.51428864978135,0.3592526760106243,-0.48150075149887794,-6.226801894852284,0.6544328540625735,-0.11265803349654563,-4.017909557084033,-1.8828582458041645,-0.9747663357792442,-1.9528796209999943,0.7944272551864429,-0.24631245876407307,-0.7014465272269517,-0.5403534357010479,-1.3595743833313194
YEM,4.201771223458266,1.1243622698483122,-24.86896351516745,0.19155913296779742,-2.191015887684585,2.0923721418133336,-6.443297241133907,-5.557432954747177,0.7381847354554902,-3.618265169611412,2.952931734594599,-1.4632650938549532,-0.928751027236113,-2.1098435158638096,-1.1271265515905255,-3.17484079572623,4.255002583685448,0.33241508446182055,-0.15528769336304277,1.0964211069431316,1.6230970078346256
BDI,1.8085161313655966,-10.332224253659474,-17.216402483883133,-0.7156445017063834,1.0104741006211233,0.42195468899819555,0.7109238165728281,2.4034518248829038,5.359863444402055,-8.891154690641294,5.160283353605326,-11.277321732520138,2.4934186144055532,-1.3108808115637585,1.1419347895842364,0.5518735726096753,1.7651971086093952,-0.5069595937350428,-0.7541114114433544,-2.485946816450943,-1.7528745199452267
CUW,0.21900646487548275,10.524714183444994,5.01678500789856,0.44052670522771536,0.6898498453107731,-0.807404600039907,-5.492115365206728,8.360549410365106,-0.12319817832233593,-4.027158282503974,3.6961330198796345,4.197194854376046,-2.3709273531972004,-2.191626463843545,0.04135064648897341,-1.1879531235612975,2.2127820200315096,-1.3468927861141298,0.5768863704884762,0.425622169838794,-0.565506611191273
CRI,-0.7445887948630954,-7.279244925441247,-10.164731083869755,0.314953436433721,-3.0219499753695347,0.05014983252750871,-5.255892038866139,-2.5826942332289597,-2.0187198911910778,-5.559350987580352,1.9896020834658006,2.2805419996275287,-1.8335964827229745,1.1200442635784693,-0.8263112985311969,-1.0708702239754,0.1642085359810245,0.8176536763770633,-0.7253157652839228,-1.0988726355580514,-1.860358210310403
WSM,1.898086902914825,2.7019302898491246,9.296631070366077,-3.5034879951746043,-1.7280459617887436,1.1784768977162368,-3.45112687592882,-0.9876767203390865,-9.470336296720971,0.9452609054110073,3.5379052315406705,2.683123024368192,1.2455243511978416,2.2391242792315196,-0.9699946016023169,-0.08680345084342961,-3.9470567187711927,0.9965139009856213,-0.7538635794314783,-0.48346166676242236,-0.7222185189618984
NPL,-0.3315173771542035,-8.52776317618878,-14.073242507714212,-0.9642070505820836,-2.476276504869949,-1.5635587601057885,-5.53414687937715,-9.41269291125231,-10.501225308828474,-4.8637189911447445,-5.468063524548208,-2.0851736702940826,-1.1409713143675517,2.797568305957485,-0.7521175129341306,-2.427453288089227,1.6029705833510521,0.2838059272462359,-0.6576722774332463,1.0410714820325704,-0.27375493377985655
