Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
MDA,-13.537826748812186,-12.333163898058178,-1.3401769647980923,-8.832249324432535,9.542082347003078,-2.385493275492602,-1.5904235794142945,1.9238924533777757,4.701512932591143,-5.7366490390277365,0.9335303105034822
GNQ,1.3744683248137823,0.38705857608939986,4.526400845590555,1.8858595390022832,-7.152767356745237,0.33820624991563636,3.238734539226415,-2.2273529169249477,2.4236661987847024,-1.052269827910179,3.2020204267559875
TMP,11.945171279737222,8.832459408161155,3.2825887051468414,5.809991875694717,-9.893723634523454,-1.6259924774568761,6.114578977339232,0.48548561992013545,6.671603227188373,0.09898924744821862,3.9490690406316786
TUN,4.8739485761882575,-3.188856962595451,6.034151624403402,10.379313548890144,-11.076110940610064,0.13065355475138704,1.000813545098024,-3.2490916060137436,-3.7860546705462186,0.05182233606403738,-1.291458100194696
YEM,-6.449720833236097,-8.106418062858936,5.865290820890658,9.997459179000794,2.21550620177357,-4.993163867548742,1.4397764004789995,0.8561372204741973,0.2507095508232998,-0.862581438834393,-0.03498145303993782
BDI,3.601749977708837,0.6968129036438827,6.239944847606061,-7.697331973293805,5.142367876346879,-2.883789739653712,3.9818076518892633,-2.055647612736082,1.1137432514918932,3.7258398192367213,-3.6681311195607464
CUW,8.01625507562657,10.242646164325388,-17.236282940317274,-2.916060860652089,10.506181447389244,4.197592680926983,1.396184850979475,5.273394301293246,-1.8287006180832808,4.990194340024729,1.1923107077031216
CRI,17.259041012792448,-1.7003130230562806,4.2848908743652805,-6.218965577197044,10.826582980999424,0.49860736667895833,-5.480565383419362,-1.4978286025082794,1.64163986116723,-1.7683571541813574,3.518366190486555
WSM,4.556871639565107,2.873799716729916,12.066372489113656,-2.2966866398416945,-2.269697285084928,-4.462167075804779,1.4310505198490189,-7.441967875040758,-4.0309422750954145,1.6677015366662846,-6.844683495734753
NPL,5.487649622235355,-6.972432981694734,12.364701581645775,4.750430748627712,0.4581391387480513,-1.1449079504038258,3.6150691474307193,-2.330198290946887,1.2509754149260535,-0.21285699080373327,1.0697204240407086
EAP,-1.456318484925063,1.738211803815428,-5.056376284260946,1.1496123194724817,-12.987404801442961,0.1413549623720789,-5.507849714839657,3.4773636362074667,0.1934166442780189,-2.8728362486198926,-0.006521430996209868
ERI,-5.037825522721771,-4.485430093597382,3.80797199532648,-0.7108797229732159,-0.9229643398408238,-4.6174217941143425,1.5884183571466979,4.157204498168826,6.1534461821138455,-3.345892561654329,6.005925150657337
QAT,-8.541436450511542,-7.686201490922786,2.6270016755945185,-3.324484615185703,0.5280636246052498,-11.0282353990657,-3.926517381422635,-7.155556654061856,4.892006999007708,3.864750664069934,-2.8508482779959317
LDC,-5.406813063509735,7.1939414998603874,2.5193862050206275,8.666836683639275,2.4444191176068997,1.9862418303765386,-1.3205273390720877,3.414685190087747,0.7076382346331068,-0.6687629215641973,3.152911983875968
UZB,-2.1716148676748954,-8.141071751816854,6.270520733177847,4.73238166334939,-9.229677112188647,2.744027579727601,-8.936952930681661,-5.914359025895048,-3.9508557798351807,-2.323309063487206,-0.7406685169086353
CPV,18.004098330745222,-2.5970638922838236,4.423282919308225,10.370774816928506,-0.38659690088996856,-0.5632089707556702,-8.90148846134626,3.710403521892438,-5.0712879904762875,3.482538340059688,1.2758409167795854
MEA,-2.7497204781611466,-3.815729551019466,7.55479236707592,11.381112677097967,-2.0972919555704443,-1.5195739792171175,-1.3129658547326692,0.8938359381351821,-1.1232557947334953,-3.3187478650839353,1.437520494351577
GRC,11.764369414449389,7.767089422408142,-11.02331257150775,-3.759647421033691,-4.932001189147012,4.367573770923973,5.546488272914193,-2.7795134043258387,1.5375070968207887,0.4434473819638013,-0.03891333288896202
BEL,-3.966899284390599,-5.671195163165159,-1.3192680631584695,-4.754915336446742,-1.5161576711538736,4.479995364211612,2.1190248107309615,3.726599984072586,-0.20744049659083258,0.8040761683665537,-1.4887276370153744
WBG,-11.272938824522802,-1.7966791364459649,-2.728384538164265,2.0211608222291515,-0.3391132407061334,-0.7881291221573172,-0.875859172011399,0.6288241049400646,-1.3714104688816628,3.4428465896006615,-1.7796505563314244
ECS,-28.147886795525263,-8.910996785659245,13.82049128216813,-5.910364789406446,6.060893650627916,-3.7550319409209942,3.3763040550535517,1.4215349023994035,-6.9455219326778925,0.14663057502428486,-5.896751167501534
ARB,-5.9475756088712854,-2.5014761985070204,9.389775279646225,12.098783268142473,4.625577772005554,1.9466185039774184,-1.3206336868965032,8.513608705998864,5.007067271867517,-1.624103307698914,-0.5471396760465286
AGO,-1.1378720704678107,1.0699704718133032,2.7545642648250954,5.733773333625222,-3.038843987047867,-2.501766141595126,-3.131378829324583,-5.956910813039652,1.1770454521277194,3.741890224377721,-0.5344220308565103
OSS,6.038028655649615,-8.596786121461038,-0.4907575871170909,0.4576184514407566,2.6835924494179886,2.4382854436106194,-2.4126886862360304,0.3421767377497104,3.0763065669878644,0.14139042501477153,-0.8328850224707507
SLB,7.888674454818951,-3.4934161405894817,-6.782195074820118,-4.3508458200542455,12.50735903972787,-3.6722821868339155,2.581549638956895,2.1694409329424613,0.3283981688905276,4.341377130589843,-2.011569348001809
STP,5.5155213943130805,4.970482934331759,-9.295474055504322,-0.22310734969767615,-0.09264987347167142,2.5111904631429844,6.353131946611977,-0.8381869616056848,-4.023126168196437,4.3793745271838596,0.9070119550242746
BTN,12.753873030770093,-2.317529758096589,-6.956259683333343,-8.88518002560759,1.6073854730160502,-1.122484035492111,0.007441443818964085,1.207073633562617,0.71432932967306,3.2418361684315027,-1.7960779069794215
COM,-11.558317541898951,-11.197595362407691,-7.3002537241774625,5.6282422928674265,4.231325744647635,3.0451144985498204,-0.3314523048443585,2.281715982769122,1.423728493818646,3.665820672916068,-2.9919700522177832
BEN,12.081464297975092,-2.373059164221055,-1.7615180272027706,1.2496144835795198,0.4663909630108753,-1.1988054054031108,-2.7206851910544674,4.177711166396089,5.8292528271613575,-1.182947598089268,0.2634600108159695
PNG,1.4516235044505537,-4.4932460137692445,0.04779502545053336,12.0380085163785,0.8364894552032186,4.144328155653106,-1.2721742875407864,-3.951635917663527,1.23175884990766,0.5558222087990536,0.6681556886934316
UGA,11.572886010439177,-2.7998240462775854,10.497643036632448,5.404300609826749,-3.970041409059536,-1.2076963455059009,-3.48431313189757,-1.0894253821225535,-3.1780597697471094,-0.0223978528155642,-3.6156378875376127
LSO,2.0903133720634637,0.5116704844975114,7.4806476588428525,-2.7080108069411897,0.3307645233779823,-0.6010656762797568,-6.620098471035819,0.7479754366998811,3.1782632876365504,2.052053405542325,-0.018104375151328702
MNG,-3.141660275151849,3.3426991036564138,-5.730301676249899,0.8300733032316142,2.7384293724594495,4.756140363502974,-4.831536951414503,2.338124396587276,-0.4384881722039522,1.3929650639607751,0.3584181747408021
KSV,4.521759653022281,3.5914642318852312,0.2225420284242531,-3.802485722287805,1.8225196870284124,-6.254028879834065,-1.4672576281537177,3.0934987200193627,1.2919569886535383,0.03015063490978931,-0.00557270444299432
COG,6.164063239294517,-0.5775065059205239,0.5926834718995251,4.2174021217814746,6.874128289566515,-0.30223773784679453,-0.7522470399477212,-0.833384474328165,1.442212587315209,-1.9953729906956263,2.8363839212321675
TGO,4.940088000312933,-2.5192875703518722,-9.271789603652602,-4.399246818508322,3.743861236271045,2.561065739215108,-5.385866547159002,0.40357026654131944,-0.2426256499137773,-1.8080551832769411,-0.47308594619537625
CHE,7.148945479680033,9.882063906214107,0.9388445800927018,-3.4193355689096103,3.1502826822823558,7.756750048771012,4.309692726859775,3.313459021377735,-1.9954278449999046,-1.2227196940938216,1.5933787871094274
MNP,1.8460679033294596,-0.2805154217610782,-3.1808721582934254,-5.519203162619663,-0.7812082201770961,-6.7069569536904154,3.788529381167675,2.773882710506142,-4.549502080449539,-1.1691778200845964,0.24486950349172198
LBR,-5.357662489662661,-13.638105902850745,7.965356883216257,7.083101123843072,0.5784282209038749,-4.488212940962895,1.2107225392382384,0.7095889694073964,-5.2338964164922315,0.6158973256831862,1.7417243806108729
PHL,19.327333287169758,-0.46493256566616314,0.9611309876373129,-0.7929627099602183,1.580626761256593,2.868044802646311,-4.736592436296668,0.9183764031745918,1.6949511350448179,1.503132451634091,-1.5435511627877503
MNE,0.5391297571802437,2.0942131439324,-10.704187686231618,-1.8584363226914997,8.687151897497715,-2.725578990705858,6.244624272194757,-1.0577404844148148,0.8080383888198854,1.1532037367653747,-1.3369235989577073
KOR,-21.539929492415336,-14.958580990843918,-10.84342473575655,1.70827667392354,3.0867420615528562,0.579066919835743,-0.3878225573338242,1.4882905182546877,4.698731362205998,-4.274541630093072,-2.1226497229591437
PRI,-3.1134946975682785,5.189880109306309,-4.480312753550838,-9.983555097744985,2.8922347663264016,0.9045444078653758,4.158961103104551,4.376231369377703,-9.339064489319398,3.8670507144935566,-0.5728405988956081
FRO,7.268739694961881,11.443444793184776,-2.0431944170020087,-5.3700628847141445,6.191177882269193,-4.440306191187977,-1.287384822331587,-4.590029709586457,1.1058471688678744,-0.9670484370051373,3.6615578242673625
DZA,14.56163611766386,0.7702038778238024,-3.4436867562366777,-0.3516900225581078,4.633201714093775,-0.15972824093644622,-5.203677257059784,-1.0534020897496286,-2.4202481390358592,3.7508071882265046,2.358184162146983
SYR,8.714665412001567,1.2845689963533473,-1.432232442720508,-14.279591058194496,1.0413338901786273,-7.870001681956358,-0.2328802744033155,7.378915732105357,0.3201481277693937,2.8298014736252988,-3.138384438260839
CUB,-8.60687889578261,-8.045018140089935,5.078384293695959,6.310724644414778,4.1247287598625935,4.522242345722738,1.164127278194555,1.9735260673832924,1.5975155105913588,-1.3671027991849236,1.6259576039928354
MMR,23.302670223544276,1.2727944543739307,8.457412423781674,-7.324469930286268,0.7052711846265506,-5.951138264362981,4.281246162367829,-2.258368337639115,1.5659738792717302,-5.066348152765948,-0.5758215270497856
SVN,-13.271176710869701,4.957466575033969,1.7543417261819543,4.874540917941294,-6.297687432945873,5.8063398224551985,-1.7217874281165457,0.5802557808561214,1.6259959479192867,0.8312689927863145,2.500283045963965
PRY,6.667377231310963,-4.054889694156635,0.9170514110120866,3.265882757358704,-1.474907641159011,-0.5588427291262917,-5.7800485332852185,-1.67593584412085,1.5324117539596749,0.14129244800366536,1.7622415147721646
SDN,20.273737748157885,1.7296704534523684,10.3979498559367,-3.1346939553402904,-3.054375461187938,-2.940766677734279,-2.687115412748365,1.8028458809366656,0.7620079815268501,0.15226574938027373,1.109863292127659
FRA,-16.487085685434035,-1.0799224100416769,3.896092341523305,-3.096592531581327,-10.389642934837807,-0.5175138892564056,5.303164966774009,4.305877579329488,1.654406301099144,3.0474347377705264,-0.8391848412610133
BFA,10.611460663088229,-4.598556553821674,-1.9023350783472355,-4.218909308103241,10.307829470413237,-2.470434409088049,2.2167391647334034,-0.35143088240853126,-0.4014827011262704,-2.1706636169825293,4.989821838857403
CMR,12.657375894032363,1.5324899468685649,-5.441235927305558,1.8335004294519697,4.504511057993646,1.1717159398623762,-2.687090572233413,-3.8073024128889688,-0.5298806305664733,0.8851350183876323,2.438397093656241
