Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
MDA,-1.9406872155225943,-0.13841122620657131,5.200633039215302,1.2289877947227106,-2.3091958022718977,-0.6161976746752472,-15.858370335671182,17.827759599413184,-0.4865273533576253,-0.22262067107883265,-0.607823320925813,-1.6357398151317075,0.20503690623872117,10.0420897845091,-1.1530560705024637,-3.2297315978640397,-1.5151428289355242,1.605045680977994,1.8676909974724332,-1.213461073538498,-5.404953150998358,-0.9038595369524768,1.0411579988939437,1.480320722674112,-1.412553916658391,-0.8905506463091757,0.7186724280150486,-0.08045969592758243,-0.12159077606910794,1.348332776520074,-0.9721172183577093,1.1023784076538077
GNQ,-5.084103753127195,1.5642381220615373,-3.182266240576896,-5.214621066337391,-4.058282066567364,28.153366549575793,-50.1622882135192,28.43944108570801,3.468702612808974,2.7067969148283795,-2.9104179589028147,5.897355441913232,-2.372929841647861,-2.432266350629589,2.1632743217822274,-2.3548664792837903,-8.35701568718489,-0.9469438702824302,-2.259570712177183,0.9283720904539655,0.4319051942176527,-1.46087906534946,-0.0033776893701533695,-1.1397635259771581,-2.9901248147706534,-0.1216341357502938,0.6522539163320928,0.2880877234721818,0.022030273698184073,-0.6815427835272156,-1.6003002711895673,0.570336407740617
TMP,1.416019775618887,-0.6666073250198777,-7.371820263818749,-5.14981364996057,7.284935852180585,-6.861688858861475,-0.20813042744819707,-14.987112349658442,-0.2813051916210858,9.649340515035865,-0.18849480737562496,3.8017230369995376,-0.14206204819708562,-0.6564235280467006,-1.1604101841602024,-4.471787417505632,6.0361695691926585,0.3502342925210674,-1.6157560447413197,0.8533287080474106,0.7180297581880993,0.7083904287449776,1.9512287146858958,-1.8602411011246789,-0.668329200785734,2.919809659188671,-1.853701164945664,-0.9142199067590595,-0.26966398758961596,1.011051983270758,-0.20451029803791734,0.401671832367985
TUN,-2.5919838720373134,0.21595481816814252,-5.229061010849156,-1.774294582963462,-13.353180554046748,-13.218694160156929,-13.279964702231618,-36.45687199790296,-6.426041504756912,-2.866765008616936,-0.5484066809915946,2.146058809287265,-6.758453516409235,-12.109409443224306,-0.8610090488245499,-2.5232145399194583,-6.261041916620533,-0.9082061805386279,-0.22218174255212564,0.19360639442013486,-0.7226227993248358,-1.2662116672931825,-1.895530020379217,-0.3333282178321309,-1.6881410652454458,-1.208064302575352,0.15633244955779008,-0.35878705049689386,0.18048893739011473,0.2065654007126534,0.07007817430495976,-0.30037259049773285
YEM,-1.6082625927722787,-1.1733454875076967,-4.931195809913152,-2.9657386667984778,13.862214022635374,-15.184744078392129,12.507454369454859,-27.714344270264842,10.211894246068523,3.937602915406603,-2.4268531086408993,-5.695791773917258,-7.860796287423577,-0.6470400905291515,0.7122096061068011,-6.212852529394737,-2.59834812402687,0.8240642865097116,-1.6911983813594509,-0.010111363384279301,-0.7543115350555327,-1.431927250222042,-2.050496520012383,-1.3400352949758458,-4.498919883692538,-2.183968105884056,-4.487830794430122,0.7728954059369644,-1.1743991679770691,-0.04653861270354155,-1.2375720865468123,0.8815439444617114
BDI,3.523807698255127,-0.5829257821961236,-58.94393842449098,-1.675444027317289,-2.060111217052093,-10.065307965249865,-16.07782801422255,-30.113010579873873,2.7792450043219787,1.8229283552663011,7.275050840609072,6.910752547195991,-6.967659801570146,0.4400700599610683,0.5599123630000888,3.337518194532906,-10.860309992936983,-1.119705110022498,-2.0905776254362682,-0.9328706355554246,1.9622041420194156,-1.4752184035837443,-0.2837577695684076,0.2392941951398243,3.043943315841949,-2.1480293655166545,0.04555040594265293,0.6170196239553478,-0.5996429531171706,0.6085800572720005,2.1785325142448717,-0.6698591225355482
CUW,1.2252070027620499,1.167426482670476,7.003180623248457,-4.682318662068463,4.037455439754934,1.2111861930508763,-3.771150533711676,1.1122389343400163,-1.8398255240079606,6.53020549855306,6.336203106943619,0.6542487153204131,-1.8631913851425947,-1.054020570460147,-0.07357483687056099,1.1146183608133269,-1.938749482738852,2.091976781944662,-1.0478838061470366,1.5690741101135703,1.0292832441419446,-3.9094241283591646,1.1811120531659485,1.3103472710060005,-1.281542021909083,0.617938265579073,-0.28070639918268003,-1.3318679572311982,-0.66662816793264,-0.7681769565405143,0.026214345791345392,0.8996354507653032
CRI,3.8741788051504007,-0.2354875050006125,-8.194240508679561,-3.970284963102038,-5.5917626390948385,-14.519835027793327,-17.081528803128887,-43.385582202010646,-2.930639371625253,-3.3011456003142357,-4.710652079226307,-7.874335293842717,-3.3529053030238414,1.0520631128888476,-0.09789922006241351,-5.6604364887589,-4.5402653673005915,-0.9409862195094516,-2.2824183084959335,-2.7065589647948873,-1.8103831708765026,-0.9296487217981426,0.9602823206671239,1.0547316144277044,2.2812517309325724,-1.5228094911703534,1.023761516741293,1.4192485230883725,0.13158571590681853,-0.7204633397386287,-0.5103622121592741,-0.1320972113527243
WSM,1.820874423002554,0.4395853689156986,-5.924615577751806,-3.5883919187936,3.7428098465379454,3.585807615999631,-10.387386950818406,-43.94471047981421,-5.706659116977146,0.07063910684217234,-6.491759987780709,-7.289489074278532,-6.962909216179613,-5.739646033713306,-0.8485668660927619,-3.2273332034111637,3.0035836195732064,-0.12882612645862435,-1.941841021226385,1.1363069483718962,-4.518418921250519,-1.3306040172826623,-1.214244078246105,1.0982905382121197,0.9036872417699519,1.4694817543166137,-3.2317363702547635,1.278099135136514,-0.3452840677123693,-0.7098342190222693,1.1944333331313584,-0.9693125834652178
NPL,-2.134204756807626,-0.7517792129993177,-34.160799704117395,-5.806550298743276,-4.1948386522429315,-0.8406156130228051,-11.045716049689432,-23.49320337969576,1.424980626999347,3.7520794509456517,-2.7666782360628184,3.641476911982745,-9.68088407221325,-1.6390040575083107,-0.6394868574868435,-5.109108472777374,-3.986432271930386,-0.8334107229877807,-3.657579722788352,-0.7492800255033768,-1.6084383115163912,-1.4696067008506455,-2.0305492835127863,-0.5616029478689046,-2.383059102745355,-0.4786591353763581,0.9603666357130314,0.7546894276934042,0.013310745421478485,-1.0850901219581095,0.12989909377136333,-0.6675880708501374
