Country,x1,x2,x3,x4
ARB,-4.506167547637639,5.147465433438521,-15.818974176369585,16.790948287405104
CSS,6.805431317848451,2.7625468816032064,11.527208623872855,-5.292094648956269
CEB,1.5468627304826188,-0.47904226550306883,18.08245185870282,3.5334140241486582
EAS,-20.571190528636663,-32.94958990592953,-9.722318205661942,-19.986097047128997
EAP,-189.478868740249,9.181904106793397,-3.0439621822371654,-7.186812463961863
EMU,-0.13928709757097113,-55.4593874628378,17.364644375440875,-2.7574861332282454
ECS,-16.154173353982223,-75.79763300158827,2.480993756105944,-10.85769472485107
ECA,-62.4951902726778,11.231428700392497,10.21246109809174,1.9691658004062227
EUU,-5.390471719345244,-69.87889850823137,11.939309542935108,-5.160066392829304
FCS,-9.995528620344865,15.113547069400207,-45.923103744584154,8.372495774365952
HPC,-24.898476136135905,22.60602344978748,-60.087973360810565,-8.056384831589149
HIC,-16.46449311714339,-172.33552109348352,-9.609582216805618,-9.498608656138618
NOC,0.8675297140235944,-9.82310372123691,15.74115321822646,1.6659600030412336
OEC,-11.66854842433234,-159.66237492274925,-5.6731926992262665,-5.478055206547185
LCN,-6.775706234104322,-6.823070208941801,21.563302615668206,-10.528556598986603
LAC,-295.1042822704992,25.211500823062206,25.92180199549935,8.871447894701154
LDC,-27.131296651225085,21.329103480958842,-51.75984843039596,-12.399998937953763
LMY,-1015.3435441679683,31.495282991792774,-7.1213492248284656,-16.37682996795583
LIC,-89.47230561216419,30.562944022035957,-60.706067280586076,-6.375774918032945
LMC,-322.9899074845061,24.9208902691316,-7.959095714019427,7.599631770536831
MEA,-4.769053332432527,0.8446290542161287,-5.483177258067141,15.422202402079249
MNA,-22.67254009961076,8.362737009784128,-7.2162603733790265,17.49456107202817
MIC,-867.0029233750105,31.54429770805857,7.714816642600614,11.45675114575296
NAC,-3.9742199811626313,-69.1443706929095,4.984501880777033,-13.34997459256399
OED,-12.441483149294807,-163.2851971661984,-9.503564242062323,-4.032984988117919
OSS,3.776752186079302,7.085144281672639,-20.778508548142582,2.2896472259090657
PSS,3.878103620500777,8.59951901973638,0.2514344003703767,3.7104840397698546
SST,3.5243106356553784,6.428983433310286,-10.829442814074145,-0.959582483650806
SAS,-80.15542713020811,16.500086536998896,-24.646200074455216,16.360340869964187
SSF,-28.453929794896524,17.2369927011718,-47.70117137972077,-11.778914112786252
SSA,-137.72487413589556,27.538072092048182,-47.697109027100545,-5.152601039052354
UMC,-501.20954322325724,21.85651978914583,8.773519034175015,8.037887316740758
WLD,-132.50939340098202,-224.03981215240452,-45.59999050135937,-88.3387904241158
AFG,9.063586568737945,1.8782650224864426,-0.22065663003869998,18.507547315983942
ALB,45.72694186913258,15.250703843236932,0.6204237023611595,-5.218845793619445
DZA,33.408329180285044,-2.7420313080426175,5.444290307909993,11.640200053345957
ASM,-0.1005709658806246,-0.4967754708663477,2.2519239001996976,-0.5893688538343758
ADO,0.2117715039498265,2.3640085503774357,-0.77111124580714,-0.8958482997401043
AGO,23.361352924573758,10.900235970272384,-41.451821187010204,8.899983654772617
ATG,3.762276513560186,2.739534651048746,-1.0287055802585017,2.000784064553943
ARG,3.459876890833044,8.38092832499971,33.50095601084433,-6.883822563644805
ARM,30.805109877656278,20.687322513073617,-1.0172454987193629,-8.586320387710748
ABW,2.50581950544833,2.0305568150503834,9.271157827256808,-2.431357451849905
AUS,-1.550310689381328,-11.833315047456379,19.647719157315542,-18.36338847398418
AUT,-0.8874528511304403,-6.381814715022057,22.536221331879293,-3.418563435756194
AZE,48.074406084320074,5.039858357038788,0.2903652339964697,-1.0905142909591399
BHS,3.141313539210293,5.121586305173104,1.9110169804440622,-0.2644330579244746
BHR,2.1785275079733433,-2.977925433457653,16.80194284201546,9.54901681565421
BGD,25.83511050121414,20.166985787183798,-4.6696524823465655,-7.879580903818643
BRB,4.17672835278816,8.026665121312512,-2.6588900229963808,-13.598255724811388
BLR,44.93298598228655,-0.659831598857461,7.338567236751723,-2.3774546988731164
BEL,0.23342040961367394,-0.21413610442744951,7.174018298146471,18.51304678154119
BLZ,40.85378337217512,19.392211496257385,1.7943731059659325,-2.7235973920732617
BEN,40.418314698093184,22.20554787790799,-11.172991601975594,-7.270511838074942
BMU,2.083101163100804,-1.8931307369605743,1.0242370593815426,2.1483946676488515
BTN,35.79444840702781,10.394164761134173,-30.41200822481961,15.056876483551504
BOL,18.28250876527144,15.26759417803463,12.550873048232333,-3.5564861669738113
BIH,4.314380872569962,3.6130418300734366,2.9667341694836624,5.596193653380511
BWA,50.86625906168264,3.9542610628451773,5.797339018237582,-11.242656125549388
BRA,-136.5298063693792,22.972599398011717,14.411469601794485,8.790073106058552
BRN,2.5649894706989547,-2.3184434830127088,20.008080401057896,6.694070940009385
BGR,30.839291414579996,5.486324668134392,24.244309282248043,-0.9035904560380463
BFA,41.59662145607947,20.957203464245936,-42.1014138317424,-4.612544658476328
BDI,38.994619938885066,21.69990444406306,-20.336429881890226,-39.674554366584445
CPV,43.41552737596231,3.6480521822194136,12.209126481778412,-8.395328466201136
KHM,47.03221939710665,28.066294707191698,-35.63571636119294,-2.9983731484076657
CMR,25.541322451121793,23.992268258155008,-13.99966495122187,3.545150535613964
CAN,-1.3424824861361309,-11.740056192327344,21.00436158078629,-17.47166602461325
CYM,2.000518816828285,0.6547881036345872,-1.3086042820706378,-0.4602980303374755
CAF,49.89904244641431,11.9632962100178,-0.3927025875852281,-16.168379445226307
TCD,43.36803559516053,33.367600310018794,-63.50806031662944,8.465947117050687
