Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
MDA,-0.049446270777524615,13.374703219846538,-26.888636262829845,1.236930437177513,6.58831151012084,-0.5551387909795023,-3.3621116608563595,1.1281973899906486,-17.14663227456573,-6.22751778406111,0.07201259618726391,-5.1553095193962495,-0.9263522246701418,7.3287611668263,3.247098075738992,0.548597830820871,-0.8220617779325484,-0.5104263152283423,2.9617323330575163,-3.9092813305489456,-0.9364908998101602,0.6190410598968625,-4.105016535504042,1.7283395387973601,0.23455269685250202,-0.19214283173761448,0.43908467338428475,-0.01365644176497414
GNQ,1.3350175467198524,-7.316512689193213,7.599153024931839,-0.6762986040350459,-14.07450411039424,2.3034057981121667,-4.400496771073789,-1.4890507670989304,-4.287190242040839,-7.723844461979241,-0.22289093591549158,0.7302924598552948,4.870468074166393,1.8021941362061833,-6.061712487706327,1.8803519693654458,-3.3320505328809795,-0.9522139932594018,-1.5995976353586268,0.7021032186166998,-1.9525134771051837,-0.6195226564992237,-0.29595961047486435,-3.107165735406801,-1.5565133893612164,2.20575283811871,-0.6074502483137968,0.4624041543270399
TMP,4.0527808927376485,-1.442995041740419,14.222422244404607,1.1436517144397962,-12.394647714094853,-1.556954768669809,-5.094987148090055,-5.409412213068811,-1.9686458707387404,-11.468502245334838,0.90838463167658,5.5409164999152125,0.9934471763952294,0.27408525852107557,-6.8702583732555995,0.4371401063123228,-3.211925047285969,-2.3684506764869306,0.7917132076366769,-2.6812641817374123,-7.799655299389771,0.47751785674237057,-0.04248999736021086,1.5800139107600888,1.0090485668168,1.3608267623105488,0.4213506398132492,0.43085302265480285
TUN,-0.6433584758372475,-13.499600860319616,-11.43186846332974,-0.18047331857363605,-13.724835449678322,-0.6109023775554379,-1.3107942653640392,-2.1475964724644756,-45.953298536881576,-0.6265018785300922,-1.1200610623680944,-3.1303345478679563,-1.8088510563094924,-3.9810698841212666,-2.6770124918058316,-0.8732249318062556,-1.4413816135876059,-0.7848438515927973,2.4129520935600732,1.4784418912174184,0.1534560542456438,-1.0595992256328626,-0.2402640960954644,0.8778996807065537,-0.895017407473402,-0.03195168890406597,-0.5199464193021625,0.4392506119608452
YEM,0.8263410585018981,-2.779338039576454,0.4579818593274606,-0.14039466695034905,-1.886624723828799,-3.2153305881747536,-6.385974010874374,-5.452951756486208,-37.15826030058375,6.480950125447907,-0.4932367491025581,3.63760914186087,-5.583311313350538,-9.340149360367732,4.411381528176516,-0.6181612365423743,-0.07665632261272787,1.0673032785262904,2.4747752433001002,2.877742517059242,-0.1270178274596624,0.7743707223863676,3.0229256615693907,-1.902812653542303,-0.9089414362489902,0.884166462178051,0.6379449547661251,-0.10390102720328602
BDI,-1.6588963543105462,-11.301818907427188,-5.602861931739765,-0.5088307852220587,-47.00392485546487,-1.290838094268271,2.072645095348364,-2.162584205273408,-52.55406941395397,3.5644369673338656,1.237485007540046,-0.4116866576942703,-4.8703484282063005,0.8584817371439578,-1.4626344760669756,0.9203157003614522,-0.480146034311774,-0.9017699600349544,6.282855761674421,-1.6697532314695227,-7.949600800760344,-0.8637834487628914,1.4433884628821623,-0.817598497389077,-1.7474575580993428,2.1020463640206084,0.28555865821053455,0.5244399275188151
CUW,2.4840319449081605,-8.748972660897255,4.3738846130271645,-0.7429647590816416,-8.906087948587823,2.062074565415757,2.105987504858119,-0.9790048179967626,6.138125610528695,-0.7393538840697447,-1.5049775602382134,2.1885311276497523,0.7407493563893088,-1.6171714947420166,9.897740571292312,1.4344592657976385,-2.4052728695583605,1.984770144675164,0.03191128394825804,-2.248851874813619,-0.02016363015971734,-2.6571095532435667,-0.24646369729874704,1.4337775942929467,0.4073473289051678,-1.4828872983492003,0.7292110005341385,-0.02518810195626283
CRI,-3.042953221518814,-9.26849994081702,-10.134377421853243,-0.11339775126558013,6.571936721984306,-4.270229527970283,-3.3138106599971096,-3.3254663509104114,-44.984505444232965,-1.870552205029505,-0.29930722908305124,-2.8953513934917496,-6.660515375244853,-8.06351815161813,-0.5776933018627478,-0.7030850572418043,-0.5069186002044632,-0.48690176755149095,-0.07478705812731867,2.8681586743040968,0.6880152115364963,-1.209113215931855,-1.0223580786132693,-2.8691936288498363,-0.8982563433298592,1.4100503016851622,0.08201500543276273,0.3331219831907262
WSM,-0.5667159681083771,-13.026377531429276,-7.446358491367814,-0.7999995682064024,2.6692598536773864,1.4146027857569683,-2.3461367279619747,-1.0879387222498795,-50.22239100440996,-1.0208997618443227,-0.3998311671217061,5.126071282574723,5.820105158292107,-11.233882614927863,4.605741838373111,-0.8655637869929564,-0.8349010177268905,-1.5149920392676643,0.6886807832557872,-1.122799994018052,0.9854831860057138,-1.2245088781390332,0.24929988651435797,-1.1152133067387715,-2.1133262987186376,-2.2567647347005586,-0.7225605222496219,-0.4039790507499845
NPL,-2.523970686505219,-13.577917419829195,-11.205194864621179,-0.619626432038096,-36.26454006140906,-1.700501953534491,-5.516034081179731,-5.060930990942189,-55.73437679627622,-1.4155156167573428,-0.9901840258583483,-7.749004812347392,-5.6908177053704145,-5.416871857226013,2.304569428746163,-0.6277902495060057,-1.479875125253224,-0.9026760867270778,0.6202021112257506,-0.045811221152772585,-1.3352516246317392,-0.7016096876204074,5.794909495491051,-3.2268669977162765,-0.9046471867278923,1.5991660753123644,0.0399853571566655,0.4595247900062569
EAP,0.2599466909848468,7.384307504930907,-9.51997559268744,-0.5716890100035864,7.698149743207964,-2.19719704386287,5.662863317101728,6.455627961311848,124.86190183875556,4.449683041836974,-0.3126734443161445,-0.7127270104045251,2.3019665515018586,13.59583418633566,-2.5322564693227765,0.4202294790730391,-1.4125126416434652,-0.8023559157109784,-1.2355356523005114,-0.7097320632730248,2.2354435022910755,-0.15285564537830043,4.264140909453015,0.9161582453290652,-0.31749236743055415,1.8038046546927187,-0.5098773701253162,-0.20312789083694904
ERI,-2.2603488900769637,-7.2458171257117225,-5.364991932530521,-0.15093596684325056,13.104531002797868,-4.060095338727057,-0.3138181516143895,4.469684555106712,-20.091110453781067,1.124054392663239,0.6193674418920305,-3.759120993993207,-13.989698433935414,2.576361091459673,-6.117131680639532,-1.5051012544671143,-1.5891290824515498,-0.05475303594975377,-0.28660892749060696,2.5596880134741222,0.848600851545547,0.27367435056182443,-1.4480806740055,-0.6215488097238167,-1.0629594976880643,-2.446157245193281,-0.14650508541150337,-0.5062200117875539
QAT,1.0179334380270166,15.967580739084724,-6.188319879880755,0.35478982527664404,26.91244196419583,0.894884614993882,-7.560610889327731,10.359203267903316,27.23744394254129,-4.777517377669067,0.9466523006282812,4.0167166516593245,1.394303487166009,8.296023112543494,0.260649241969703,-0.7993561332491192,-0.9211501734900368,-0.10880717165397924,1.315697400906967,2.4682945009448907,-2.8886701400168024,-0.4632294214105796,8.881859168834138,0.8246710797819063,-0.9073333190682675,-0.2066509002285728,-0.4043140953092712,0.1955529002626931
LDC,1.8104661893990208,-1.2228685949665208,4.4240004999604485,-0.5090926765793408,-42.40110268390662,-4.829405292883298,0.46329209223162704,-4.848098684701709,43.1719769186248,6.597624460040802,-0.49551949794167777,-0.1943101684427551,1.4534125593362486,26.401758229749927,-1.7694182975633228,1.3962214760174445,2.115283261445373,-0.8808274435726271,1.1750148718538356,-1.6170420647253492,-3.1634579847985647,1.0973039126666817,2.980901230614684,0.7799290120493443,-0.5794669457917593,-2.1837945971700523,-0.4332016670013288,1.0688053116384761
UZB,0.1667266251348114,2.5316188987991426,-11.52249465030513,-0.47246053470722493,-3.6867313922420744,1.5809512666921124,1.5229749251857352,-6.529925243217218,-6.56428931917252,2.7451134558443653,0.06715532784691813,-0.4854789257223593,-0.9176840857721349,-10.771932857067005,8.169611919002989,-1.64565542451176,3.0515516001474206,-0.6335331767099776,1.8422591841803397,1.9503416753435552,-0.12358529985268452,2.0121169693111725,0.4345725980245091,0.32603348092526063,-1.1968031605075744,-2.41775604516265,-0.19320969304999452,-0.6724788605195788
CPV,-0.8966658525788168,5.802410434632789,-8.899203495486576,-0.5638803101044201,-12.593188904336243,1.646352080917464,-8.650695326919276,-3.232545510241863,13.81603281093764,3.4313897914343947,0.5004957131710095,-1.1803222146416894,-24.120821249928007,-5.465327454537752,2.4549804877103933,-0.2504410136749786,0.571174991924263,1.4758539905196997,0.795762494440739,1.3313827173968429,-1.4443623484683163,-1.509493699655899,0.07491945095107955,1.4442996600454554,-0.9162257126362442,0.7069171343890253,0.8526704886989146,-0.9973990902742031
MEA,-0.016151128692084245,19.298999981343798,11.098013931189474,-0.09614853956995142,-17.61878015222727,-3.4768901030471233,-2.7961616356358094,0.6268355066292783,1.877026580300168,2.672954660670845,2.406542163550081,-2.7533231788254477,11.409491853857034,6.522453374362064,-2.385002496769519,2.6526345049819566,-0.18049325894539664,-0.6453347756266008,0.7301766008077811,2.754589651493471,2.496567441400474,-0.44469327795712876,0.34833287930870305,1.7250786776049893,-0.06772292462568288,0.5960284371490558,0.3389797609566517,-0.3946213095146284
GRC,-1.4179707027280473,-3.5233555251174278,-10.810428320650006,-0.49226591559377497,23.238442733038468,-0.4301300980779644,2.2460878880087103,-0.0604233702697301,-3.030800104785511,-2.133136230975477,-0.20395581907932878,0.04025124393290294,7.441435582131997,1.2802237146412536,2.588447412217401,-0.5912059854809879,-1.1425919754560905,1.0631003216184758,0.29947476871422407,-1.6229598829503211,-2.6321923019488236,-0.8642278240482961,-1.415825930731349,-0.8662759072140748,-0.8070633933721213,3.0514747891538296,-0.5091641421377012,1.4538379740474219
BEL,-1.4251680162606681,4.020276182954187,-2.6158043839436598,0.4017225086595385,44.303342541984726,7.041741084907472,3.461909583254361,-0.44009778909579506,-15.829420566834635,-2.209958561363708,1.1773538603357874,-1.5370073839726661,2.8981507055669935,8.693460188852978,-1.9502334301224096,-0.5636305863169591,-0.80148186230983,1.0762436196863332,-0.8098156726153363,0.15542478075534927,-3.636183471026648,1.799682550283074,-4.366982371729648,0.623736369929213,-0.7437062308611607,0.07065528629567264,-0.231187045603428,2.938704107387908
WBG,0.030633214634816504,-1.7523771746487138,8.446137077753287,0.9049773404376155,-11.417204630833067,2.476800293743225,0.5909932121903403,-1.4461751831016676,-26.502605426104562,-6.489318020818278,-1.7082467628900933,-0.9339569734700071,-1.1776295535008678,-5.520731808454545,5.021032152493841,2.8492857710954578,2.1613584497272775,1.8616620764688245,2.766514310115786,0.8091024662295813,2.9033961142493006,0.08622384395850324,0.3481284727498515,-0.24147039124456354,3.007756009028446,-0.7198004884564593,1.3349797233045633,0.16786170374734763
ECS,7.679664757871921,20.997517837564068,47.40622830088806,-0.31493520966614313,37.15692853098111,0.8072008812429821,9.907138572283635,6.145603166607358,11.069318172884682,0.6918028031020849,3.0629674249208096,8.689095315680362,-5.576380630111322,-5.510843981149627,5.055919046568943,-0.1953047050952978,-4.278385688226639,3.011389682537957,-2.7019551252895573,-0.34944473195503634,-1.0857140729919414,0.43508664844022416,-3.9175322594219026,-0.21546040334957606,4.386882334834935,0.31882919240755364,3.2808666429497735,-0.24104091701196548
