Country,x1,x2,x3,x4,x5,x6
ARB,-3.871551647939916,-3.0074506226328332,-18.83911753408283,15.010497217204364,-17.683030647714737,-8.014589386772169
CSS,5.727408814701808,5.570327664970327,11.21430865720193,3.8483206891493857,10.478853528429292,-0.20378913432144197
CEB,5.745144933989426,2.790131357823844,22.1095445329836,3.921899061907836,-9.754732446173026,4.250711054215749
EAS,-10.598938384694186,-68.19899528082392,3.9652106277908734,-19.843671323029376,-0.36877859565812,-0.14559746438493093
EAP,-207.8567847259311,-20.772667496232977,7.72816108403605,4.094102913854277,14.217133201621753,-0.9330388685115008
EMU,-5.732435095639373,-49.265049607687544,16.563417398789305,-16.086668629751056,0.8715851245627235,5.74160257717641
ECS,-9.508402978583515,-80.60433291037478,7.519123933360413,-29.08915485329623,-9.411062543527128,10.042556914043963
ECA,-174.26394294731662,20.285415975800277,14.350923119639187,11.356352356439533,-0.47055012407126906,6.438833387322486
EUU,-2.756110572360848,-64.89044353182724,16.28372678656541,-15.699455000540338,-0.10928622064081528,10.086560521015988
FCS,-17.349473657284747,17.72884012019219,-58.71613134266439,-5.3942029154277185,-20.726729536510312,-12.972716334157914
HPC,-27.61334716224968,25.019873912066647,-63.802834030129105,-19.059388163601394,-15.326128720233035,-18.485089291568233
HIC,-13.051677465940056,-175.68699003779582,-4.295372266734369,-24.869633918508082,-4.897146065343852,25.270644162467292
NOC,1.9974980010607852,-29.24846759221484,20.20890743401487,0.5015544302200619,1.6350248880306553,-3.4913404196333824
OEC,-12.524645968693854,-153.12508112933844,-5.412863370015385,-18.95828682560542,-0.31441123823899186,21.04561864457512
LCN,-5.988150604613311,-14.439872119279347,18.623256796158845,-8.916433476198593,3.5456781164935065,3.351860339306179
LAC,-265.9093791436191,22.641216059963423,16.335964147752584,14.412193500554793,20.257535998411804,15.762028112260623
LDC,-30.87594005440452,17.770517581823782,-53.86199383670895,-22.235159660125824,-15.379525522555307,-19.27345301396334
LMY,-1232.4079160870108,38.521055752272076,-19.172982874805022,-29.211891676394092,-19.565338445481746,-6.852205125463314
LIC,-115.12642430118052,34.40729407416023,-65.48985849228418,-14.206088197983739,-4.355034041584223,-12.270654652425096
LMC,-425.5205100371388,27.90338955361158,-5.8253456876694045,10.10616048067352,-9.177996777863086,2.344688748362021
MEA,-2.234297537431682,-8.055241764501393,3.849534658621512,14.928835232043767,-23.2948411799493,-4.17173116313539
MNA,-2.003867531793496,2.7035038362985984,0.28833581214330417,14.259052258432176,-22.97294393566168,-2.4540204214430594
MIC,-1040.2649034791245,33.68042022618522,1.9778906963993172,22.895846630596623,20.406261563624973,20.57171490392271
NAC,-6.313732734742171,-57.186782030008324,3.482958608029293,-10.50546960812704,11.184259514903372,-5.112118278603006
OED,-13.427662937251267,-159.29220923775338,-4.090230112998969,-20.192076416501486,-2.936855975183409,23.74610095465183
OSS,7.326970411015077,16.835744353257198,-19.75131846556692,2.559351635954671,1.8085459301054896,1.259019810646559
PSS,4.546888118474712,9.330214549036906,6.323084916518261,3.916404877431365,-2.051806042020355,9.26827433840478
SST,4.377293652644776,14.215729352628834,-12.627717476871137,2.0121223763081124,1.4614678147517361,-3.3592123770560085
SAS,-110.47398652374639,4.724068744699261,-5.312004228383171,17.472080689696707,-24.610655156747214,3.121052678424644
SSF,-31.95166819596932,18.772311703081975,-55.02990212236155,-17.475552625712577,-18.261957813249072,-20.341823469111212
SSA,-199.87415909671986,39.335518810065935,-57.39691952003845,-5.974065812586258,-9.34030196072262,-13.053836301460828
UMC,-563.3606585051365,7.022245465448037,10.854923152947123,24.7140481769644,28.315073246928904,17.698200618159397
WLD,-144.98868381097927,-264.76687046178944,-39.655833139617876,-149.8305755242568,-92.23718369392043,-26.171291080930622
AFG,59.61107758041208,25.133049027086503,-32.111140564004494,5.276182583448204,-30.47351677657761,10.131874647982656
ALB,49.53056232433941,14.950358711710745,6.9896411218409975,-0.6218320665655908,-9.85550545061087,5.640021902787003
DZA,79.92294389987954,-16.77316394446889,25.06258092530401,25.562495643339357,-30.317499520476286,-9.077950274071659
ASM,0.033037025438436785,0.539499288631647,-0.2958870674073547,0.3228368416648848,-1.253318410269069,1.2899767378431142
ADO,1.2573836005944647,9.263472872821257,-3.335387931493577,-2.608010116376337,-1.4449876375269453,3.7771973063502697
AGO,51.98893806659203,4.503687789211581,-35.425192261167076,6.969702990089666,-4.176311992204965,-9.61025169062918
ATG,4.213072510933385,15.000810956892387,12.90822531718906,-5.590432278398579,-1.7620164985537388,7.983711648440597
ARG,5.773870978573546,-3.013726575771184,28.586497694256362,-1.0570261518807404,3.44356064875583,4.9677036661345815
ARM,41.62609500063446,16.090387548575094,4.969515448424085,-5.498327356115284,4.516065675625457,9.912522952048324
ABW,-0.8190874758431508,-2.0382439649643453,30.405219107709605,-6.258921238241961,0.041678166950178674,2.9276635555407786
AUS,-0.9469581066116328,-4.268991565132401,16.566521169536028,-8.90671554382767,19.419011259168364,-22.00880675091128
AUT,0.19213025153492813,2.7399176911918453,17.116454970502033,-3.0500250232359365,8.84456061313696,-13.429850168951091
AZE,60.27416492629746,15.257532133939726,-1.9634520415719616,-3.233720721803442,20.392922406472863,-24.06922408074007
BHS,1.593956393171392,20.093492903257115,0.2800573989747064,-19.03396503506698,12.107585130762743,10.128598882523217
BHR,-0.6934769097177056,-6.357808414736828,19.270757451439373,15.533296719386554,-17.76913783891292,-1.1723968087786822
BGD,33.092262373809,13.208816804412894,0.6729977754957164,-1.3416830918292688,4.374168189990858,-0.7656554902897206
