Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
MDA,3.4247194524057614,0.1547077670344797,-0.5638339807720634,1.8169933792227826,0.7658653838664864,2.5739077863929367,0.4773758852105032,-17.89794360706257,-4.935005720744625,2.1669784607559097,-3.592287539072595,3.6895575263757534,-9.033485881211627,-7.663839146390296,-0.02273446990370198,1.784672396455483,0.7435753665978844,1.3176825583876246,-0.31997427494918607,9.097567807818576,5.97773746026359,-0.844170645823606,-3.456356362280802,-0.8857031819487512,4.276227778431693,3.9438280826910708,-0.49124764060474546,-0.3686567073051781,1.046482871903744,0.17916603499032524,-1.1301588870871362,-1.1615786171577718,-1.1809985408465131
GNQ,-0.1400398234679765,0.15675867511119265,18.690393289396642,0.3549859138315735,-6.252530759704648,-4.747375516919796,1.903865013362109,-19.481030896929333,4.0144002333508535,7.304487681920522,4.060994309122875,0.9033231706554661,-7.434481216738134,-7.236835501501151,3.7916670454613546,-3.005604370331751,0.06980950464977431,-1.4743551136964415,1.912279469331056,-1.7743054975331383,-0.8022802058716807,-1.3494223342179605,-1.0206603683994928,-0.4403879998185419,-0.6207639588876972,-0.6324370088473664,-2.816185099955011,0.7327492762379743,0.42493281362618046,-0.8012999713247433,-0.1115129850374127,-1.7325601306483547,0.06060204166035123
TMP,-7.6339484443674,0.5694875015016407,-9.018992691725849,-1.1040729284373585,7.173526034432362,11.35085609729353,2.2677816769791246,15.972578786951537,-6.156525450304086,-2.195462498235301,-0.17921447098538246,-2.168089325571123,1.3963901025512273,-4.933027903564586,0.6605261886956828,-10.422863049269699,0.6755593202425421,-2.3017081946027025,-0.9041748319996263,4.759359856075994,2.808188107612244,0.5620429867948129,-4.039589499531565,0.39066871260719493,0.8544096192348147,-2.6739437577941536,-3.3419825120707047,-2.645418682930917,-0.8138603295092885,-0.7969224214889523,1.647636088551757,0.1657333962681547,0.8667729185429696
TUN,-4.873409519971226,-0.0140316609911609,-5.952535924895771,-1.6672427422509226,-4.918905054158618,-12.778101509731737,-5.851012558650058,-38.30661867125923,-2.6988368691000093,-4.208011287739341,-0.45486353238085847,-1.8383293572769674,-6.7564981006234826,-1.143843022841324,-0.8744434125839577,-3.271481813626333,-1.169084814196847,-1.435283884487287,0.034749473615622584,-2.641333919974935,-6.881836366401804,-0.19713302661142768,-1.8483608669849403,1.1476348228930502,1.8080993501320104,-1.1346473278865188,-0.9913703544766095,0.46902941721086977,-1.6405298624424918,-0.8452379430544258,-0.10569974231976996,-0.3572084409661236,-0.14752579662419238
YEM,-2.9177025305218915,-0.5075041618187998,-0.8390945142966729,-3.917671426976349,-1.8240373730034243,1.2803898334042554,6.248535290355809,-41.55360691487615,9.279109452531486,-3.3770143917683697,-0.7169058880331823,4.855790940293127,-5.67364521666625,-6.878062012632678,1.9286779552338384,3.5312983746499524,-0.23042890098798552,-2.056145929342283,-2.0272460241490022,-1.3834831264454932,-4.889865223849495,-1.3189939564054407,-2.5252853525090124,0.8376249161565992,-1.470784000192956,-2.3633692825218806,1.659930150729747,0.9964860542274334,-0.5657351721571986,-0.6642100367296006,0.5209713889671511,-1.3797450221225818,-0.7552402093587897
BDI,-4.222542876656636,-0.7755746321947011,-86.12392762687965,1.0685174549742866,-6.906798385248259,-15.583867457505885,-8.661646549388136,-32.94590777999689,2.5287692086242037,-1.2930495230870407,-2.121223861952482,0.06407709410477035,-9.01269538392128,1.9018385500003132,0.37271267672315816,-3.4192819045351346,-1.1980322017800789,-1.413819889100361,-1.4141130742853107,-3.16892841918022,-1.5766181135101893,-1.3618129234484129,0.3937065185339056,0.39331446424614946,1.381075482692415,-4.257690216769927,-1.3641446473890972,-1.036430408990241,-1.1098906753239246,-0.3564481668580654,-0.10476949358840772,2.101704325472282,-0.6544477709307724
CUW,2.0618539211056115,-0.3154595009922292,-1.2806531287272633,-7.5958390661399715,6.023326436667137,-2.859849424307888,4.2350651407271585,-3.607394929119735,-4.253896309706473,-5.235832019314053,-5.244133061065771,5.610515465717139,0.14328587338406057,1.9746499053973012,1.7263198116135658,-4.191417034699969,1.6980392944135865,-3.379920760580957,-2.8957812395338873,0.11528999832426279,-4.692969667493225,-1.7433358368235867,-1.9934771033624412,-0.5118999585206434,-5.11291729068655,0.11088077996814127,0.5202597938971365,-1.1519393766532766,-1.4297766041752873,-1.438666638210438,0.6140004217287492,0.42233848250287653,-0.9039792106437872
CRI,-6.317443130961268,-0.29908320914238795,-4.428849244111142,-3.975130408043046,-12.2636973432389,-13.074460604961462,-19.975975019440963,-31.67790863631878,-0.5482113857402193,-1.8350500144404072,-4.047647527003498,-5.2988421841757525,-4.07662571464349,-3.9731480832552646,-0.35783204190346835,-5.814535403064614,-1.0326256913947853,-0.0032111519780139153,-2.3292854241557084,1.9751675845413652,-2.424103028720976,-0.8156245823442145,-2.1167974993970367,2.418471798231777,-5.428800925327684,-1.4512229581151914,-1.06777196845188,-0.12690834634293816,-1.368007325408126,-0.578952321993624,-0.1128712916052491,-0.869250732083497,-0.1508693688319606
WSM,4.887800454512706,0.4510597056369249,-6.696291413656681,-4.605308113733691,-7.765919261115749,-2.9124279690434687,-6.9569003872986475,-43.360301733466116,-2.6438460592073665,3.5014517941821546,4.904347918146909,-0.9652167422519711,-7.567331318912259,0.9227915432231897,-0.8597636543405718,-1.1499580334188355,-1.053550598480982,0.6388424235506338,-0.3277889510939094,-2.1888574943214976,-4.002005616188175,-1.2062597532018293,0.8743011779027077,-0.18813125101565598,-3.7095557965044588,0.5466908880473256,-1.4273920261330941,0.6416669501454947,0.6351969892278254,-0.7802841761716511,-0.11322921078197201,-1.135632524283979,-0.33424153711790805
NPL,-1.5629295463384403,-0.8531082996002124,-13.455997167339373,-5.987815915911692,4.3844609569862385,-5.748514600224158,-4.052085999347444,-38.173228303963725,5.864475467299668,11.97874347108605,-3.1811214900623557,10.188408058554739,-7.612604039651211,-5.41554192018964,-0.6962914348441271,3.5154821832714855,-1.0519028933210246,0.45000760487156133,-0.8383043205507106,-0.46825148135530537,-7.881628946750099,-1.3603060724534486,-2.1882464073833754,1.3585815834984327,-0.786120382189576,-1.781657607507015,-0.1002979032730273,-0.04843537013309726,-0.17583950822937694,-0.7259358913195633,0.5355561880310283,0.35170922669380056,-0.6530405628903883
EAP,-5.986117775318116,-0.6431852701321679,-6.8668701250816175,7.073856551216298,-1.7029113416557367,-1.5380303720964985,25.65417138362955,199.78422889508727,5.421313727873981,-1.7225820535859713,-0.8775274487249322,-3.022311431177576,14.227409116721264,5.820194833305701,2.5040624543512786,12.730575686563093,-0.6083066082589869,2.417152727477561,3.326061936782779,0.20663722991600242,2.987035146917883,-1.1862638112755457,-0.421668158635373,0.6313011054488218,-3.101479248177356,1.043756241988412,2.78862125294652,-0.20344789966226504,-2.6081981098013123,-0.6179509203696512,-0.28807615114127905,0.622078056786114,-0.6311837953061651
ERI,-0.7246417853090903,-0.7569145358361558,-15.24917100962815,1.5938704609329506,3.461251369105667,-9.124134218870916,-6.771942601377761,-5.514229482723372,3.445089206796465,3.015442419177271,3.8915702455819225,-0.27803065584027825,-8.189662112706493,-6.156375904673256,0.4414128563799561,-1.5960643553498288,2.5463947446304758,0.8460720675625727,1.4596884340759662,-1.6890852696246443,7.249397805477276,-0.5440481310806035,1.725362628905871,-0.37642704501174,-3.3134765922100087,-1.3952446620865224,-1.495818396726202,1.0520240212061645,0.6019187232844294,-0.856273076670165,-0.44362771645850846,0.4996699458090791,0.517855178523096
QAT,-3.521253996629543,0.5619420562964015,19.576239920952435,8.60024147170345,4.376058393092993,-5.50366571819131,9.27213047552451,10.15893111940191,-6.189568283326574,-2.165584966092749,5.475124437395008,-1.2018885605234135,2.1978231117604636,-7.538005810121568,-0.8452508415626806,-5.1146087230184385,-1.7158414334766525,-2.1839181697669474,0.7019552131275716,-1.8758856772326618,2.4807438940154465,1.3210652785375774,-1.9015399833998696,-1.3781012622011144,-3.42304362929914,0.359613716622519,-1.870580243466758,1.1365768700971612,-0.7228945071327672,4.383632169325195,-0.3109252760566467,-2.6499373178224546,-0.27843790010478187
LDC,5.54383129841985,-0.7634730071505809,-49.830495024502035,-3.7758032540820174,-11.579841475013758,-5.957548297643081,-3.3593302247615204,33.33026156843174,5.4059991427380325,-2.327363857478314,-3.951043630649975,-4.23172822461482,40.59458324345473,1.9969110073983223,-1.1936863983048405,-7.407373927861182,0.023857800575393773,-0.39647299156462207,1.196530370548409,3.4047521984072957,-0.20920734494034754,-1.335510487848139,-1.034536237356496,0.824355086114614,-2.6798458533509963,-0.11781115056421632,1.6434712748142088,-1.3749420391496112,-0.3438515389389208,0.10938031645724494,1.875386315040288,1.162191253699812,-0.3536704373101275
UZB,-5.16224945912379,-0.8659529191533837,16.096073725677094,-3.3125718933006687,-4.251793776782029,-3.381671333124189,-5.879358592702578,-19.09440191237947,1.2289484606396632,-0.3984500625684797,-5.79079776464423,-9.290066454209013,-6.348928421030308,2.2793009144729406,0.8254330658758416,2.5985450394710146,-1.2827758161244653,-0.7185397581921054,0.8230165819199432,0.8028062310099895,2.428766383577635,-0.9904687285654303,1.1749673253346908,-1.0458699857802598,1.082396694195171,-1.6448068039176071,0.5828043490164284,-2.1483932987957193,-0.13753173838732788,-0.08341836725849472,-0.023962844082949623,-0.4633423520940492,0.38568716618896287
