Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
MDA,2.286217834784752,-5.129588760766719,2.5271211183251565,-0.04493250680903914,5.027475518131105,2.5813727065965435,0.5239456625554963,-2.3654894959257162,4.177932413403147,-3.2304657681553364,-10.353486777805465,0.5070906181590504,-2.41652214139075,-4.34911321415068,0.33317078734208905,0.5765553312605971,3.4377250968269317,6.8628407655724,0.5184150647351833,-0.3200445075610395,2.3706819968213435,-0.8190892545414137,-0.1583354036828995,-0.45873468115377697,-1.0250110574417917,-1.6664913936866883
GNQ,1.7340140693120047,2.9353363883773436,7.47757030756361,0.9922611612873964,-3.12797622591764,2.1641934880226965,-1.9609214494417264,-0.30851049152576293,6.347085543679692,-7.280493124366252,2.77265821096175,4.674528699026969,-6.2294558143243846,4.300542969538375,-0.7872603036256068,2.4780937717624085,2.3538545648556335,-3.1133137277273004,1.5113576199436476,2.8279016143253806,-1.8508612443232866,-0.03529032607899857,-1.1598574470223189,-0.7863884255499585,-0.6604248678687206,-1.102505505449183
TMP,2.314635459747961,-16.237238058500157,0.5005925944257131,0.04305360098537454,-15.941728848526667,6.167045980353471,-3.6385294992395654,-4.111693904967471,7.096158998747871,-4.926751731492133,0.09534201950865617,-10.680959899325934,2.7282400410260217,-3.7491133471297813,0.08105346598834551,0.6038947873327788,-0.7849254675594495,2.446157283773647,0.19481758103123975,0.7222120741826037,-1.4506549754709424,0.9829107402900845,0.10377092849617309,-0.6494653830567128,-0.8336996185366023,0.850831118377061
TUN,-1.850996743020135,-13.549234674630119,-8.368131248645348,-0.3316160717206454,16.01040577370665,2.7754174565802767,-2.078326705405623,-2.0849341957670715,-27.467126620682603,-2.7302631702884437,-2.5694572770387407,-6.702917725854691,-4.115069524040596,0.22181830090022925,3.7470188181076476,-1.002907971824045,-1.852901558446921,2.1590675667128116,0.2650031997072883,-0.8770093400023455,-0.7712927347550467,-0.8834243727419748,-0.7943956275219478,-1.3916704365465047,-0.8592271128554916,-0.5325788381197037
YEM,-1.743436934989737,1.5334578285398908,12.062664589284706,-0.4074577246539065,1.3742148232614646,-1.1683663044875787,-6.527745315637009,-0.5199971768866202,-16.407568202474323,1.8675336920968046,0.21051259098013925,1.241786902254528,-7.648713336459946,-1.277897450810066,4.012801918919372,-0.4351023391347447,2.4095081612296725,2.3922170619097907,0.9862749825083869,-0.19927703191628743,-3.6077272560020606,1.3870178183809636,-0.803091994176809,1.278530201411356,-0.6585924136668544,-1.2586013689575577
BDI,-0.6896728108315435,-3.2288941086091616,-3.6454687266976196,-0.8243187353490542,-15.828811021048399,-0.8922680640446555,1.7845198663235755,-1.715209200595586,-54.39505556659992,0.47683616459487854,2.982106305469685,-1.2571618197524252,-5.169128958319585,-3.1141177591365796,0.7630621414879128,0.878913211548,-0.4333371276998214,2.8433492466091246,-0.5333088079774103,-0.9406524941987967,-2.9207044224737446,-0.992425713134349,-2.0001374925575295,0.6653887890005626,-0.5859047345308821,-0.16378644741948128
CUW,5.110721469531386,-2.8416822909459394,-8.067697451036446,0.37821650774545806,1.146854894637574,3.3476760411355153,5.865363564214988,-2.668976130301022,3.4114805236734047,1.0026251473779866,5.825770941689328,5.534014603383574,15.148529235985226,5.990165941424232,5.593712748564431,-0.11261450180191895,-2.689674675850566,-2.0875892406035987,-1.2447532309979026,-2.114112208289334,0.15586881968311628,-2.010190311308479,1.047382529647453,1.4291491788390056,0.8281603670038464,-0.4511727869724004
CRI,-2.1751587036128552,-14.395925894028645,-2.4619049825585044,0.3983093990675674,10.4500657262755,0.1156948489659726,-5.030361257296171,-3.0532043506874946,-33.45406384278032,-1.6177480134985267,-2.584032777641246,-8.543658954281451,-6.730431020276605,-0.8761361645597614,-7.136500057755716,-0.8709262619245219,-1.7350917573701765,0.5754521803224746,0.6499772710945825,-0.9413295831885842,-1.839987157473899,-0.726267091775683,-0.7829130891047953,-0.560440711112441,-0.8317154791528292,-0.9497546793083019
WSM,0.6267580404168884,4.802287684716919,-2.993234047112316,1.2567921673607225,5.653257465661129,-1.842506063363079,-0.3422846679145688,-9.482476650024486,-52.813849053729314,2.442391682783726,3.243932896469915,2.5445033788493725,2.5787676041578274,2.352654375651744,-8.494886181147441,-0.9986657335877318,-0.9323453842727982,0.4331842245580355,0.7778572013304477,-0.9562387015950715,-1.583806797833422,-0.18236584280942486,4.165388136936558,-2.5336230927984014,-0.7533342739230191,-0.9852898726640814
NPL,-0.6189558530176106,-9.82027125920064,-16.577648989512912,-1.0132702352236114,-31.621226135484026,0.40682216111977565,-5.1908143757955765,-5.751468418801404,-65.78765650314534,0.8329832388185703,2.818459870645757,-5.961884519182955,-6.085091413437906,-3.810078866547574,-5.235874208864653,-0.7951990513168525,0.5989235977102896,1.1856305835475007,0.9985312994154878,-0.8251515448471779,2.386448985832432,-0.1478732804431938,-0.7922996420890944,-0.11451764036676038,-0.6659510777670685,0.1201893461694712
EAP,-1.6102457167571103,-10.662415202677067,3.0433675921750107,-1.0588618763480742,3.5048413856928637,2.1485056524307242,2.7935086430146177,2.5470125897000027,80.67455733441602,5.580764003004677,-2.2543797078639436,10.930423388496678,12.642848985397082,-1.537894097216629,3.553487477916966,-2.9035823223068133,1.8126093253417308,-0.8309551941869899,0.6743906188096933,-2.617825362462209,1.4263963615587325,-0.018015724916762066,1.8629713941595778,0.022542196410984705,-0.47156263105751356,-1.5334798763451358
ERI,0.4756966784564712,8.723267243259555,-8.651266844628859,-0.27622635778699467,3.2681345568832665,-6.246095469554603,0.7014346862053347,1.208511276301071,20.306093809486676,-0.4065234426374332,0.5392152849377201,-8.907572196137364,-2.191079850766726,3.0753680512936508,0.3160550075217878,1.4209504179468797,3.8968121083292386,-3.7101707539528253,-1.9973972300475435,-0.7567406691071688,-1.7689329622096357,-1.619497397897707,-1.1225883603378577,3.1968138806936777,-0.9069597192156182,0.8324082507129926
QAT,0.09015628584591057,36.48887099631762,-2.650879258311374,1.9140255420693737,14.358333726509276,2.2095930153316465,-8.267220423884197,9.584763808377149,8.005834333661147,-0.13625748231868395,4.628903053441172,-7.787617181026231,-3.153391171894492,1.8260081772560501,-11.667724961703009,-0.9112369385685404,-0.6414692053332698,2.5105502695428035,-2.411970589779958,-0.9137922392671882,-2.920719603171378,-0.08257169762189714,0.6645840815831334,0.6397061296562668,4.237635017167559,1.0863833292711056
LDC,-3.947571803626336,-4.21314597134333,12.653521990251805,-0.42155572292442206,-27.608575178921715,0.32615288202657555,1.790980195769905,2.9016659882460765,25.69453030084847,5.080731617130013,-3.232974651475246,1.6990275582496115,15.976013881224938,-2.2738405603616956,-4.645381035422539,0.39343935509897837,-1.3033596430324488,1.0168376075633212,-2.2121959131587605,-1.673781312802176,-2.791624367224126,-0.971137610506978,1.2509214403666755,-0.390547185202103,0.22043263628659143,-0.3992142402058923
UZB,0.06850068450966734,-3.805824284987198,5.419104922156113,-0.4149724967154312,-2.453912821692466,1.8784276108562554,-1.444543897123475,-7.144362903816089,-13.43362001215466,2.5259237478681777,-2.915359429959476,0.9508776360836224,-1.9578114747550583,-3.2595566371168334,-4.218902769974904,0.951640285708914,0.21982897016843767,-3.2739850794814473,-3.746216758505743,1.9359900177930602,1.7027673004194075,-1.7530301451556816,0.7150706557291034,-0.665414053649978,-0.09421579390880049,0.1249054157583675
CPV,-3.3554822634257,-10.912516641366883,-7.646453600146211,-0.044230407485287226,-4.275909299646641,2.3132992985132788,-8.371432564750119,-2.3933242329902464,-7.906701346705321,3.5709063605133564,0.5335183005900873,-2.953584553804848,6.373289402528091,0.9468596657579524,-10.11859294575148,-0.39222210920560374,-4.603540704293361,-1.0502122943317787,-1.3716862353414072,-0.6212226013508914,-1.5273772706692579,-0.8439074670267606,1.1864307777591017,0.5366958335084382,-0.7238734713314878,0.14458071694652105
MEA,-4.586888945889056,3.688339265821303,0.24444501217640147,-0.07138618572287748,-32.20148486992868,-0.5065363161372062,-3.376228281200873,2.4222143282580237,-25.045565480172336,3.0341246516422684,-1.637795407753851,0.09072739811757757,0.8398980180673408,-0.5245001230307542,-1.6511352550394256,-2.0221031334109796,-0.8046108302673307,0.2631747249667919,-1.29318563044208,-0.5658805235917626,-0.7998777015927203,-0.7859342811012201,-0.36405948858531006,1.23920037749095,-0.0076477541471522414,-0.7997498363652791
GRC,-1.5570245187582739,-4.078699132599602,-19.060899264359726,-0.8057488065751405,2.416199993391129,-3.4406956209191812,1.8748217237262859,0.6358429294812482,-8.917963459282289,-6.221920444884906,-2.715730671704915,-1.5413524226802224,3.2363125460656987,-1.2377880387598612,-4.859763702008221,-0.7257373211542253,-1.4868826798800634,-1.176779011753073,-0.34666386824208323,-0.6008383316405801,-1.67088879287845,0.28719596102186995,-0.7244217335244032,0.5563328807458457,-0.8530660059415893,-1.1379395704546569
BEL,3.2118592272899793,5.949987362852834,-3.8641768584295613,1.40866417240607,10.610132507775837,0.32232358952686313,-2.366109972188403,0.637386146624628,0.29443755045739317,-4.664161308149993,3.2773127021560438,3.1898051251802757,3.1548220996368572,-4.384387843770098,5.193632219873806,-0.520211102300955,-1.1341377039380778,0.865766151263016,1.7681982717896958,1.9842795195077618,1.9415997079029013,0.7790706876209719,-0.614476898092972,-0.11240979937942874,-0.26337314244648247,0.893832390965499
WBG,2.2009207371837505,7.161983028440047,3.803343155138266,3.003531404791832,1.862010980957029,-1.7999210371148235,0.9835315194103702,4.901087592432283,24.11726211894732,-3.499625895712295,10.312618981247818,2.526350734392796,1.5935341383113342,-0.11508786921854403,3.269669483466328,-2.5649259574959533,-1.726534618193367,0.6653831073473467,-0.9089683983710665,-0.6828327818151223,-2.228213625535371,0.3467712995525251,0.6635373798535108,-0.8860942269545593,0.43209665884688725,0.15644474308810663
ECS,2.6905293028982618,25.803678927539423,42.71126899066929,-0.36907783622526064,44.481067342067604,-1.537754849147911,8.896940352040975,3.6758959542848055,-7.795068942436521,0.31024939034123644,11.438843051072224,0.44933074464433753,-6.141789095412727,5.98433252923366,3.748850379043218,2.574513662738386,-0.13998808527646833,1.9784802283812155,-2.2246547059241397,-0.7362736047612248,-0.6576118368928044,2.456367818291344,3.8233663117996057,3.5743537718801632,1.4854916224866428,0.2717136250446929
ARB,-0.16478167538747346,-1.4492375970862295,7.37688108997594,-0.11343624726726027,-25.92597556409141,0.6275339484603398,-2.8051077861701357,-2.2388966365684038,18.026767218756202,2.771773188903487,2.6041182162183056,-4.141788573273554,1.3190631490324796,-2.989559865219568,13.677303164862552,0.4334096466302937,-1.288126084805622,0.4885497524501712,0.15768729294504114,-0.5821888537517723,0.07270699133681158,-0.8634748122242738,-0.46903146937775697,0.588398240700843,-0.20763846087443943,0.5938340572026345
AGO,-3.057107961321719,5.022751274892588,1.0879132879210767,-0.35062532786556305,-18.39233759788236,1.276015477030339,-4.181627054811936,-3.941614114861014,-24.22539134650289,2.441187055886603,-3.9115266372586484,-4.102897843908569,-0.4671045775801348,0.07594915437357277,-9.363324763648576,-1.0142670527848332,-2.2830390459131373,-3.124085418178943,-1.0528394875392175,-0.010921869992471678,-0.982566572989523,-0.97196919368627,0.6129428037021567,-1.0614036056223586,-0.8787194975259479,0.2592409174998934
