Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
MDA,0.6774241612671953,-9.435311009357216,-2.539949419962773,1.4406963669929382,7.361761379697316,5.860356991858945,20.74370471703509,-4.5761637342869745,2.341750802434401,4.230890441644219,0.5296652104612175,3.112243413250414,4.261974650278225,0.5915119131199355,-1.4306407411456668,-0.33643444890481017,-1.21304402409179,-0.5759363289282524,-0.08128962046136924,-0.8844599841096739,-4.187105014341203,1.5408206830717779,-4.541888054567335,0.44125799197755056,-1.4070788394642777,0.930739849412128,-0.6699405052466916,2.6333363975817274,-3.799640718444973,-0.15284065065622943,0.6590786249369972
GNQ,0.25560626444048923,4.129978777952745,-5.325213158759907,14.170092827985627,39.71523261172026,-17.453545986263954,0.18202967539059794,1.1025775042683847,-2.602495239057405,-2.8060296884283025,-3.9122415838390294,0.01698776141675301,6.612674729855794,2.2494640807375497,-5.003127401566389,-2.25374581454783,3.0889329208645173,-1.1502255767332579,-0.1733719300164474,2.053234936196629,-2.6578808535654486,-0.46823917383601465,2.17926056877397,-0.3766097875936968,-2.4355307095707963,0.6719719985024285,-1.8012505784163997,3.194183539622397,-0.7737208405899114,0.4363483430273677,-0.2309314045746118
TMP,0.026659299538425284,7.528770664546001,-0.7513132402034766,-4.391777912795756,-6.080005345730239,3.810717907869885,12.699846286333965,-10.105371174334156,6.041143346460254,-1.0481778526532803,1.6041831515847655,-5.345397156163415,-3.5825822459004724,1.8853852265131221,-3.1400274954566716,2.678407158262925,-0.5787254990631816,-1.2388396372993329,-1.2632412142999674,-1.2139155413245186,-1.420508161080482,-0.636338996224216,2.4135048936047663,-1.254479473953018,-0.9912645810106772,-3.432223246783834,-0.37255366139664714,-2.1832643871576782,-0.8471775134362213,1.080833536844607,0.48973272720362654
TUN,0.026368212497380576,-16.30160293837717,-2.4098044036422723,-1.3037034174396829,-8.600769690721648,-7.51258904166877,-51.62378440247312,-0.713043161517571,-4.670573315234328,-0.7273287087861551,-6.3268260325357994,-1.469385312612162,-5.7130785774359945,-0.7619816876717684,-4.023970610833631,-2.8232413808152166,-0.78307396786037,-0.3529857418004746,-0.25902199281938526,-1.2095731901216915,-1.9105550081736438,-1.965903983358973,0.9587341080415442,-0.969101657003576,-2.120208382522075,-0.6854285586064706,-0.030475964192894944,-1.8170015872368601,-0.895872624207277,-0.11938766142383321,-0.17357425104826935
YEM,0.8613476132653182,0.6888184868873564,-6.216104647636129,4.092111830785482,-2.505273729139097,-2.288891689018632,-36.65570203798402,10.094868901800053,-2.0130239910205354,-2.572920879915203,-1.8331696804248234,-6.05427088290228,-5.936410243517058,0.029556178586910398,-2.502445640042853,-2.361178200431781,3.7708064727545434,1.1078065497306477,-0.2665601325981528,-1.3421622789430154,-1.224934916259843,-0.11943341299061572,-1.3932414356454994,-0.9262019988970803,-3.0460452261362017,-1.5999779069099211,0.12596375611663835,0.47294310914059556,-0.6876300405041206,0.9922189622553926,0.553558842276327
BDI,-0.6652935695766891,-90.64449510453177,5.138430719658961,-17.16426110466993,-15.607477925281417,-11.732551202039405,-56.461166745242835,4.01075802538995,-5.657142782446777,3.5409037294848287,-1.9951686139283034,1.641198927164774,2.3902928983031804,1.0403215107088586,2.7812148691000553,-6.998797833006574,-0.5339154035720423,-0.7490058839823811,1.832020010968881,0.1428251654338683,0.4801292367714106,-0.03622179838376205,0.2625027423983888,0.6075856257449717,0.49297072908250095,-1.683416201059209,-1.1203406027328842,-3.1749488115942026,-0.5364797893178418,-0.13023981827916695,-0.5840422703941449
CUW,-0.4655054384173518,-3.7176325114076727,-0.49457639494049666,5.438097033624665,-8.936780349983724,-7.378775557842625,19.466883140236952,-5.169465146029472,-4.217484890216849,-4.097673026867089,8.271140794008119,-0.5278391023318001,7.4269385481277155,-0.7992430343449144,5.56821189799241,1.600177325433444,-1.3626005416536886,3.2101129053968664,-0.5200254642933941,1.408555030548313,4.673572792157836,-0.9159113236584024,-0.5588193842430422,-1.1500365064654792,2.24877295036462,2.497277996685345,-0.22160819498607254,-0.9643075493329523,-0.999905865329472,-0.2867687552624777,-0.046766102366751335
CRI,-0.19704050953751023,12.264784731125784,-4.422087201052044,1.781244685552632,-10.807259810192718,-15.396525157007005,-37.08618186401753,-0.8382733316880034,-2.6994397985704097,-4.272498960037927,-5.8091523574136446,-1.5261319586136946,-3.4788663409261065,-0.5977327395595391,-4.378685087579271,-4.747590188616169,-0.9911078436230569,-2.2798648446583574,-1.0816590836901678,-0.7973820949280235,-1.9610091461991717,0.34710629323954967,-3.3810807522815858,-0.8254317804116679,0.5707306935319487,-2.1499594669421023,-0.6171294304288363,-1.781282043668003,-0.7324118739528993,-0.13680389992859268,-0.031946106536119845
WSM,-0.40431819478864106,-6.591361243125215,3.3584836083456358,0.8464893784181797,-3.241530306810634,5.648113831331907,-39.4739016971712,-0.6348274462316903,1.310280853659958,-0.27263380414460847,-0.9359766590851859,-0.8206643881676619,-3.1670388228310777,-0.7516348649977865,3.0475131514923213,-4.64260467223367,-1.043265906391663,0.8189939876937353,-1.0589596181210053,-0.09533541476446705,3.0226570875224468,-0.14254008163405626,0.12171055709137679,-1.8210106348415898,-2.653997294940011,-0.8211023615785216,0.4704792283133761,-0.82657703342531,-0.7448920219495239,-0.14274097940222094,-0.018328666420260188
NPL,-0.7278961948198361,-18.401672871983415,-6.468192849892949,-1.2422985374110538,-11.829046141363959,-13.007076704871599,-52.96024661974917,2.067020225975872,-0.8986954759348482,-2.982811370469196,-4.972701929382073,-5.490712657734389,-7.895453107853337,-0.5287345034057127,-0.46174077817716247,-7.932014685175031,0.07314337214978817,0.16211418217713194,0.03156510276350485,-1.3535836417158293,-4.737659923703777,1.454708880369943,-0.9275319550661634,-2.094583329408451,1.0503704939823133,-2.796327417009408,-1.890846869117735,-1.2173450460721367,-0.7961544341899509,-0.5847783437297306,-0.5896022636987256
