Country,x1,x2,x3,x4
MDA,-51.78317674214911,-12.064524886676615,-11.35862113384976,-7.225687448573606
GNQ,-6.326646756769097,21.351149082188606,12.210073676952192,-20.54399672618426
TMP,2.882695141864536,-9.272128947914036,-0.5394583840390097,15.505285854108854
TUN,-36.019428728295246,-10.65907475098331,-25.946615434317987,38.2494533956881
YEM,-50.91740763857302,-11.33991168866654,-8.149385801613036,72.49516068285531
BDI,-23.22842001500107,-7.374552247930027,-2.9767899687808295,-31.922070122718832
CUW,19.28274117741025,-3.6046088655926765,0.4201779344248263,-8.320672943540165
CRI,-49.44714216234708,-13.618945725205869,-13.512108990867723,23.43721833035726
WSM,-59.183649349369794,-8.081100929004876,-17.119890502898915,16.37845933993558
NPL,-40.28736660580357,-16.809936089134986,13.323194324224763,-26.65996854530001
EAP,305.47794915160966,-6.260101710335663,11.916027618389704,-21.130961677309426
ERI,-47.92874805407612,16.42762050190242,16.81260880894793,-8.954641156649206
QAT,-26.627170756229752,12.796958499905584,-5.355648171193048,1.698749893011897
LDC,31.563516596790834,-21.126598617871654,42.924109955922496,-2.0943260147983054
UZB,-52.29648264316851,-3.1383713348214095,1.8682951050633838,10.189051382545175
CPV,-38.30794703642337,-11.12294223814313,5.651236181121953,-1.5862048997198521
MEA,8.428428666141468,10.90044097815703,7.699247023471038,13.439010771035548
GRC,-27.321336295675696,-13.6438323210753,-16.505550110449395,17.7812601643539
BEL,14.821816544046868,3.837385631820319,-42.36372555387495,13.05857986630169
WBG,-4.596590546592705,-16.52600772980057,-0.34792878904594926,22.48427615907203
ECS,32.3987008885763,85.27226025476914,-13.94468198883401,4.176571034002676
ARB,7.2839234732111615,-7.3657900449693,17.435826385240716,11.444229893538218
AGO,-37.495587436553954,6.584025078716319,4.6695857670026255,0.27224641193348886
OSS,2.2684793718365466,-3.6936646865800915,15.155557805483875,14.602427293651933
SLB,-45.21614635816213,-4.633724462489421,10.280286621054273,9.829571013073592
STP,-36.78755293901447,-4.323414481803924,-16.422686897663375,-0.5636657434741575
BTN,-36.555516315873305,-18.878856289178444,27.273555502491536,22.26041226177892
COM,-47.27867670849188,-23.07075635843903,6.200660411324589,12.114229577259483
BEN,-47.975838107518776,-34.78462124089911,48.92657201566207,14.784465103482399
PNG,-48.84645796651359,-0.482482997205993,28.713687385573834,14.660532000595554
UGA,-29.617480237282763,-14.037019810982278,16.704644398327478,2.3392682952213617
LSO,-39.81966569977789,15.874478215978113,2.5691223685752966,-29.55379681230742
MNG,-45.341142713091486,11.779429568442328,-3.5321139014458836,7.017230958231377
