Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
MDA,-1.5478057361034794,0.7175804218715618,7.641003485429012,2.029255301735067,3.9799839053664643,15.345306501236571,32.803600426066815,-3.998434122570301,3.4531515277428664,-4.3789278248888,-5.677270748634147,-2.123861497685727,-0.37748067981387257,-2.3825859816157613,3.853879886713041,-1.1220486675219719,9.339982410470792,-1.1621331053804473,-0.7332736641609063,-0.841322887875118,-0.9976667789109992,-1.8723543101466786,0.8389066012677401,2.237387757408095,1.2342622255588833,0.5381747646684235,1.655769607656448,-3.202493624250023,1.1535066581612787,1.4691148784050656,-0.3048314498396076
GNQ,-0.719446893448481,0.22980221726843683,-1.0139853458802606,-3.7401292866435334,53.09374692316593,-21.507101193264123,0.23376300213389156,8.161581209205814,0.6237668626551606,4.101924331908957,-0.5477198914427509,4.513983760862615,-10.043507090779281,-3.093490648453672,6.534208207344518,3.2099517269164473,4.405746130549895,-1.3435721458131875,-1.6374257859428818,-1.3146016793281086,1.2700725534314046,-0.6751414225087478,1.6423400935006147,1.5792833724558535,0.05528007843516433,1.1926636636826513,1.7224679589948404,2.280367721021157,0.35674436436571777,1.7047947205273566,-0.46665212099357173
TMP,0.589930853399193,0.9934766576048739,-16.95743078474646,3.023211058748961,3.4870554712083863,7.174514108121256,-23.71233878542851,-4.977338365430748,2.4457199070063176,3.0213729071366955,-0.3518026729089425,1.8524623533732938,2.304251484569684,-5.027780144752512,-14.838378191170905,0.6573971335787789,5.670480076590185,0.38680344017353974,2.4422547301494553,-1.3469245685346087,0.197099905008905,-2.714191978751828,0.5881607328627042,-0.8544311446230249,-1.6139370699592948,-1.8158421387567905,0.0295574191788045,-1.093506547769085,-0.017170106694178008,0.6082789365316896,0.16863405692526995
TUN,-4.37924982824523,0.0798058424751572,-11.187982434144848,-1.384889535494866,-7.580343603793712,-4.970849488048655,-35.83421563136151,-2.6293581113335507,-13.39390900656647,-4.667440424621253,-0.26609337959580054,-2.221171603879063,-4.643645372466865,-1.6117306375566682,-12.321387020654855,-0.8556423418451091,-4.415841568530909,-0.797862429621286,-0.3460742386799142,-1.1593536596672813,-1.7585619837997901,-0.8494470298171009,-2.070041357096856,-0.471039037457234,-0.955111831302655,-0.826950932546517,-0.22961528275874807,-1.3063737955346713,-0.08907611452036074,-0.441698895307791,-0.22424766340239993
YEM,1.6422808263003228,-0.8575907602000473,-1.7149620543283597,-2.837620497645313,1.9279159484346635,3.953999056497199,-29.7727639697097,9.520296450655227,-2.5928889614473247,-1.2245606301682064,-0.5069581815943633,3.412816359152452,-7.058689936763424,-6.698054599110131,7.432354883281793,-0.5580851098499221,-2.5314301719988195,-0.8333468313700053,0.3400280881574236,-1.2883503532427503,-2.2445215010047956,0.13649169924527224,-2.287363079393103,0.6427632165240524,-0.15036650470567037,-0.23057288723865899,1.0205424547674218,1.2511486467746482,1.974958128050082,0.23621248267312836,-0.6540515746007198
BDI,2.7546587383259404,-0.7796526009742495,-92.31672094165357,-1.5776713691944806,-16.536504420956966,-6.604657283489393,-44.84987038587753,4.332115757122881,5.16631902799843,2.2680091434192793,-1.1721970649216276,0.36331796232584535,-2.6250483279473835,1.5243318080944221,-9.43473003351607,0.46716233675100505,-6.309221886324458,-0.938557245310061,-0.8987512497304351,-1.3280090013502848,-1.267254259879799,0.9622836143397131,-0.39399914974773953,-0.0839324449289438,-1.7573028365148085,-1.347359670923033,-0.15452737789721954,-0.44940762952793667,-0.08851281545069208,1.9571933677455553,-0.6448048208779743
CUW,2.351878854755471,-0.1191600810584295,14.960343145951878,-4.387944882491495,2.31277558940904,0.3352123083765146,-2.3531185409672775,-1.4443911398729763,14.132824867199105,-6.207404787870508,-5.803401979150916,2.9953441740750195,-4.439515931978625,-1.79595336540533,11.904291810750554,0.38078458115897196,-3.55612267222027,-0.4993691546182413,0.7089418719747772,-1.5990397284405424,-1.1599821269343238,0.7234447726658959,5.108714022167031,-1.1473292787233185,-0.9479521884479891,2.6929919631416954,1.337294014000001,1.1266394271690365,0.153073788790863,0.572632605547867,0.363879469775761
CRI,0.7221749202416078,-0.3226143587225824,9.903698155666653,-4.048224292712626,-7.158700466657625,-10.462888217065855,-41.692115390265094,-1.5697972550495554,-1.2806089660123434,-0.07559701055386336,-3.781459332922801,-4.68510439524418,-6.61688367792869,-2.881202124005803,11.49529797127304,-0.3689772933419223,-1.5834070083697434,-0.8122646545415203,-2.4871283082412323,-0.7825636667956177,-1.8167363435072112,1.291094650040069,-1.1416508148729112,-0.3649337132996219,-1.0313939037141902,-1.5831764698816466,1.475803092189326,-3.7695655711419667,-0.09780015012071178,-0.9266341476658075,-0.10016983717806423
WSM,2.620243209839833,0.18873930862732854,17.926103677945513,-8.043419535224116,-7.137738116295999,-9.148625897437842,-48.71514855518698,-5.424185955525074,-4.024366622010271,3.5418903069868826,-0.3494532998578492,4.606896693878676,-3.8607973148292656,-1.3684067513781497,-2.79682256225317,-0.8435693588886761,-1.715091373084265,-0.8873283744255359,0.016746840725935352,-1.1712856658159025,0.5560913021227825,0.19891825776515604,-0.30508440207772036,2.218793223839738,-3.384553261792169,-0.671727505625645,0.9784442899068511,-0.8747855391159354,-0.09735793328086785,-0.040922770699501024,0.45790394975916726
NPL,8.68268389738024,-1.0076955691807938,-38.50520782936086,-6.170057851401378,-16.086280502694233,-7.855923168142086,-40.29765138595612,0.9052782107703786,-4.681178523157886,13.778619246170816,-2.9254839233842977,9.339804730355388,-7.963243130008763,-5.341512790074888,-10.385387707281458,-0.6893783433947582,-3.938970436200251,-0.7657075185449633,-1.3387436279736225,-1.3251785444678412,1.9260901007056668,0.03205822573399537,0.8546460483688225,-1.2438109170935325,-0.06366491980413774,-3.6042315403486804,-0.6885744003205022,-0.007853569634479196,0.6384279332183147,-0.4572846187173915,-0.6390380332775419
