Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
MDA,0.6774241612671953,-9.43531100935722,-2.5399494199627735,1.4406963669929382,7.361761379697317,2.2999107726875367,20.743704717035104,-4.576163734286973,2.3417508024344,4.2308904416442195,0.5296652104612172,3.112243413250415,4.261974650278225,0.5915119131199355,-1.4306407411456665,-0.3364344489048101,-1.21304402409179,-0.5759363289282524,-0.08128962046136924,-0.884459984109674,-4.187105014341203,1.5408206830717779,-4.541888054567335,0.44125799197755056,-1.4070788394642777,0.9307398494121284,-0.6699405052466916,0.8755612578422239,-3.799640718444973,-0.15284065065622943,0.6590786249369972
GNQ,0.25560626444048923,4.129978777952742,-5.325213158759907,14.17009282798563,39.71523261172026,-20.866320768931296,0.18202967539059928,1.1025775042683834,-2.6024952390574043,-2.8060296884283016,-3.9122415838390303,0.01698776141675329,6.612674729855794,2.2494640807375497,-5.00312740156639,-2.25374581454783,3.0889329208645173,-1.1502255767332579,-0.1733719300164474,2.053234936196629,-2.657880853565449,-0.46823917383601465,2.1792605687739703,-0.3766097875936968,-2.435530709570796,0.6719719985024283,-1.8012505784163997,3.0475796822884655,-0.7737208405899114,0.4363483430273677,-0.2309314045746118
TMP,0.026659299538425284,7.528770664545999,-0.7513132402034763,-4.391777912795756,-6.080005345730241,5.696025663840567,12.699846286333967,-10.105371174334161,6.041143346460252,-1.0481778526532801,1.6041831515847655,-5.345397156163416,-3.582582245900473,1.8853852265131221,-3.140027495456671,2.6784071582629254,-0.5787254990631816,-1.2388396372993329,-1.2632412142999674,-1.2139155413245186,-1.420508161080482,-0.636338996224216,2.4135048936047663,-1.254479473953018,-0.9912645810106772,-3.4322232467838343,-0.37255366139664714,-1.7615056498559947,-0.8471775134362213,1.080833536844607,0.48973272720362654
TUN,0.026368212497380576,-16.301602938377172,-2.4098044036422728,-1.3037034174396824,-8.600769690721652,-10.518015708656684,-51.62378440247312,-0.7130431615175709,-4.670573315234327,-0.7273287087861553,-6.3268260325358,-1.4693853126121617,-5.713078577435996,-0.7619816876717684,-4.02397061083363,-2.8232413808152166,-0.7830739678603699,-0.3529857418004746,-0.25902199281938526,-1.2095731901216915,-1.9105550081736438,-1.965903983358973,0.9587341080415445,-0.969101657003576,-2.120208382522075,-0.6854285586064706,-0.030475964192894944,-1.4101885865820512,-0.895872624207277,-0.11938766142383321,-0.17357425104826935
YEM,0.8613476132653182,0.688818486887357,-6.216104647636131,4.092111830785483,-2.5052737291390965,-6.142535538175796,-36.655702037984014,10.094868901800051,-2.013023991020536,-2.572920879915203,-1.833169680424823,-6.05427088290228,-5.9364102435170585,0.029556178586910398,-2.502445640042854,-2.3611782004317803,3.7708064727545434,1.1078065497306477,-0.2665601325981528,-1.3421622789430154,-1.2249349162598429,-0.11943341299061572,-1.3932414356454994,-0.9262019988970803,-3.0460452261362017,-1.599977906909921,0.12596375611663835,1.3629633369715055,-0.6876300405041206,0.9922189622553926,0.553558842276327
BDI,-0.6652935695766891,-90.64449510453176,5.13843071965896,-17.164261104669933,-15.60747792528142,-17.586402112366233,-56.46116674524285,4.010758025389949,-5.657142782446777,3.540903729484829,-1.9951686139283031,1.6411989271647742,2.390292898303179,1.0403215107088586,2.781214869100056,-6.998797833006574,-0.5339154035720423,-0.7490058839823811,1.832020010968881,0.1428251654338683,0.48012923677141073,-0.03622179838376205,0.262502742398389,0.6075856257449717,0.49297072908250095,-1.6834162010592089,-1.1203406027328842,-2.735988075937752,-0.5364797893178418,-0.13023981827916695,-0.5840422703941449
CUW,-0.4655054384173518,-3.7176325114076723,-0.4945763949404972,5.438097033624665,-8.936780349983724,-11.731557768370571,19.466883140236938,-5.169465146029474,-4.217484890216849,-4.097673026867089,8.27114079400812,-0.5278391023318005,7.4269385481277155,-0.7992430343449144,5.56821189799241,1.6001773254334433,-1.3626005416536884,3.2101129053968664,-0.5200254642933941,1.408555030548313,4.673572792157835,-0.9159113236584024,-0.5588193842430421,-1.1500365064654792,2.24877295036462,2.4972779966853444,-0.22160819498607254,0.42839078581799594,-0.999905865329472,-0.2867687552624777,-0.046766102366751335
CRI,-0.19704050953751023,12.26478473112578,-4.422087201052045,1.7812446855526314,-10.80725981019272,-17.515533429425545,-37.08618186401756,-0.8382733316880022,-2.6994397985704097,-4.272498960037927,-5.8091523574136446,-1.5261319586136943,-3.4788663409261065,-0.5977327395595391,-4.378685087579271,-4.747590188616169,-0.9911078436230568,-2.2798648446583574,-1.0816590836901678,-0.7973820949280235,-1.9610091461991714,0.34710629323954967,-3.3810807522815853,-0.8254317804116679,0.5707306935319487,-2.1499594669421023,-0.6171294304288363,-1.3942265051496199,-0.7324118739528993,-0.13680389992859268,-0.031946106536119845
WSM,-0.40431819478864106,-6.591361243125214,3.3584836083456366,0.8464893784181754,-3.241530306810634,5.132228638245632,-39.47390169717116,-0.6348274462316895,1.3102808536599577,-0.2726338041446086,-0.9359766590851856,-0.8206643881676616,-3.167038822831078,-0.7516348649977865,3.047513151492321,-4.642604672233671,-1.043265906391663,0.8189939876937353,-1.0589596181210053,-0.09533541476446705,3.0226570875224468,-0.14254008163405626,0.12171055709137638,-1.8210106348415898,-2.6539972949400106,-0.8211023615785216,0.4704792283133761,-0.38454663557252183,-0.7448920219495239,-0.14274097940222094,-0.018328666420260188
NPL,-0.7278961948198361,-18.401672871983415,-6.46819284989295,-1.2422985374110525,-11.829046141363957,-14.45122521792042,-52.96024661974916,2.0670202259758703,-0.898695475934848,-2.982811370469195,-4.972701929382074,-5.49071265773439,-7.895453107853338,-0.5287345034057127,-0.4617407781771631,-7.93201468517503,0.07314337214978817,0.16211418217713194,0.03156510276350485,-1.3535836417158293,-4.737659923703777,1.454708880369943,-0.9275319550661634,-2.094583329408451,1.0503704939823133,-2.7963274170094086,-1.890846869117735,-0.7759843926985495,-0.7961544341899509,-0.5847783437297306,-0.5896022636987256
