Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
ARB,-3.103464850946773,-16.409766389346185,5.753113630822224,1.1169337794843361,-3.393911746488272,3.844915547943326,-1.2404174201994254,-0.9289492777327091,-0.43979210395090573,-0.8558856534987336,-0.1660116011013963,-2.9014434601142307,3.556502339556234,0.27352839250601946,-1.4899167711382912,2.727465518225456,-13.439694073985613,-1.9974636241111807,-2.0186432883824437,-0.8047089063638695,-0.20586947008675646,-0.4080734907908439,0.19816686041366444,-1.0653553373380367,-0.18338892258986264,3.5590794480825316,3.6091956931822695,-1.173288729632727,0.982724480283216,-0.9519111427219308,-2.5490100478452824,-0.011993181112640477,2.233866327569958e-16,1.1246320056214671e-15,1.0932325744439029e-16,5.921189464667501e-17,-7.55134988504165e-17,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
CSS,-0.4902068222102512,17.629216594450007,-2.8327158741918104,-3.6459509134832766,-1.6330848327116256,-0.09362945013884433,-4.37549533825556,-4.521526252271495,-0.3453519312186164,-4.007113735784881,-0.7112507983888006,-1.0971564283943342,-1.2256101980507716,-0.021005789461176903,-1.5449320662061643,1.428031414514901,4.089770623628022,-0.48325107976272724,-0.9316526048737607,-0.20518797122702223,-0.1976500614923005,-0.1218107563375163,-1.6046721663744008,-0.484711963965204,0.011986927500414486,-5.917962984277926,-5.243137844611911,-0.22871739170684485,-0.2515600478009335,0.15655584897276098,-0.44180008296977386,-0.12665587833584696,1.1545965817961878,1.1246320056214671e-15,1.0932325744439029e-16,5.921189464667501e-17,-7.55134988504165e-17,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
CEB,0.8821747090651506,23.82981463120457,-4.213744093563884,-5.891645997372653,2.5573335912703494,2.0548641768806553,-3.527458435156907,-2.938570506414426,-0.3107112727460381,-0.8074212711832678,-0.6168184527196725,2.0054829413654547,-0.9249880862283468,-0.27927722394842536,-6.793034314598448e-17,-1.2139725390931935,-4.442998750206195,-1.7672498555903373,0.5710476248052332,-0.5207771227480992,-0.04842416813087371,-0.2611816126513844,-0.10187311770780011,1.3914120950837945,0.2441227911723915,2.53611650383898,0.46573655397061725,-0.06968438496354867,-0.2005773446872954,0.12265708671277264,0.9931979760082452,-0.03810537213976534,-0.5174480635155435,-3.785192389328422,-1.747745340232119,-0.29209146217816156,-7.55134988504165e-17,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
EAS,-0.09806423629884109,20.7146588740282,22.095417399819166,1.159259440781513,10.09166742706641,23.3399270414233,6.482502419749876,7.473385748547212,-0.5547840950388945,18.443494876971737,6.112622657709236,-4.697646528258722,3.5440433187322857,0.1092689448704677,-0.3384484033254662,-0.3938316605955259,14.173817179845651,29.072306417454662,4.984086035190289,1.4294591290892338,-0.21079339965515942,-0.40900856640399946,8.214941708233718,0.42812723797607904,-0.562134942997435,20.920303661048205,8.627749862060341,10.678558698863753,0.35518675849254,0.5241683669591388,-1.2031718491770231,0.1564642173762594,2.233866327569958e-16,1.1246320056214671e-15,1.577735124177771,1.5038089555667975,-7.55134988504165e-17,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
EAP,-1.4357734010103806,17.20770517103699,9.192816680572738,-0.5170493374858784,6.732536008032212,17.10564568495237,1.6335641231409246,5.467243496786874,-0.5691616821530429,10.53427196911389,1.1644797897212484,-7.109608548267215,1.6947296274428378,7.123252858693684e-17,-0.27118130923374334,-1.0640829207458022,15.328495850251722,6.496938774793738,-0.14019060777249082,3.1702093054234446,-0.19139995468908017,-0.307966149609169,1.5468578836279583,-0.11826278776178584,-0.13001660233318188,19.030682921160857,141.4301129308775,1.6222863061819948,-0.1701487940251074,0.6318861275620391,-1.5472696474654477,0.1564642173762594,2.233866327569958e-16,1.1246320056214671e-15,-0.11308539734568132,-0.3039710586949305,3.525784035460637,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
EMU,5.50995777758452,36.89456404342894,30.472097778461812,-0.8561676943497627,7.259151773387459,5.645973385282622,4.970642072379107,4.078356530400545,1.2822342327915508,10.41822845561043,4.683538413275672,5.765834533897464,0.06077499208313031,-1.44833080589008,-6.793034314598448e-17,0.6083513953472024,-0.7161211101322638,31.74951867048493,7.5646628746583655,5.173906376964684,-0.18283433067134358,-0.4556773401878912,15.13832635496834,2.7177503818651276,-0.12311680365782658,-6.333865262298241,-3.9670307270696514,4.9983985682834104,1.5537623537369154,0.8699292287188928,1.6193446590320293,4.004988140749254e-16,-0.6073534898220775,-1.2435411837579218,1.3522010007966292,0.9219839559977828,-7.55134988504165e-17,-0.30351517319057225,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
ECS,4.0859604304142545,35.07696086147823,36.57609694038573,0.9528097264968036,14.589390678732697,23.49867395257893,7.132451705805631,4.864251641717514,-0.03430105307089793,17.47180825054963,10.329950524845495,2.5374963847714214,5.075324493803045,-0.9231650086090484,-6.793034314598448e-17,4.12361176462609,-1.401169485589917,49.75251857859326,7.980611023293569,9.72488606147203,-0.15930142310634154,-0.28421847548459583,25.738799880048862,0.23460921423252504,-0.19941831437148647,27.895519498649158,13.56552713137003,11.178944810096803,2.465780487376397,0.5464960317978906,1.0712305802406714,-0.1358777283667538,2.233866327569958e-16,-0.7751408645100955,3.8526055488093025,0.7977642020313657,-7.55134988504165e-17,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
ECA,0.349694621659434,13.367342052323757,-4.506400767934689,-3.7334271785306576,1.558831343045461,4.899251070150438,-1.190661911371499,-15.243595973772436,-0.3690977011626134,1.410043442294291,-0.39619068059199336,-3.4904192200847257,0.7992336788459149,0.8909173508603352,-6.793034314598448e-17,0.0648450375481282,-5.9405211337936255,-1.8871093555909575,-0.6887980732868978,-1.013616317680686,0.10893537315763319,0.5251914759508742,-0.7340321636551678,-1.5171553695037563,-0.3991155464216338,14.19828670990711,121.0004994692404,-0.5610640444299352,-0.22330690896729014,-0.5455456626919517,-0.7420251445399592,-0.15507925130773506,2.233866327569958e-16,1.1246320056214671e-15,-0.4863353870259475,-0.5719863111111267,0.7169464513778224,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
EUU,5.500909356635907,36.65560941949691,35.86807391776122,-0.695100753164756,8.315899616886677,9.951348591462093,6.117651031904416,-8.751184799128273,0.565133728461272,14.078044194777835,7.353559256778308,3.848544969711459,1.6660162604288076,-1.2439735076984686,-6.793034314598448e-17,1.544996249781996,0.5199341667188778,43.93438194698203,8.646572305645408,8.868751615020392,-0.17592660628345355,-0.4286876577172443,22.449646312782257,2.1970397307225493,-0.19072969572697054,2.2960247209177065,0.4045260317535563,8.16759346219229,1.819132951657158,0.8851532108696568,1.681865034876189,4.004988140749254e-16,-0.5955674068153384,-0.5095215766575218,3.466174518542527,0.8536587549508693,-7.55134988504165e-17,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
FCS,-6.799220432270556,-48.619546631359235,-7.478901602437227,6.688444342449358,-0.8884983907558714,-3.342347657697907,-0.45637540430450285,-3.6525593145977022,4.040296161780209e-16,0.49939039228763193,-9.037176509750913e-17,-0.37988971571462327,0.9687720062993621,7.123252858693684e-17,1.0130902668517263,5.508943478807394,-2.406941968750775,-3.826316368943833,-2.646736260688671,-0.7269723180457047,-0.1679879201904474,9.46831276758153e-16,-0.3743305397716678,-1.1383814790751694,-0.5373231818659856,10.552508660839049,8.178548754280117,-0.22275724427380392,-0.20812060973926005,9.664839972880662e-16,0.03266636390009009,4.004988140749254e-16,2.233866327569958e-16,1.1246320056214671e-15,1.0932325744439029e-16,5.921189464667501e-17,-7.55134988504165e-17,-1.513264252883464e-16,-3.632975024848243e-17,-6.779446980157871e-16,-2.549562008846528e-15,-2.914335439641036e-16,6.360652745248292e-16,-1.5265566588595902e-16
