Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
MDA,-0.04053763686769396,7.213536776452706,-0.08246814463489512,0.18993447548920447,0.2396449683291052,0.12218245032159089,-2.625103692833934,2.2008953339056907,-2.2068864529793433,1.407725047914391,-4.167134246501168,4.294274884900154,7.2793734250464395,5.125793809172974,1.8602514682465563,1.4624197254235667,2.7221738906719892,3.300450454127085,-0.6507362074301641,-2.39224651760797,0.7314032116462666,1.4600469106233018,3.801524658673676
GNQ,1.5010957589526166,-0.9384875170202477,1.3271596015450582,-0.09851264905354795,1.5731520829608097,-0.5221146709129576,-0.07227095789729665,-3.7350500643357227,-0.4665974306427163,-3.7991258627967808,-2.4280870568989146,-4.224034751699836,4.289591439762086,-2.607180440984709,-1.0538132587516889,2.5821637756069515,2.6585972297161167,-0.11266733666816175,-0.6687773254927734,-1.3888622033381475,0.6627576842564215,-0.8797743198141893,0.3601148208591176
TMP,-1.8908243564669744,4.596872395964585,0.8054020429854226,1.4774295701237763,-0.14421838482181082,-1.0679547702833818,8.713150214764774,5.742597974786783,-0.8038626719448185,-1.4042395283888083,-4.575491978226972,-3.4175858354590374,-3.965020486557914,0.9444211810511363,1.9563354312305803,-1.0788580944490644,0.46105516002766334,0.3392331232301129,-0.587712455218327,0.02251883485488293,-0.352327953769233,-0.9600831863878274,-1.1955399539027396
TUN,-3.379756471920276,-13.204137983811592,-0.24079905570576976,0.42286864227972626,1.1598543890971835,-5.4181016922324545,-4.696673051944372,-7.411790048890363,-0.7735750265308543,1.9970116759292111,-0.11546487468265167,-2.26359351845702,-2.2567311401420422,0.3454295567796396,-3.554414030474957,-0.9153091586037784,-1.992636082343346,-0.055623207201596525,-0.6628955184994221,-0.8145714313051248,1.4647054576709584,0.2024922393872326,-0.22793794963661274
YEM,8.613439125966242,7.57270655534259,-0.8417428046544022,0.2755233059759608,-2.990055855448238,-6.597805930882,6.041916753914169,0.5665646679085543,-0.6267691192490981,-0.6683062717648167,2.318936717834938,-6.308908691107298,-4.555287004676467,1.2576584094445722,1.2045656006532492,0.7616846939139504,0.9984912185678,1.3034717123122814,1.8301046983069025,-0.9438012621063375,-0.6479667949650832,1.322062394407618,0.10500659960997227
BDI,-9.740900486349227,-3.650362877339452,-0.9354132173190622,-0.881821426413494,-1.77471331894737,0.7176800014611018,0.24917069620334031,-2.5096764623842582,-0.37231655404409825,-0.07222559082247437,0.14426128111635458,0.17289866910599017,-1.646419778709245,2.957355446322381,2.177191269526314,1.1315450396757571,-1.998830217811075,-0.8060647309423794,-0.7556138759868662,-0.878170185246334,-0.10686328286398156,1.5150345545734207,-1.0134297224117657
CUW,-4.598501911852804,-6.025535304019121,0.11772059275693271,0.5801466117743594,0.6462788157680868,4.56301408643488,-9.791501620258611,4.1407408769239655,-3.857281488915493,5.428930416724118,5.950942756221265,2.7523364996716353,4.5079252354063,-2.945026173085626,1.8075168688113434,0.9733275758076284,4.854772567580615,2.451554367630238,-0.6850542533661785,-2.6402722141872834,-0.4021253108481522,-0.7323347180681012,-0.9515948004455124
CRI,-5.742561504195375,1.0572963764145369,0.1779781188853566,-2.14647524895462,1.6075055820344288,-1.4257715675941922,-5.357466143850504,-3.2840550500632912,-0.746453190421078,-0.5048944542537523,1.6798787742422447,-5.588571485207783,-4.690460692730474,0.04727320259443285,0.12508489115234783,-0.7664026516303222,1.034780574206187,-1.8500933129094526,-0.5960780538429891,-0.854228386702824,-0.8937787735901943,0.7129015286314482,-1.971451243369271
WSM,0.45390213125373524,7.594380535916899,-1.2446143153361982,-3.9356002907841003,0.347577920401144,-0.8597731790923722,8.087330142710918,-1.1158227268434784,-0.6885688720817158,1.6296943751987993,2.834439229712223,-4.211668369674279,3.9451911301826748,2.1062054529779024,0.20615319717804603,-0.9105688053725663,1.2303526900331923,-0.5713548766159533,0.06758671862068644,-0.893269651888838,0.83191883808724,-0.6340490885327852,0.5042919802464709
NPL,-6.762786112150825,-12.061585860250814,-0.7470301841057312,-1.4637435153210812,-0.9992663801130469,-5.595636001318178,-9.770118325669822,-4.522246844905328,-0.6044485586322247,0.7871349326314869,-2.3046579227887127,-5.300336087976748,-4.208416954261547,-5.096961362980911,-2.0020592921153204,-0.7421382148249679,-0.019905346780388466,-1.2793869579609312,1.3741962805920471,-0.7501690331000045,-1.3186192333462465,-0.11266106662375364,-0.9188010511192806
