Country,x1,x2,x3,x4,x5,x6,x7
ARB,-7.60371936464872,-2.0364217092917904,-12.429288071140347,10.963507422279843,-26.41038268359483,16.20361048244668,1.7434500170284668
CSS,5.942484830031875,-2.24118434639572,8.550061978143033,10.02447431021534,10.392717115587343,-7.8345975490808755,-11.590144014806908
CEB,5.896720054460238,-1.2836657119504244,18.563465343997386,7.137180766307316,-8.835666971902507,-4.23979057177236,2.130495597285347
EAS,-9.090286456196917,-47.988443566394885,-1.4762139857271075,-23.075681540775815,2.5762415037913478,-1.3042256343872272,5.6099417588750065
EAP,-166.50752423207587,-6.075384084887142,2.463612569492307,0.693051364918623,19.455606536891366,2.891582339009091,6.001743309084633
EMU,-7.096572110580588,-53.65108381446446,11.226636244715749,-17.163759196569767,-4.855666983168925,-3.6823195030699196,3.601981687016012
ECS,-12.35364578609893,-82.73584131798684,1.2288299324504628,-24.681451781666375,-15.863566896002485,-14.899186688918881,-3.2817466913839315
ECA,-168.00587227438177,24.190386680295315,12.306168727522081,20.022422229442085,3.8897535145771727,-10.038321504611428,-4.704199510448097
EUU,-3.823380028508516,-71.25560311468406,8.727127576865866,-17.371862060064437,-6.300850020300034,-6.075208632548216,1.8887181139522453
FCS,-15.330757597741751,17.82743048395106,-46.40416811314702,-1.3330744697729013,-20.01051087001343,17.38236101747901,1.2110025927782058
HPC,-23.87569855770498,25.530102767595846,-50.035730808003336,-9.78490002584784,-12.811337643567594,9.889251450565746,-12.80141147113806
HIC,-16.085387615033383,-180.15390396546326,-16.96956826039422,-32.43607115486951,-12.426925301443742,-14.359876859061936,6.704457588691308
NOC,3.8273075153356855,-22.01055177414135,12.288923684845953,2.489693959221812,0.4789637969694245,4.963116160969031,-1.4134606938358165
OEC,-14.982996548634013,-162.31167385464423,-13.571359883704378,-27.37903107522707,-8.529348001745676,-11.153092798194772,4.308636895408867
LCN,-2.1340854827456734,-8.87772808828715,22.522490950943883,-9.903060902879979,7.232574519468419,-8.661552477757013,-3.6794783250585006
LAC,-144.86106006623217,16.467625563253083,21.00398519595209,4.3664668425057975,17.58404527881019,-13.805543473951726,1.5524986366380507
LDC,-27.10420496838242,20.39198308276991,-40.43969022913609,-13.530393886390245,-11.82499419544784,9.453576691667756,-8.715780784401188
LMY,-985.5934065006479,46.5056231902248,-9.856677701100686,-11.569622804096952,-10.896518508406697,0.21604557061086815,2.534833170845804
LIC,-110.07615318850064,41.21979041861106,-50.464316114606206,-3.984581758239634,1.3132568286919266,5.585556343016803,-0.2918371300476048
LMC,-342.90567901910475,28.853748835022945,-5.2647268685095785,4.301595139207452,-3.273698645424814,-1.3538372834951136,-2.956062522339768
MEA,-5.860258237092771,-7.093379523859507,0.32925917330597265,6.6906728286131685,-17.35095196365433,11.059535287969144,-1.3384000238278886
MNA,-22.11740722075401,5.319755941367896,-0.43196696930499057,5.770495158631321,-16.813127131322673,6.4907350418364835,5.10973322797834
MIC,-806.4916868420818,36.07275465008897,2.109371205681235,12.88798310859025,13.43065417854469,-8.383997161243817,10.804193886041324
NAC,-8.055641546701274,-62.81220471929826,1.1466719681068067,-14.503913050001326,7.224478663503249,5.100597685376421,-3.2549648005136116
OED,-15.763102417776267,-167.64159209195796,-15.097547488406569,-27.515043543840434,-10.916128238822342,-13.340235573998928,5.345598143593021
OSS,8.256134467989357,13.518732584645537,-19.009260269245495,4.214356304434025,1.6889364853913231,-0.12139145277590346,-0.1488009729673525
PSS,6.878717413830339,14.12975362414565,2.7278597540358174,4.206284416532745,-3.8140220253379225,-5.959098078016072,4.122853945660767
SST,4.1362455393221875,9.187197792879381,-10.438014737365778,4.196822891964594,2.464712726861544,2.387051652337781,-6.192078620486729
SAS,-110.42482201971976,15.965688887600056,-10.7551145686183,9.8214064445266,-0.9428394838328087,-10.285382616581762,1.437663338224136
SSF,-37.5334064792893,15.718158495139226,-42.66759706818112,-14.150842537193464,-21.068726318069977,14.926686011898859,-16.884050078689246
SSA,-153.9745486560428,31.65892511184871,-44.32138664785535,-5.354489051991337,-14.396203687554186,12.992143791255394,-11.294996714216701
UMC,-425.86438697226265,14.269736866888199,6.520704671008588,12.192724234368493,23.634738653867622,-9.96790730603318,8.85626235566864
WLD,-154.11699213243395,-245.34415902566303,-33.99427355172674,-123.3800677417773,-84.76720710503068,-0.1940660856121319,-26.172681272813282
AFG,24.9539699750652,20.77047950684739,-22.317528810756052,7.492505118683667,-28.651351574640643,11.658560917835272,24.800642647647035
ALB,30.902660936507655,13.533381363179098,5.814685624910042,3.4161539622784556,-4.5892766598289345,-18.469151635241353,-10.586324427284218
DZA,55.548309752313116,-7.187188887705361,9.879419402378025,15.883550943244035,-13.638111326564543,11.206055412619854,4.338764885890509
ASM,0.05451425234008822,0.22205673627781966,-0.020601886710066686,-0.9140814783789271,-0.3652321191456734,-1.773894812955503,2.2350264922878127
ADO,0.9772361635088145,6.197547693249274,-8.360359905197239,-0.3899173864065419,-1.899269638731655,-1.7275347933670175,-3.203030930449067
AGO,42.76297715418849,-1.3697656264887446,-21.077500751240095,4.387862020463281,-0.07616615835028906,31.324842592975976,16.27838452927168
ATG,5.2907325790167095,6.4611410584328155,-2.1313878973401774,-3.8830964983685154,-2.5064351006866508,-7.921270432964162,10.891990145674718
ARG,10.172067728207685,2.1950523174217436,32.56935411482511,-10.00443601244027,14.554981033386028,-1.7803676850829238,8.147629157243006
ARM,41.19558282626645,3.8875307432964696,9.496432613231415,6.021967370299675,8.3418199271906,-20.771480764737554,-34.30437263534529
ABW,-0.9124626448294697,-2.0712551840027773,27.63816818486581,-5.15543225292873,4.0699190828693546,-3.7936588199237167,5.486256947594216
AUS,-1.3046234309607618,-2.4463574335040965,17.738981923103644,-12.898337661326183,22.425521995690026,16.056645924080158,-11.632590878808452
AUT,-0.24274897924859595,2.6855372113178047,16.751606965286413,-2.576377375124956,6.337804196334259,9.626490442116673,-10.207645206354178
AZE,40.161681312631146,-25.801662575244453,-13.508598686849464,21.051195767804114,4.046234844340072,6.302767113900835,-13.078940528665585
BHS,1.098308782014662,13.497175200800104,4.35542682169554,-18.181048848167645,5.704088709953998,-15.195336380635846,21.216041039991975
BHR,-0.8884882150169435,-4.325739158598945,12.48436798959043,11.76813759275197,-10.873682822280385,11.074531789258009,-7.504900650421098
