Country,x1,x2,x3,x4,x5,x6
MDA,-34.37584348868431,-3.7833313198303613,18.708151291191477,15.348337635733717,-3.789742514041894,9.466265934325245
GNQ,1.5509449350701274,-45.71391296171609,-65.4494558375592,-30.43612622245485,24.176873155642745,-9.992358753814514
TMP,6.988923943569738,-4.825100019250971,-19.807484899581087,21.888902031140987,10.903031277246827,32.85527648071579
TUN,-17.311887984378224,3.0879165030082465,24.258873724442832,8.283948200884844,5.2491980887654055,3.063444415095719
YEM,-45.20539361403554,14.961138995969149,-25.416783363967507,33.485826373155795,-7.006913438942891,-5.904621762244805
BDI,-17.958918577232375,32.58056496523896,-41.48397194838539,-27.784147171063097,9.097797145300348,-3.70413483562377
CUW,44.864976615696094,8.547736197621294,-3.6945419972638067,-7.491133536002222,13.606639441930312,14.134322810214941
CRI,-46.87673658741792,13.310601873743623,10.277094761286602,5.983416842139695,-2.223904556905893,8.437405261561734
WSM,-30.139297225343793,-1.9494239816391277,14.528413937955593,-2.2517666745078584,-11.635976999261313,5.313371808463813
NPL,-42.03935196375973,23.697178376570772,-31.452105650019334,-16.792009227057743,0.6375362629865091,1.829543300844227
EAP,178.0724052337916,5.180836495242717,0.5697479976893511,-1.2922501318273467,-0.9619107906240831,-10.256476294365584
ERI,-33.073771172187385,12.368101609411536,-25.38053583311382,-53.048767282352095,13.16345521404116,-0.06698628921298777
QAT,-5.725598144973837,-1.94057546340472,26.621441712776736,3.03593181712238,-1.959447545793787,-10.221391906923888
LDC,15.02572683520334,20.220125749641362,-43.03601616099913,-5.223887388522731,-29.51701048925824,10.672835213814604
UZB,-38.511348844093135,-13.662176187578837,3.023241322038504,20.519082239661643,-8.152206184323898,-30.38844573961077
CPV,-39.265511077354795,2.3273637995979026,22.5038426161543,-7.960772463604351,4.78762150559357,2.6157338119777043
MEA,19.79264024422917,-8.808335807357876,-5.156594158572883,21.675584688503,-4.457346631696225,-4.8513916329728834
GRC,-19.15968086188793,2.5218239468547523,19.308428309093895,11.20194998511134,-4.506497099598146,9.472064438146058
BEL,-17.791222073576602,-6.184707246916329,34.61581642344494,30.128190837127395,-5.900724574252684,10.67710380014731
WBG,-13.036135427350636,20.279089231947232,15.409304879085974,29.445477563023026,-3.475268303173202,11.934822880438457
ECS,20.77105303309707,-78.07422058060024,4.139123561662901,-11.168220619618541,-17.816300111324523,20.27107307957413
ARB,-3.9637990500321214,4.10978502427577,-8.856333928811944,4.2351647745668295,-6.7441982086233105,-7.254188275483633
AGO,-41.53034534312225,0.15968647932907531,-21.75672440187306,0.12651427426193404,2.365987251723624,4.009658519530692
OSS,-11.241719917004112,2.0151001840369682,-17.043327369821558,5.495394565880701,4.568927832541861,4.335624991637467
SLB,-42.7725546016328,16.527609353428854,-8.738145672169606,-7.510367533072522,1.2749373184015895,24.70249797800299
STP,-13.397165611489735,10.825975642998193,-0.863535372145221,2.260775100581342,9.118652316070111,18.034561912326147
BTN,-45.94829772697969,18.462144053018985,-26.114879062934573,12.838025050634347,-9.020298900030081,-14.517976732406554
COM,-27.87460189882544,9.683349449117157,4.328048972114972,3.3652444476247187,-6.145827977362255,8.197311589908086
BEN,-37.31288164945549,28.590096486529447,-44.990071255300954,-11.61585957201992,-6.298882063175302,0.008164669447229045
PNG,-38.4111908011117,3.3354083592265695,-16.041968146867802,11.302280931650246,1.2341118067700911,-20.015885872792133
UGA,-28.32645728314604,24.606935439252943,-32.17804061123835,-18.899448758383613,-4.148121388240076,-0.6978321708899671
LSO,-31.708390517317685,-10.061373268959452,-0.9435854301252549,-14.611980662576087,-2.8988248034475315,-1.3749191094018967
MNG,-41.01058563515044,-4.005255030360147,16.70515789767121,24.587518053948987,-2.945366935886101,-4.214928426289932
KSV,-13.18468476929808,7.219132533724123,-18.23022973784217,-25.360996004633577,-5.392257173357215,-17.444252348774572
COG,-37.94388246547019,5.740795023618897,1.6895559583474062,0.8625190890310478,4.0100999557650825,1.6476028114107026
TGO,-39.555145395760995,22.79343780915366,-9.987114224625476,-22.01846706274611,3.430269545527511,7.920256120246331
CHE,-9.764626576175425,-2.788350343085254,13.245869295305104,-28.79575270807574,3.900455898413853,-13.202336462032486
MNP,11.044449660956388,-16.24832339837631,9.388312126166468,-10.335251716829347,3.16215437616555,-18.883817359901162
LBR,-41.57387742721074,13.455477067497826,1.5729946261153258,17.257811084576932,-6.607849471703,1.8105458947118
PHL,-10.381117004476573,7.220821953428193,6.200448206342462,-21.2957946525271,9.597016409688955,0.32327151352446837
MNE,-40.66591935135533,-0.8923353051807776,10.850021873278004,7.761505740172192,-11.615964816522064,20.390698385822894
KOR,20.549857691594596,-119.69203239934677,-0.6044319499943427,48.256495622301514,46.05059998212421,-14.23878490506197
PRI,-9.907119530394292,11.02541843175307,-1.8055381993833683,16.6140266698378,-5.086954993358511,3.280887061943595
FRO,5.664416167051004,0.8274686745255913,9.574234783702922,9.655293704852706,-3.9724969662851612,1.4619558275231694
DZA,-51.8939227729444,-13.49425024930985,11.925144274082001,-0.22018397251112054,3.722391807814949,-19.12858962015716
SYR,-50.581496018774125,6.996439519290409,-3.1152153580736974,1.6112729593913182,-4.648206356734598,-5.173135605314384
CUB,-11.49473983764928,6.511751965347234,38.132938654303274,10.619832580651506,0.4199991488782974,3.540017266161626
MMR,-62.98945492460336,3.9671186125205673,-20.31761733948398,-15.254084946184745,-0.6924209435744453,3.399721545065996
SVN,-12.13252646738514,-3.3720101800090236,32.00626445831806,10.31276051348636,-12.00134130087073,7.50350272517825
