Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
MDA,-1.1491617214454637,0.0677223769075625,4.441218980524011,14.558013037577837,-1.0658103878074145,6.331825690544912,-8.897527121847297,2.613216999214797,-7.83789504198981,-9.5284811506484,-1.2459920515359744,-1.8908359388910747,5.021366809544217,4.1611479580245785,1.7441910266174878,12.187348694910924,-1.9915389654931328,-0.045579352656227146,5.104585972123056,0.32743959030445313,-0.5346832582910628,-0.7277250327459387,2.1095291400661966,-0.8975433523554354,-0.6647196671614191,0.7023426363824634,-2.239058933260488,2.275362085631235,3.712790409977929,-0.7711631211519762,1.1518193624252582,0.10621033024282833,0.11294280719039307,-0.834638337955748,-0.6037991244672374,0.9884007443619607,0.7766005298328901,-0.7175511611283755,-0.03344469687733091
GNQ,-2.9177609033893153,3.334955829692982,4.714130170718882,-14.380248747350146,-2.028554181518765,24.125493902342008,51.724261529055006,-35.638125764211566,-20.541544512948295,4.908016613269681,-2.017731892125736,10.29754297501716,-5.658368240416406,-2.947387619528869,-3.7264288382270063,15.114587494764093,1.4275383687993393,0.5201896497764824,4.026327804915353,-1.805224752456321,-1.5504588550641816,0.8371393399228555,-0.6248247298664602,-1.2409004789648876,-3.247090606529739,-0.1193757662671371,-1.813334135077259,1.411732293434169,7.3349226156555165,-1.0823952212168289,-0.3650066513146667,0.17531603503172768,-0.006457919946405488,-0.94295087501572,-2.4906401553012154,-1.075255601702687,-0.3377406009997974,-1.385595104093254,0.9385119044360032
TMP,1.7579981614060742,0.49223889801938636,-0.2000484326342037,-4.820486770090123,3.482090834480821,-0.8137092918470318,-2.9028799504894627,-10.92613624273675,4.8773780777529065,-0.5241159578742377,3.9139127487144725,-5.348559394681414,-9.18487359559252,-3.878673515887005,-1.886253759992041,2.301877469617195,0.7134671218968729,0.17511971505300034,9.923519537219423,2.2845065067821615,0.5890800557786069,2.7505550147388345,-1.811328105817928,1.5541084288622442,-1.0417497354318646,-0.14894833925455575,-1.2563374334359796,1.5432674182874158,-3.139871366857981,-0.6138616445056808,-1.388921825365911,2.7382176075531803,1.3324864145425137,-0.01720015732367442,0.18565721404118912,1.3570903364767815,-0.8814201555611652,-1.3485998248555187,1.3820270493462365
TUN,-0.8509867092045493,0.36985501023822687,-2.2385061297018045,-5.927361199449751,-0.17499759413551397,-8.930453104753013,-11.095790739780828,-9.988564208556307,-39.248666909991364,-3.150933375215818,-3.4632770711520724,-2.439671381878222,-8.180747533425645,-6.155598777993442,-0.9487873123408344,-11.45239860662672,-1.7368272097190471,0.4605843925238771,-1.7728662286629817,-1.0339554111993596,-2.5101088136603837,-0.6779078735066613,-2.018563658946816,0.6199390533272856,-1.880546854233243,-0.9852656246676352,-0.8512834939572919,0.6557061053548413,-1.4295843565571553,-2.0354067328934953,-1.5866055251084217,-1.0770487657921701,-0.7244324917263485,0.8153793161228896,-0.08200076957910712,-1.2994072090678763,-0.12239823127089904,0.3775153172501514,-1.244194366864846
YEM,5.452936848026882,-0.21747358000128456,-2.277927657451359,-7.196205158631894,-3.5365886254937227,-25.018223961877606,-5.555045554839224,-9.789550752273101,-39.84024428013097,11.516807107414845,-5.13181283177662,-1.2523636116975945,1.3472122102130994,-7.885282969229272,-8.60488932022378,12.534535302255684,-1.4582273002513269,0.4826837362338171,-1.6943444950943485,-1.1395186142914147,3.109064879647829,-3.063731089681415,3.4781236874754295,-0.6678880972551977,0.565948946579123,1.7688101949425308,6.141815842902128,1.1983861972308245,1.3829814614864477,0.4646607478140964,0.6300323741935319,2.0320024569607287,-0.712289179433145,0.7821803936004696,-1.6139134041423562,-1.3867789969185929,-0.09368467709919301,2.1694290591625736,0.3171661268526879
BDI,7.036277341703226,-0.6234831094005235,1.9885769523246153,-36.65451448289913,-5.824632573834544,27.407456811648586,-14.875287652039303,-21.64145494138004,-35.699391749692225,2.394448853642037,-4.032287202994818,4.134213736034126,2.75807208467254,-9.794132301234011,2.514553176239468,-2.629578084573406,-0.44331501768441206,-0.7211451875149563,-2.08326876985168,-1.0438521854363854,0.03236120861986447,-2.6601799931953827,-2.0277862416153183,-1.2313600388192647,-0.8308032767557492,1.100377713657919,-1.1772275030921286,0.4726704826251624,-3.1328162757602214,0.27164295495371066,-0.7280037578167847,0.5059118022474742,-0.5320493678934399,1.139645272729118,1.0312044496428454,-0.4376682133811806,-0.5709025863347589,-1.4824450057466525,1.472289256076972
CUW,-4.756731312753116,-1.3556388698215451,-7.611850558991016,-0.7749427265153421,-1.7569408702999687,-2.476918584085298,-8.668284022731763,-7.859090687407702,-6.627941011113803,-1.7064305215026203,-5.273258351734661,6.753161679295636,-1.1470908441096987,0.9051427698104517,-3.1089456940787543,4.291872886982658,0.9890158458244476,0.8345746382668153,10.057743820190192,0.9556108823842003,1.7299317516711912,1.8558088901598409,0.21489874516424334,-0.12323014163313524,2.6764322977863353,0.9497407355982244,-5.702925751714121,-3.1229695913840914,2.666729004225326,1.020443660274865,0.026017894441259348,0.7641883756848711,-1.2197807820896052,-1.2385624344351533,-0.9464399831272781,-0.5088588108160913,-0.5864667031840891,0.9792714117255529,0.6352844910707903
CRI,-6.780466921886445,-0.1332581132301398,-3.5006531571730695,-8.827528524761933,-4.344110177176303,-19.788447720801997,-10.934801733042738,-16.248133361104816,-58.138006474744884,-1.9173106493081558,-2.655511665233721,-0.1403086516921047,1.9194757658465205,-7.136914631650354,-2.7324297983479067,-9.621020430298183,-0.1753445256680696,0.674922931723045,-2.012584758218564,-0.8221798001440761,-3.9963212071499985,-0.7582378574436318,-2.004822195052313,0.5914008914656493,-2.476966819855334,-0.4121568079530751,0.1308385826914562,1.1835523117214477,-1.7052757688061253,3.8424250960973865,-1.346670836126557,-0.09270798499350866,-0.6767208901760139,-0.8322088751227602,-0.9219801685002419,0.7770674448498519,-0.11466614061485396,-2.6633731533820066,-1.2311285886747412
WSM,-2.0679941457555633,0.670799129953845,11.640255492109713,11.407663786173938,-5.645812261932466,-7.537082137077582,-5.9457946773560675,-5.805750741276727,-51.54581038260895,-4.70827347400879,-1.6470735733835373,-3.7224706275176835,-1.576209197829335,-2.3702621901464958,-4.627266274827259,2.989484589790866,-2.003339414973225,1.247823481870374,-1.5608246939899475,-0.3346018557073368,-0.2224699665140346,0.35767621180889264,-1.7341318533208812,0.3557713806481233,1.2201035279364996,-0.5672521373656572,2.1450531973273983,2.171986682548837,2.23537948623166,-2.043168184617672,1.175577195602728,0.6888587609307231,-1.6339133761188473,-0.9100168236083268,0.2204170690624827,-0.5167051458377019,0.7107956472900165,2.237177070907819,-0.8718196884468569
NPL,0.030414592290442855,-0.7321947726317886,-5.312371244357043,-30.68516526233377,-6.775929827913135,20.624694354865333,-12.259818627722447,-13.411511466379679,-45.231968362788315,3.0423287047361898,-0.7733457102078902,-1.7544522931472966,7.289989985737536,-7.566684492337838,-4.939285899348325,-3.2836805374660543,-2.033002952367303,0.4544002062732859,0.7614014134504601,-0.8421408117717358,-0.47366445183433176,-2.6495860875905297,-1.8685183553288176,1.086842263437624,2.009877665091519,-1.5789858525619185,-0.1738847109784426,-2.6619463630699656,-1.0828030365717067,0.30542766520915576,-1.267714722053557,-0.8867349658159976,0.0840416375984584,0.3617130062572543,-0.5589270536001738,-0.8698282361051205,-0.5658740725784818,-1.4455572278732405,-0.09440588613561587
