Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53
MDA,-8.8932272472474,-3.1730656745586776,-7.41660742201629,15.403016811998118,-7.743155680663039,-6.319846266133961,-52.47736312652015,-5.0437668162087785,-19.737268289773446,3.276174501845481,-42.59563800752686,-2.9777434828901157,-2.7335479680370445,-0.12805877525746034,0.40365497915390536,5.338047206700881,-1.3602568321366402,1.3999755145080173,-6.015895128623809,-0.44906335796190955,27.117044113595963,-14.231044900094227,-1.632587417652607,-0.4790815986560691,2.8754285520390708,-0.44487626437145344,-1.7266627363477234,-2.9115996695361295,-6.077532815866537,1.521695453604586,0.6351954067860937,-1.1176700134746542,-0.8516993835932096,1.3441710442105934,-1.1616284231529426,-2.417257995283779,-2.7418367942153936,-0.9958578963385588,-3.429062941604237,0.5897045156315943,-2.869229718756787,-2.912157359047844,-0.5960125487011174,0.32998321092491384,-0.5530431643478664,0.015773671237648668,-1.5524021738964855,1.3790824445872942,-0.551017430028426,-0.3443148935182674,0.7510902440712162,1.4854381887933923,0.047011190015244335
GNQ,1.2922660510920485,-4.0110063015431585,2.3315188540755156,-42.547660426069164,11.37523133940227,2.301091561148242,37.32756954814119,-9.243610212483983,11.819459080004693,-4.040760840857486,16.611789261679736,-0.35993052033975137,0.9985098375421113,-0.41157269590351114,-1.5134132539495067,12.857747432082851,8.561775595720096,-1.2759622353599716,-2.7698444975394976,-1.787782878001954,-5.338398728675994,-17.687471668314902,-0.18599585761879406,-0.43656322053973484,1.369692341589567,-5.069569113461032,-4.1906628560928,-3.371247873150255,-3.551551910185081,0.9637056963977884,-0.9676877863108764,0.6348475142813386,-0.952096641109651,0.35629161593721276,-2.625243789535136,-1.511824181342952,2.6542542157756444,-1.5038117966693607,-2.272034288572409,-0.34860564138624905,0.7885519157695463,0.921515247687396,1.6541294403467,0.9891505786572286,-1.2041660327386743,5.288107253357938,2.191092491690535,0.4875426284906848,0.31049706063770754,2.5661908970165657,1.406375298955036,-1.1923747966312601,0.8837452577602677
TMP,-1.550191315252547,-3.553505354287012,3.2168732548376653,-23.26088810822412,0.49712022793693733,-3.538845941869804,-30.632394656339937,17.160505582808025,9.745924521357841,-3.2272693438507196,8.705763955835671,9.982504065916771,-8.00278644591682,0.3092069052532243,0.5482393906055114,-2.9761892685826226,-4.532603381047591,-17.813456560024363,-5.4977481727039885,0.6525154093914247,-23.571745704308018,-11.206742856554168,0.7899107045777266,11.256731399053798,2.290475267985935,-3.0073852621080395,2.9743977623089313,-0.5179358868167364,-3.5958224793173907,2.74955151887187,0.7746413442799539,-1.327594523925539,1.0378164542518225,3.2579313762670776,-3.6231017425876657,-2.8071590499574772,-1.0829342198040621,0.0887901305906386,1.19634101954861,-1.4556443376517088,2.2370242776982074,0.11960119872044506,-2.0714664529559497,0.8656236878743577,-0.24570167583785787,-1.0630250319488563,-0.029065870081224715,0.6856989838258271,-0.6134776784831447,0.9043917611437138,-0.4272248876538137,1.7379312258754447,2.0138439576464755
TUN,9.073892879319711,-2.5087741845642366,-5.442775820912438,27.917679361849494,-4.155777754311073,-2.1978365798946915,-34.58536944978973,-8.035420946239485,-18.35086151170943,0.7142944814727165,-30.61403650780242,-1.8640570366773481,-4.305022420386981,-0.25228360450822707,4.293819391105211,-13.11001436338816,-5.3806655404414006,2.9675848527235917,-8.357419315340508,-2.3002747424034617,4.630566023609543,-11.349571542041788,-2.019708916587847,-0.5283711154993311,3.3640525349943164,-1.9885033132264809,-0.190896352537755,-1.9838691737866911,3.11223390838679,-0.5646383416964261,-1.7414785549700846,-0.4316898835619749,-1.076582872145541,3.4301819355043617,-2.6731630966764257,-2.422700949326844,-5.147608734445544,-0.6757343633557791,-1.640545218469331,-1.6090542736636564,-2.0891415535693514,-4.192527772273988,-1.2811343003218796,-2.111436194781255,-0.5637214869274885,0.8727826178535769,-1.568133384564043,-0.685554653086806,-0.3800585872893231,-0.4468536051710029,0.5200123160523415,-0.2522103403468809,-0.25017742428643647
YEM,2.7562607430357184,-2.3625136716417945,0.7520161450843453,-53.15832571017902,3.9295812323866293,-1.9238666578766008,-21.38169512493895,8.011782485151977,-3.3017248756068063,-0.5030500099063029,-53.07583253185336,-16.84497302271259,-1.7639945531417993,1.0463668570936948,-1.6239433820594518,0.4301199815503436,-5.021103152895478,-3.3491013247978745,-7.859310820564222,-2.631118944351552,-20.86199464887258,-14.552791196120408,0.8197915341305178,0.2198503387555909,-2.2040448796397136,-4.97418985897313,-2.740254668264144,0.6438931144459697,-2.4466262291307976,-0.3600638277236843,-0.5008591217425965,1.0193155402530036,3.4719549739861923,-3.713996019052452,-3.106476208874904,-3.3815681456914675,-1.6465004633151756,0.4087585780725534,0.6979530784962423,1.9616942322374398,-0.5110959448597665,-0.31198479825219616,-0.8380928757242159,-3.2774222868108924,-0.4486464334904363,0.4892204916112511,-2.2304466060067045,-0.8035731371335884,0.03651758398143072,1.137936100122238,-0.09031563606882093,-1.3167428298482764,-0.46840867308478085
BDI,-0.8098045637161191,-2.5342138413445516,9.034748435366124,-2.2445325652881944,11.91388784997192,-3.7754933660609735,37.02418782001776,-11.599986781536035,-4.688104002817093,-2.2795780649007495,-39.78903422106069,9.077143052559768,-1.7964004952508126,-0.48182096771591765,4.800427609167444,10.014238372796488,-5.844510317327169,-9.00247355615971,-9.12504837282493,0.4082907729191489,-9.661653383655313,13.543783010751673,-0.1487734423031764,-0.4229423686997843,-0.42438343310534654,-6.744409521569174,-2.075958899189251,1.8159074272471682,-14.937210855413836,0.14076722219767812,-2.652596427315175,1.7763876922372295,-1.0557069281852425,-2.2301240603689316,-2.2609276001814407,-2.06807849257126,3.135992736329095,0.267234187429548,0.48904278999265294,2.911705564680921,2.7936721070658983,1.0676687025706013,2.4533016830097223,0.5741789841123259,-0.4701091379114642,-1.6301782353178316,-1.72178396634502,0.1526072712233196,-0.6276396350402211,0.600274786071492,-0.8698420239549748,5.045040125749575,-0.464986431715533
CUW,-2.496686586493796,-2.947080559463435,-3.131419765220153,10.163281092481965,-3.748358336446944,-0.011988602378301932,8.976396860588695,8.567684752490477,-3.148960562626086,-1.494818026516942,4.0831920224278955,0.5139771792592307,-3.1407438478478396,2.0098871296032317,2.211400728908345,6.350179106424843,-2.2876369942746697,7.49281737591155,1.07818822739319,1.234402754841829,-8.777447619118297,-12.92757934397089,-1.514001250612714,1.708421141318788,-0.897969089632141,1.6835457476517224,-0.5574320914131905,-0.38534850036174917,-0.6539086989668359,4.856127210590312,-1.1501523209684308,1.256125379192383,-0.42743228957855295,-0.2001920228368953,4.305320557277017,-4.906561056667652,3.5332462413112955,-0.04730876498872691,-1.0492359372750917,0.8490346678049298,-3.991018991483261,4.88112992056819,0.2762077306601752,1.2538078226518488,0.8746275002670885,0.9622851863192783,-1.6786061590520032,1.6922771408114332,0.5848695619586,1.23297976450762,-0.09892157284647743,-1.5299274561948535,0.686253260943919
CRI,-9.295667126977893,-2.12697703489837,-3.7554856606043634,1.4776155198823249,-2.8795117192482156,-1.3445977925023154,-3.836562128136114,-10.653031173153812,-13.024564692874456,0.2878939203922484,-44.901778638797545,-2.9121778288220788,1.0950784800121067,-2.5225684326079723,4.624773350686382,-1.9552655133281007,-4.0624501788519165,8.094568174859603,-4.255337261310891,1.544267545199988,4.650396741910404,1.4634202578086721,0.24922557905564463,-0.730926405694281,0.8545197956909334,-0.870844828349557,-1.0243412615206966,1.2422762911187006,-2.4596132172118863,-0.9435137604530952,-1.4070225115045392,1.8990207216056143,-0.8935166959459284,-1.171056179644339,-3.88829993717291,-2.849032119332713,2.357159333483356,0.9558387834193446,-3.1445566561237834,3.1245035658962577,-2.3506802695108577,-3.042807645966481,-1.5204866055087043,0.5594369005961821,-0.5356874743579358,0.09473410551010733,-1.5087776572995866,0.9987027490453515,-0.2755780849714913,-0.8572942927129422,-0.16927359997945357,-0.41966174166203507,-0.26125637089131737
WSM,8.185544870665352,-3.1974046225521158,-17.765017612231702,5.25651441849282,-3.821456915104177,-6.544889856083364,-43.66614117453056,-3.1243789378824296,-8.82306948980858,2.0915012185271658,-25.700274837146242,-3.651313699524329,-7.472699767597735,-0.9069031577961684,1.306176713977216,-12.419519116349544,-2.5039195997644415,1.930580445163635,-11.932216639806324,0.4627350494879755,30.517993091975878,-1.400276262326309,-0.6418030129567529,-0.2825675409904632,1.3933271529828126,-5.279559174215048,-0.3990499378547959,-2.7772531501073474,2.6714250800738286,-1.509781752924741,1.7440293443410915,2.174884591619376,-0.9929765166092311,-7.330065707255456,-0.4304268067935033,0.2033742440268677,-3.402583884986921,0.09376859548642068,2.766126708093011,0.606498927071683,-2.381155208877114,0.5817866832132905,-0.5682394027837114,-2.0459742841515207,-0.6347135571827214,-0.6825720023468583,-1.585674069541182,0.2675373250353217,-0.48666356949139056,-0.7831421021895919,-0.457528644642463,-1.1899692945349052,0.48042481148338306
NPL,7.864990703604201,-3.0709418518480724,-8.18685218136686,25.692381302694734,28.599029289863772,-3.071811310335083,14.191992028860646,-6.849717464567917,-0.3048532588067706,-4.104894559619952,-37.99334166055142,-4.240189084265906,5.581027981702485,3.4643100781681646,-1.2920935386182688,7.057927813214896,0.6972206116591935,-2.9356981990363002,-5.69376616332108,-1.8473763058975192,-1.5883793683484928,1.561165540988548,-2.19120148671009,-0.31057338551927155,0.19493624497561682,-5.211807429639957,-0.012030197814726418,-3.118279748905543,-10.762767108858123,-0.5033551075911944,-1.668817612124601,-1.9935309033287107,-0.19319506791610447,2.2593734000694976,-1.1883861737843409,-1.5341641031305762,-0.9246843365719075,-0.07592956056312608,-1.4550440992043119,3.0619952261078147,0.4539897243110075,-5.056725737600587,-1.4692488249566948,-0.25257514741270964,-0.6566152082569536,-0.18753991680592658,-1.580119940492911,0.0833160096977349,-0.6198041905378059,-0.9495393755638848,-0.8510199700373016,2.4001352753039193,-0.5596548414541791
