Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
ARB,-14.497895226183916,4.315417506399678,0.7614476669858414,-2.11963591030055,-1.3150412360991435,0.10805994277821174,-0.41463171985243463,-0.5169823882067426,-0.1427723449899964,-4.23412775449136,-2.9547231666578866,3.837043098369689,0.597876625893475,0.9530713653745663,-1.4575921995021863,-16.466021688091843,-2.2441715898275554,1.7402448412839877,-1.921688094472988,-0.5083571101876585,-0.4185671786437783,-0.45101431238034595,0.5542347730995146,-1.640905627439513,-0.09491830464266084,3.1302504660781776,3.6212591371789355,1.8631332300143746,-1.1788976909902464,1.0102469963876712,-0.8631699836667253,-2.4335106917241505,0.11313375600654274,-3.253033088803065e-16,-1.8690636017810513e-15,-1.242023300659688e-15,1.4330729019425689e-15,-3.583979420172972e-17,-2.5184187620852783e-17,3.707533770307862e-16,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
CSS,9.09556938338924,-3.9191125003351868,-3.5264070099129787,-0.9537289264055331,-4.586849820348242,-4.330189804249937,-0.33557986070303447,-2.9943527549085784,-0.7503559383266813,-2.271413407219982,-0.6464968079359896,-1.3793807806470704,-0.3656847897455795,3.556232937033103,-1.625916855160112,-6.188329318356824,-2.574328522010781,-2.6104155798838555e-15,-1.0902064293365266,0.05898534043900691,-0.3456563576862515,-0.16840939332624705,-1.6159263298512085,-0.9746260300926609,-0.13280036677259432,-5.997798009010765,-0.6371470983536449,-4.862006207791659,-1.2034515017794654,-0.24887064755959146,1.763215310605263e-15,2.74461691989301e-15,-0.12159054560920084,-0.37556846457654347,0.8606983073266851,1.9808392405613524,0.456556674266904,1.5470261832979368,-2.5184187620852783e-17,3.707533770307862e-16,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
CEB,16.574083952530547,-4.6093140035011935,-4.73070554949362,2.831284382260804,-3.313731722676841,-2.9681162319790255,-0.2666351799460213,-0.4864645646091883,-0.805215142368471,-2.227613582182242,1.3919732762997743,-1.6441149083790396,-0.8472561431730721,1.9475395421792365,-4.2419747189021805e-16,-8.800905518939572,-1.9273404657390099,0.26683477474717754,0.7917261089583141,-0.4573835763231523,-0.23466652522077583,-0.5599987555756558,-0.07529948704423378,0.4661949866809438,0.34760650896381173,0.7766960199102927,-0.5423064466363602,-0.5105627602595996,0.06960291259472731,-0.19234849934723416,0.286946472615862,1.4125583450447807,-0.071726742396651,-3.253033088803065e-16,-1.8690636017810513e-15,-2.0216375771419095,1.4330729019425689e-15,-0.544290869843206,-2.3676605871016005,-0.1735323473030808,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
EAS,15.096229925076432,21.001641666582774,3.6928205781136665,10.313085974684727,6.663880917103473,7.168959909425418,-0.5357755833249456,18.02694527831115,7.270870287861703,-1.571648037989597,-4.745124871632357,3.5121174077453983,0.12049870896980786,9.277951152807388,-0.25545782669727596,14.170701597225118,27.541633737167317,-2.6104155798838555e-15,7.343092074793971,1.0916181408821874,-0.2926396975596045,-0.5649185176287498,10.02633368818582,1.9476478162631807,-0.5322498142681631,19.56607499505156,-0.6831495261674227,0.8351172509824788,12.828175596182712,0.6237311157021302,0.4093668907552405,-1.1528965356275447,0.4586024503351768,2.2772642352711623,6.743229848159951,-0.3756098944350332,13.535369113973596,-0.5245823427516915,4.322010044858368,1.639342288020025,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
EAP,12.349475035800452,12.270307814249165,2.2152093192413616,7.06598589646409,2.444046805556427,-4.961033493472736,-0.5485152255615617,12.075651482918792,1.9640163150632581,-2.639050821750035,-5.025513346880906,2.2264309732190473,-1.5923122619834993e-15,7.553349015784584,-0.187098788666189,15.35859877254487,7.007967328172939,-2.6104155798838555e-15,1.8814517160265025,3.9730289464756514,-0.18567313160417573,-0.43144673631554803,2.277879598766802,1.3003562626998229,-0.1455682284125714,18.015007740880748,-1.3470606112814512,113.26167370508426,3.791885337868528,0.011737795499922639,0.5134149969460966,2.74461691989301e-15,0.4586024503351768,-0.18241462769001493,-1.8690636017810513e-15,0.8477159778735192,1.4330729019425689e-15,-0.5257243366729921,0.06715210238317437,0.02978683748263794,4.852350804382796,1.612441330689399,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
EMU,27.036495655717857,28.059383052535594,0.9795097906338958,7.281804249038897,5.247467775985152,3.757903137972979,1.1881765518811185,9.558381060268461,4.349121937953422,2.3645083091304473,7.891108315480562,-0.11564542147988424,-1.4070616117605734,1.7739752250005172,-4.2419747189021805e-16,-3.454575873810727,30.105167128750104,0.2885097533152579,8.412599089110044,7.607354689137058,-0.3179027473392849,-0.712311383739988,16.227013227092765,1.443671774464869,-0.15803790718972657,-5.765018416723561,2.110035286863014,-4.270201792835654,4.460520088663097,1.5023153412270043,0.6298628694079051,1.9759588407601338,-3.637309294397016e-16,-3.253033088803065e-16,-1.8690636017810513e-15,-1.1267733637125672,1.4330729019425689e-15,-0.6139542071256064,3.25581760512994,1.082917105684102,1.8160264355623175e-16,-2.5969473787327456e-15,-0.29845688784698293,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
ECS,28.1762887738154,34.982165396849354,1.771432831868398,15.751384765342898,7.776289674431927,4.644122662911353,-0.041798284019270125,17.073758457905196,9.683182983496165,1.143831285619348,2.82701856043382,5.168918773943562,-0.7034676139791964,8.700002093299162,-4.2419747189021805e-16,-4.139871764947139,49.46680875519625,-0.24378587730277995,8.628827735636879,9.897806031667178,-0.3179027473392849,-0.532178672537297,27.61208454423748,1.2074872064122713,-0.2308838773945517,25.118181169585597,4.122533239981686,10.327121982610207,10.61872680500182,2.5110113943498598,0.5442531650610103,1.6441930665135476,-0.14907700076459077,-3.253033088803065e-16,-1.8690636017810513e-15,-1.2870178214256227,1.4330729019425689e-15,-3.583979420172972e-17,5.365887637846818,0.9429117292978056,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
ECA,10.51785246103168,-2.4331833118274364,-3.063248823921938,1.9448959140419269,-1.4028116129710386,-6.447197331388085,-0.3539990063118345,1.3681590574356444,-0.570264213571217,-2.590229881647967,-0.8656415819296426,0.6432614661793686,1.5020239921334642,4.392478687229024,-4.2419747189021805e-16,-7.038123081610651,-2.9928491496194503,-0.5433395375178232,-0.5511236373004023,-0.906931824668909,-0.005330114361462118,0.10721468857788173,-0.3864105132019193,-2.1222710166115566,-0.19801913093303486,16.45043333459574,-0.2115889956515833,130.3168559539152,-0.3368466241937371,-0.21378073771503672,1.763215310605263e-15,-0.6667076137351132,-0.15004880159304781,-1.130406979578222,-0.9154454638550656,-1.242023300659688e-15,-1.1609877401212736,-3.583979420172972e-17,-0.6197275738992094,-0.4073491394447413,0.10230241521775628,-2.922764677400625,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
EUU,27.537952183396314,34.20611596454602,0.9304517121872075,8.751520603904117,6.574248632221169,-8.030427207878244,0.5454221748789893,13.581565893231067,6.908571579190315,2.450934584818722,6.116490254987307,1.2420191456762404,-1.3815692026716584,3.855390557164897,-4.2419747189021805e-16,-2.305706568448738,43.19018462194738,0.26683477474717754,9.638708676892696,8.956630638223892,-0.3327375377348285,-0.595608461864744,23.80177790562678,1.2891677509081327,-0.22520466073573356,0.8633343031562843,2.8256045616402226,-0.5798776431625055,7.606108817783963,1.7845594127400801,0.7429894692815633,2.0560353494524186,-3.637309294397016e-16,-3.253033088803065e-16,-1.8690636017810513e-15,-1.1838087187430213,1.4330729019425689e-15,-0.6021280967315126,4.635330642381028,1.0125698436059247,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
FCS,-46.59127916746491,-9.104481482968064,5.416797004767271,0.1528456022362638,0.10160602520452855,-2.3339606420682326,5.102540163681275e-17,-1.2390097315036226,-1.0693660409392138e-17,-2.8045287177711624,-2.3075735432016913,1.14633922130637,-1.5923122619834993e-15,-1.816677091742138,1.3510884323028773,-1.703977604089082,-4.199524118605241,0.033738739301823105,-2.8475491349166657,0.024214013889278074,-0.0014769782194475078,1.300520102188026e-15,-0.8053514981689491,-1.084384065759041,-0.30297665849999517,17.002689556816115,5.438251984649778,11.429755490953504,-0.2258183846624649,-0.05444575496835919,1.763215310605263e-15,-0.3850073658774361,-0.2099712811391711,-3.253033088803065e-16,-1.8690636017810513e-15,-1.242023300659688e-15,1.4330729019425689e-15,4.905646853927734,-2.5184187620852783e-17,3.707533770307862e-16,-0.14988974558434107,5.287837840653459,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
HPC,-53.89307335610878,-8.840327745676266,8.604997807131333,2.6121951798198824,-1.7285569334496869,-1.366286620793811,-0.5594682772132737,-0.9808107436486718,-1.0693660409392138e-17,0.030175002795013506,-2.2249684999637243,-0.9645484520239549,-1.5923122619834993e-15,-6.056920375090456,2.0924418052544627,10.079901734725675,-4.8851442850922755,0.14969101823503408,-2.9493048964918827,-0.4860473616532417,-0.13277839715092615,0.5742406720470065,-1.240027597037033,0.07222303137673447,-0.46019762949226867,42.39044974985147,4.218998627777281,24.544442981005894,-0.2215817956895446,-0.19568586853660394,-0.011249759768111975,0.3500058866999357,-0.288859018091176,0.06745517436362063,-1.8690636017810513e-15,-1.242023300659688e-15,1.4330729019425689e-15,-3.583979420172972e-17,-2.5184187620852783e-17,3.707533770307862e-16,-0.08367653536356334,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
HIC,35.621392570179815,92.99332871903485,4.581986515142351,22.538732983959562,19.74375954934318,6.171628070328079,0.5703038733736091,43.06196426409742,20.289302499006887,5.367293692180368,6.342384585603293,9.729404153158388,-1.2689749279271194,22.051296820426945,-4.2419747189021805e-16,3.2559590907757623,122.42151304211893,0.22008953941563641,20.56789426996421,13.271263791369254,-0.3552617924441058,-0.5924457576877522,46.75824055966026,3.5687495708119847,-0.7014065095068138,3.5025191415585626,7.635353438718804,1.358211095801379,28.10074181535598,6.491729895446437,0.5601628793669724,1.6713391139475593,-3.637309294397016e-16,-3.253033088803065e-16,-1.8690636017810513e-15,-2.865635395010103,1.4330729019425689e-15,-0.35814610134549,14.445244325404357,1.6075246141257091,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
NOC,14.391615944597877,7.852728382545156,-1.95835500592485,6.280603512347252,6.280704526466105,-3.5237864336943683,-0.13487904036632076,1.4304606168950489,1.7208959820980614,-2.8980534409751613,-3.6770323864812884,3.111275799621281,0.16034078836002327,6.615839836227866,-4.2419747189021805e-16,-6.066137991167063,2.9170479715437825,0.3722679167378199,0.9475802984518595,-0.4809151699358872,-0.43130171756924374,-0.4480273139909675,4.134629006316227,1.2846380470132344,0.8631888383979955,-1.8896535778156636,1.194505906121921,-1.362901178996171,1.1807794885043115,1.0129250700357229,0.0025047051338467517,2.74461691989301e-15,-3.637309294397016e-16,-3.253033088803065e-16,-1.8690636017810513e-15,-3.2941029931016557,1.4330729019425689e-15,-3.583979420172972e-17,0.9827711429195967,3.707533770307862e-16,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
OEC,32.39859902510702,88.67582007528613,3.753514886983244,19.17002772364169,15.988313428769896,0.34895748073101396,0.9439215798793446,39.223566281790355,22.014300910487194,5.941870176599153,8.796221538334926,6.210520552246926,-1.759712206694227,18.096981871862504,-4.2419747189021805e-16,5.587907244252376,112.7251192261714,0.11863728786750743,20.217399358308825,12.577391573162116,-0.3212583063093526,-0.7283249001066602,39.1279606922589,2.1840306898643536,-0.794565706660902,-2.7718845002135164,5.857879163604498,-2.1174185391248703,24.934221518503872,5.203330358253714,0.6937305257081892,2.207593562228901,-3.637309294397016e-16,-3.253033088803065e-16,-1.8690636017810513e-15,-2.6957761203824386,1.4330729019425689e-15,-0.48474410107742943,13.377001818193069,1.6566326561496243,1.8160264355623175e-16,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
LCN,27.131512116840558,-5.257540188533692,-0.26934317616385783,4.9898213579834145,-1.238670691988115,-2.5281563975507853,-0.3686546212967498,1.4459014473586222,0.3311463696281375,-0.22901778405487566,-2.6970374841293516,-1.1659241495859927,-0.16515990120611868,-0.8721011065725881,-1.249983504353204,7.447116149607401,-2.5295298282439096,-2.6104155798838555e-15,-0.2914271769538636,0.9195624403763445,-0.17467230737494704,-0.023094808055321353,0.9738180947944405,3.890790266597559,-0.6962303878823219,6.689121236594813,-2.246996677226449,0.008922628773640424,2.3175300969202994,-0.16269119282209554,0.28430054925465703,-0.6481563709091878,-0.18735701535704294,-0.5381012522514704,-0.7684169115846445,-1.242023300659688e-15,-0.15762165987944046,-3.583979420172972e-17,-2.076220829784507,-0.4126471133183503,5.428768762459615,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
LAC,26.22343250432909,-6.450156841758489,-0.8324264127940283,3.5634564164555904,-1.8928175373546947,-1.6966067974776933,-0.39593624460859134,1.067108992337454,-0.09847500962164042,0.5196301461428818,-2.9737315434330283,-1.370364676866145,-0.19966914821264892,-1.8097529958448317,-1.135562959627494,7.9577603217725015,-3.3260547074658775,-2.6104155798838555e-15,-0.7716267206334981,2.232682650699641,-0.05124388385972762,0.14376149240090375,-0.07967247052949371,3.6910264377421043,-0.7277315546362001,6.337512775548504,-2.169752847403352,174.84127441568396,1.2177003051811863,-0.19933709002985972,0.22498831078790804,-0.603820714259002,-0.1576668449714749,-0.450605699732639,-0.8617349752609166,-1.242023300659688e-15,-0.17543971737874153,-3.583979420172972e-17,-2.099978329429825,-0.39639128473723,3.840911647230006,-1.3732926158642378,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
LDC,-40.45038212090893,-8.23068227814799,7.610570017422354,3.1632318239244284,-1.3193888019685551,0.48643912136610323,-0.5614017846517054,-0.7475444961585871,-0.717138819503216,-1.7035581648791571,-1.6483786149806294,-0.3766627717731496,-1.5923122619834993e-15,-5.194144854105472,1.9642598830723343,10.850222827270754,-4.931486290943104,0.14969101823503408,-3.0039701206687757,-0.191267487467578,-0.06963820330043517,0.5742406720470065,-1.2592883687058394,0.012146741491987578,-0.580202493334704,44.09985759559648,3.780101028692906,26.148233997231458,-0.2220069624656869,-0.2101073527346388,-0.2284323178843476,-0.08400422456402883,-0.2851684016159979,-0.6634435142964886,-1.177784788284608,-1.242023300659688e-15,-1.8555714561815544,-3.583979420172972e-17,-0.7385877719009059,3.707533770307862e-16,-0.07624495861788276,-2.5969473787327456e-15,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
LMY,41.55847503962603,22.432833227736,19.934427298111885,32.6595090825949,3.7785571449493642,5.616128138743064,-0.53717428060252,20.26082230891793,4.847360923924391,-1.153988491126841,25.58308745823732,9.543582892677929,0.2355295323249084,12.765738734094146,-0.2155651400344299,8.555323206582932,23.009020282368827,-0.4414059201181629,4.790445106837384,38.53602493172178,-0.13148095965356305,-0.003474328438799915,9.537634389568321,5.129655110130703,-0.48027433789561685,165.5071094692525,5.734244327390211,867.8400794425263,10.884630579775761,0.5569170282335824,-0.002981962799616095,-0.5787879510645468,0.06303380602472568,-0.15477709626171407,-1.8690636017810513e-15,-1.242023300659688e-15,1.4330729019425689e-15,-0.2807397410331715,0.983195496152609,-0.21823844185292127,9.947137788601482,1.9119894473210404,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
LIC,-53.86714136384176,-12.12762177451859,7.915356861628324,0.6823687250271564,-2.0709572878508276,2.1645200229060078,-0.5656878970041429,-2.3106543958185086,-1.0693660409392138e-17,3.159124186278672,3.1687325605574665,-0.22450644003034537,-1.5923122619834993e-15,-1.8112775835266277,2.2958135313661265,16.203060386898976,-3.519862379456984,-2.6104155798838555e-15,-3.0353517838245545,-0.8960088403399402,-0.24052698904245792,0.5742406720470065,-1.1022060885648663,-0.1675152642076645,-0.6130995799164477,34.940150602685456,3.599425356131914,115.55321458451692,-0.22474550630278442,-0.2322255038555442,0.12454538818295323,0.23418852596555223,-0.25954851408682655,-3.253033088803065e-16,-1.8690636017810513e-15,-1.242023300659688e-15,1.4330729019425689e-15,-3.583979420172972e-17,-0.7385877719009059,3.707533770307862e-16,-0.1790493280094791,8.673499336471478,2.178123531950671e-16,-6.943078161537725e-16,-2.390533570553405e-17,-4.582622697388944e-16
