Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
MDA,-0.4665334486354381,10.57382757252639,2.26094318657442,0.860290752604544,-0.9550185395475737,-0.12294405976201495,2.330321326637501,-0.9002165966324125,-18.987994966197206,-4.509528717954707,0.9423309543733862,3.9717391518419203,4.995600366309092,3.0344200297893495,-1.0328712070374308,0.5285288068671092,0.4898703017372838,-1.6164399287372406,-0.9375981563203929,-0.9720713882125541,3.1610569298747606,0.08727215945219835,-1.5693154357753596,0.1994827996848789,0.07015431831592252,0.3882193313138631
GNQ,-0.20328398383126034,-3.74447663642451,-11.719703559052723,0.8738806792401287,2.6169062239435954,-1.7383120310826896,-1.8008772581986596,2.5499192878365724,-15.01988665754376,-12.295837493172856,0.7885195270876126,-0.259490076862642,-1.4132234407129598,-8.732338402611308,2.6150965472742014,2.0556463689317788,-1.6320513030269792,1.325696694228818,2.586591580437006,-0.7167970731171119,-0.9792866508995962,1.2911677680979836,2.3173005141886596,-1.1486679164693088,-0.03722453212943101,-0.1486060575445752
TMP,-1.2351705968706943,-4.052351827698383,-2.875884052707538,0.7297188811055578,11.937495267412858,-1.4215475020246242,-3.449451030391412,-0.017376503615295108,13.424728328425974,-3.45094859318376,0.7148907347456568,-7.995792868027727,8.567767076282816,4.483521138899331,4.05705837733021,-0.14597934242224098,-1.1810114698484808,0.9598726563331295,2.515033774667917,2.0484147786279094,0.092177204620218,-3.3950595813112963,-0.5514836629117492,-0.6119022427467669,0.024427163205904295,0.8275150639962975
TUN,-1.02511157699439,2.7437850677798097,-2.9462388143652634,-0.302787024416092,1.306426325603234,-0.6917782943513986,-2.5568109782574626,-2.824860299497244,-35.31260058404185,-3.3659634488246004,-0.34086837074956855,-2.301112410475986,3.0100011835658793,-5.961869925795161,-2.7936033522062487,-0.8474817902850684,-1.6743547400358554,-0.03232200721251033,2.0533424988327504,-1.0857543908214,-1.652681533274914,-0.9899579387119861,-2.8952192310892295,-0.6949607798694644,-0.06032194269739494,-0.10244131424141405
YEM,-1.3270497841984317,3.5537352878893227,6.319876779257625,0.39102420621624095,-14.61828629532405,-2.9446166128721467,-7.588838513660666,-6.094974153013827,-52.945514812870904,5.026776404632001,1.6865902526009897,-3.622394969673236,11.433154424686446,-6.070433507735829,7.089300271329112,0.0739566097045648,0.9397189412955747,-0.36583749192106474,-2.515517204675932,-1.4578420453974024,0.6521669538080559,1.7522140594103426,-0.19048553934743698,-0.7060896996560422,-0.2787381914951725,0.2571133759942065
BDI,0.06162420271130486,-12.599839103357422,-2.0105628414592918,-0.6903457837636278,-42.53126697851823,-3.5647810764799575,1.4077748709110671,-1.3170816663623046,-43.81994418118552,0.6637790399645863,0.5950460557296025,-1.3639000242228985,-10.5368778216016,-7.935317642329163,1.486255236286371,0.9535893360014193,-2.3136093999605203,1.3580731924645897,-1.6072522277948704,-1.5031548721649117,0.9127998241782185,0.3043651646991264,-0.2971278844243291,2.660115966992914,-0.19987843457873888,0.3786046516734478
CUW,-3.658548699954374,-5.558108948844773,-9.938631344658882,0.06794293033935295,14.182316049552208,2.0122656546315056,-2.0488000024714794,-6.946405095699995,-23.64676357029354,-3.337323193670221,-2.315704592118058,-1.4066100243457371,0.11683931226159999,4.268804750637325,-2.2137591566128796,-1.947187622996422,-0.24923488764332502,2.0277012591796186,-2.1826464967807793,1.2320461001116552,-1.704286437062281,-0.03610318061768791,-1.7758060072863922,-0.7025054464672871,0.01824680306058027,-0.6869388004699231
CRI,-1.4202284261404319,-11.029029530676729,-12.88684267068764,0.29666158700150863,8.872752907877997,-3.8151378476354134,-2.3441258380013217,-3.0802371334150638,-38.83495963823142,-1.0716763594326135,0.28807806066992914,-2.120015374018393,-8.982052189201863,-5.015680035456194,0.849092744672352,-0.7200343329778434,-0.06082687125384201,-1.1737937185007712,5.145652173125222,-1.0325399001861086,-0.2662421014752974,-1.231343719188849,-2.016798542626402,-0.6891155581935959,0.03329916321567903,0.19554169073162814
WSM,-1.248292999075741,1.2918056061419378,9.126703723186996,-1.2960273849103938,-7.119473663799256,-0.5774329605814459,-0.9952549685260796,-1.7299839482435102,-56.7110704706021,1.1240610929210328,0.8819236731768197,5.411531623795037,-4.165882016249773,-1.5964206797989806,3.3984754171756104,-0.843376664668207,-0.9106250508276323,-1.1117131603929282,-0.5607312302466855,0.1713728568288117,-1.2315317528736558,-0.6981291211285736,0.9093422897274632,-1.7614747777164839,0.011153299397512981,-0.5164641570018983
NPL,-1.072315105503259,-11.95609470787258,-10.920751842556552,-1.0044355019979097,-28.520061121188306,-2.569826084645402,-5.032072938433986,-4.294093772088694,-55.53536311831663,0.8357686950715341,-0.7483621872649973,2.8276378953721233,-4.362225225320254,-2.359694690353019,-1.8700194290543017,-0.6478034990180851,1.5125281999238647,4.451580834422138,4.035859432255833,0.3838900500616229,-0.7061508043042777,3.970044047601789,-0.08367099537451139,-0.6951696601790326,0.017564932340321516,0.5487581047246965
EAP,-1.3030155858818817,-0.7186740044583313,10.295072157963787,-1.0336366544687279,11.909105262887604,-1.5859691761593124,4.153315829216843,6.78593608833115,100.63287776246747,4.999413798336915,0.0584510910648153,-2.7373095215597902,12.427454412390663,15.771765037106972,-4.776817554754318,1.5834586520325151,0.854004831207939,1.2269545137577686,-0.0943652798262658,1.4725066888659715,-1.3420733503844904,-1.1156735387997179,1.7457212450681445,-1.1844012116686757,-1.034986584787007,-0.5813553409004688
ERI,-1.524377504719474,-20.581071295041063,-4.010404500958375,-0.4920718240528925,-6.286566045958205,2.3605894280042223,-2.2790039500419472,4.025212232127909,6.0392070984698565,-0.4474104524778795,0.5199395781491046,1.84837710371405,6.320145462405158,-4.657441506207668,-3.0682187547805917,0.5297011129595457,-2.813301675475559,0.07964592997393272,2.3570496331156967,1.2353584261628667,-0.05700527733504035,-2.369395644172971,-0.1955143948761321,0.9055118556728174,0.031047880412121337,-0.4790430754030892
QAT,-3.90795286084232,44.22992756512358,2.3146865483582264,2.055768601894148,6.342631590693777,1.8981669826339709,-6.808365228346543,6.760150321865163,2.2486859714478404,-0.9354242176693486,-0.26836055402660874,0.5224840136736435,-3.598475519860351,2.930365136224509,-0.687313343042546,-0.7665809825035318,-1.2159767474703613,-1.7754465273161966,1.7799798822885078,0.6510739213001221,-0.5976019955276738,0.8772830718166045,-2.635767977897833,1.4734014082527345,0.05184365727227818,0.6125645141972332
LDC,-0.49627773918850426,-3.0604759243945283,-12.046240600372746,-0.5909575716365164,-17.807696486329448,-3.8349818012108434,1.522864730573444,-3.0163676459128754,23.23368240759646,2.1215141267026394,-0.48325003806702316,-1.68902208114567,-2.327314105070794,23.415152169693904,-0.764935979764093,0.40159110821824484,-4.385192896953127,-1.1252015883600248,4.687033431612251,0.894182286169522,-1.5565708286755888,0.5890517142648392,-1.256163838322987,-1.1576394330437627,-4.095003052183006,-0.5788040188849302
UZB,0.48718432800425954,-6.327678754295044,9.55680513686702,-1.5389821203153862,-11.814876634988797,0.08436695381999737,2.125028754302873,-1.3935061004983675,20.362588007261326,3.9632471964908333,-0.36509026275648365,-1.855136247732315,-8.78865862161361,-2.7848579283620527,3.4570436057413474,1.0482627691765103,-0.6558062572883193,1.8250156556347394,-4.0477348643464754,2.983708432457764,2.042958191512183,-1.0346414479819543,-0.16330667747924377,0.5041283853458847,0.4016586980578409,0.9160822721286931
CPV,-2.783695771872366,2.3454273123560805,-3.6772865928785996,-0.6376130540184892,9.979178838349009,0.5124767389449272,-9.749484542517825,-5.149232714220149,3.0077875421619322,1.130384431121893,-2.283017900782065,4.281569663396225,1.8377038152285199,1.9348551307231856,0.8971773460842947,-0.2974444768568695,-0.7266163809234836,1.3826294871535045,2.745202944764292,1.2610211658023862,-2.0359750467548694,-3.946273997230082,0.520325347574438,-0.9133073836934256,-0.007275984962922307,-0.2913122041117972
MEA,2.068372353218041,4.8254135482918095,11.19072397808438,-0.15067746028947535,-15.95322007048805,-2.881690950578135,-2.3187785785979367,-2.81159188492003,20.411796068347975,3.0191418611475886,1.5960219469297192,-0.6130479586114771,-1.798521803816009,-0.43190433139757495,2.2379344193549726,0.8736777033425456,-0.4533774450805835,-1.4538230368971212,3.490262355880033,-1.0708227800914147,-1.6987404155226147,0.8731838804566011,-1.440861179718323,-0.15163588807155076,-0.5336443379860961,-0.3618839943599336
GRC,-1.2248062684328844,-6.6434793117056685,-3.936880307835428,-0.8338815908458744,37.9147874318324,-0.4187776941962441,1.0946351585289789,-0.5939680416785212,-10.171329649480981,-3.9617971778157415,-0.011736312239890218,-1.38972129894058,-2.375039528884151,-1.5447143122857532,-2.902582714606714,-0.6033692675267794,-1.3657969505047844,-1.647916768858598,2.535080308449029,-1.7451310871812236,0.7213924863742027,-0.906512427820343,0.20823049226043477,-0.6014067582489268,0.031705855787990546,-0.7850969729211738
BEL,-0.06165185806685458,-0.6252368560019029,-0.19108778398753987,1.3622071457487244,34.21023302146379,1.671850786813987,2.013334710887672,0.5969278880689677,1.1374978975757652,-4.423090872718525,-0.4661870248906562,1.5173851064947423,3.45890788061996,-5.641487995067685,-4.772281382311291,-0.4729223772412903,1.333369447632037,-0.9650990576498002,-0.7259855010575121,0.44741552703117254,-0.6239019474656236,1.2076543554700132,1.2798160229397497,-0.5239630197977155,0.05603131637654565,0.36036362334437655
