Country,x1,x2,x3,x4,x5,x6,x7
MDA,46.527269462981266,1.7220695124146004,23.85420809995047,40.46367407244519,14.80798455139335,-25.009369395616307,-19.582225884839513
GNQ,-18.924405602733415,2.4372024716736553,-48.35042783173666,-1.1105681704059145,-18.748210726699774,-4.130566342860075,16.328419372733308
TMP,-8.345956758315737,-16.64072098980557,-11.270634700161512,48.56472768405076,5.821368494837966,2.912313734019603,18.357255877110806
TUN,27.34093267749557,13.58653371027969,29.390835028290656,9.966704706662671,4.82322813895658,-8.47090275164623,-1.7227685290245915
YEM,55.936990469548846,14.733087967588867,-46.1249455211119,13.210648058761574,1.5480116036611915,-1.2756115665858234,8.586280704084894
BDI,52.97968642282223,25.40906555405058,-23.287930600839324,-8.678187472626917,3.1433433990413775,11.52682716660948,9.368755780884463
CUW,23.46163302385535,7.827647579083031,-36.51045433145512,-10.9497222115061,-6.214102148233564,1.0590177346067045,-10.131244164873397
CRI,45.912213711065576,8.891840313117187,24.559335865123956,3.4407405321635762,7.820311683497541,-2.0326736539657033,2.2963453259570343
WSM,27.66185740621811,2.2529882160359573,46.91877934991216,30.484626977052336,16.366905164029337,-31.17383669628321,-18.979645778922794
NPL,35.20455019270813,10.053952167699933,2.267280589697249,-33.953982140642815,-10.759713288443791,5.581655815012791,12.169510675015097
EAP,-188.80377037257708,-13.648157364377065,-5.650248816245407,-1.3302547320049587,-14.97824319532939,5.539316043825919,8.586884555189515
ERI,64.27010592608084,20.391940851034402,-30.710741159619907,-24.534901894651693,1.4332352590486592,41.28209747847983,39.89994492353657
QAT,14.413635155813328,-17.09469444969713,-0.7174270301554897,-12.984770594227681,-14.723810370821207,9.989669022254196,5.874172762983924
LDC,-23.94640689176131,-2.1753470169809344,-43.70323184562559,-32.68488870120421,30.195038903965813,12.116376675684052,-12.85087888365668
UZB,51.18501299609762,-26.985934242814974,-5.653917677080782,2.168381808259855,-9.166131837505894,0.892260368252639,9.550343195419726
CPV,44.22633066266021,-7.889128474817344,27.325000785303008,-27.946528969671302,-18.790858132459913,-7.09012183879414,-18.284997819861978
MEA,3.488791214908748,-11.400103464258503,1.8178699841232502,21.43533413042902,10.862977973306002,4.965145339500707,8.964821099764956
GRC,-11.608298771485535,38.08620089776572,38.48537378128593,-9.000905946238062,3.676156655459243,0.6880955698796629,2.245868983836855
BEL,-25.385092730902898,1.5934220925326772,49.96489985653801,14.567029775253742,8.791933182183266,-0.7989812918813418,2.386588202311264
WBG,1.9090567393671167,15.687312853110553,12.571184368286266,20.580780443567413,0.19465230161565408,-13.353445456512869,-5.824927502470242
ECS,-18.55594607212842,-86.33410521755093,7.655061476147407,-19.22380500844286,12.201755504231606,-10.318476918574513,-3.608581306323805
ARB,-32.37836271373334,-7.922531276618975,-22.065803083437945,30.123675160617935,10.579943254489882,1.0705171947519299,15.528704306091207
AGO,42.12945266072675,11.573305984745812,-44.538327534010875,7.491798621286331,1.861684140251458,17.434748180323023,30.61907400571181
