Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
MDA,-3.637701720630125,0.27791935670393103,-2.726764368514333,4.202831528530729,8.31458651954884,1.940606517074741,-8.102472276399572,-20.735162182747377,-50.90790421359651,-3.7075416292960477,1.1166586305271184,0.1997572647025463,7.26665723644441,-3.362988251103989,9.072853251255014,-2.6357175205448606,-1.0258685241529848,-1.7953719861411799,-8.973202664146411,2.0685821837760905,-0.8632430583403785,0.22220379042010333,-2.2690217169414244,-3.581299839736193,1.1609130538431898,1.7118017996077644,-2.1204387308893113,0.302456637305204,-1.14411782469174,-2.0741045766217754,-0.9785485449357376,0.36222594081469306,1.0059154369649752,-0.4452411794172976,-1.3033934948827386,0.517253940551402,-0.5563102225836651,-2.5526113525285465
GNQ,-6.4805277032607815,0.8930451657321985,5.336971414842167,0.468417392409048,-1.4020653875689384,25.067076835537076,18.957712828298217,14.459770200895733,-7.141946559574575,5.532704433716481,-1.6879270552387156,-0.8137435838615448,2.984308297087812,-7.14009775371256,-3.3607862818692507,-1.9687493618369385,0.7792631687408802,-2.3526378934817362,-4.044661344556276,2.1599047489144327,-0.7603215882873259,-0.5820530064551017,3.207167697487163,-1.4141914499416521,-0.3971596725547729,-2.0340320191594756,-2.2632533539019155,0.01534542452900206,1.8825600485788694,-1.2962960671957071,-0.04117295002032387,-0.4410526017668568,0.5510212848326534,-1.4618991386887266,-2.7199605021797932,-0.5504443183292598,-0.47212806090422726,1.718204109808232
TMP,-4.095873838636845,-1.8606460537498661,-3.0975769765371224,-4.663882946508981,-0.8164463047505847,-16.355680683540253,-0.8509919279595934,-10.105391889821792,3.6003142182957077,0.22075599264673063,-0.7586592046541873,-3.114059337541925,9.95248665503791,3.1178870138421266,-1.3253802814087248,-0.2451893345229017,-1.7378454369251883,-2.081040705531718,-0.7562774475319369,-0.09941338563108493,-0.7609283048383912,-0.1411518762659902,-2.5798422517714705,-1.0809478005272104,-0.404052777308272,-2.822252073851525,1.0183676226313598,1.9022074149587889,-0.3548199990769525,1.248710266267225,0.20848775784862367,-1.4116903556987082,-1.4257654908425728,0.971950439773643,2.2057171952757186,-1.3715220048848116,-0.9519240786131061,-0.5859931465720354
TUN,-1.6825538216961544,0.2763242259854778,-1.8794272249917305,11.279812544621105,-1.995264834298555,-43.89265038103573,-10.43305581319266,-9.293459664202077,-34.67958721667733,-4.098697216675665,-3.9439770782279155,-1.9127408554539445,-3.3131816014847497,-5.640925713525956,-4.408689530461627,-1.1448752007732632,-1.5829948762516002,-2.1466365694423546,-3.0478033406902725,-0.6850683519043242,-1.0356722314814402,0.056286042795944694,-2.3131840987346495,-1.7589863779176829,0.7111412230861793,-1.5356819734870046,-3.1464447570110097,-2.5448771718097247,-0.7784040547698421,-2.20770722804239,3.4284566906138,-2.2817782106780298,-0.6294741739949217,0.7141916997456466,-0.4226196540931,-1.2460797063454534,-0.2272816330465883,0.561969262231852
YEM,6.304482135919523,0.28858505026809284,-1.818787128744285,-10.32746119316817,-3.284684067268895,-74.61041544919193,-5.874076106952798,-5.4965396853346675,-48.634017663802496,13.88986813838512,-2.0610585833028807,-0.29032025798809313,10.16230227805108,-5.484162961247291,-8.697168922472198,-12.626009417113991,-2.212488947714173,-2.102845202569817,-4.812657837319129,0.490438292880493,-0.12564658334046916,-0.43752439815799044,-1.1651060860792366,-1.4312267655698654,2.8676815193151928,-3.39976455981234,3.50595806706043,-0.187518677984939,2.6155445538748427,-1.8199715163464099,-3.692786345354832,0.5536684674710324,-0.6080157356503836,-0.009930445713241242,-1.6470543864966223,0.09940200817822875,1.5915083091551874,0.47360092193865566
BDI,6.891191410693192,-0.42154977945614086,2.6659188732270445,5.678387407649178,-0.6265270876243034,29.237424193091837,-3.8231793113600077,-13.207329129858646,-22.519027865556765,5.378002450614838,-3.8780177540295058,5.5041044268009545,-5.989207938587445,-6.833264568155594,3.229593222925801,4.0761397682437295,-0.6276094404968746,-2.432920546824189,-7.192686270074133,-1.0080246371838542,-1.1398571398376338,0.5756972916246722,-1.6401235193013126,-5.001872658201948,-1.5103551985955181,1.081773662827139,-0.5620893520150394,1.3818542693809182,0.024728657586021233,-0.8997815161383915,-1.2647107112661233,1.0046488430891978,-0.3133891419571695,0.6270435160517602,2.75835683288961,-0.4543067559007048,-0.6128658087575027,-0.6463679581708045
CUW,2.390932131530012,0.9082440983098555,0.7307078103541963,0.5415723312053717,2.452320637830695,9.434702911595975,-3.3618506107440345,2.743280988721925,20.479138412461936,-2.662241480695583,6.419207687656995,-4.17698934529635,2.959534274941619,-8.09558141958615,2.1973910808254122,5.193190371895186,-0.2831118015689438,-1.4648349603289286,-5.705074248760543,0.8975077626601846,0.4958991265798498,-0.31788816664340064,-0.07257295540272718,1.2217065838577192,-0.419848266703739,0.39426576578335537,-4.100941527766491,-3.569851788085882,-4.477492151077018,0.3377378672888631,-1.4356254721397368,-0.48162496036976465,-0.7969276196137094,-0.8181073089176059,0.3340242377029358,-0.73603565505144,-0.18961813249710496,0.10679059576019934
CRI,-7.055477959385243,0.0989421104286778,-12.846011182477248,1.610666807129184,-3.591536034681912,-27.465107537030445,-8.59849792808922,-12.527065389005141,-47.54207914486135,-1.5783881337656753,-5.753316087038065,3.11584639481321,-6.990562288136152,-7.126400260911988,-0.6482830915743842,-13.606617104037657,0.15272044700873558,-1.4637755522925695,-2.079246321018747,-1.0333750837568492,-0.992917341185322,1.3012175950258051,-0.7535930320867085,-2.0129352284432565,0.5794456721391393,-3.0725182923593723,0.11380033211643092,-1.7860733699964184,-1.7411441937816015,3.481414875357452,2.0289844636332397,-1.5436843851471722,-0.618517244448829,-0.5124940476970139,-0.23158533696956618,-0.6851822318351175,-0.10604015564398048,-2.750818110686819
WSM,1.0335500617220756,-0.3962752408314586,-5.509063344160859,6.744321086273058,-5.3544249698856605,-20.54184219801543,-16.67761075122632,0.028935639753979836,-58.377944550569076,-6.271241299129821,-8.439843260282647,10.350077761731782,-5.377422863674756,-4.079217816550816,-3.163472659593504,-2.9542725181504377,-1.145066021920166,1.1773141926612996,-4.628692310505299,2.282885298452576,-0.9263528274127883,1.0776658215240131,-0.3316548483475538,-1.8745489078718123,-0.2055007368185766,3.1998835875071707,1.1642102007549981,-3.098042240274275,0.45270779774293507,-2.227423199202621,1.0448266035393179,-1.8914487515822218,-0.3851729259225525,-0.5893555347955293,0.12033125198946035,0.8165208485735316,-0.24430987280171412,-0.5152265034385971
NPL,5.050805398161036,-0.4192502335540701,-4.122035940525754,-11.432071209044654,-7.336133130648245,28.667402961853867,-15.43307924598471,-7.618530129751492,-38.149386733202654,7.458223822112712,-5.878738725148506,-1.1799962548858471,9.422435252344934,-6.957427864523712,-5.595021561953527,-7.8985772751437935,-1.9999834716687066,-2.428499228742395,-0.23657208128405757,-0.3641062620561615,-0.857000373701469,-0.1319991309645228,-2.000351762815943,-1.0715949597999912,-0.3674804375991903,-2.8486058324743198,-0.028478060446401443,-1.5382882673619225,-1.4710379037704464,2.5656151520453414,-1.0599135739937036,0.5508309586558238,-0.5747250659659178,0.7488251688074937,-0.2623540512185151,-1.460648732324401,-0.6038689237197352,-0.38456869936431637
