Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51
ARB,-13.005175960874562,11.00886907307908,0.6394855104353302,-1.2268175179062768,3.8345838441800644,-1.5006908115339332,0.17315678261592451,-0.4145216281755193,0.3063211858367447,-0.4079210963332835,-4.719929703104926,-4.591280502170028,4.629692586069197,-0.6799528415683558,-1.8406476228601418,0.3593857606969976,-0.27671301894747585,-16.164911406231735,-1.2815435978970333,-15.264762179221757,-2.2839892938244897,-3.0691974059698723,-0.444630665858775,-0.21985148883927572,-0.34173754427545544,4.45940003829892,0.9073562998915096,-0.9340790254885956,0.16690267106506287,27.531141185733283,8.942539878739224,-1.1115128959017082,-0.896105295021676,3.3530766027976746,-0.2890568111501517,-1.6341684633580103e-17,7.212554403717012e-16,2.423201620899609e-15,-2.27064910652743e-16,6.612315367870423e-17,1.3877787807814457e-16,-7.585178195409308e-17,1.319916286243746e-15,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
CSS,6.926501153463614,-0.46932167836039185,-3.2765520874261034,-3.9491182098123043,0.29580833776149723,-4.055015068438996,-3.067099877963707,-0.37194346739058476,-4.318143974629314,-0.8090913626926481,-2.334855039098782,-3.213209880578291,-0.9493240019271766,-1.0458405759274139,-5.142864355267201,-2.2722130029826313,-2.6692166417952037,19.111991338696676,-1.5051049047885499,2.7267342101146808,-3.6025193857451288,-1.151029849228157,-0.3942014170528,2.80772913093049,-0.1750173948874595,-1.2537192731706277,-0.8716500560540139,-0.42015027238759917,0.04263384602275698,-7.3318911145232875,-4.8060249917383855,-0.5714850525321613,0.2588184413227269,-0.004963248683365167,0.3593126330973426,-0.6917582948051939,0.5141306076125719,7.996287073092513,-0.14336008042778733,-0.9854599309582683,1.3877787807814457e-16,-7.585178195409308e-17,1.319916286243746e-15,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
CEB,14.770772474773116,-5.3153485905494655,-3.7216801955386734,1.0968585521440122,1.256157028598789,-3.3073003591445636,-3.9546534386852437,-0.2201079281378026,-0.29689697194923237,-0.8327640193589234,-1.4954103772493956,4.316394210905407,-0.9182512607847477,0.05698122717441515,-3.7973509048443823,-0.9788995433408331,-1.0184737988518187,-1.477135571259103e-15,3.595057057142511e-16,-12.189042571005976,-0.21729917134582843,1.2902964239723567,-0.47348841042850853,-0.5114118310489997,-0.3965278793209091,-0.982755214213623,-0.283130431868396,1.0649454068221262,0.3984941187895977,-7.297730215082705,-4.45026379205983,-0.44153984324230583,0.1402959000719117,-0.31358547913756124,-0.3109354026189998,-0.409846357459408,-0.3103010561507811,-2.468392057123193,-0.7236101099619683,-2.0770156000268347,-0.28315085421401454,-7.585178195409308e-17,1.319916286243746e-15,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
EAS,18.250712898722703,21.47576639467755,3.3991246129980146,11.625104929656596,29.146309786393246,8.219527482898146,7.716697999197643,-0.5364826311141511,19.082485247212876,6.847072398095373,-1.0099780474466338,-4.184501275397738,3.780282175211097,-0.3828090158071954,-2.9532385320616825,8.832362222663626,9.848067932101602,-3.092549741282115,-0.15145820073571561,15.36036978724673,30.080778516243882,8.898678968174615,-0.5353879436266151,-0.5185063177533992,-0.2944091968528371,0.29783608896457586,9.335162487025345,0.6592689428356923,-0.3192260564382453,11.660972334014367,-2.6324653514272707,14.75188352810292,0.16645157437578662,2.4281096137541827,-0.5752495179729024,1.8391911046300233,6.711494780042435,-3.7713753064810045,12.644126093068374,5.490108314698797,1.6594537094442072,-7.585178195409308e-17,1.319916286243746e-15,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
EAP,15.541872857125904,18.60132318814227,1.9290661066511314,8.521274785418134,25.16550636090481,3.2586356451812315,-2.8663811154524312,-0.5476136026924462,13.737910007776659,1.9560782710746358,-1.7691201191221433,-7.10343303894862,2.1395631973809284,-0.9356699010149921,-2.0580850342897117,1.273053289636426,5.207883493277275,-1.3068272139971107,-0.08493082141965393,16.607611696498978,11.332798527272919,3.7895983747199278,0.12473372077981547,-0.5080851062603996,-0.2916454977332684,-0.42531046836146913,0.9883237701740376,0.11448293437133289,0.0873902898228623,11.660972334014367,174.81658203739718,5.915717255476093,0.19883540149142548,2.490480715055896,-0.5599822543988561,-0.04611836512629145,7.212554403717012e-16,-1.6855775445644778,-2.27064910652743e-16,-0.6342835113534455,0.2159472030776489,4.141982895043966,0.5085640339514677,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
EMU,26.021481081531206,24.535872299242875,2.215930988098809,4.162859153120778,3.866049625700488,7.580033789652879,5.6983782482881535,1.2129232123684541,8.481911982109779,4.226729982484347,2.61272865809017,8.846699584981566,0.5536828149383489,1.0449429712415481,-7.142953498197649,17.45673718675894,24.507790756191618,-1.477135571259103e-15,3.595057057142511e-16,0.4751940648023176,31.777794311416695,9.618075314048573,-0.6332997676851504,-0.5766357276466306,-1.867808259872081e-16,1.39452390146316,16.469145793985078,1.4849193392987656,-0.21835841756952742,-0.2988227962117484,-0.602378458395533,3.5014538191417652,0.723070869036706,-0.7656779609934459,-0.31477743721265333,-1.6341684633580103e-17,7.212554403717012e-16,-2.0565133964521296,-2.27064910652743e-16,2.2620569153593997,0.8716947059515784,-7.585178195409308e-17,1.319916286243746e-15,-0.29690852330015943,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
ECS,24.839864080739257,34.702399746580916,2.461028306560557,13.596417612360089,20.4886187183393,12.032841820616376,8.063755585094894,-0.024550013490939326,17.132742288687208,8.840594177990196,2.158795957628815,5.2006978707172395,4.9528683212476805,-0.053763593688527976,-1.4994308085595511,27.613214284709137,40.08916106442359,9.621030498090752,3.595057057142511e-16,-1.696543803953531,54.05633967349998,11.35647282716576,-0.6332997676851504,-0.46932284500099997,-0.27499559238742594,4.726993780398009,28.838696072606172,-0.07219329493904741,-0.2912094168925325,5.580623788869859,-3.669201256096921,9.278190681106699,0.4019442643336765,-0.35149164391066123,-0.31043568401164273,-1.6341684633580103e-17,7.212554403717012e-16,-2.7275052412821523,-2.27064910652743e-16,4.287978324575151,0.7474620516603478,-7.585178195409308e-17,1.319916286243746e-15,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
ECA,10.937317794788711,-4.215392014882673,-2.2750038862619837,2.803874817101492,4.663414898767935,-1.7713590242358774,-1.3004470880247263,-0.3298339092266171,1.9027215897503917,-0.5819261545733418,-1.7371753748687744,-0.8079160090933475,0.5340152496915389,-1.1620237871184038,6.862427890018701,-1.5082825602647405,-1.939934329965281,12.32594178903767,3.595057057142511e-16,-7.144037359402199,-1.0424517536595448,-1.2671533323191686,0.3452050381355109,-0.21645780966592645,-0.04222165219217555,0.5776084351654207,-0.6688340046978347,-1.499671585563708,-0.2820742887168495,5.368466884821666,143.22185641332663,-0.06592109254846135,-0.473490155348485,-0.15656427414818708,-0.4735343580021298,-0.4470389700372118,-0.8166233211387611,2.423201620899609e-15,-0.829495857672368,0.3685572831162719,-0.4619827025822055,1.4790169667610178,-2.447149372777831,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
EUU,25.996820143347502,31.813224800948735,2.081786476869016,5.882056055690773,7.378405061100742,10.159508325027634,-4.392890550457357,0.5876652037381833,12.776703382012588,6.439351808625454,2.933636168974803,7.236442422865245,1.8168017642219463,0.6478729226000393,-5.919610512668012,23.642091890570633,35.04912678985883,-1.477135571259103e-15,3.595057057142511e-16,-0.18848667983436926,45.92937116408067,11.73953725376103,-0.6344653877133628,-0.5727975507429448,-0.46995201037704604,2.2077360414898353,24.48064919237122,1.1700863709995284,-0.2780286408938407,-7.297730215082705,-4.9703773996273,6.087970681165989,0.7011788368940015,-0.6167840182651305,-0.29821203359119525,-1.6341684633580103e-17,7.212554403717012e-16,-2.15965982082809,-2.27064910652743e-16,3.4706956715511597,0.8463945769433305,-7.585178195409308e-17,1.319916286243746e-15,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
FCS,-44.97367327040128,-6.0403030688176536,5.256522303895111,1.5482310406998872,-1.9831606935657489,-0.08785024065046575,2.2667251578496077,-0.5362700710417359,-1.7652910402240642,2.0755201512374932e-17,-1.9521262003817346,0.2645884202880916,0.8910723469364824,-0.6345626532215684,6.35680133325857,-1.6123528146401516,-1.7582798131131436,-21.88543182409902,1.353626417484845,-1.3238711169967023,-6.641069075922954,-3.8353494930102454,0.28859618037207124,5.749500341248277,0.23225725042583367,5.662026550644947,-1.3815785648013743,-1.0056815466104068,-0.007467807184651151,41.26199005211213,20.54219842788919,-0.22991325723230926,-0.4871217555009211,3.121787686109109,-0.20865855069190062,-1.6341684633580103e-17,7.212554403717012e-16,2.423201620899609e-15,-2.27064910652743e-16,6.612315367870423e-17,1.3877787807814457e-16,-0.11489827724344588,5.954763678756784,2.9938546539448996e-16,1.5251548621113261e-15,2.7205472511593055e-16,1.1787261474211769e-15,2.656605094638768e-16,1.189524669241239e-17,4.65236315081018e-16,-1.5265566588595902e-16
