Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
MDA,9.659383043032916,-9.904889144711637,0.3986665256537454,3.9606903219944503,0.22694414780111694,-2.0647074348817527,-6.530114884594293,5.21714325393522,3.7597125173543757,-2.645542941405047,-3.8597175353281052,4.793703226227565,-3.0758147944197534,-2.75184560156134,0.05197071532028863,-3.6696713523599556,0.49765243229196704,-0.784825102653431,-0.16408611436014686,0.1645983640028141,-0.4198945412902966
GNQ,1.742315106707115,4.59552885310055,1.5454873552795565,-2.0549941526581286,-1.0600329609975678,-3.9419134972088843,7.897268152836908,5.389508474780177,1.97333774605047,-12.041359593248233,-1.8025081779162044,4.057696723791606,1.5314990143097347,1.4417869585906975,2.631964251671124,-1.6947591264333137,0.06205366000527268,0.16130190705639036,0.6520250105793938,-1.6465734533180878,2.605134847597617
TMP,-4.9537159911213156,-8.18866501809876,0.8576034229691855,-2.064896942088369,0.13952461394709023,-3.6290841260880464,-3.405413798440977,-0.9490015518958166,5.379382484212786,-0.24255959343272993,-4.626387560450473,-0.1463898440569722,-10.357496071150425,1.0182869740175753,0.7717882281463134,2.143845170268285,-1.0488550733953794,0.10523218016630498,-0.0723250781881537,0.6112588592230609,2.2875412185801323
TUN,-7.58906447724696,-19.56110272303106,-0.13747639091770042,-0.18277713709953836,-0.13834348734211213,-2.7299894431545697,-1.2038537724578058,-7.13448507660804,-6.271884956607954,1.519044089071865,-0.13041060939028226,-1.9791765374561665,-2.062151425396563,1.1969158352723395,-0.8648790923208096,1.9421688493804723,-1.9037667475953302,1.5401033596753675,-0.7301263040094557,-0.3047577142818335,-1.4217556664544075
YEM,-0.9804951244840456,1.0804301431761563,0.720575683774331,-2.1529801799506814,0.06489862966963078,-6.561930565060347,-4.8578389437395435,2.809060851311551,-0.9987852923511603,-2.1807658170689748,2.6933541524336637,-3.591987092070788,-4.259861194513942,-0.7971230248727732,-0.7097443985669811,3.537883337613661,1.0579591101272907,-0.54722512642401,-1.201956656803699,1.506314031843645,-0.8951359679190559
BDI,-13.589532237691254,-9.470825503976485,-0.8393106315423612,0.21924558115342752,-2.3358315902985036,-0.05863254309043764,3.1546692171744555,1.673019282457571,-7.575577343577947,-1.205688708135703,1.4656894367886832,0.33814674336452777,4.161562739514454,0.39088818159776006,1.2826693844295756,-1.0102088580734265,-1.194102151407621,-0.6804236392938557,-0.7743974336266726,0.16792398847981288,-0.23086877460704142
CUW,4.519438134770212,3.740297018459655,-0.17972505952428666,0.16633343524296573,-0.2134365289026594,1.8864712872025349,2.3438929873477914,-0.16755530923709686,-1.5368042599183225,1.731748593832568,-2.4360341765346196,-0.9744663436922885,-0.7427950911430694,-1.1451197023798636,-0.3989925869152544,-1.0161542887270747,-2.3852810969687823,0.5415915123696365,1.1277223152637104,1.7173103411528865,1.7556771029329783
CRI,-8.099855472205142,-11.409864970762428,0.2617507329564254,-2.3848453672260828,0.04617917904093061,-5.848710961244672,0.04623299024290606,-8.673630008769441,-4.201586461252821,-1.3799083470754123,1.3129223224249538,0.2781649898999456,-3.2108639464882787,-0.5419287604875044,-0.7142605731128682,-4.338016616678999,3.9731711179677403,-0.17429486571457314,-0.7535589410533705,-0.5099226684461791,-2.0946965493654233
WSM,-0.328538045359414,3.730670868956472,0.3097662004637708,-0.1447152064555265,0.2629418026204988,-3.5003308696798334,-5.622700555000007,8.838796656262906,-2.1010986256996063,-2.677097157269069,2.9245943941077694,4.433111930771696,3.0559103913731795,-0.539625641547218,-0.8600842381618039,-1.9623270095995644,-0.09028214333257781,-0.9196680610070259,-0.7850216176051728,0.3613802341169701,-1.2408421614083536
NPL,-9.287547717885841,-10.79726785120218,-0.9905745895594688,-1.8906907502926789,-2.395192402447367,-5.72327206457895,-6.216153093423182,-12.378174574742303,-3.391028324206869,-4.389844188533211,-2.0094977627897794,5.86856803978309,2.1779654671666235,1.6961583235832745,-0.6897362791654007,0.5821740617883722,0.8178860440868685,-1.8173440927448263,-0.6870916419970601,-1.1401649215105052,0.1245810885016087
