Country,x1,x2,x3,x4
ARB,-4.184625508547619,3.772290917160304,-11.663710592997607,17.166522723752646
CSS,5.828688214938201,1.8978235793432143,13.536850025605872,-5.875198123921769
CEB,-0.43117619423392767,-0.046466260924209885,20.301256965853646,-3.8219660724180233
EAS,-21.444480475682965,-41.74752145596343,-11.911753365253684,-19.29878908715779
EAP,-294.87827060158173,14.394698894111576,-5.119148239106428,2.522149601526059
EMU,0.06155583979023772,-52.03021686361494,19.39289182739394,-6.375522026102034
ECS,-15.492624330076518,-73.88246476405543,7.579976548165622,-17.123917484972978
ECA,-61.49201769148242,8.617900100174396,11.348317959843387,-0.49997546473079085
EUU,-4.994099525132031,-66.67196911564909,15.735928799742528,-11.112871300487438
FCS,-8.879224034881553,14.470208159939148,-39.36315488813559,11.843633312799021
HPC,-23.44714235451988,24.517799826738,-57.571902280490065,-1.6446618740652885
HIC,-16.626031058033917,-172.889000878393,-5.8233428372729374,-13.189821623042821
NOC,0.5291811159025789,-15.88174836346291,13.592242785514184,-2.077346345427429
OEC,-12.28553381804573,-159.39830154774145,-0.6543222279907516,-9.225428576888323
LCN,-6.719071369264571,-7.873559279552268,20.833571828908827,-12.226703818559551
LAC,-219.94149667985639,17.452742741155983,23.928188928729156,3.3185406636143493
LDC,-25.878931158443642,22.786772792907136,-52.780956582580686,-7.100909188649992
LMY,-1054.7337576221973,32.51802673756371,-6.180691602227246,-16.747430383664216
LIC,-86.61766434714092,29.086246938284457,-56.66342189872658,-0.7757211447604249
LMC,-329.3254816613379,23.35897248744443,-4.340075543724023,7.98351289535808
MEA,-5.2819095808629655,-0.722054603768906,-1.8539895343270758,14.414985472099751
MNA,-26.442260358154144,11.02240182221076,-2.61620926997887,15.680802063925677
MIC,-905.1363743284704,32.091115678020515,10.346925929509728,12.267914839703444
NAC,-3.973584042674919,-66.0818432132531,5.516216239785113,-13.909616611960844
OED,-13.384857794175462,-162.66022369740347,-3.9326319793729194,-8.311463496609326
OSS,2.9765149002232474,5.6384338088546615,-18.142377872853164,5.840862106679505
PSS,4.333005910656633,10.706254160146537,5.509091965932584,-0.9115663651664687
SST,2.5313417851481703,4.7918661803131455,-9.070864211179487,-0.12435547064412178
SAS,-52.74743276480007,18.091120010809394,-15.597305998213441,12.907119539960147
SSF,-28.356207087929604,13.743215928694335,-40.36183963902579,-9.78961323442071
SSA,-172.27252166236485,27.05886726123135,-39.52114688337555,0.03260643431673885
UMC,-535.5898613442973,22.808105348198342,8.33752933944819,9.817814271459223
WLD,-133.46826505293456,-225.13406708807304,-39.493003731311546,-98.87762118171437
AFG,8.666697115083453,1.052863456056624,6.41504817976652,14.554032950252715
ALB,48.44186602949672,42.711393976120014,1.8033424653473782,-9.350601749809679
DZA,28.450456421695748,4.800937617198838,4.032199126757476,17.29871609286519
ASM,0.19165680088446205,0.9686653944028792,-2.491872492247987,0.8998387501111932
ADO,0.2336198212033478,1.9563103653842058,0.029631117017659733,-0.28037536420417347
AGO,33.195902020901244,-2.8436076430241424,-5.450496967675904,2.9911989829965773
ATG,3.4601647172317573,3.2818091196237775,-1.456243254928,0.6316013419514096
ARG,5.046446789259158,10.32340282591019,15.07241770675345,-5.721416566420344
ARM,43.09980100229813,21.147881693461187,-4.017902352234989,-17.536648726709476
ABW,1.5650059284875693,3.277560373110858,0.3294196591072484,2.57462216151714
AUS,-1.5440312994975098,-9.24997893069399,19.070512851173984,-18.369894842965547
AUT,-0.3047121357978483,0.34857519112004304,12.916278336253432,-0.7767353142443916
AZE,46.946182706031124,4.090017626150185,-5.181005332099535,2.6869549877379084
BHS,3.559991753485568,11.836776697549418,-0.5453629162946908,-9.62582756694748
BHR,1.9093747499711136,-4.6824835694237015,13.844159290250865,12.076330580731215
BGD,29.380513012758172,22.474791340350958,0.14774022050459165,-9.820768005021588
BRB,4.9281402239008765,12.68871847177745,-5.179833441237496,-14.117492508577422
BLR,49.526249000527145,1.1742779575059876,8.936923085560563,-8.205356201323475
BEL,0.26275038830052844,0.12080054816478501,10.91729634747091,17.70089815366412
BLZ,39.98914722168816,19.214475074442397,4.428153222578405,-5.383946448994723
BEN,46.60808066990635,28.593566920104834,-34.55537001096503,2.4440727717412543
BMU,1.8211057592909272,-2.766148846665417,1.8966547712530009,1.6623069793133889
BTN,50.84387448504443,2.387768105374042,-3.766587752522108,4.037684244056225
BOL,26.096566678161114,19.126806505246577,4.98576615802255,-11.241475300156255
BIH,4.373396451386064,5.814391314120801,2.3467413613059294,4.535781203607145
BWA,51.84597412337432,-2.0616934530147604,-2.0893159623125723,-14.098325547091292
BRA,-80.92945575420087,18.757722778798065,5.227658176742026,9.180546508079283
BRN,1.5896207096723194,-11.471824802441445,11.778392272168519,9.24894417429113
BGR,38.27700461561068,1.7926213510006532,29.042423613517876,-0.02913589850503678
BFA,37.98451081220164,20.078943566303455,-7.694955325454455,-13.858215060856386
BDI,47.61265528033169,21.190450953081452,-9.739968775308563,-20.041801307160224
CPV,37.03944553225531,9.528727819090163,1.6715782743731455,-5.427864416257653
KHM,50.748692533035666,27.07969330998017,-30.04286731509713,-4.108497809676075
CMR,29.805114228828536,25.26668905653934,-8.197040044369878,0.7159198567444204
CAN,-0.8281456446606683,-8.637120122388332,-1.7512678622740572,-9.054983420058004
CYM,2.1904338997547708,0.8950798733365557,-1.626565920406941,1.874999485382407
CAF,51.89162715211596,12.447159653944743,-4.355601165975908,-16.296461490172454
TCD,39.682841029025646,37.44065013814148,-76.20748067428897,21.042229822431295
CHI,0.1610595759374514,0.6614452593143046,0.2974935837654082,0.9775349051147207
CHL,4.605481325961004,-11.334454793655818,22.54813409236136,27.696328324168274
CHN,-73.76868435614291,-17.99217072286701,-6.151797685079644,-0.1339051359592551
COL,21.69318166062485,-7.634768853422797,-4.216233495890264,1.6496959630556325
COM,36.21014364959996,11.089623323723217,8.348946643198483,2.364822287292917
ZAR,54.82462772142705,25.200336143073923,6.951679061712398,-3.3281919255829346
COG,45.426354662991336,-20.08343913379914,2.8510421290870647,14.151823573459676
CRI,48.51621782612401,13.386403801457625,6.6982545671016664,0.2976857781122532
CIV,24.928633609663116,23.842606103180902,-31.49213310784885,12.071985613975956
HRV,5.9508822307076406,12.420195978461226,2.835198613476506,-0.06958919927756108
CUB,6.130544191935891,19.08843628507066,24.058459757769352,4.2320143536791806
CUW,0.1139534904120164,0.48354328546893227,0.4810211763306886,0.3316852768180478
CYP,3.707181328052058,8.740286004216756,17.970549464473233,5.274623527129095
CZE,4.028774082265579,11.796065813002324,20.399777755628133,4.981412697155741
DNK,-0.6860097164276653,-5.4962734593417695,-0.042284695295298484,-11.78120419623766
DJI,50.402948045379226,37.78512812270605,-55.59301096480978,25.555722874077958
DMA,41.42544169992682,9.200123355873245,-7.02763305245517,-23.308587289776863
DOM,48.1775668700619,14.3484684859819,-0.10107239235591473,-8.241445810048564
ECU,30.088540084772706,15.154411372324914,12.599860777682846,-9.962062548026118
EGY,33.95253752162233,19.54080110142642,-2.8300997092210514,9.336234951860444
SLV,42.72818060119834,18.640330593669898,11.492707178941936,0.0681003402559332
GNQ,0.5050774172009371,-54.55947134192687,-22.9483910297685,-8.066434906373475
ERI,47.09442981819499,2.055206052339771,-8.156292096711255,-20.00267656914348
EST,2.5995967653165217,-3.1041222149920364,15.542867898619802,-5.320713327733638
ETH,30.166849031906843,10.741652537119027,-24.22563295473277,-6.77923695686255
FRO,0.1026082564834119,0.729940272762539,-0.06938219213399037,0.11550833115721786
FJI,49.36515180212746,7.649394532034826,14.346666202599307,-2.8025486000784725
FIN,-0.9533483361018724,-5.76170221363303,26.128411085988695,-8.948262854249014
FRA,-1.901398403841641,-18.873617899677562,26.609202347005095,1.914375855864807
PYF,-4.254789949661954,7.714682458401138,4.524848760221786,3.4527103721828087
GAB,32.723667329409544,-12.61109180339391,21.722932422417273,4.991292861530751
GMB,39.96258343056716,31.412586735638765,-15.199182207666302,-12.61262075488071
GEO,46.48717406507424,12.456421206031992,0.5949839433121574,-8.218112742942802
DEU,-2.147836448768553,-22.88305998571139,15.032358919096033,-2.2952939178742655
GHA,24.33243799198498,11.34702180637519,-0.8821441095846421,-3.046435728753932
GRC,0.6611845574450185,5.632093657957916,15.336286052803187,4.661522026630836
GRL,0.20092821911869876,0.9164681004153101,1.8017068734705823,-1.051941991687871
GRD,45.03468962873046,4.973580562380841,5.746694290070037,-9.539630572964843
GUM,-0.10065770268241372,-0.3444852071608918,0.7253346728783481,-1.9755826350368115
GTM,42.24159606384515,25.03043707128373,-0.9138336563654738,-4.990694282325416
GIN,32.40466549194774,18.43963118904104,-20.22748949333022,7.6697194743485895
