Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
MDA,-0.1708419230725582,1.2618607980653211,-5.095004688559757,6.4794209120333415,12.953241083847384,0.43811045307805396,-30.305345629718694,7.766802185629739,-4.491916757359996,3.6465335073955503,-36.25352244657248,-10.359910287569544,3.0717223999170415,-0.2078001607393617,-1.5663954415878658,-5.006572700862708,-3.4286968863503438,2.492389743614342,0.828686109849902,-2.076682373931606,0.5242122403928291,-1.3102428790700724,-0.7705057359135542,0.2929978757409022,0.7528199109026281,-1.8816300716301724,-3.013667076644909,-2.2558516739379835,-0.6608397751874793,-2.0114725676536365,-0.6129338526648794,-0.8688935960384567,-1.1716877301844488,-4.097926446693076,0.1308040352649536,-0.5405137394720452,1.792228212004359,-2.7526598132217686,-1.2241997100035902,-0.5584669441265597,-0.8098653743414717,-0.5548889739727073,-1.8455172121615833,0.3723450655551863,-1.6488381476457814
GNQ,3.776700920568771,2.2961554737047973,11.727356551438776,-17.231680579860882,1.267766011937618,3.7671177290249878,30.16195338374564,49.81084086791921,4.144534089216409,4.786763829848055,-18.481178639653297,3.0376262607235995,6.49672114735759,-3.11360948386589,-1.1903867028844848,-6.378748411040252,-0.9914792172113631,-6.392372882559135,-3.7673236513901753,-0.7025042367368373,-5.562523296983486,-2.0117384960580913,-2.3104170494615572,2.6213539232933893,-4.437610459909678,1.2442998602071924,-3.553590781470717,3.069783670760226,1.0918224567460029,0.7918627492603063,2.749628264052549,-0.8350852002711038,-4.071630715991671,1.0071619724639516,1.4496068933554653,-0.4676586403718688,5.413582631788343,0.7546070330600478,0.36442361020877995,-0.4619764916659407,2.750595069343933,-0.9131821671349857,-1.2295816818842489,0.26627090587865243,-0.3350374630566696
TMP,9.88964408961687,-0.8720561559924213,-0.9453328502242996,11.375258350865979,15.2474878960123,-3.460960020755028,-9.64135310650871,-2.516370830901284,-29.67044724193998,-0.9665569284341189,-0.7629992255567878,7.006362451433366,1.9800454696215242,1.1617654088085168,3.050814639636919,-3.79724990461794,-2.7832835739875,-0.5246286617378565,-7.902023108771862,-0.24240657519322728,-9.866045433130962,-1.5963667652450904,-1.1772311050784512,-4.195772252528926,10.915345516987141,2.3557821373602,-5.784237324888331,0.7328946049008978,1.8290630021100052,-3.3123414962171998,5.138917715948461,-1.323640398121053,-0.10837864747175108,-0.07642403927274832,2.4584480318476185,1.4572504538478954,-0.661111901807956,-1.7964643646650944,3.5982431060016227,-0.5667620217578229,-0.893340553471291,-0.5991260722933109,-1.5496182826245115,-0.3403232360920223,0.8615003038598901
TUN,0.6615464245479135,0.15501213692911017,-5.686379613405893,22.406310528084333,42.35863324555383,-1.6217742324071038,-32.906541670175955,-10.222733211936127,-9.372571976368626,2.103074764539415,-17.809090311996158,-10.26665629769221,-2.9275726966484465,-2.7800192477704755,-1.969725963985257,-5.183604885853715,-3.6333426502111132,0.7313090749744016,0.7918487008893307,-1.4529340165259053,-1.028261240180236,-1.0511021212666996,-0.6549759776902649,-10.302747470747372,-1.192123150696677,-1.8968863175850266,-0.9981922554021458,-2.0934361155742236,0.5628601762256512,0.19847398177943937,-1.2576469856061125,-0.4505838712193448,-2.0927931993691624,-3.442993973033318,0.5128235783315176,-0.844908498357223,-1.4446723023089336,-2.349420290457172,-0.8693833366723372,-0.5648820007622656,-0.46683481881585814,-0.35783337808975013,1.7441711776110906,-0.09454049446823413,0.03824941624585254
YEM,10.461740568178197,-0.0071609405036094035,3.7870792423341526,-69.84101803676806,-0.9873051962744157,-1.6287897389860204,-14.400220306144744,-18.10778128803869,-1.1844101635939293,0.27738190483204617,-42.0946363398401,6.4066116083155205,2.8460788326028403,-0.28180664202090766,-1.1839504838193626,-4.934894058858695,-4.587924347058645,-8.07255318620433,2.455544222818552,-2.093284958036305,-1.0813273146791693,-0.18914275533087915,0.9215682706268911,1.0359171508606237,-1.5843449997665533,-1.9205725174390316,-1.6685640179802181,-1.9754245723813086,-1.2453105312522044,2.0614226598134366,-2.4114908760814284,-0.195313786594931,1.0872024009393813,2.184934568875532,1.4665622422096056,0.7454081259414984,-0.8319255020231344,-2.429891389948826,0.37552991546025233,-0.527086140186035,0.8458564955115278,0.4678087211013257,-0.14629247431796422,-0.059100267638819357,0.07879342443997528
BDI,-1.1490429247670217,-1.0241474611552415,3.312762596986851,-77.96591207659674,-2.8270180331588945,-6.100269347493898,16.12833709603113,-11.541808119093679,-19.55082755573028,-2.6896401178620444,-22.010218799919578,9.151754692901804,-4.698521376233895,1.5342878407399494,3.5054008329399373,-4.562519252506843,-1.2778421183265434,1.0905885952402952,-3.673513776659521,-0.04724700168286122,-5.461749335073804,-0.1452221063265182,-0.8879057245777516,-1.2259640309284812,-3.7696421099845825,-0.07880705219818063,3.5381419616718643,-0.876737088356756,-2.4074655378604572,-0.6151797418109402,3.294975779055797,0.017918608698842504,-0.8691850515131525,1.2107954895374136,2.4741323037593475,-0.7302622944941479,-0.7654689849471124,-1.5650157127451423,-1.5500976656977996,-0.1440784108833788,-1.4143567094052762,-0.6206433331161526,-0.7363565935949029,-0.8864932708214853,-0.9551275790684177
CUW,-3.4659765623673526,-0.28856784620809023,4.704202748176919,-1.856224935138001,6.653517870948749,1.030989274933218,1.325704899371378,-0.3423630950020311,-3.7072162594771134,-0.24821907621220918,-32.17814043243949,5.231942525876576,0.6745724723259016,-1.1050966634735258,-2.9220633461648906,13.493307425977774,-3.014219251958569,0.7403792379140316,-4.904005667402253,2.578154385018417,5.260027493054059,6.085823550820889,-0.5491602354538565,-0.6137200038338653,-6.328544248544402,0.07985559479091009,-0.6338352637299706,-3.615935910143538,-0.63312964362862,-0.8881685769520211,-3.174602502046298,0.48936095283049375,2.253439204629299,-2.4917578131523737,1.5690597633633558,-0.8439200603304378,1.2750194412899742,-1.3815645563668566,-1.28717907884693,-1.0052981938869712,-0.5284424377450399,-0.30451654774141534,0.6731564002224673,1.7049540190724932,-2.2927454519517747
CRI,-4.261455198671014,0.4110440828834016,3.8730760179356585,-10.211555161700566,-4.1739877643329315,-4.763995563998901,-3.3694033289166585,-9.789694290556149,-12.656694842812252,-1.4318684384978506,-35.38023999844005,-3.890474250221315,2.0945169821259024,3.421589796305373,4.658472140531615,-6.348596487907927,-1.8824070072233496,-4.003973684313361,0.4563795605815418,0.21951349193498104,-1.4232632701210268,-0.7004657955592513,-0.5053017268417676,0.34842346227429055,5.466974257649597,-1.160189212385411,-0.01970295931913657,-2.1821040440988684,-1.9170213103755311,-1.0057891256185663,-1.5755453198083895,-0.8268651140592984,-2.254422870147677,-3.091035896321398,0.8937066402713307,0.09761513824725632,-1.8220334665714017,2.1021934888272256,-0.47154492715081897,-0.5583685547495139,0.112705217783859,-0.2803054812157244,-0.5866867816548997,-0.3186954203724145,-3.100200459745584
WSM,4.281547032978153,0.18534092588291223,1.539040348065779,6.832592923686002,-8.513849300407543,-3.2057615733527234,-10.80342431191868,4.264261256416866,-10.380909370250352,2.543807695350292,-29.542222348874017,-4.4838556978806485,-3.579957332858164,-0.9405886356049457,3.469887456563999,-3.142442403023721,-3.2657249078264257,-2.196732847471157,-17.913278198537668,-1.2449546946301904,-5.373005761262351,1.228806840105548,-0.35893097270303076,-3.492622460512404,-0.6451944216839907,-2.71882759856623,-1.7700965369972255,-0.8948504310149272,1.0125413068020868,0.5583067533871391,-2.1626453331717954,-1.430221098963002,-3.490634766485708,-1.2742509544446885,-1.6891615164089626,-0.7194186506365714,-0.3652534808155158,-2.1973255996155916,1.3806787976009485,-0.34503319773415186,-0.12436717488459087,-0.41160002073150537,-1.0461882374589835,0.39121159575607073,-2.2573502878295346
NPL,10.863570284489255,-0.6666947048222881,-6.652060573749206,-45.90373561405509,23.97664799420116,-6.7247847719877125,62.7530749397627,-11.898619172829333,-9.239006002368987,2.536227421012085,-28.652075917270352,-2.0490075169252933,5.604577395744013,-1.1673515663463165,-1.407056701329397,-7.947440937849989,-2.9377144613818857,-1.903651649517405,9.713993802399358,-2.0957777991619055,-4.552665214716956,-1.7809331494182414,-0.43671648094675525,-2.9977235648461074,-5.1280682610884485,-0.17937564287024954,-2.149032497930479,-2.244274007083403,0.5151200819479835,-1.8246464075391915,0.6754092680191708,-1.4056484470730013,-0.2209985026228855,-1.695199303546699,-2.494284096995071,-5.006311181652625,-1.1901403169211977,1.7061504398424947,-0.9679816258200241,-0.4888394680194413,-0.8361719160214136,-0.6130662431316722,-1.448114657795302,-0.31666430674189844,-1.6697503150612436
