Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
MDA,3.424719452405761,0.1547077670344797,-0.5638339807720623,1.816993379222782,0.7658653838664842,2.5739077863929345,1.3605207863872526,-17.89794360706258,-4.935005720744627,2.1669784607559093,-3.5922875390725943,3.689557526375753,-9.033485881211625,-7.663839146390297,-0.02273446990370198,1.7846723964554814,0.7435753665978843,1.3176825583876246,-0.31997427494918607,6.480027360432874,5.97773746026359,-0.844170645823606,-3.4563563622808022,-0.8857031819487512,4.276227778431693,3.9438280826910708,-0.49124764060474546,-0.3686567073051781,1.046482871903744,0.17916603499032524,-1.1301588870871362,-1.1615786171577718,-1.1809985408465131
GNQ,-0.14003982346797605,0.15675867511119265,18.69039328939663,0.3549859138315735,-6.252530759704647,-4.7473755169197975,-1.2043428939578966,-19.48103089692935,4.0144002333508535,7.304487681920523,4.060994309122873,0.9033231706554665,-7.434481216738135,-7.236835501501151,3.7916670454613546,-3.00560437033175,0.06980950464977431,-1.4743551136964415,1.912279469331056,-1.1543311539177303,-0.8022802058716807,-1.3494223342179605,-1.0206603683994928,-0.4403879998185419,-0.6207639588876976,-0.6324370088473662,-2.816185099955011,0.7327492762379743,0.42493281362618046,-0.8012999713247433,-0.1115129850374127,-1.7325601306483547,0.06060204166035123
TMP,-7.633948444367403,0.5694875015016407,-9.018992691725856,-1.1040729284373585,7.17352603443236,11.350856097293528,1.4655397490760345,15.972578786951557,-6.156525450304085,-2.195462498235301,-0.17921447098538312,-2.168089325571123,1.3963901025512273,-4.933027903564587,0.6605261886956828,-10.422863049269697,0.6755593202425422,-2.3017081946027025,-0.9041748319996263,4.101465670628976,2.8081881076122444,0.5620429867948129,-4.039589499531566,0.39066871260719493,0.8544096192348147,-2.673943757794154,-3.3419825120707047,-2.645418682930917,-0.8138603295092885,-0.7969224214889523,1.647636088551757,0.1657333962681547,0.8667729185429696
TUN,-4.873409519971227,-0.0140316609911609,-5.952535924895769,-1.667242742250923,-4.918905054158618,-12.778101509731734,-9.091528068015043,-38.30661867125918,-2.6988368691000093,-4.208011287739342,-0.45486353238085786,-1.838329357276967,-6.756498100623483,-1.1438430228413246,-0.8744434125839577,-3.271481813626334,-1.169084814196847,-1.435283884487287,0.034749473615622584,-2.448379920055,-6.881836366401803,-0.19713302661142762,-1.8483608669849403,1.1476348228930502,1.8080993501320104,-1.1346473278865188,-0.9913703544766095,0.46902941721086977,-1.6405298624424918,-0.8452379430544258,-0.10569974231976996,-0.3572084409661236,-0.14752579662419238
YEM,-2.9177025305218915,-0.5075041618187998,-0.8390945142966764,-3.9176714269763493,-1.8240373730034234,1.280389833404255,1.0334532987642069,-41.55360691487619,9.279109452531484,-3.377014391768371,-0.7169058880331821,4.855790940293127,-5.673645216666249,-6.878062012632679,1.9286779552338384,3.5312983746499533,-0.2304289009879854,-2.056145929342283,-2.0272460241490022,-1.2165847686716909,-4.889865223849497,-1.3189939564054407,-2.525285352509013,0.8376249161565992,-1.470784000192956,-2.363369282521881,1.659930150729747,0.9964860542274334,-0.5657351721571986,-0.6642100367296006,0.5209713889671511,-1.3797450221225818,-0.7552402093587897
BDI,-4.222542876656635,-0.7755746321947011,-86.12392762687962,1.0685174549742869,-6.906798385248253,-15.58386745750589,-10.060306960101943,-32.94590777999686,2.5287692086242046,-1.2930495230870407,-2.1212238619524824,0.0640770941047698,-9.01269538392128,1.901838550000313,0.37271267672315816,-3.4192819045351355,-1.1980322017800786,-1.413819889100361,-1.4141130742853107,-3.2860873804569573,-1.5766181135101895,-1.3618129234484129,0.39370651853390565,0.39331446424614946,1.381075482692415,-4.257690216769927,-1.3641446473890972,-1.036430408990241,-1.1098906753239246,-0.3564481668580654,-0.10476949358840772,2.101704325472282,-0.6544477709307724
CUW,2.0618539211056124,-0.3154595009922292,-1.2806531287272627,-7.595839066139971,6.023326436667137,-2.8598494243078862,3.552406104902932,-3.6073949291197343,-4.253896309706474,-5.235832019314052,-5.244133061065773,5.610515465717137,0.1432858733840615,1.974649905397301,1.7263198116135658,-4.191417034699967,1.6980392944135867,-3.379920760580957,-2.8957812395338873,-0.6857038000180108,-4.692969667493226,-1.7433358368235865,-1.993477103362441,-0.5118999585206434,-5.11291729068655,0.11088077996814116,0.5202597938971364,-1.1519393766532766,-1.4297766041752873,-1.438666638210438,0.6140004217287492,0.42233848250287653,-0.9039792106437872
CRI,-6.317443130961269,-0.29908320914238795,-4.42884924411114,-3.975130408043046,-12.263697343238901,-13.074460604961459,-22.10563338468752,-31.677908636318772,-0.5482113857402185,-1.8350500144404076,-4.047647527003498,-5.298842184175753,-4.07662571464349,-3.973148083255264,-0.35783204190346835,-5.814535403064614,-1.0326256913947853,-0.0032111519780139153,-2.3292854241557084,1.3637620371658965,-2.424103028720976,-0.8156245823442145,-2.1167974993970367,2.418471798231777,-5.428800925327684,-1.4512229581151912,-1.06777196845188,-0.12690834634293816,-1.368007325408126,-0.578952321993624,-0.1128712916052491,-0.869250732083497,-0.1508693688319606
WSM,4.887800454512706,0.4510597056369249,-6.696291413656679,-4.605308113733691,-7.76591926111575,-2.9124279690434727,-7.171312909819656,-43.360301733466144,-2.6438460592073665,3.5014517941821555,4.904347918146908,-0.9652167422519715,-7.567331318912259,0.9227915432231899,-0.8597636543405718,-1.1499580334188353,-1.0535505984809823,0.6388424235506338,-0.3277889510939094,-1.9267498620354773,-4.002005616188175,-1.2062597532018293,0.8743011779027074,-0.18813125101565598,-3.7095557965044583,0.5466908880473252,-1.4273920261330941,0.6416669501454947,0.6351969892278254,-0.7802841761716511,-0.11322921078197201,-1.135632524283979,-0.33424153711790805
NPL,-1.5629295463384398,-0.8531082996002124,-13.455997167339374,-5.987815915911693,4.3844609569862385,-5.74851460022416,-5.607264204425107,-38.17322830396372,5.864475467299667,11.97874347108605,-3.181121490062356,10.188408058554735,-7.612604039651212,-5.415541920189639,-0.6962914348441271,3.5154821832714878,-1.0519028933210246,0.45000760487156133,-0.8383043205507106,-1.5250636343661228,-7.8816289467501,-1.3603060724534486,-2.1882464073833754,1.3585815834984327,-0.7861203821895761,-1.781657607507015,-0.1002979032730273,-0.04843537013309726,-0.17583950822937694,-0.7259358913195633,0.5355561880310283,0.35170922669380056,-0.6530405628903883
