Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
MDA,1.1189630540859072,-6.97135616002996,-1.570465883176361,0.11002268093276521,6.401943383203912,3.489033510793754,4.3384055706053175,-6.109309110843667,-20.976835215665147,-4.750164889440358,1.833593792036857,2.533555430311971,0.8509667517600397,-3.4209805326940894,-1.5094277940585994,-0.1074979409254323,0.2524860069822027,0.5643533591044507,-1.9961358885544658,0.4605340841257479,-1.1725110793125872,1.7752605807275417,0.7117311210599198,1.3808856783114647
GNQ,-0.3196012703775694,-1.6925232781783655,-5.106746927557379,0.1838960490849204,-10.986966408633771,-7.3582154419189445,-1.5786310262702252,-3.122992168567836,-5.038762282640128,-9.90519405790805,1.0331878691688612,-2.0842818676563155,0.32597172958073095,-0.5782376723008092,-5.3987633564231094,2.0055917032595616,-0.9696695157209321,0.30662146242898164,-2.3874784713913466,-0.1572934017219642,-0.1723405715734181,0.5034154613670853,-0.22882287092864645,-0.7006828750054237
TMP,1.9241437979000011,5.895492572568667,-10.839765927339077,-0.651857684564895,-3.530276725102703,-1.9864937719298346,-3.7373961542684,-3.09713935125693,-5.653513422485256,-5.0845330472988195,-0.6391664332937479,3.884226574656952,-5.099876500575329,0.09832038615441685,0.5609440828644597,-0.31685965358949697,-1.3296713025257725,-5.16682470615989,-3.3445122302860733,-1.0256752317940157,0.191882134134298,1.4906303739288949,0.7186919325165078,1.3537168414617162
TUN,-0.9880994602281228,-15.696342788228701,-13.074213687601597,-0.3122718780500106,-13.434153519155586,-1.131934182392274,-1.056233356756344,-2.7878406693202793,-35.35951001977091,-2.0903954141672236,0.2939569416481014,-2.9765275942124694,-6.752980130247023,-3.278217324966981,-1.121687364967119,-0.8705976159553405,-1.708156587922471,0.6174423424398585,-1.2263965581785072,0.5161692455998498,-0.8444931352910552,-0.45707766190192034,-0.8952501755269933,0.4868448126802933
YEM,-0.6118583497021637,-15.73854290703236,-11.433780077157113,0.9553347024666923,-3.930242743371238,-3.68875831425836,-6.16449445100825,-5.224697121486877,-41.971392902083274,4.318498663617817,-0.2916776835368854,4.435585587376688,5.7177833354564855,-6.322422691555882,2.0036076749088725,-0.08153376545107593,-4.2781538116340325,-1.6206292177215902,1.0430027514688711,-1.6751296761028942,1.9590994138394142,-0.20805824417000618,-0.9076115210250699,-0.21029944101306394
BDI,-3.7772199648255795,-1.3945257320050963,-10.460346414618344,-0.9454895643065272,-54.499560561649986,3.4929753812774815,2.101972417423816,1.562245777875182,-52.4269612634,0.13308698413293518,-0.8348303754248494,-3.1175982924237795,-7.894397130313611,-6.225728089677252,2.410034437553719,0.9600291159613907,1.2721181461647255,3.8865484178309875,0.14674139464768055,-0.9238373794583654,-0.11888572648173085,-1.4870003583655826,-2.0851761786283793,1.8144242680705926
CUW,-5.000124773639574,-4.418401251693579,-2.872821457260888,0.34069134766028797,-6.2325897151246235,-2.0541251420181625,-1.6063620153011133,3.439634210228809,16.733314988836728,-5.656222885063594,-0.5574070007691004,4.220300677816122,-2.4723064313147507,-6.260813191545392,4.735608852397304,-1.413080289610427,0.6806712754707441,0.8749994609672687,-0.8772680937151434,1.3841153104665975,-2.467081792629489,-0.250646368133161,1.590211604405016,0.11630844065159726
CRI,-1.1887562798993212,-3.2504693986891824,-6.667191167080484,0.05804572552986305,24.44800048159061,-4.553008634350492,-4.921569071031246,-3.5954547061652216,-45.068402196857704,-1.4731657451285938,-1.2091346912601333,-2.785328874630464,-3.199890871080829,-4.294603490617556,-0.2325780348047723,-0.7274398957142426,-1.5996130648296463,5.1542143499231745,0.05385261443764351,-0.6054557841028775,-1.0814653261711267,-1.6460618983133741,-0.8938115799032711,0.49181881547804385
WSM,-1.478730723826422,5.0840182270322005,16.037446972638023,-1.327962220291623,-16.841890780749036,-7.237278806224692,1.1159398968665843,-1.4335213207125896,-41.72940313145327,-1.6445506357045736,0.2781736025243679,3.675270811453446,5.80969651095944,5.837389503906492,-0.5883865315271711,-0.8661745807494745,2.1465892952243415,1.3586698057721158,-0.823959202811985,-2.5175950369544258,-0.9491419497987956,0.5799970222108473,0.12293523579321786,0.491572249960532
NPL,-0.08707544283594187,-9.167079594209236,-1.3413366717572601,-1.0382064421572181,-39.29434615669754,-0.9672280743508033,-5.149015444578663,-4.9735147613466815,-55.55675176841489,1.0832128783109136,-1.155941059741161,3.084182445792985,-11.979598232778015,-0.1012518819395079,-2.9873365097020255,-0.6424289589813528,-1.7126430398809633,2.2092416827191066,1.4948907577429502,-0.8661192116602618,1.3308125351655722,-0.6587474309267815,-0.8981442097661236,-0.8426716856921705
EAP,-0.09904982189373701,10.375899561832728,-5.405350386063519,-1.0453863319739933,13.641338032779554,-2.2852734618722432,3.620612694029143,6.188609491298154,91.51858092263065,5.888217996236501,-0.1521376832737958,-4.1112866511221755,13.04055191056451,16.321836289278206,-3.290686277958007,0.271293139138793,-6.511770300390982,-0.03611312016299836,-0.2554707416336768,-1.5023239606591723,0.848260001050908,0.21098727796122652,-1.725466310686127,-0.7123900317954557
ERI,-0.18277119307851186,3.568817784288955,5.796429022224956,-1.3344029676726912,-0.0995035731612417,-0.7417196559796946,3.8781596912904526,-2.657089571348747,-15.504750213806172,-0.24180050719808655,-1.3059691036876342,-1.3093524080286794,2.0460168692070555,9.519898560622675,-3.527648697231423,-0.21865594187848406,2.9941867493520675,1.2475999225214176,4.899544479592897,-1.1023695877401574,1.018471274136591,0.7272710136036283,-1.8256550551366306,-1.6439973830084778
QAT,-1.8853960494715127,49.18234467707731,-12.200745498946084,1.6606222729787388,12.298674389077648,0.8737370221109853,-7.915679308721755,9.375241800005758,-12.953236872904997,-1.329413668359015,1.7839997200120172,7.14425679304666,-5.345821600807566,3.107297686059077,-4.4504383424783445,-0.7883918997473798,0.8322098432569729,-1.9544369763483214,1.028602130366978,-0.26683685669140456,-0.21664231880749169,-0.9511973650394573,-2.8301555128691254,-1.3782627559004417
LDC,-3.1853690273710127,-1.3700768972344237,-4.138542701517832,-0.7242910640395583,-19.818120490198815,-4.61999517100564,0.3204601788815258,-1.7295001725977786,-3.8493270849900654,3.2486687113026647,-0.7597067751788465,2.9818539416368517,8.032626390280129,24.515192007846803,-1.3599293907423984,0.43024345730693436,-2.234653586045885,5.71986819807592,1.8522437549170327,1.1828227519808232,-1.062135296214202,0.2582519630217288,-0.6579912765579814,-0.7070898814215556
UZB,2.242883617053264,-10.437187558633013,9.800408737870244,-0.024096439851070784,3.996698676324415,2.8858270729118476,-4.535335795946224,4.8898985375888016,-4.741170585873472,6.158571911374677,-0.05257395545419696,-0.7340405128544842,14.218080868921835,1.184962947827008,-1.7030662684860542,1.5218625511397883,-2.8965839084505034,2.328759831948738,-0.4231889244272161,-0.04257902421749371,1.9628294372034503,-0.7282394416140889,0.38109535517314985,-1.4034953855941028
CPV,0.007385585328277822,0.1862010325025989,3.5912660891242867,0.4543438440952645,3.697119231856685,-1.9572632201982931,-8.590602081480442,0.6347683198890732,2.307655555074658,1.6219612815689348,-0.8965219408469262,1.732186510796645,-4.349029359086268,6.065715382800155,8.18258557686684,-0.3165284109322265,1.3576747732270462,0.5696749174437592,-4.958607272840304,-0.4010722868879637,-2.221605458772265,-1.274022616545069,-2.5931292351312774,1.1094537672510392
