"","x"
"1",3.47146204508887
"2",3.83432775855837
"3",3.78327895576811
"4",3.40577916381677
"5",3.71241873787986
"6",3.61731615467212
"7",3.57741727761156
"8",3.42045402496259
"9",3.18653631878934
"10",3.48126784425373
"11",3.67278660843083
"12",3.68019517718114
"13",3.53325188378427
"14",3.97742026060826
"15",3.98333070264771
"16",2.99532070701862
"17",3.78038475179059
"18",3.3043058073588
"19",3.32522923617009
"20",3.44352928732349
"21",3.7554615030355
"22",4.01038252656808
"23",3.92525835216819
"24",3.60171478525675
"25",3.86335166789621
"26",3.63774432183712
"27",3.2206046159917
"28",3.69334607839652
"29",3.66733355160789
"30",3.70022294855584
"31",3.53513612616494
"32",3.34886463518959
"33",3.51753798266542
"34",3.24110037677416
"35",4.0161282381662
"36",3.62376816131418
"37",3.34231371420982
"38",3.32436841849464
"39",4.13127697909301
"40",3.44657117817305
"41",3.42476928282166
"42",3.80428579220224
"43",3.60813556484143
"44",3.31627785764015
"45",3.96006567640945
"46",3.88748933343785
"47",3.34659392357422
"48",3.40338810318189
"49",3.31695863882556
"50",3.36828404327688
"51",3.9146107044843
"52",3.47519640047944
"53",3.46549046098662
"54",3.69348072940759
"55",3.45393892430884
"56",3.5835456799477
"57",3.38780649752728
"58",3.27729633073814
"59",3.31365622121087
"60",3.76675429832187
"61",3.76884978302225
"62",3.3057292467299
"63",4.29885612205315
"64",3.68606765450357
"65",3.26336096583844
"66",5.23230984891912
"67",3.42393037305055
"68",3.7971271326184
"69",3.35388455872021
"70",3.43820645926331
"71",3.37244825158384
"72",3.653745166051
"73",3.30603293273188
"74",3.43593646012474
"75",3.22846162714027
"76",3.42096599328766
"77",3.69222533443614
"78",3.63045158620996
"79",3.50997050576962
"80",3.39137514314911
"81",3.36716945236308
"82",4.2171647314362
"83",3.57447722716226
"84",3.29271293439937
"85",3.29802946906715
"86",3.66038778378909
"87",3.47237292964665
"88",3.21224350425225
"89",3.26698533500958
"90",3.39135129061869
"91",3.29475693416381
"92",4.04759686840035
"93",3.47470546416952
"94",3.74154861690825
"95",3.26579138241788
"96",3.46820566707313
"97",3.44668905881571
"98",3.17107794520141
"99",3.34418723639611
"100",3.70268163841624
"101",3.81555043987228
"102",3.50461566271212
"103",2.68534095282428
"104",3.1782985018681
"105",3.51119618781218
"106",3.26873041828457
"107",3.22894776481583
"108",3.37425472757446
"109",3.48061848564524
"110",3.71947874918357
"111",3.53644690880004
"112",3.55463990579393
"113",3.8654323389704
"114",3.30256602710649
"115",3.46086178880314
"116",3.5268651606309
"117",3.05053590883647
"118",3.39866124187871
"119",3.34065622291458
"120",3.16976378601755
"121",3.16422872570557
"122",3.70903121852878
"123",3.43491831835217
"124",3.30139061274656
"125",3.19065045070937
"126",3.98885131988081
"127",4.00870209836387
"128",3.44914934112717
"129",3.54781222436587
"130",3.41070944342705
"131",3.66809350452975
"132",3.29589498765791
"133",3.97689547947837
"134",3.4909689348896
"135",3.21628923049699
"136",3.49391882977648
"137",3.55130724805856
"138",3.31790008314599
"139",3.49210234498213
"140",3.44399233768146
"141",3.43340022065659
"142",3.27159037422342
"143",3.40640059790725
"144",3.47888116332374
"145",3.77503653795186
"146",3.35524089266624
"147",3.23882897439236
"148",3.3612732102719
"149",3.37625264968205
"150",3.26804499554686
"151",3.56761747910573
"152",3.56341389905608
"153",3.58308640632157
"154",3.28346226894418
"155",3.92039626621889
"156",3.48945634489762
"157",3.82820780181164
"158",3.78466696515735
"159",3.43044584444639
"160",3.35444240951616
"161",3.41177880084826
"162",3.58177127809334
"163",3.77344349087413
"164",3.43234877762655
"165",3.42321455653331
"166",3.10466136453532
"167",3.33488723130666
"168",3.28877633093206
"169",3.86631764480403
"170",3.25137375164945
"171",3.50779324586812
"172",3.45780270829636
"173",3.2640117426185
"174",3.66539235862141
"175",3.37283687727815
"176",3.8771903693926
"177",3.17805819411495
"178",3.548979539114
"179",3.85724476719424
"180",3.14495516705693
"181",3.84650776983335
"182",3.55141250622675
"183",3.08845915783473
"184",3.64677394433833
"185",3.72210978645173
"186",3.2490360713025
"187",3.45796972604138
"188",3.22618609332001
"189",2.69411862846391
"190",3.30499758941488
"191",3.56257943383386
"192",3.02244312454149
"193",3.67475595210342
"194",4.00595608724752
"195",3.44821500969045
"196",3.64822011335924
"197",3.97297220289323
"198",3.72409548500131
"199",3.46046154702873
"200",3.86452037977448
"201",3.57699687282955
"202",3.45532793226483
"203",2.99455558284587
"204",3.42257510194639
"205",3.1651054497111
"206",3.47191781328749
"207",3.69912777372138
"208",3.79790025063391
"209",3.09057691114489
"210",3.61025449299898
"211",3.86639282789575
"212",3.24990761303876
"213",3.24075561407696
"214",3.27309084719833
"215",3.47035892177353
"216",3.32113146359317
"217",3.45857848843156
"218",3.71879327001446
"219",3.30073603801223
"220",3.2229912246561
"221",3.97773938587081
"222",3.56179420840199
"223",3.30563770328238
"224",3.74949092947776
"225",3.97267534666021
"226",3.34430821926839
"227",3.45233484900212
"228",3.41052129321943
"229",3.75435778477538
"230",3.41102754392377
"231",3.53280325694866
"232",3.44984984022044
"233",3.29655021168035
"234",3.93142660417087
"235",3.32159403058077
"236",3.70581877565226
"237",3.45446015261426
"238",3.75754412177209
"239",3.51534244005169
"240",3.39581341802681
"241",3.43746119397398
"242",3.26966243250586
"243",3.50633829572345
"244",3.44696406226609
"245",3.54682000226267
"246",3.63597919853375
"247",3.33275938518425
