"","x"
"1",2.59685908013711
"2",3.87017562213312
"3",3.58119338749465
"4",2.82233699703971
"5",2.39437563820135
"6",3.12647697062827
"7",3.33129784671662
"8",3.0195677566309
"9",3.08285969870733
"10",3.18055676324926
"11",5.00408724616345
"12",3.04345374451332
"13",4.32510461688016
"14",3.76218283575913
"15",3.72678704653981
"16",3.29089185499021
"17",3.57850036131088
"18",3.02206270327528
"19",3.9861136219373
"20",3.10231249461252
"21",5.17213274448901
"22",4.09162200895307
"23",2.58990492787352
"24",3.38476599196254
"25",2.9459922816935
"26",3.3119078756116
"27",3.29505534873621
"28",2.33396257790446
"29",2.31242206503992
"30",2.93497840093436
"31",2.8577621361307
"32",3.63068187459007
"33",3.26202267483493
"34",3.0664099157895
"35",3.10270049082623
"36",2.90964993329258
"37",4.43353463544782
"38",3.81679444025226
"39",3.30349298917169
"40",2.96836788324808
"41",2.84435126933649
"42",4.39665282559118
"43",3.36275533453551
"44",3.60566080666944
"45",3.29675514161518
"46",2.82719176543416
"47",3.09014101342116
"48",2.69437227568957
"49",3.6773352140267
"50",2.84523498311522
"51",2.73911528991865
"52",3.82709120564191
"53",3.13392090251035
"54",2.58520902878348
"55",4.12346006267531
"56",2.44123532201026
"57",3.76417067487305
"58",3.95627195236542
"59",3.90236260072134
"60",3.51914926394556
"61",4.66916611273881
"62",3.6661674713421
"63",2.51020557130177
"64",4.28094663157086
"65",3.46526595755213
"66",8.79573181364555
"67",3.87175676300631
"68",3.41810133645715
"69",2.66588341376808
"70",3.67240126213856
"71",5.67584524062511
"72",4.06091447138228
"73",3.362939968724
"74",3.39007185432256
"75",3.53022490822493
"76",3.82808429131983
"77",3.46829338602222
"78",3.84929538387479
"79",3.49073566800162
"80",2.92307347372022
"81",3.17181230118756
"82",5.47626876606411
"83",3.84705653130176
"84",3.73315712116041
"85",4.05219796724321
"86",2.66654983252611
"87",3.59752278923039
"88",9.62604371726946
"89",3.90045031064875
"90",2.92891920437545
"91",2.75047991139519
"92",3.25885613500261
"93",3.46207693292106
"94",2.59434384997104
"95",2.98049810575833
"96",3.12658006553373
"97",3.00268766267889
"98",3.35550216601876
"99",3.17057151268696
"100",2.86073631617761
"101",3.43355854472658
"102",3.30121692520146
"103",3.61877695693255
"104",2.9086299472884
"105",2.81442138024503
"106",3.66582544491377
"107",3.16510771909916
"108",3.04273669672307
"109",3.23993843054892
"110",3.09608595191055
"111",2.88595440341275
"112",3.6899659749841
"113",3.32051129942276
"114",3.79837076080142
"115",3.16902530380395
"116",4.2690813003019
"117",3.11237307737103
"118",3.05314766695422
"119",2.91631818379106
"120",2.91723757654256
"121",3.81967864748344
"122",3.11358079741878
"123",2.59615763213295
"124",3.27881537522815
"125",3.81855407206919
"126",5.0829078194728
"127",2.11373346175286
"128",3.13975243883136
"129",4.3353053384315
"130",2.88763085210757
"131",2.87972691623473
"132",2.89121573185293
"133",5.65606711217151
"134",2.61742772432233
"135",3.44494312791684
"136",3.12169604523101
"137",4.03163262775315
"138",3.1435716847472
"139",3.57894359414145
"140",2.71801221851823
"141",2.86831319470993
"142",3.95826421965206
"143",3.81890687394214
"144",2.69912217516155
"145",3.6854266921502
"146",3.08109515395561
"147",3.05293374520287
"148",3.91731529915062
"149",3.62673672253884
"150",3.87578672570727
"151",2.97704908997686
"152",3.82209250646858
"153",3.57046499207672
"154",4.10021338232554
"155",2.69790355173914
"156",2.57544955799227
"157",5.74299469425183
"158",2.59697578143342
"159",3.12581358820961
"160",3.1235855339576
"161",3.29187429819603
"162",4.50000447688701
"163",5.89446419876791
"164",3.4861850898684
"165",3.03199385442197
"166",4.63023349945943
"167",3.23590223121866
"168",3.87235606151393
"169",3.3786641250255
"170",3.07523713134482
"171",3.17698920419262
"172",3.11063652106815
"173",4.54195686115037
"174",3.36574015109654
"175",3.72003083040154
"176",4.26533122813876
"177",6.52434481745211
"178",3.23823452002674
"179",4.06861091713366
"180",2.87007001969123
"181",2.32949013070096
"182",4.85522584236872
"183",3.14819183950712
"184",4.6208861043769
"185",3.17398036227123
"186",3.54937831335041
"187",4.00440812041707
"188",4.21528873490486
"189",3.07960088155881
"190",3.11627215075755
"191",2.89893284994212
"192",2.94256686074817
"193",4.08242793585141
"194",2.27670804301688
"195",3.82400669527494
"196",3.31020158393368
"197",2.95485201656155
"198",2.93742498920119
"199",3.56129766606894
"200",3.64221722895699
"201",3.66140264857054
"202",2.80665162543001
"203",2.75740060186661
"204",2.78317093995287
"205",3.5272006954362
"206",3.40420817850936
"207",11.6759610634273
"208",2.93869588241641
"209",3.35719942126247
"210",3.79866458316636
"211",3.71311818952058
"212",2.65208640627632
"213",3.17832128300768
"214",3.09292821700289
"215",2.8782254163064
"216",2.7814094173316
"217",4.23445599955427
"218",2.8108402778507
"219",2.75487993833921
"220",3.53949074696586
"221",2.08488562718884
"222",2.91598231144862
"223",3.83069917116629
"224",3.56649241731386
"225",5.73774722141212
"226",3.26776713160958
"227",2.7526837804588
"228",3.6414247508993
"229",4.12314857447772
"230",3.4521929715354
"231",2.99426117258578
"232",3.52605498709616
"233",3.64415806376839
"234",4.61994581264164
"235",3.42492468997317
"236",2.40077771506693
"237",3.9755948819883
"238",3.99075029835628
"239",3.76609865257501
"240",3.41319036542374
"241",3.42012482287999
"242",3.06206505199973
"243",3.79173355766017
"244",3.68836785583718
"245",3.39983658719397
"246",3.19980589690666
"247",2.96725001439012
