"","x"
"1",3.51033230209895
"2",3.2239717276564
"3",3.46809871152402
"4",3.62462233490234
"5",3.40891314089513
"6",3.27854516523774
"7",3.66910933818695
"8",3.69823920125657
"9",3.59077139776019
"10",3.5308304376914
"11",3.60714348639935
"12",3.40847729729667
"13",3.6476587477594
"14",3.37521816927295
"15",3.49458358559091
"16",3.60102211242222
"17",3.56801503496121
"18",3.71163728903264
"19",3.70017590578353
"20",3.59829794837972
"21",3.62831095487986
"22",3.52206132680661
"23",3.13708149227143
"24",3.34374754723239
"25",3.4858715313189
"26",3.46541326638589
"27",3.49856862763819
"28",3.38795155143357
"29",3.3421900813976
"30",3.38348958713734
"31",3.2778144086614
"32",3.10870904698547
"33",3.50483372965587
"34",3.52634358987733
"35",3.33069817800947
"36",3.31372174135635
"37",3.73039900094552
"38",3.60663151567908
"39",3.36437171682658
"40",3.48663942967514
"41",3.61818447582028
"42",3.71430151789022
"43",3.66808809898272
"44",3.71519320115812
"45",3.60375097831275
"46",3.77547047866008
"47",3.7085768098208
"48",3.38904062732185
"49",3.69249632955225
"50",3.58711790968475
"51",3.39079724565633
"52",3.73182278415284
"53",3.29693634885626
"54",3.2197270235003
"55",3.70327224111036
"56",3.5296864071537
"57",3.73388075403736
"58",3.69382470536856
"59",3.59957188840245
"60",3.56527713850834
"61",3.26085848361273
"62",3.69115585087016
"63",3.14052032596929
"64",3.66368657959798
"65",3.63575864762366
"66",3.52991647779814
"67",3.48134093239218
"68",3.6150258441597
"69",3.6254811134119
"70",3.52198216468686
"71",3.46430898656599
"72",3.57120403024055
"73",3.26423076396888
"74",3.59574010119213
"75",3.72054077430977
"76",3.63073098836325
"77",3.50031340877452
"78",3.68348888961771
"79",3.21206143104143
"80",3.35709487846562
"81",3.6650483526356
"82",3.64203655310384
"83",3.75740963553406
"84",3.68348906617257
"85",3.69536833225886
"86",3.59677356363127
"87",3.72318797952442
"88",3.52810437381541
"89",3.58531304007489
"90",3.65170383848146
"91",3.38551895202389
"92",3.35429669615216
"93",3.64909309253137
"94",3.25677096982741
"95",3.6098943125587
"96",3.60735216988552
"97",3.54351991340626
"98",3.58663035993632
"99",3.61213141717368
"100",3.16351654739518
"101",3.48798935997662
"102",3.48125878338023
"103",3.51435677869145
"104",3.57285325965025
"105",3.12721923409271
"106",3.60685665131425
"107",3.49801370049555
"108",3.58803535772546
"109",3.55511670350415
"110",3.14425530247798
"111",3.54816857129101
"112",3.74999847253866
"113",3.42911196211418
"114",3.65992274499985
"115",3.58004546686646
"116",3.70983404393544
"117",3.62606845380701
"118",3.10362989745438
"119",3.33590045318285
"120",3.58536160896535
"121",3.67067304617605
"122",3.68271861141012
"123",3.44873222374616
"124",3.5230228492402
"125",3.61148675708328
"126",3.66702858076268
"127",3.34386243975161
"128",3.58965914493472
"129",3.70103829449609
"130",3.5814036842077
"131",3.44789702881441
"132",3.48048686644176
"133",3.67359889460735
"134",3.57197610028425
"135",3.37133418600589
"136",3.54172261814048
"137",3.75853642673518
"138",3.53504965934231
"139",3.63470993197152
"140",3.22627903068949
"141",3.22496078192741
"142",3.73959966055549
"143",3.67244695770263
"144",3.43233109649417
"145",3.66965170504846
"146",3.52464924271508
"147",3.61666311315065
"148",3.48571987335562
"149",3.50980465205357
"150",3.60697558448452
"151",3.56424289390969
"152",3.70338451260042
"153",3.54903952315727
"154",3.74070312894988
"155",3.44235155628323
"156",3.40315775412544
"157",3.69255201543834
"158",3.237416335872
"159",3.39402897317671
"160",3.39317557537662
"161",3.52064763547991
"162",3.69968770598603
"163",3.74714522816872
"164",3.54149130456158
"165",3.64085294307071
"166",3.60117177838168
"167",3.64053266061785
"168",3.67706046239689
"169",3.14546299092047
"170",3.6530513398776
"171",3.86562391055696
"172",3.58964872408071
"173",3.56429436261713
"174",3.71039772434507
"175",3.71281170204272
"176",3.33431804793795
"177",3.61058480497489
"178",3.64145369037661
"179",3.26074112674424
"180",3.57624399364562
"181",3.32103165442299
"182",3.69965168885996
"183",3.60114366971277
"184",3.71981141431028
"185",3.39098544571775
"186",3.58931101604529
"187",3.68376028943204
"188",3.72626580375693
"189",3.61648931434776
"190",3.60665752033775
"191",3.60447777377641
"192",3.58081005893098
"193",3.65095216832132
"194",3.09299314616749
"195",3.57284586582762
"196",3.63024671650504
"197",3.35278569049249
"198",3.18541823979209
"199",3.40612427808222
"200",3.58990046736714
"201",3.7492948027266
"202",3.29098856259531
"203",3.63160902820074
"204",3.30599836332126
"205",3.59242905760608
"206",3.62745297250779
"207",3.50696096460813
"208",3.35956084859638
"209",3.56471374336489
"210",3.5103057522407
"211",3.31895840246497
"212",3.5540506621302
"213",3.61768131814964
"214",3.62961463453057
"215",3.53482207128326
"216",3.38944405581307
"217",3.7177980052475
"218",3.2615044401413
"219",3.63913320030465
"220",3.70035005518752
"221",3.31730662614955
"222",3.39293920877956
"223",3.70662914773138
"224",3.27471507126714
"225",3.70109370206325
"226",3.64612342097012
"227",3.61832317509899
"228",3.74539014248565
"229",3.47917687797919
"230",3.64255637833647
"231",3.34989903450612
"232",3.80263981714625
"233",3.54996712132731
"234",3.61235458257013
"235",3.60797817906683
"236",3.49918854708657
"237",3.73211255812008
"238",3.50327539653534
"239",3.70981086873419
"240",3.44853959835066
"241",3.82384702853009
"242",3.59620622450186
"243",3.63391987689818
"244",3.30508569370499
"245",3.8054135166187
"246",3.4586794001871
"247",3.5873781057168
