"","x"
"1",4720.44865898439
"2",13935.6491679235
"3",-649.331509481475
"4",15205.2697245476
"5",4899.71982693658
"6",-9027.43829034253
"7",-22915.1464842323
"8",21088.2103868746
"9",16359.7286916301
"10",4557.7987964745
"11",18537.450860504
"12",1768.97104267287
"13",34286.4019596265
"14",-4742.21726647441
"15",821.213810003697
"16",18695.603379533
"17",16918.7488396345
"18",28575.3568218368
"19",31222.1320891536
"20",12617.0801925904
"21",28214.1540045459
"22",13399.4501397837
"23",1484.91230650868
"24",7927.83307769272
"25",2535.65248641555
"26",2243.41199261187
"27",8023.29756510138
"28",-3476.69355960049
"29",1936.26188080727
"30",1457.30732981907
"31",-4214.0559627933
"32",-1123.00364865676
"33",15206.08272154
"34",8623.9761792869
"35",11180.5099081759
"36",-3279.53693232413
"37",34246.2951603207
"38",23253.7804761339
"39",-4573.84676832917
"40",3614.54450675673
"41",19816.1407667258
"42",26014.0401199584
"43",27754.1421679735
"44",35051.3610992363
"45",13705.8926089945
"46",-27317.4557301324
"47",19604.9830751282
"48",29945.8910541407
"49",26593.1053135761
"50",14639.9820081237
"51",4135.98475304687
"52",32013.0739209386
"53",-6608.06873429871
"54",-3509.74205436916
"55",17039.4973702033
"56",2176.99338294566
"57",29876.6460865475
"58",31985.5745704805
"59",20271.9599598085
"60",13382.9132981046
"61",-3865.42465677108
"62",28678.5532853547
"63",-9145.07324948606
"64",28691.3956822361
"65",25048.0166652943
"66",18698.094451321
"67",21691.5851117681
"68",22269.5917588125
"69",11145.2169510133
"70",19388.0556528141
"71",4823.36111695925
"72",23731.6003421127
"73",1570.78335959367
"74",7486.74415741843
"75",32483.0820431861
"76",26215.5279801779
"77",20662.4418387374
"78",-30120.1764944284
"79",10871.7003792376
"80",586.935017472308
"81",22077.930268498
"82",21163.0996734346
"83",29471.9878279595
"84",26401.2261391407
"85",27107.4854483105
"86",14968.738150672
"87",25085.6918512945
"88",13043.0830636899
"89",21590.717876009
"90",17537.865043327
"91",-3404.8326895451
"92",-410.18310701882
"93",17869.4147505809
"94",-15623.7443612106
"95",19070.6961058941
"96",21145.1220611611
"97",9702.95804610135
"98",22304.24505365
"99",23021.8838078377
"100",568.350448974859
"101",8879.72625528196
"102",15173.5015293571
"103",16902.0021457395
"104",16829.4202925152
"105",-10425.7773033834
"106",25009.5123041118
"107",6881.79978026192
"108",20633.8935506511
"109",8991.85534496441
"110",-5886.91519733159
"111",8911.21571702992
"112",-25593.7672073881
"113",10454.0087707252
"114",10107.7757964304
"115",18648.863485359
"116",30873.7946034713
"117",24780.7670589231
"118",2338.8683131248
"119",3172.61701036338
"120",14773.1164871147
"121",31206.369959629
"122",31297.8957400194
"123",2408.97692370409
"124",11681.3874716767
"125",28749.0806678814
"126",31943.2319479469
"127",-2408.65574987217
"128",18231.4937120942
"129",32185.3591790857
"130",14419.7785569993
"131",7056.59818010023
"132",10955.2869323959
"133",31486.769618265
"134",14518.8328083222
"135",8518.93951879612
"136",10893.7204795059
"137",25036.3606480758
"138",16636.6392255404
"139",26937.3248583618
"140",-9671.20051754286
"141",2742.82100954637
"142",33664.022366687
"143",24287.7649278132
"144",1392.4073110415
"145",34549.2215465628
"146",11008.8135742304
"147",17209.9527640397
"148",22247.3165256756
"149",-33864.7000406777
"150",21884.4583171329
"151",4790.72422118994
"152",34078.8299343149
"153",19477.7207054884
"154",32516.4955412071
"155",-2979.66419316805
"156",-2572.01745790125
"157",31993.4752944497
"158",-6987.24122010591
"159",19205.0338726849
"160",12692.5691617102
"161",11655.5807096378
"162",32251.2219286444
"163",29697.6567598263
"164",17692.077641118
"165",18846.4376513319
"166",21092.5304407616
"167",21513.5646270256
"168",17933.176581145
"169",-8353.603508916
"170",25822.4953099023
"171",-20379.455737646
"172",15254.3085419743
"173",18570.6941576712
"174",23197.8354365859
"175",33339.8099317725
"176",-8388.14124318628
"177",20502.644247407
"178",31852.5572602302
"179",-3808.27826577303
"180",17918.1191353048
"181",-12310.8004858706
"182",33405.943709925
"183",20073.7475519377
"184",33285.3849635517
"185",2481.20584361117
"186",21735.0507974924
"187",30940.8867826508
"188",34430.1106360766
"189",13365.022109059
"190",21779.9207514311
"191",16632.2502313832
"192",20614.1183651536
"193",27408.2849857993
"194",-19846.5618314879
"195",24602.4398568979
"196",25390.3003846277
"197",1097.11347627583
"198",12392.3416289794
"199",11448.5845987791
"200",26492.9865999955
"201",34753.6842678466
"202",7760.83475243022
"203",17489.5083251373
"204",-6790.37423696452
"205",22425.6655087429
"206",24504.9794156396
"207",11528.21420025
"208",13818.0972333126
"209",20714.7643611897
"210",10349.9778901778
"211",-6993.21553649737
"212",11256.4845263613
"213",19828.4588844009
"214",17416.9451998646
"215",20151.9222620202
"216",-3077.66829338569
"217",28930.6888990004
"218",-19025.796864861
"219",19196.7526178145
"220",28325.7817633002
"221",-4584.06888899878
"222",1884.78901832437
"223",31808.0100475973
"224",22617.6796798484
"225",31260.8408207001
"226",22156.0603664
"227",14103.2042120683
"228",30771.6731058018
"229",2828.05761811696
"230",23303.1228949663
"231",-2989.89477417231
"232",-22586.130021659
"233",18741.4931975783
"234",20096.5368345713
"235",17978.995980776
"236",9683.57359449247
"237",34761.856277979
"238",19325.4088319687
"239",36237.2036412344
"240",5715.02505042209
"241",25294.9936556915
"242",12428.638420216
"243",23645.1361440395
"244",10266.8351873624
"245",-24193.0987571193
"246",6905.74115613426
"247",17672.8048968379
