"","x"
"1",635.149348317598
"2",32596.264672229
"3",1127.5327012734
"4",1903.82349245934
"5",24175.7895191876
"6",25480.9563950083
"7",11474.7544400268
"8",7441.17704649329
"9",5802.8792955
"10",18150.3971068837
"11",7592.3680122554
"12",22753.0939676524
"13",9186.54502592676
"14",34497.2480921669
"15",11947.6554546244
"16",7869.24088759423
"17",6666.79589027962
"18",7684.54582547659
"19",382.926980023485
"20",10016.1349998684
"21",1622.68403049858
"22",13002.2694232286
"23",26794.6772337621
"24",18063.1328508835
"25",14690.7854917527
"26",9097.4568914709
"27",16576.1887386045
"28",11992.9603882038
"29",23175.3438133939
"30",17680.2159917405
"31",31065.5706180439
"32",16147.0505838919
"33",4926.4749882048
"34",16620.7727615195
"35",19065.3887260229
"36",20349.9229711631
"37",10357.6320973665
"38",10825.9081113946
"39",16670.250589669
"40",16765.3439407097
"41",8755.18734645409
"42",-2458.38788846361
"43",8842.24373607521
"44",10351.7724366558
"45",2833.53977827491
"46",5068.35019267728
"47",-2609.67082563733
"48",18247.8864903132
"49",4395.30130683186
"50",18137.5868728907
"51",26968.8518393584
"52",4704.65859409219
"53",32786.0972160398
"54",26581.9344606224
"55",9783.84497202445
"56",12720.9611669022
"57",7504.54895398408
"58",6098.87740072366
"59",11279.6937482902
"60",14161.3505190965
"61",38880.1519522962
"62",5270.96883882861
"63",33081.6573715706
"64",6469.53088850886
"65",6856.18505311906
"66",15423.5205031393
"67",19452.0212266547
"68",7947.91222859697
"69",14796.85868547
"70",11746.5370955605
"71",12230.0692346946
"72",19982.5196281498
"73",12622.5831564402
"74",14623.3681156909
"75",8005.30731150201
"76",9220.31863107144
"77",13306.8475971266
"78",12604.0590980585
"79",7780.93360361157
"80",14764.7739231628
"81",7763.18223665065
"82",12361.8219544454
"83",2109.64022331256
"84",6713.10620154011
"85",14438.7347582669
"86",6213.98408745212
"87",2681.04636771187
"88",11674.4591992077
"89",10901.3625575045
"90",15132.4660466452
"91",22700.8270594849
"92",29819.8877277058
"93",10396.1590134623
"94",36040.6752609139
"95",16668.530542099
"96",6790.91828548679
"97",13880.610197111
"98",5583.19340598425
"99",8461.78982945604
"100",23343.1549393881
"101",6836.38303488588
"102",12644.0328842624
"103",-13882.804349382
"104",6016.8018934866
"105",3777.62648996202
"106",6079.60874353705
"107",19573.1922422293
"108",6100.9773008138
"109",13617.4022589993
"110",18557.4504399369
"111",14581.2269282745
"112",11580.0313808765
"113",15502.2494849708
"114",6362.52293551303
"115",17685.578377581
"116",16744.4269586729
"117",8394.968579263
"118",15944.4557059669
"119",9342.02898803086
"120",17639.2502705833
"121",7440.96340843717
"122",2951.74176088456
"123",25317.1524282885
"124",14249.2467327194
"125",2030.91248043064
"126",9310.98165623878
"127",23822.4447603127
"128",11362.7354973005
"129",233.519526865517
"130",15515.8804527101
"131",25079.8567251906
"132",17918.8010368715
"133",-3737.22060058996
"134",10304.3962806694
"135",11224.4843757587
"136",6011.893767473
"137",9360.90574466588
"138",16570.2762666396
"139",3663.22194433682
"140",33584.9947638607
"141",17864.8010832831
"142",4464.10809006984
"143",14031.4085252841
"144",33917.3663972825
"145",18378.3357453796
"146",7219.16003091853
"147",10082.9240590384
"148",11991.0970870325
"149",10898.2274549419
"150",8637.18423551596
"151",17941.4911229294
"152",16114.5482426404
"153",10034.4397251008
"154",5890.84662985115
"155",29887.8607687854
"156",27906.6324919499
"157",-2012.27698926308
"158",28114.4701261136
"159",13242.3154753425
"160",15487.5921058805
"161",3753.01421404829
"162",12319.9917667759
"163",5986.50028438748
"164",21545.2399316078
"165",8171.48586899725
"166",7318.57421480163
"167",8530.86564979094
"168",11408.7463263431
"169",17960.9071107273
"170",9761.31930347891
"171",12237.4208993059
"172",7760.25536254445
"173",9729.15851300206
"174",5466.57494957813
"175",12528.400909114
"176",38425.2543985813
"177",9187.75402550147
"178",13207.802181268
"179",30317.9058406924
"180",5110.62150191302
"181",37536.8149465186
"182",3979.68384837585
"183",13238.614633269
"184",5221.20151783734
"185",15813.3674005197
"186",7194.01218320292
"187",13234.1489122049
"188",7062.51342789943
"189",9373.35872065972
"190",4209.02299828988
"191",2156.6796109747
"192",5636.3526404288
"193",14067.4108956069
"194",35256.1292662129
"195",5876.08458727392
"196",11262.417027177
"197",18329.4939546093
"198",14413.8106234359
"199",18449.104801486
"200",9032.98235811598
"201",2994.46606951663
"202",22214.4279197852
"203",14191.4914144089
"204",18007.2537563875
"205",20348.9619097142
"206",3977.58459603576
"207",24729.5564552087
"208",10139.3410994295
"209",6331.51681699496
"210",11601.3294760974
"211",34193.338040934
"212",12648.8379801808
"213",10092.8015744727
"214",17886.2778095654
"215",12966.1836370662
"216",22937.0484880258
"217",14694.1458451254
"218",32806.1951891038
"219",9064.15508846636
"220",7853.45993524967
"221",24553.5131533914
"222",12956.8476878793
"223",10904.4364408708
"224",12420.7685414007
"225",-2942.82251367895
"226",7700.07269769628
"227",10329.0165998033
"228",8199.25426267161
"229",15106.5412600699
"230",7518.9412443751
"231",30535.4573729707
"232",12083.6365494549
"233",8641.97312609931
"234",-8141.4851325572
"235",10759.7074378667
"236",12307.059777091
"237",9835.10957447221
"238",12437.9905967801
"239",12517.9056578419
"240",20203.709198842
"241",18243.303215761
"242",11618.1848343548
"243",12973.620862585
"244",10787.1318780753
"245",12076.160156039
"246",15962.5433382866
"247",14143.370802397
